enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
11180,city_105,0.794,Male,Has relevent experience,no_enrollment,High School,,9,50-99,,>4,104
8240,city_97,0.925,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,118
6667,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,194
15038,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,3,34
19308,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,65
7074,city_81,0.73,Male,Has relevent experience,Part time course,Graduate,STEM,5,<10,Pvt Ltd,1,16
3136,city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,84
3823,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,158
13879,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,,,never,16
5586,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,Pvt Ltd,never,18
13906,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,9,1000-4999,NGO,2,101
23474,city_45,0.89,Male,No relevent experience,,High School,,2,,,never,21
15146,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1,158
20284,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,54
29320,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,147
14320,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,8,,Public Sector,1,196
3719,city_114,0.926,,No relevent experience,Part time course,Masters,STEM,4,50-99,Public Sector,2,12
13804,city_61,0.913,Male,Has relevent experience,no_enrollment,Primary School,,7,100-500,Pvt Ltd,1,9
3158,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,86
11507,city_114,0.926,Male,No relevent experience,Full time course,High School,,10,5000-9999,Pvt Ltd,1,65
28372,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,86
18033,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,91
24695,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,4,4
3744,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,20
9912,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,45
22290,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,6
25004,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,33
23181,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,25
26274,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,11
29909,city_104,0.924,Male,No relevent experience,Full time course,High School,,4,,,2,53
1060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24
306,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,2,,,2,84
26610,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,104
6302,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,1,322
27845,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,66
20067,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,1,95
13916,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,5,,,never,81
21109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,152
5929,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,56
20960,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,22
29170,city_103,0.92,Male,Has relevent experience,no_enrollment,,,16,1000-4999,Pvt Ltd,>4,22
18685,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,94
27753,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,34
3825,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,68
14897,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,4,,,never,29
19587,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,116
22253,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,89
22514,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,222
21118,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Funded Startup,2,53
20704,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,,never,26
3467,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,2,64
22240,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,46
16334,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,26
12326,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,10
25208,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,NGO,1,106
14521,city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,43
9260,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,3,100-500,Pvt Ltd,2,25
18398,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,10
497,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,3,100
21405,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,8
20697,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,1,134
6814,city_21,0.624,,No relevent experience,Part time course,Graduate,Other,5,10/49,Funded Startup,3,37
7017,city_173,0.878,,Has relevent experience,Full time course,Masters,STEM,>20,,,,28
31350,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,10000+,Pvt Ltd,1,77
3013,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,,,never,16
8958,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,63
19798,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,,1,158
4671,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,1,,,1,16
31945,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,19,10/49,Pvt Ltd,>4,3
7583,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,46
276,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,10,,,1,51
10190,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,,never,104
25667,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Other,>4,28
5996,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,13
27169,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,,,,145
28691,city_165,0.903,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,never,5
29617,city_100,0.887,Male,Has relevent experience,Part time course,High School,,1,500-999,Pvt Ltd,1,166
30070,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,44
19411,city_162,0.767,,Has relevent experience,Part time course,Masters,Humanities,15,1000-4999,Pvt Ltd,1,124
17969,city_128,0.527,,Has relevent experience,Full time course,Graduate,STEM,3,,,1,96
28129,city_104,0.924,Female,Has relevent experience,no_enrollment,Masters,Other,18,1000-4999,Pvt Ltd,>4,150
9724,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,54
1804,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,22
13360,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,161
29157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,102
27493,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,NGO,2,5
13719,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,50
3968,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,56
8046,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,>4,24
29847,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,106
23234,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,29
24573,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,42
12717,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,1000-4999,Pvt Ltd,2,130
5688,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,14
2893,city_89,0.925,Male,No relevent experience,Full time course,High School,,7,,Pvt Ltd,never,47
12182,city_100,0.887,,No relevent experience,no_enrollment,Primary School,,6,,,never,34
32004,city_67,0.855,Female,No relevent experience,Full time course,High School,,3,10000+,,1,34
21734,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,10,10/49,Early Stage Startup,>4,96
22415,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,66
867,city_128,0.527,Male,No relevent experience,Full time course,High School,,4,,Pvt Ltd,never,56
16263,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,20
25799,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,112
6728,city_173,0.878,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,96
24981,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,,62
1750,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,45
32076,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,40
10594,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,7
15480,city_23,0.899,,No relevent experience,Part time course,High School,,4,,,1,110
670,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,116
2845,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,1,45
31429,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,NGO,1,94
23833,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,2,45
24794,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,31
20740,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,2,64
32946,city_159,0.843,Male,No relevent experience,Full time course,High School,,1,,Pvt Ltd,never,74
2681,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,1,11
21043,city_73,0.754,,Has relevent experience,no_enrollment,High School,,>20,10000+,Public Sector,2,116
23715,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,,,1,62
19500,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,24
10270,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,37
18457,city_44,0.725,Male,Has relevent experience,,Graduate,STEM,6,<10,Pvt Ltd,3,13
28965,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,21
4867,city_54,0.856,,Has relevent experience,no_enrollment,High School,,3,10/49,Pvt Ltd,1,134
10969,city_160,0.92,Male,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,1,112
7580,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,212
27029,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,7
17588,city_114,0.926,Female,Has relevent experience,no_enrollment,Phd,STEM,17,100-500,Pvt Ltd,3,156
7379,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,18
25864,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,28
15077,city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,Other,10,,,>4,160
12150,city_120,0.78,Male,No relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,28
24737,city_13,0.8270000000000001,Male,No relevent experience,Full time course,High School,,3,,,never,23
31413,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,60
20726,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,232
307,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,1,3
3549,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28
26671,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,32
4124,city_67,0.855,Male,No relevent experience,,High School,,7,,,never,18
13263,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11
7750,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,96
18742,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,101
17531,city_90,0.698,,Has relevent experience,Part time course,Masters,STEM,6,,,1,116
18639,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,122
29103,city_103,0.92,Male,No relevent experience,Part time course,Phd,Humanities,11,10/49,Other,3,13
13820,city_100,0.887,,No relevent experience,Full time course,High School,,9,,,never,13
1791,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,78
20976,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,2,40
11601,city_36,0.893,Male,Has relevent experience,no_enrollment,Primary School,,5,100-500,Pvt Ltd,4,32
20957,city_90,0.698,Male,No relevent experience,Part time course,High School,,2,<10,Early Stage Startup,1,69
28918,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,2,88
23552,city_16,0.91,Male,No relevent experience,Full time course,High School,,3,<10,Pvt Ltd,1,50
10219,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111
29601,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Other,2,,,1,24
10756,city_61,0.913,,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28
13095,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,13,100-500,Pvt Ltd,>4,28
31685,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,43
806,city_16,0.91,,Has relevent experience,no_enrollment,,,10,100-500,Pvt Ltd,2,38
28279,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,<10,Pvt Ltd,1,64
2935,city_67,0.855,Male,No relevent experience,Full time course,High School,,7,,,1,55
29480,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,1,15
29306,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,,2,14
111,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,3,25
12458,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,50-99,Pvt Ltd,3,63
5432,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,2,25
25239,city_141,0.763,,Has relevent experience,Full time course,Graduate,STEM,7,50-99,,>4,117
2007,city_11,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,280
4521,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,11,,Pvt Ltd,never,22
9411,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,7,50-99,,,17
23827,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,3,222
28894,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,1,128
22190,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Pvt Ltd,2,28
18392,city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,Other,<1,,,2,304
10949,city_57,0.866,,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,80
15787,city_104,0.924,,No relevent experience,Full time course,Graduate,STEM,4,,,,43
2646,city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,18
27483,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,89
28856,city_103,0.92,Male,No relevent experience,Full time course,High School,,8,,,1,3
23981,city_160,0.92,,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,>4,19
31982,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,6,50-99,,1,30
12798,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,4,94
7364,city_160,0.92,,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,142
27982,city_136,0.897,,No relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,,20
21365,city_90,0.698,,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,23
12885,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,2,20
1313,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6
17355,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,60
21694,city_71,0.884,Female,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99
19965,city_65,0.802,Female,Has relevent experience,Full time course,Graduate,STEM,4,50-99,,1,8
19559,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,>4,62
1446,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,31
8654,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,1,135
12013,city_100,0.887,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,70
5808,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,18
26824,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,>4,88
4076,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,1000-4999,Pvt Ltd,never,128
30878,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,32
31858,city_160,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,,,1,7
27275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,2,43
202,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78
29573,city_10,0.895,Male,No relevent experience,Full time course,Masters,Humanities,1,,,1,13
29208,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,224
11099,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,,1000-4999,,,46
5879,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,6
23533,city_103,0.92,,No relevent experience,Full time course,High School,,2,500-999,Pvt Ltd,1,40
10604,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,20
19614,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,36
12623,city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,28
1051,city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,16
8706,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,6
17739,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,22
13691,city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,26
1997,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,5
29779,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,,4,18
30119,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,13
15007,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,12
19174,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,100
25487,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,3,57
24031,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,150
2858,city_65,0.802,,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,5
15365,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,143
16305,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,74
3292,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,50
32135,city_136,0.897,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,298
23394,city_73,0.754,Male,No relevent experience,Part time course,High School,,1,,,1,57
9623,city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,79
27552,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,,1,45
29014,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,33
18173,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,4,51
16757,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,26
15744,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,8,50-99,Funded Startup,1,43
18445,city_114,0.926,,Has relevent experience,no_enrollment,High School,,7,10/49,Pvt Ltd,>4,111
13715,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,,1,24
23481,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,43
19079,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,162
12512,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,2,74
5872,city_28,0.939,,Has relevent experience,Full time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,28
32934,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,17
6434,city_76,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,never,45
24432,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,26
14584,city_157,0.769,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Public Sector,1,20
15778,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,1,15
13566,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,,2,14
18323,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,5,,,never,105
31179,city_33,0.4479999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,28
6184,city_21,0.624,,No relevent experience,no_enrollment,,,4,,,never,23
21030,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,4,,,4,44
148,city_41,0.8270000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,52
29048,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,<1,,,2,55
24916,city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,3,,,never,32
4313,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,,1,52
20495,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,1,,,never,138
1450,city_25,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,56
11312,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,105
29143,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,108
14693,city_159,0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,70
25683,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Early Stage Startup,1,38
13728,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,9,,,2,21
4051,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20
30960,city_162,0.767,,Has relevent experience,,Graduate,STEM,6,5000-9999,Pvt Ltd,1,77
26911,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,,133
13581,city_134,0.698,,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,3,52
11192,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165
11990,city_21,0.624,,No relevent experience,Full time course,High School,,<1,,,never,111
16003,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,72
25299,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,64
18041,city_133,0.742,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,127
9099,city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,2,,,never,77
18091,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,1,11
8353,city_71,0.884,,No relevent experience,no_enrollment,,,2,,,never,162
19848,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,11
