연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
202107,기타 외국식 음식점업,내국인,남성,1919,1972,61087100
202107,기타 외국식 음식점업,내국인,여성,1075,1095,35371000
202107,기타 외국식 음식점업,법인,알수없음,3680,4040,171661200
202107,기타 외국식 음식점업,제주도민,남성,6814,7198,220880770
202107,기타 외국식 음식점업,제주도민,여성,3588,3703,119933050
202107,기타 주점업,내국인,남성,212,222,36488100
202107,기타 주점업,내국인,여성,40,41,7185000
202107,기타 주점업,법인,알수없음,337,355,90750300
202107,기타 주점업,제주도민,남성,1641,1774,326232412
202107,기타 주점업,제주도민,여성,224,234,34782300
202107,기타음식료품위주종합소매업,내국인,남성,17979,20142,790381570
202107,기타음식료품위주종합소매업,내국인,여성,15293,17068,666484150
202107,기타음식료품위주종합소매업,법인,알수없음,15750,19799,1309823158
202107,기타음식료품위주종합소매업,제주도민,남성,43806,50939,1978628107
202107,기타음식료품위주종합소매업,제주도민,여성,37418,43885,1694788145
202107,기타음식료품위주종합소매업,중국,알수없음,25,27,1307240
202107,내항 여객 운송업,내국인,남성,4235,4331,132787600
202107,내항 여객 운송업,내국인,여성,3672,3736,107372400
202107,내항 여객 운송업,법인,알수없음,1098,1396,57444000
202107,내항 여객 운송업,제주도민,남성,753,909,20292500
202107,내항 여객 운송업,제주도민,여성,352,378,8392500
202107,마사지업,내국인,남성,38,41,5181000
202107,마사지업,법인,알수없음,30,33,5766000
202107,마사지업,제주도민,남성,73,79,7517000
202107,면세점,내국인,남성,25698,37814,3081473850
202107,면세점,내국인,여성,21091,31296,2583161339
202107,면세점,법인,알수없음,4756,7997,973506795
202107,면세점,제주도민,남성,2129,2721,199825470
202107,면세점,제주도민,여성,1484,1981,169984960
202107,면세점,중국,알수없음,53,116,17885780
202107,비알콜 음료점업,기타외국,알수없음,53,56,533200
202107,비알콜 음료점업,내국인,남성,26295,28768,291196419
202107,비알콜 음료점업,내국인,여성,25027,27142,284535805
202107,비알콜 음료점업,법인,알수없음,14831,17094,274397270
202107,비알콜 음료점업,제주도민,남성,45170,51872,423100485
202107,비알콜 음료점업,제주도민,여성,47520,53709,469153150
202107,빵 및 과자류 소매업,기타외국,알수없음,30,35,604050
202107,빵 및 과자류 소매업,내국인,남성,17643,19045,335609397
202107,빵 및 과자류 소매업,내국인,여성,23440,25209,425698060
202107,빵 및 과자류 소매업,법인,알수없음,11964,13429,411541030
202107,빵 및 과자류 소매업,제주도민,남성,25694,27800,374804517
202107,빵 및 과자류 소매업,제주도민,여성,34953,37605,480444712
202107,빵 및 과자류 소매업,중국,알수없음,21,22,305850
202107,서양식 음식점업,기타외국,알수없음,123,142,2842450
202107,서양식 음식점업,내국인,남성,55345,60549,1324224095
202107,서양식 음식점업,내국인,여성,65258,71258,1419101838
202107,서양식 음식점업,법인,알수없음,24114,27373,919443675
202107,서양식 음식점업,제주도민,남성,39962,44231,827441241
202107,서양식 음식점업,제주도민,여성,44332,48902,825342717
202107,수산물 소매업,내국인,남성,9489,10425,508039275
202107,수산물 소매업,내국인,여성,9714,10858,433397951
202107,수산물 소매업,법인,알수없음,4132,4703,785291850
202107,수산물 소매업,제주도민,남성,3776,4091,412791728
202107,수산물 소매업,제주도민,여성,3127,3378,374553988
202107,슈퍼마켓,기타외국,알수없음,49,53,2509552
202107,슈퍼마켓,내국인,남성,35375,41060,879225295
202107,슈퍼마켓,내국인,여성,24312,27736,620962424
202107,슈퍼마켓,법인,알수없음,60363,82018,4913938217
202107,슈퍼마켓,제주도민,남성,191589,231817,5357851711
202107,슈퍼마켓,제주도민,여성,152295,183536,4771882323
202107,슈퍼마켓,중국,알수없음,97,120,3951984
202107,스포츠 및 레크레이션 용품 임대업,내국인,남성,5386,5962,308980730
202107,스포츠 및 레크레이션 용품 임대업,내국인,여성,3063,3419,186548505
202107,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2831,3135,578336545
202107,스포츠 및 레크레이션 용품 임대업,제주도민,남성,11394,12557,795789868
202107,스포츠 및 레크레이션 용품 임대업,제주도민,여성,6604,7156,629925345
202107,여관업,기타외국,알수없음,659,740,81485376
202107,여관업,내국인,남성,13454,14438,1282743625
202107,여관업,내국인,여성,10251,11048,945480098
202107,여관업,동남아,알수없음,50,105,187739750
202107,여관업,법인,알수없음,7119,11255,2712972388
202107,여관업,제주도민,남성,3836,4195,232703857
202107,여관업,제주도민,여성,1804,1969,130787011
202107,여행사업,내국인,남성,1875,2345,139952112
202107,여행사업,내국인,여성,1469,1937,103759226
202107,여행사업,법인,알수없음,592,662,194653227
202107,여행사업,제주도민,남성,48,52,24034105
202107,여행사업,제주도민,여성,35,37,4793200
202107,욕탕업,내국인,남성,755,834,14340318
202107,욕탕업,내국인,여성,463,526,9088501
202107,욕탕업,법인,알수없음,439,483,22223900
202107,욕탕업,제주도민,남성,2011,2304,41846101
202107,욕탕업,제주도민,여성,1303,1476,35598826
202107,육류 소매업,내국인,남성,2893,3084,165393719
202107,육류 소매업,내국인,여성,2207,2330,128400917
202107,육류 소매업,법인,알수없음,4102,4711,1025844049
202107,육류 소매업,제주도민,남성,8835,9520,570472414
202107,육류 소매업,제주도민,여성,8464,9180,559261968
202107,일반유흥 주점업,내국인,남성,529,568,125354650
202107,일반유흥 주점업,내국인,여성,168,176,21819600
202107,일반유흥 주점업,법인,알수없음,619,656,299476250
202107,일반유흥 주점업,제주도민,남성,2345,2516,518499570
202107,일반유흥 주점업,제주도민,여성,593,620,69375020
202107,일식 음식점업,기타외국,알수없음,23,24,874000
202107,일식 음식점업,내국인,남성,11673,12039,807715150
202107,일식 음식점업,내국인,여성,9222,9513,516209412
202107,일식 음식점업,법인,알수없음,9206,9749,945971440
202107,일식 음식점업,제주도민,남성,10908,11316,661273060
202107,일식 음식점업,제주도민,여성,6486,6684,316023520
202107,자동차 임대업,내국인,남성,10520,10549,1012512847
202107,자동차 임대업,내국인,여성,6077,6135,573019227
202107,자동차 임대업,법인,알수없음,3819,3856,646540862
202107,자동차 임대업,제주도민,남성,265,273,67269170
202107,자동차 임대업,제주도민,여성,124,127,21644980
202107,전시 및 행사 대행업,기타외국,알수없음,48,76,2206300
202107,전시 및 행사 대행업,내국인,남성,13792,16695,394924970
202107,전시 및 행사 대행업,내국인,여성,13643,16401,354784568
202107,전시 및 행사 대행업,법인,알수없음,2490,3131,186584240
202107,전시 및 행사 대행업,제주도민,남성,1788,2225,62079660
202107,전시 및 행사 대행업,제주도민,여성,2022,2531,61400830
202107,정기 항공 운송업,내국인,남성,10626,9536,754132100
202107,정기 항공 운송업,내국인,여성,9807,8738,708009500
202107,정기 항공 운송업,법인,알수없음,4095,4169,311929400
202107,정기 항공 운송업,제주도민,남성,1375,1329,56846800
202107,정기 항공 운송업,제주도민,여성,1102,1038,45313200
202107,중식 음식점업,내국인,남성,8335,8683,223672850
202107,중식 음식점업,내국인,여성,5058,5270,130254173
202107,중식 음식점업,법인,알수없음,13170,15072,490737161
202107,중식 음식점업,제주도민,남성,22581,23801,585388896
202107,중식 음식점업,제주도민,여성,11484,11978,297819241
202107,차량용 가스 충전업,내국인,남성,2168,2279,67365488
202107,차량용 가스 충전업,내국인,여성,1140,1200,35023670
202107,차량용 가스 충전업,법인,알수없음,2448,2604,300147525
202107,차량용 가스 충전업,제주도민,남성,4379,4625,221057787
202107,차량용 가스 충전업,제주도민,여성,2642,2780,168689624
202107,차량용 주유소 운영업,내국인,남성,43982,46254,2107037418
202107,차량용 주유소 운영업,내국인,여성,23147,24306,988777888
202107,차량용 주유소 운영업,법인,알수없음,59905,66974,4888373883
202107,차량용 주유소 운영업,제주도민,남성,93745,100058,5088785124
202107,차량용 주유소 운영업,제주도민,여성,43477,45346,2142452606
202107,체인화 편의점,기타외국,알수없음,111,123,1060150
202107,체인화 편의점,내국인,남성,218018,250581,2223863022
202107,체인화 편의점,내국인,여성,135917,151647,1340884723
202107,체인화 편의점,법인,알수없음,81526,95497,1095232040
202107,체인화 편의점,제주도민,남성,418256,500947,4092866758
202107,체인화 편의점,제주도민,여성,194595,227440,1905425425
202107,체인화 편의점,중국,알수없음,79,108,2063600
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,55,58,835800
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,21390,22969,289942871
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,17431,18712,235820965
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,13016,14514,429325460
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,39720,43592,499449088
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,34038,37043,416404720
202107,한식 음식점업,기타외국,알수없음,364,387,11799600
202107,한식 음식점업,내국인,남성,167908,176022,7444137980
202107,한식 음식점업,내국인,여성,130054,136020,5270754583
202107,한식 음식점업,법인,알수없음,153199,174635,9221015455
202107,한식 음식점업,제주도민,남성,225977,242791,8691688623
202107,한식 음식점업,제주도민,여성,117673,124609,4048347809
202107,한식 음식점업,중국,알수없음,61,76,6211900
202107,호텔업,기타외국,알수없음,278,294,103351377
202107,호텔업,내국인,남성,6221,6411,1331753273
202107,호텔업,내국인,여성,5244,5449,1014279972
202107,호텔업,동남아,알수없음,485,515,269940783
202107,호텔업,법인,알수없음,3863,6881,2201219068
202107,호텔업,제주도민,남성,1614,1796,192215751
202107,호텔업,제주도민,여성,1508,1713,134151086
202107,화장품 및 방향제 소매업,내국인,남성,1364,1558,58773210
202107,화장품 및 방향제 소매업,내국인,여성,2336,2649,69012160
202107,화장품 및 방향제 소매업,법인,알수없음,614,659,104591200
202107,화장품 및 방향제 소매업,제주도민,남성,1438,1533,123282333
202107,화장품 및 방향제 소매업,제주도민,여성,3303,3528,257751940
202107,휴양콘도 운영업,내국인,남성,8233,9788,1236533544
202107,휴양콘도 운영업,내국인,여성,6310,7477,779511447
202107,휴양콘도 운영업,법인,알수없음,2937,5405,2083726726
202107,휴양콘도 운영업,제주도민,남성,940,1167,95008192
202107,휴양콘도 운영업,제주도민,여성,791,980,56169359
202108,건강보조식품 소매업,내국인,남성,112,120,12376890
202108,건강보조식품 소매업,내국인,여성,89,93,10297500
202108,건강보조식품 소매업,법인,알수없음,158,170,44186112
202108,건강보조식품 소매업,제주도민,남성,388,405,57882631
202108,건강보조식품 소매업,제주도민,여성,473,498,63989677
202108,골프장 운영업,내국인,남성,6591,7064,1554536982
202108,골프장 운영업,내국인,여성,2257,2395,458549594
202108,골프장 운영업,법인,알수없음,11386,12284,3010986266
202108,골프장 운영업,제주도민,남성,9789,10446,1154252343
202108,골프장 운영업,제주도민,여성,2852,3016,319160979
202108,과실 및 채소 소매업,기타외국,알수없음,27,29,934500
202108,과실 및 채소 소매업,내국인,남성,11321,12291,413933251
202108,과실 및 채소 소매업,내국인,여성,11565,12694,390932977
202108,과실 및 채소 소매업,법인,알수없음,4970,5654,875429480
202108,과실 및 채소 소매업,제주도민,남성,6576,7193,364214653
202108,과실 및 채소 소매업,제주도민,여성,7715,8586,414402662
202108,관광 민예품 및 선물용품 소매업,내국인,남성,12302,13335,367089196
202108,관광 민예품 및 선물용품 소매업,내국인,여성,16148,17726,446048460
202108,관광 민예품 및 선물용품 소매업,법인,알수없음,1785,1988,153738400
202108,관광 민예품 및 선물용품 소매업,제주도민,남성,613,657,22506600
202108,관광 민예품 및 선물용품 소매업,제주도민,여성,845,917,30710920
202108,그외 기타 분류안된 오락관련 서비스업,내국인,남성,52,53,1004600
202108,그외 기타 분류안된 오락관련 서비스업,내국인,여성,76,82,1367500
202108,그외 기타 스포츠시설 운영업,내국인,남성,357,404,31319100
202108,그외 기타 스포츠시설 운영업,내국인,여성,280,314,22981900
202108,그외 기타 스포츠시설 운영업,법인,알수없음,106,116,16620300
202108,그외 기타 스포츠시설 운영업,제주도민,남성,23,24,4660000
202108,그외 기타 스포츠시설 운영업,제주도민,여성,24,27,4689000
202108,그외 기타 종합 소매업,내국인,남성,3212,3574,178580810
202108,그외 기타 종합 소매업,내국인,여성,2628,2955,142948020
202108,그외 기타 종합 소매업,법인,알수없음,5741,7960,845866190
202108,그외 기타 종합 소매업,제주도민,남성,15845,18447,1007957800
202108,그외 기타 종합 소매업,제주도민,여성,15316,17983,1013016280
202108,기타 대형 종합 소매업,내국인,남성,10353,11814,644361220
202108,기타 대형 종합 소매업,내국인,여성,8911,10353,508554290
202108,기타 대형 종합 소매업,법인,알수없음,8210,9880,908708040
202108,기타 대형 종합 소매업,제주도민,남성,27220,31318,1720079820
202108,기타 대형 종합 소매업,제주도민,여성,31308,36749,1892068890
202108,기타 대형 종합 소매업,중국,알수없음,135,177,33735640
202108,기타 수상오락 서비스업,내국인,남성,115,128,6855400
202108,기타 수상오락 서비스업,내국인,여성,54,57,2814100
202108,기타 수상오락 서비스업,법인,알수없음,20,21,1582100
202108,기타 수상오락 서비스업,제주도민,남성,34,42,3389900
202108,기타 외국식 음식점업,내국인,남성,2006,2052,58898618
202108,기타 외국식 음식점업,내국인,여성,1072,1091,33409600
202108,기타 외국식 음식점업,법인,알수없음,3501,3828,141674116
202108,기타 외국식 음식점업,제주도민,남성,6813,7178,197852018
202108,기타 외국식 음식점업,제주도민,여성,3462,3549,102958850
202108,기타음식료품위주종합소매업,내국인,남성,18755,20871,837670251
202108,기타음식료품위주종합소매업,내국인,여성,15325,16953,659100144
202108,기타음식료품위주종합소매업,법인,알수없음,15891,19572,1295111120
202108,기타음식료품위주종합소매업,제주도민,남성,45560,52344,1960141441
202108,기타음식료품위주종합소매업,제주도민,여성,38604,44429,1771103507
202108,기타음식료품위주종합소매업,중국,알수없음,22,24,1437250
202108,내항 여객 운송업,내국인,남성,4593,4681,141878650
202108,내항 여객 운송업,내국인,여성,3728,3801,107735400
202108,내항 여객 운송업,법인,알수없음,1086,1310,48701100
202108,내항 여객 운송업,제주도민,남성,872,1029,22899300
202108,내항 여객 운송업,제주도민,여성,372,410,9600200
202108,마사지업,내국인,남성,47,50,6791000
202108,마사지업,법인,알수없음,40,47,8352000
202108,마사지업,제주도민,남성,62,67,6231000
202108,면세점,내국인,남성,32828,49520,4007287375
202108,면세점,내국인,여성,24454,36237,2995566636
202108,면세점,법인,알수없음,6065,10474,1306797275
202108,면세점,제주도민,남성,2502,3160,230582310
202108,면세점,제주도민,여성,1751,2343,189077300
202108,면세점,중국,알수없음,59,105,16488550
202108,비알콜 음료점업,기타외국,알수없음,29,32,224800
202108,비알콜 음료점업,내국인,남성,26910,29329,290928038
202108,비알콜 음료점업,내국인,여성,24339,26374,267323963
202108,비알콜 음료점업,법인,알수없음,14195,16096,221350916
202108,비알콜 음료점업,제주도민,남성,42473,48597,382272410
202108,비알콜 음료점업,제주도민,여성,41655,46563,397137694
202108,빵 및 과자류 소매업,기타외국,알수없음,26,29,394700
202108,빵 및 과자류 소매업,내국인,남성,18760,20202,353380477
202108,빵 및 과자류 소매업,내국인,여성,23050,24888,422047269
202108,빵 및 과자류 소매업,법인,알수없음,11913,13223,326295451
202108,빵 및 과자류 소매업,제주도민,남성,27243,29312,373387315
202108,빵 및 과자류 소매업,제주도민,여성,35591,37972,486400625
202108,서양식 음식점업,기타외국,알수없음,84,94,1887360
202108,서양식 음식점업,내국인,남성,57182,62456,1327782541
202108,서양식 음식점업,내국인,여성,62159,67990,1345295433
202108,서양식 음식점업,법인,알수없음,22979,25868,840145129
202108,서양식 음식점업,제주도민,남성,39075,43186,760473796
202108,서양식 음식점업,제주도민,여성,41222,45294,754570203
202108,수산물 소매업,내국인,남성,9707,10621,488585071
202108,수산물 소매업,내국인,여성,9041,10008,408844868
202108,수산물 소매업,법인,알수없음,3928,4480,777910711
202108,수산물 소매업,제주도민,남성,3740,4019,354012242
202108,수산물 소매업,제주도민,여성,2938,3145,342420696
202108,슈퍼마켓,기타외국,알수없음,46,46,1488763
202108,슈퍼마켓,내국인,남성,35684,40998,895112411
202108,슈퍼마켓,내국인,여성,24061,27327,653795510
202108,슈퍼마켓,법인,알수없음,58409,77489,4561833740
202108,슈퍼마켓,제주도민,남성,191987,229538,5393449465
202108,슈퍼마켓,제주도민,여성,149754,178270,4848472794
202108,슈퍼마켓,중국,알수없음,119,136,5183439
202108,스포츠 및 레크레이션 용품 임대업,내국인,남성,5718,6351,323851949
202108,스포츠 및 레크레이션 용품 임대업,내국인,여성,2977,3265,192100690
202108,스포츠 및 레크레이션 용품 임대업,법인,알수없음,2527,2792,461969740
202108,스포츠 및 레크레이션 용품 임대업,제주도민,남성,10546,11533,708453224
202108,스포츠 및 레크레이션 용품 임대업,제주도민,여성,5054,5484,535597610
202108,여관업,기타외국,알수없음,821,943,109221012
202108,여관업,내국인,남성,13843,14885,1234107135
202108,여관업,내국인,여성,10126,10896,890381551
202108,여관업,동남아,알수없음,83,141,241594484
202108,여관업,법인,알수없음,6579,10868,2421228063
202108,여관업,제주도민,남성,3842,4222,235316637
202108,여관업,제주도민,여성,1847,2056,108292476
202108,여행사업,내국인,남성,1789,2347,105250419
202108,여행사업,내국인,여성,1389,1894,82789211
202108,여행사업,법인,알수없음,464,535,189467344
202108,여행사업,제주도민,남성,59,68,13343900
202108,여행사업,제주도민,여성,57,68,17720300
202108,욕탕업,내국인,남성,717,779,12005000
202108,욕탕업,내국인,여성,465,511,8922300
202108,욕탕업,법인,알수없음,384,414,15666800
202108,욕탕업,제주도민,남성,1699,1894,41602800
202108,욕탕업,제주도민,여성,1045,1126,32018300
202108,육류 소매업,내국인,남성,2985,3171,160613367
202108,육류 소매업,내국인,여성,2135,2253,116063301
202108,육류 소매업,법인,알수없음,3861,4375,975250085
202108,육류 소매업,제주도민,남성,8921,9526,552630049
202108,육류 소매업,제주도민,여성,8576,9217,522507011
202108,일식 음식점업,내국인,남성,11533,11927,730567446
202108,일식 음식점업,내국인,여성,8379,8660,444566719
202108,일식 음식점업,법인,알수없음,7592,8022,675949960
202108,일식 음식점업,제주도민,남성,9264,9569,507722669
202108,일식 음식점업,제주도민,여성,5441,5568,248100727
202108,자동차 임대업,내국인,남성,10267,10313,878559787
202108,자동차 임대업,내국인,여성,5423,5477,451673314
202108,자동차 임대업,법인,알수없음,3355,3392,518830382
202108,자동차 임대업,제주도민,남성,297,310,57290889
202108,자동차 임대업,제주도민,여성,151,156,19850241
202108,전시 및 행사 대행업,기타외국,알수없음,36,54,1702300
202108,전시 및 행사 대행업,내국인,남성,13628,16590,393937400
202108,전시 및 행사 대행업,내국인,여성,12287,14882,313087310
202108,전시 및 행사 대행업,법인,알수없음,2277,2909,138787130
202108,전시 및 행사 대행업,제주도민,남성,1869,2378,55054990
202108,전시 및 행사 대행업,제주도민,여성,2128,2687,64581030
202108,정기 항공 운송업,내국인,남성,9767,8956,590880280
202108,정기 항공 운송업,내국인,여성,9292,8424,569699000
202108,정기 항공 운송업,법인,알수없음,3288,3359,217588300
202108,정기 항공 운송업,제주도민,남성,1507,1411,51971100
202108,정기 항공 운송업,제주도민,여성,1180,1111,46150700
202108,중식 음식점업,내국인,남성,8547,8867,227082905
202108,중식 음식점업,내국인,여성,5156,5374,132878415
202108,중식 음식점업,법인,알수없음,13057,14782,466455969
202108,중식 음식점업,제주도민,남성,22626,23777,575614259
202108,중식 음식점업,제주도민,여성,10818,11281,280698010
202108,차량용 가스 충전업,내국인,남성,2287,2417,74824339
202108,차량용 가스 충전업,내국인,여성,1162,1215,35095546
202108,차량용 가스 충전업,법인,알수없음,2356,2510,246723114
202108,차량용 가스 충전업,제주도민,남성,4179,4414,223983754
202108,차량용 가스 충전업,제주도민,여성,2489,2585,152166389
202108,차량용 주유소 운영업,내국인,남성,46312,48499,2182933881
202108,차량용 주유소 운영업,내국인,여성,22907,23961,975360026
202108,차량용 주유소 운영업,법인,알수없음,57764,64170,4527329769
202108,차량용 주유소 운영업,제주도민,남성,91584,97555,4894827143
202108,차량용 주유소 운영업,제주도민,여성,41278,42937,2033715263
202108,체인화 편의점,기타외국,알수없음,73,87,714790
202108,체인화 편의점,내국인,남성,222578,253931,2293591408
202108,체인화 편의점,내국인,여성,132773,147683,1330683875
202108,체인화 편의점,법인,알수없음,78283,90448,1051269830
202108,체인화 편의점,제주도민,남성,409694,486032,4118891835
202108,체인화 편의점,제주도민,여성,182844,210935,1864961901
202108,체인화 편의점,중국,알수없음,91,105,2344200
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",기타외국,알수없음,40,40,585400
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,22025,23606,301434230
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,17384,18665,233429985
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,알수없음,12937,14361,398915540
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,남성,39704,43310,507257170
202108,"피자, 햄버거, 샌드위치 및 유사 음식점업",제주도민,여성,33169,35805,421687381
202108,한식 음식점업,기타외국,알수없음,194,212,5840700
202108,한식 음식점업,내국인,남성,171440,179552,7217668811
202108,한식 음식점업,내국인,여성,123745,129693,4783511946
202108,한식 음식점업,법인,알수없음,139365,157980,7435601422
202108,한식 음식점업,제주도민,남성,207209,221932,7451853392
202108,한식 음식점업,제주도민,여성,104219,110095,3378206681
202108,한식 음식점업,중국,알수없음,46,51,2141050
202108,호텔업,기타외국,알수없음,223,233,110531267
202108,호텔업,내국인,남성,6094,6395,1480489702
202108,호텔업,내국인,여성,4651,4940,904066189
202108,호텔업,동남아,알수없음,443,469,251830311
202108,호텔업,법인,알수없음,3619,6150,2118443049
202108,호텔업,제주도민,남성,1472,1683,164652114
202108,호텔업,제주도민,여성,1442,1670,111924499
202108,화장품 및 방향제 소매업,내국인,남성,1326,1562,42963790
202108,화장품 및 방향제 소매업,내국인,여성,2157,2539,63959220
202108,화장품 및 방향제 소매업,법인,알수없음,573,634,83612310
202108,화장품 및 방향제 소매업,제주도민,남성,1310,1390,97819167
202108,화장품 및 방향제 소매업,제주도민,여성,2909,3102,209503910
202108,휴양콘도 운영업,내국인,남성,7747,9484,1225023774
202108,휴양콘도 운영업,내국인,여성,5539,6733,795414094
202108,휴양콘도 운영업,법인,알수없음,2544,4275,1773587753
202108,휴양콘도 운영업,제주도민,남성,987,1212,90484321
202108,휴양콘도 운영업,제주도민,여성,962,1204,76940369
202109,건강보조식품 소매업,내국인,남성,119,125,23618080
202109,건강보조식품 소매업,내국인,여성,133,139,27039350
202109,건강보조식품 소매업,법인,알수없음,341,373,156312063
202109,건강보조식품 소매업,제주도민,남성,627,652,125109522
202109,건강보조식품 소매업,제주도민,여성,693,727,115791664
202109,골프장 운영업,내국인,남성,5740,6100,1361013623
202109,골프장 운영업,내국인,여성,2207,2383,436671367
202109,골프장 운영업,법인,알수없음,10765,11584,2866527038
202109,골프장 운영업,제주도민,남성,9129,9742,1176727232
202109,골프장 운영업,제주도민,여성,2702,2860,325027988
202109,과실 및 채소 소매업,기타외국,알수없음,31,32,689400
202109,과실 및 채소 소매업,내국인,남성,10245,11159,492152217
202109,과실 및 채소 소매업,내국인,여성,10737,11743,432634045
202109,과실 및 채소 소매업,법인,알수없음,5519,6217,1662212527
202109,과실 및 채소 소매업,제주도민,남성,8506,9224,633351605
202109,과실 및 채소 소매업,제주도민,여성,10377,11426,687745543
202109,관광 민예품 및 선물용품 소매업,기타외국,알수없음,21,21,431500
202109,관광 민예품 및 선물용품 소매업,내국인,남성,9280,10018,292651390
202109,관광 민예품 및 선물용품 소매업,내국인,여성,12693,13862,379019030
202109,관광 민예품 및 선물용품 소매업,법인,알수없음,1353,1503,153308700
202109,관광 민예품 및 선물용품 소매업,제주도민,남성,768,839,26178260
202109,관광 민예품 및 선물용품 소매업,제주도민,여성,979,1064,61913760
202109,그외 기타 분류안된 오락관련 서비스업,내국인,남성,44,51,1300600
202109,그외 기타 분류안된 오락관련 서비스업,내국인,여성,58,60,1022200
202109,그외 기타 스포츠시설 운영업,내국인,남성,322,356,26059100
202109,그외 기타 스포츠시설 운영업,내국인,여성,287,324,24737800
202109,그외 기타 스포츠시설 운영업,법인,알수없음,67,74,7658000
202109,그외 기타 스포츠시설 운영업,제주도민,남성,26,27,3241800
202109,그외 기타 스포츠시설 운영업,제주도민,여성,21,23,3663500
202109,그외 기타 종합 소매업,내국인,남성,2593,2855,153086720
202109,그외 기타 종합 소매업,내국인,여성,2092,2308,119351390
202109,그외 기타 종합 소매업,법인,알수없음,6508,8547,2311458350
202109,그외 기타 종합 소매업,제주도민,남성,15767,18086,1176918120
202109,그외 기타 종합 소매업,제주도민,여성,15409,18023,1150997800
202109,기타 대형 종합 소매업,내국인,남성,8247,9374,510471460
202109,기타 대형 종합 소매업,내국인,여성,7404,8540,424399280
202109,기타 대형 종합 소매업,법인,알수없음,7834,9269,1046265280
202109,기타 대형 종합 소매업,제주도민,남성,26253,30128,1727374990
202109,기타 대형 종합 소매업,제주도민,여성,30198,35391,1907188870
202109,기타 대형 종합 소매업,중국,알수없음,131,163,26805790
202109,기타 수상오락 서비스업,내국인,남성,69,75,4760800
202109,기타 수상오락 서비스업,내국인,여성,42,46,1984800
202109,기타 수상오락 서비스업,제주도민,남성,24,25,3226800
202109,기타 외국식 음식점업,내국인,남성,1795,1845,56938850
202109,기타 외국식 음식점업,내국인,여성,968,984,31930300
202109,기타 외국식 음식점업,법인,알수없음,3230,3492,131368700
202109,기타 외국식 음식점업,제주도민,남성,6909,7178,211310730
202109,기타 외국식 음식점업,제주도민,여성,3363,3440,105858425
202109,기타 주점업,내국인,남성,42,48,6922000
202109,기타 주점업,법인,알수없음,80,83,23218000
202109,기타 주점업,제주도민,남성,448,473,83781525
202109,기타 주점업,제주도민,여성,62,66,9882200
202109,기타음식료품위주종합소매업,내국인,남성,14200,15669,625255250
202109,기타음식료품위주종합소매업,내국인,여성,11803,13021,493268790
202109,기타음식료품위주종합소매업,법인,알수없음,13868,16763,1554065528
202109,기타음식료품위주종합소매업,제주도민,남성,43965,49716,2215676717
202109,기타음식료품위주종합소매업,제주도민,여성,38841,44125,1990863934
202109,기타음식료품위주종합소매업,중국,알수없음,22,23,1319570
202109,내항 여객 운송업,내국인,남성,4296,4365,126088800
202109,내항 여객 운송업,내국인,여성,3704,3771,104286000
202109,내항 여객 운송업,법인,알수없음,1022,1233,44877200
202109,내항 여객 운송업,제주도민,남성,940,1115,29905700
202109,내항 여객 운송업,제주도민,여성,432,465,10380900
202109,마사지업,내국인,남성,42,45,5193000
202109,마사지업,법인,알수없음,44,45,7865000
202109,마사지업,제주도민,남성,78,80,8528000
202109,면세점,내국인,남성,28577,43504,3699640585
202109,면세점,내국인,여성,22310,33383,2920400740
202109,면세점,법인,알수없음,5520,9501,1225642970
202109,면세점,제주도민,남성,3614,4731,352780290
202109,면세점,제주도민,여성,2513,3446,298047630
202109,면세점,중국,알수없음,49,105,16587100
202109,비알콜 음료점업,기타외국,알수없음,56,57,421900
202109,비알콜 음료점업,내국인,남성,22090,23940,226189886
202109,비알콜 음료점업,내국인,여성,19981,21622,211493686
202109,비알콜 음료점업,법인,알수없음,11669,13111,197807342
202109,비알콜 음료점업,제주도민,남성,42706,48227,382856950
202109,비알콜 음료점업,제주도민,여성,41553,46076,396820269
202109,빵 및 과자류 소매업,기타외국,알수없음,36,41,601650
202109,빵 및 과자류 소매업,내국인,남성,16293,17524,316091096
202109,빵 및 과자류 소매업,내국인,여성,20995,22553,393601296
202109,빵 및 과자류 소매업,법인,알수없음,10747,11867,403687510
202109,빵 및 과자류 소매업,제주도민,남성,30283,32291,503072208
202109,빵 및 과자류 소매업,제주도민,여성,38636,41118,608458787
202109,서양식 음식점업,기타외국,알수없음,127,140,2544400
202109,서양식 음식점업,내국인,남성,48101,52679,1130413425
