Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT)
05/10/2004,13.00.00,-200.0,1358.0,-200.0,23.4
05/10/2004,14.00.00,-200.0,1301.0,-200.0,17.1
05/10/2004,15.00.00,-200.0,1255.0,-200.0,14.6
05/10/2004,16.00.00,-200.0,1410.0,-200.0,21.6
05/10/2004,17.00.00,-200.0,1578.0,-200.0,31.9
05/10/2004,18.00.00,-200.0,1700.0,-200.0,40.5
05/10/2004,19.00.00,-200.0,1778.0,-200.0,41.6
05/10/2004,20.00.00,-200.0,1539.0,-200.0,23.9
05/10/2004,21.00.00,-200.0,1409.0,-200.0,20.3
05/10/2004,22.00.00,-200.0,1231.0,-200.0,12.8
05/10/2004,23.00.00,-200.0,1092.0,-200.0,8.7
06/10/2004,00.00.00,-200.0,1036.0,-200.0,6.8
06/10/2004,01.00.00,-200.0,984.0,-200.0,5.3
06/10/2004,02.00.00,-200.0,950.0,-200.0,4.6
06/10/2004,03.00.00,-200.0,889.0,-200.0,3.2
06/10/2004,04.00.00,-200.0,865.0,-200.0,2.8
06/10/2004,05.00.00,-200.0,917.0,-200.0,3.6
06/10/2004,06.00.00,-200.0,997.0,-200.0,6.2
06/10/2004,07.00.00,-200.0,1433.0,-200.0,24.2
06/10/2004,08.00.00,-200.0,1516.0,-200.0,32.0
06/10/2004,09.00.00,-200.0,1528.0,-200.0,25.8
06/10/2004,10.00.00,-200.0,1347.0,-200.0,16.2
06/10/2004,11.00.00,-200.0,1392.0,-200.0,17.7
06/10/2004,12.00.00,-200.0,1359.0,-200.0,16.5
06/10/2004,13.00.00,-200.0,1391.0,-200.0,18.3
06/10/2004,14.00.00,-200.0,1335.0,-200.0,14.6
06/10/2004,15.00.00,-200.0,1402.0,-200.0,17.1
06/10/2004,16.00.00,-200.0,1406.0,-200.0,17.2
06/10/2004,17.00.00,-200.0,1527.0,-200.0,24.6
06/10/2004,18.00.00,-200.0,1559.0,-200.0,26.9
06/10/2004,19.00.00,-200.0,1840.0,-200.0,44.0
06/10/2004,20.00.00,-200.0,1666.0,-200.0,31.0
06/10/2004,21.00.00,-200.0,1336.0,-200.0,16.8
06/10/2004,22.00.00,-200.0,1189.0,-200.0,11.0
06/10/2004,23.00.00,-200.0,1226.0,-200.0,11.4
07/10/2004,00.00.00,-200.0,1171.0,-200.0,9.9
07/10/2004,01.00.00,-200.0,1002.0,-200.0,5.0
07/10/2004,02.00.00,-200.0,950.0,-200.0,3.7
07/10/2004,03.00.00,-200.0,930.0,-200.0,3.1
07/10/2004,04.00.00,-200.0,924.0,-200.0,2.9
07/10/2004,05.00.00,-200.0,994.0,-200.0,4.4
07/10/2004,06.00.00,-200.0,1089.0,-200.0,7.4
07/10/2004,07.00.00,-200.0,1468.0,-200.0,19.4
07/10/2004,08.00.00,-200.0,1696.0,-200.0,37.1
07/10/2004,09.00.00,-200.0,1479.0,-200.0,22.2
07/10/2004,10.00.00,-200.0,1425.0,-200.0,18.5
07/10/2004,11.00.00,-200.0,1279.0,-200.0,14.0
07/10/2004,12.00.00,-200.0,1319.0,-200.0,15.5
07/10/2004,13.00.00,-200.0,1329.0,-200.0,15.7
07/10/2004,14.00.00,-200.0,1327.0,-200.0,15.7
07/10/2004,15.00.00,-200.0,1282.0,-200.0,12.7
07/10/2004,16.00.00,2.9,1342.0,-200.0,15.3
07/10/2004,17.00.00,5.4,1623.0,-200.0,28.8
07/10/2004,18.00.00,5.3,1576.0,-200.0,26.1
07/10/2004,19.00.00,6.7,1747.0,-200.0,37.1
07/10/2004,20.00.00,7.0,1757.0,-200.0,35.7
07/10/2004,21.00.00,2.8,1331.0,-200.0,16.5
07/10/2004,22.00.00,1.7,1182.0,-200.0,11.0
07/10/2004,23.00.00,1.7,1162.0,-200.0,10.8
08/10/2004,00.00.00,1.7,1147.0,-200.0,9.6
08/10/2004,01.00.00,1.2,1040.0,-200.0,6.5
08/10/2004,02.00.00,0.7,920.0,-200.0,3.6
08/10/2004,03.00.00,0.7,931.0,-200.0,3.3
08/10/2004,04.00.00,0.8,954.0,-200.0,4.4
08/10/2004,05.00.00,0.9,981.0,-200.0,5.5
08/10/2004,06.00.00,1.7,1147.0,-200.0,10.8
08/10/2004,07.00.00,5.7,1606.0,-200.0,31.2
08/10/2004,08.00.00,4.3,1490.0,-200.0,24.8
08/10/2004,09.00.00,3.9,1473.0,-200.0,24.2
08/10/2004,10.00.00,5.1,1582.0,-200.0,29.5
08/10/2004,11.00.00,3.7,1468.0,-200.0,21.0
08/10/2004,12.00.00,3.3,1413.0,-200.0,19.6
08/10/2004,13.00.00,3.6,1400.0,-200.0,21.2
08/10/2004,14.00.00,3.2,1361.0,-200.0,18.0
08/10/2004,15.00.00,3.5,1389.0,-200.0,20.5
08/10/2004,16.00.00,2.4,1305.0,-200.0,15.6
08/10/2004,17.00.00,2.9,1354.0,-200.0,19.2
08/10/2004,18.00.00,2.3,1352.0,-200.0,20.0
08/10/2004,19.00.00,3.1,1472.0,-200.0,21.1
08/10/2004,20.00.00,2.9,1412.0,-200.0,18.6
08/10/2004,21.00.00,1.5,1221.0,-200.0,12.3
08/10/2004,22.00.00,1.5,1230.0,-200.0,10.3
08/10/2004,23.00.00,1.7,1247.0,-200.0,9.6
09/10/2004,00.00.00,1.6,1217.0,-200.0,9.9
09/10/2004,01.00.00,1.3,1158.0,-200.0,8.6
09/10/2004,02.00.00,1.4,1150.0,-200.0,7.3
09/10/2004,03.00.00,0.9,1061.0,-200.0,5.4
09/10/2004,04.00.00,0.9,1062.0,-200.0,5.1
09/10/2004,05.00.00,1.3,1157.0,-200.0,7.8
09/10/2004,06.00.00,1.3,1167.0,-200.0,8.2
09/10/2004,07.00.00,2.9,1403.0,-200.0,17.6
09/10/2004,08.00.00,3.2,1453.0,-200.0,20.1
09/10/2004,09.00.00,3.4,1455.0,-200.0,18.7
09/10/2004,10.00.00,3.6,1512.0,-200.0,19.5
09/10/2004,11.00.00,2.3,1331.0,-200.0,13.0
09/10/2004,12.00.00,3.1,1472.0,-200.0,18.2
09/10/2004,13.00.00,3.3,1430.0,-200.0,16.2
09/10/2004,14.00.00,1.9,1264.0,-200.0,11.0
09/10/2004,15.00.00,2.6,1378.0,-200.0,15.9
09/10/2004,16.00.00,2.7,1377.0,-200.0,14.2
09/10/2004,17.00.00,3.7,1527.0,-200.0,19.9
09/10/2004,18.00.00,3.8,1573.0,-200.0,21.7
09/10/2004,19.00.00,4.8,1674.0,-200.0,25.7
09/10/2004,20.00.00,3.5,1455.0,-200.0,17.3
09/10/2004,21.00.00,2.2,1242.0,-200.0,11.2
09/10/2004,22.00.00,1.5,1181.0,-200.0,8.9
09/10/2004,23.00.00,3.4,1468.0,-200.0,15.2
10/10/2004,00.00.00,3.7,1520.0,-200.0,17.2
10/10/2004,01.00.00,2.0,1203.0,-200.0,11.9
10/10/2004,02.00.00,1.4,1096.0,-200.0,8.1
10/10/2004,03.00.00,1.1,991.0,-200.0,4.9
10/10/2004,04.00.00,-200.0,941.0,-200.0,3.6
10/10/2004,05.00.00,0.7,952.0,-200.0,3.7
10/10/2004,06.00.00,1.2,1082.0,-200.0,6.3
10/10/2004,07.00.00,1.3,1095.0,-200.0,7.7
10/10/2004,08.00.00,1.1,1049.0,-200.0,6.3
10/10/2004,09.00.00,1.0,1055.0,-200.0,5.6
10/10/2004,10.00.00,1.2,1074.0,-200.0,5.1
10/10/2004,11.00.00,1.9,1229.0,-200.0,9.0
10/10/2004,12.00.00,2.3,1228.0,-200.0,9.3
10/10/2004,13.00.00,1.6,1107.0,-200.0,5.9
10/10/2004,14.00.00,1.3,1031.0,-200.0,4.4
10/10/2004,15.00.00,1.8,1155.0,-200.0,5.8
10/10/2004,16.00.00,1.7,1131.0,-200.0,6.6
10/10/2004,17.00.00,1.8,1143.0,-200.0,7.8
10/10/2004,18.00.00,2.0,1145.0,-200.0,8.4
10/10/2004,19.00.00,2.2,1169.0,-200.0,8.3
10/10/2004,20.00.00,1.6,1105.0,-200.0,8.1
10/10/2004,21.00.00,1.3,1049.0,-200.0,6.1
10/10/2004,22.00.00,1.5,1069.0,-200.0,6.7
10/10/2004,23.00.00,1.5,1073.0,-200.0,6.6
11/10/2004,00.00.00,1.3,1039.0,-200.0,6.1
11/10/2004,01.00.00,1.4,1021.0,-200.0,6.0
11/10/2004,02.00.00,0.5,825.0,-200.0,1.4
11/10/2004,03.00.00,0.4,828.0,-200.0,1.7
11/10/2004,04.00.00,0.4,847.0,-200.0,1.9
11/10/2004,05.00.00,0.6,903.0,-200.0,3.4
11/10/2004,06.00.00,1.1,1041.0,-200.0,7.2
11/10/2004,07.00.00,2.9,1314.0,-200.0,19.0
11/10/2004,08.00.00,3.5,1326.0,-200.0,24.5
11/10/2004,09.00.00,4.6,1464.0,-200.0,25.6
11/10/2004,10.00.00,3.4,1313.0,-200.0,17.1
11/10/2004,11.00.00,2.3,1202.0,-200.0,12.3
11/10/2004,12.00.00,2.7,1225.0,-200.0,15.2
11/10/2004,13.00.00,3.1,1257.0,-200.0,18.3
11/10/2004,14.00.00,3.2,1271.0,-200.0,17.2
11/10/2004,15.00.00,2.5,1179.0,-200.0,14.1
11/10/2004,16.00.00,3.4,1278.0,-200.0,18.3
11/10/2004,17.00.00,4.8,1435.0,-200.0,25.0
11/10/2004,18.00.00,4.5,1326.0,-200.0,22.2
11/10/2004,19.00.00,4.0,1324.0,-200.0,21.4
11/10/2004,20.00.00,3.2,1206.0,-200.0,16.2
11/10/2004,21.00.00,1.9,1052.0,-200.0,10.3
11/10/2004,22.00.00,1.9,1057.0,-200.0,8.9
11/10/2004,23.00.00,1.3,952.0,-200.0,6.5
12/10/2004,00.00.00,1.1,911.0,-200.0,5.1
12/10/2004,01.00.00,1.0,898.0,-200.0,4.6
12/10/2004,02.00.00,0.5,809.0,-200.0,2.1
12/10/2004,03.00.00,0.6,823.0,-200.0,2.4
12/10/2004,04.00.00,0.5,814.0,-200.0,3.2
12/10/2004,05.00.00,0.8,857.0,-200.0,3.9
12/10/2004,06.00.00,1.2,935.0,-200.0,6.0
12/10/2004,07.00.00,2.7,1159.0,-200.0,13.8
12/10/2004,08.00.00,3.0,1102.0,-200.0,14.8
12/10/2004,09.00.00,-200.0,979.0,-200.0,8.4
12/10/2004,10.00.00,-200.0,998.0,-200.0,9.0
12/10/2004,11.00.00,-200.0,962.0,-200.0,8.3
12/10/2004,12.00.00,-200.0,985.0,-200.0,9.5
12/10/2004,13.00.00,-200.0,1043.0,-200.0,12.1
12/10/2004,14.00.00,-200.0,929.0,-200.0,7.4
12/10/2004,15.00.00,-200.0,946.0,-200.0,8.0
12/10/2004,16.00.00,-200.0,955.0,-200.0,7.9
12/10/2004,17.00.00,-200.0,1004.0,-200.0,10.9
12/10/2004,18.00.00,-200.0,1037.0,-200.0,12.1
12/10/2004,19.00.00,-200.0,1066.0,-200.0,14.7
12/10/2004,20.00.00,-200.0,890.0,-200.0,6.0
12/10/2004,21.00.00,-200.0,843.0,-200.0,4.3
12/10/2004,22.00.00,-200.0,834.0,-200.0,4.1
12/10/2004,23.00.00,-200.0,809.0,-200.0,3.1
13/10/2004,00.00.00,-200.0,786.0,-200.0,2.2
13/10/2004,01.00.00,-200.0,747.0,-200.0,1.5
13/10/2004,02.00.00,-200.0,723.0,-200.0,0.9
13/10/2004,03.00.00,-200.0,704.0,-200.0,0.5
13/10/2004,04.00.00,-200.0,709.0,-200.0,0.6
13/10/2004,05.00.00,-200.0,726.0,-200.0,0.7
13/10/2004,06.00.00,-200.0,798.0,-200.0,2.2
13/10/2004,07.00.00,-200.0,925.0,-200.0,5.8
13/10/2004,08.00.00,-200.0,906.0,-200.0,5.9
13/10/2004,09.00.00,1.5,896.0,-200.0,5.9
13/10/2004,10.00.00,1.2,882.0,-200.0,5.3
13/10/2004,11.00.00,-200.0,948.0,-200.0,6.9
13/10/2004,12.00.00,-200.0,945.0,-200.0,7.7
13/10/2004,13.00.00,-200.0,942.0,-200.0,7.3
13/10/2004,14.00.00,-200.0,943.0,-200.0,7.2
13/10/2004,15.00.00,-200.0,894.0,-200.0,6.0
13/10/2004,16.00.00,-200.0,984.0,-200.0,8.3
13/10/2004,17.00.00,-200.0,1044.0,-200.0,11.2
13/10/2004,18.00.00,-200.0,981.0,-200.0,10.1
13/10/2004,19.00.00,-200.0,1021.0,-200.0,10.6
13/10/2004,20.00.00,-200.0,943.0,-200.0,7.2
13/10/2004,21.00.00,-200.0,863.0,-200.0,4.4
13/10/2004,22.00.00,-200.0,847.0,-200.0,3.8
13/10/2004,23.00.00,-200.0,859.0,-200.0,3.8
14/10/2004,00.00.00,-200.0,861.0,-200.0,4.0
14/10/2004,01.00.00,-200.0,786.0,-200.0,2.2
14/10/2004,02.00.00,-200.0,740.0,-200.0,1.1
14/10/2004,03.00.00,-200.0,730.0,-200.0,0.8
14/10/2004,04.00.00,-200.0,728.0,-200.0,0.8
14/10/2004,05.00.00,-200.0,755.0,-200.0,1.2
14/10/2004,06.00.00,-200.0,854.0,-200.0,3.2
14/10/2004,07.00.00,-200.0,1079.0,-200.0,10.2
14/10/2004,08.00.00,-200.0,1097.0,-200.0,13.6
14/10/2004,09.00.00,-200.0,1024.0,-200.0,9.9
14/10/2004,10.00.00,-200.0,990.0,-200.0,9.1
14/10/2004,11.00.00,-200.0,1013.0,-200.0,8.0
14/10/2004,12.00.00,-200.0,1051.0,-200.0,9.7
14/10/2004,13.00.00,-200.0,1052.0,-200.0,9.7
14/10/2004,14.00.00,-200.0,1141.0,-200.0,12.0
14/10/2004,15.00.00,-200.0,1130.0,-200.0,11.3
14/10/2004,16.00.00,-200.0,1099.0,-200.0,10.4
14/10/2004,17.00.00,-200.0,1182.0,-200.0,12.4
14/10/2004,18.00.00,-200.0,1211.0,-200.0,14.6
14/10/2004,19.00.00,-200.0,1340.0,-200.0,21.0
14/10/2004,20.00.00,-200.0,1299.0,-200.0,17.9
14/10/2004,21.00.00,-200.0,1046.0,-200.0,7.3
14/10/2004,22.00.00,-200.0,949.0,-200.0,4.8
14/10/2004,23.00.00,-200.0,966.0,-200.0,4.8
15/10/2004,00.00.00,-200.0,1062.0,-200.0,7.7
15/10/2004,01.00.00,-200.0,934.0,-200.0,4.3
15/10/2004,02.00.00,-200.0,862.0,-200.0,3.0
15/10/2004,03.00.00,-200.0,823.0,-200.0,2.1
15/10/2004,04.00.00,-200.0,839.0,-200.0,2.3
15/10/2004,05.00.00,-200.0,879.0,-200.0,3.5
15/10/2004,06.00.00,-200.0,1095.0,-200.0,10.0
15/10/2004,07.00.00,-200.0,1359.0,-200.0,20.5
15/10/2004,08.00.00,-200.0,1354.0,-200.0,22.2
15/10/2004,09.00.00,-200.0,1420.0,-200.0,24.1
15/10/2004,10.00.00,-200.0,1265.0,-200.0,17.4
15/10/2004,11.00.00,-200.0,1146.0,-200.0,14.2
15/10/2004,12.00.00,-200.0,1150.0,-200.0,15.0
15/10/2004,13.00.00,-200.0,1282.0,-200.0,18.3
15/10/2004,14.00.00,-200.0,1067.0,-200.0,13.0
15/10/2004,15.00.00,-200.0,1185.0,-200.0,18.1
15/10/2004,16.00.00,-200.0,1312.0,-200.0,23.1
15/10/2004,17.00.00,-200.0,1319.0,-200.0,24.9
15/10/2004,18.00.00,-200.0,1255.0,-200.0,21.7
15/10/2004,19.00.00,-200.0,1123.0,-200.0,14.1
15/10/2004,20.00.00,-200.0,1126.0,-200.0,11.9
15/10/2004,21.00.00,-200.0,924.0,-200.0,5.1
15/10/2004,22.00.00,-200.0,982.0,-200.0,6.8
15/10/2004,23.00.00,-200.0,936.0,-200.0,4.8
16/10/2004,00.00.00,-200.0,1069.0,-200.0,7.2
16/10/2004,01.00.00,-200.0,967.0,-200.0,5.4
16/10/2004,02.00.00,-200.0,869.0,-200.0,3.0
16/10/2004,03.00.00,-200.0,916.0,-200.0,3.7
16/10/2004,04.00.00,-200.0,886.0,-200.0,3.6
16/10/2004,05.00.00,-200.0,926.0,-200.0,4.7
16/10/2004,06.00.00,-200.0,971.0,-200.0,6.9
16/10/2004,07.00.00,-200.0,1029.0,-200.0,7.7
16/10/2004,08.00.00,-200.0,1124.0,-200.0,12.2
16/10/2004,09.00.00,-200.0,1063.0,-200.0,9.6
16/10/2004,10.00.00,-200.0,1028.0,-200.0,9.6
16/10/2004,11.00.00,-200.0,944.0,-200.0,8.3
16/10/2004,12.00.00,-200.0,913.0,-200.0,7.0
16/10/2004,13.00.00,-200.0,966.0,-200.0,8.2
16/10/2004,14.00.00,-200.0,833.0,-200.0,4.5
16/10/2004,15.00.00,-200.0,891.0,-200.0,5.5
16/10/2004,16.00.00,-200.0,995.0,-200.0,8.7
16/10/2004,17.00.00,-200.0,1038.0,-200.0,8.7
16/10/2004,18.00.00,-200.0,1146.0,-200.0,14.0
16/10/2004,19.00.00,-200.0,1059.0,-200.0,9.5
16/10/2004,20.00.00,-200.0,1065.0,-200.0,7.9
16/10/2004,21.00.00,-200.0,1013.0,-200.0,6.2
16/10/2004,22.00.00,-200.0,942.0,-200.0,4.0
16/10/2004,23.00.00,-200.0,925.0,-200.0,4.4
17/10/2004,00.00.00,-200.0,871.0,-200.0,2.6
17/10/2004,01.00.00,-200.0,864.0,-200.0,2.7
17/10/2004,02.00.00,-200.0,929.0,-200.0,3.8
17/10/2004,03.00.00,-200.0,912.0,-200.0,3.6
17/10/2004,04.00.00,-200.0,817.0,-200.0,2.2
17/10/2004,05.00.00,-200.0,786.0,-200.0,1.7
17/10/2004,06.00.00,-200.0,827.0,-200.0,2.1
17/10/2004,07.00.00,-200.0,789.0,-200.0,2.3
17/10/2004,08.00.00,-200.0,875.0,-200.0,4.8
17/10/2004,09.00.00,-200.0,959.0,-200.0,5.6
17/10/2004,10.00.00,-200.0,969.0,-200.0,6.8
17/10/2004,11.00.00,-200.0,947.0,-200.0,6.2
17/10/2004,12.00.00,-200.0,960.0,-200.0,6.8
17/10/2004,13.00.00,-200.0,1017.0,-200.0,11.1
17/10/2004,14.00.00,-200.0,979.0,-200.0,12.2
17/10/2004,15.00.00,-200.0,843.0,-200.0,4.7
17/10/2004,16.00.00,-200.0,877.0,-200.0,5.1
17/10/2004,17.00.00,-200.0,1053.0,-200.0,12.7
17/10/2004,18.00.00,-200.0,1047.0,-200.0,11.6
17/10/2004,19.00.00,-200.0,1105.0,-200.0,12.7
17/10/2004,20.00.00,-200.0,1008.0,-200.0,9.7
17/10/2004,21.00.00,-200.0,975.0,-200.0,7.8
17/10/2004,22.00.00,-200.0,954.0,-200.0,6.8
17/10/2004,23.00.00,-200.0,987.0,-200.0,8.1
18/10/2004,00.00.00,-200.0,880.0,-200.0,5.4
18/10/2004,01.00.00,-200.0,856.0,-200.0,4.4
18/10/2004,02.00.00,-200.0,788.0,-200.0,2.4
18/10/2004,03.00.00,-200.0,760.0,-200.0,1.6
18/10/2004,04.00.00,-200.0,777.0,-200.0,1.8
18/10/2004,05.00.00,-200.0,825.0,-200.0,3.1
18/10/2004,06.00.00,-200.0,1011.0,-200.0,9.2
18/10/2004,07.00.00,-200.0,1237.0,-200.0,20.8
18/10/2004,08.00.00,-200.0,1298.0,-200.0,26.8
18/10/2004,09.00.00,-200.0,1153.0,-200.0,17.7
18/10/2004,10.00.00,-200.0,1101.0,-200.0,14.2
18/10/2004,11.00.00,-200.0,1215.0,-200.0,16.8
18/10/2004,12.00.00,-200.0,1163.0,-200.0,16.0
18/10/2004,13.00.00,-200.0,1285.0,-200.0,19.9
18/10/2004,14.00.00,-200.0,1288.0,-200.0,18.5
18/10/2004,15.00.00,-200.0,1362.0,-200.0,21.4
18/10/2004,16.00.00,-200.0,1405.0,-200.0,22.8
18/10/2004,17.00.00,-200.0,1610.0,-200.0,36.5
18/10/2004,18.00.00,-200.0,1612.0,-200.0,38.8
18/10/2004,19.00.00,-200.0,1520.0,-200.0,32.3
18/10/2004,20.00.00,-200.0,1489.0,-200.0,29.3
18/10/2004,21.00.00,-200.0,1181.0,-200.0,14.2
18/10/2004,22.00.00,-200.0,995.0,-200.0,8.0
18/10/2004,23.00.00,-200.0,998.0,-200.0,7.4
19/10/2004,00.00.00,-200.0,984.0,-200.0,7.2
19/10/2004,01.00.00,-200.0,1022.0,-200.0,8.0
19/10/2004,02.00.00,-200.0,951.0,-200.0,6.5
19/10/2004,03.00.00,-200.0,910.0,-200.0,5.2
19/10/2004,04.00.00,-200.0,932.0,-200.0,5.6
19/10/2004,05.00.00,-200.0,974.0,-200.0,7.0
19/10/2004,06.00.00,-200.0,1117.0,-200.0,11.5
19/10/2004,07.00.00,-200.0,1367.0,-200.0,21.7
19/10/2004,08.00.00,-200.0,1583.0,-200.0,37.9
19/10/2004,09.00.00,-200.0,1526.0,-200.0,30.1
19/10/2004,10.00.00,-200.0,1399.0,-200.0,24.5
19/10/2004,11.00.00,-200.0,1436.0,-200.0,25.2
19/10/2004,12.00.00,-200.0,1455.0,-200.0,26.5
19/10/2004,13.00.00,-200.0,1311.0,-200.0,19.6
19/10/2004,14.00.00,-200.0,1174.0,-200.0,13.4
19/10/2004,15.00.00,-200.0,1242.0,-200.0,15.3
19/10/2004,16.00.00,-200.0,1267.0,-200.0,15.1
19/10/2004,17.00.00,-200.0,1401.0,-200.0,21.1
19/10/2004,18.00.00,-200.0,1428.0,-200.0,23.6
19/10/2004,19.00.00,-200.0,1478.0,-200.0,25.7
19/10/2004,20.00.00,-200.0,1518.0,-200.0,27.2
19/10/2004,21.00.00,-200.0,1468.0,-200.0,24.4
19/10/2004,22.00.00,-200.0,1369.0,-200.0,20.3
19/10/2004,23.00.00,-200.0,1244.0,-200.0,14.8
20/10/2004,00.00.00,-200.0,1217.0,-200.0,12.8
20/10/2004,01.00.00,-200.0,1103.0,-200.0,10.0
20/10/2004,02.00.00,-200.0,1118.0,-200.0,9.3
20/10/2004,03.00.00,-200.0,1087.0,-200.0,9.3
20/10/2004,04.00.00,-200.0,1069.0,-200.0,8.8
20/10/2004,05.00.00,-200.0,1112.0,-200.0,10.2
20/10/2004,06.00.00,-200.0,1196.0,-200.0,13.1
20/10/2004,07.00.00,-200.0,1522.0,-200.0,26.1
20/10/2004,08.00.00,-200.0,1715.0,-200.0,37.9
20/10/2004,09.00.00,-200.0,1582.0,-200.0,26.2
20/10/2004,10.00.00,-200.0,1494.0,-200.0,23.1
20/10/2004,11.00.00,-200.0,1631.0,-200.0,26.0
20/10/2004,12.00.00,-200.0,1650.0,-200.0,28.1
20/10/2004,13.00.00,-200.0,1640.0,-200.0,28.0
20/10/2004,14.00.00,-200.0,1589.0,-200.0,24.6
20/10/2004,15.00.00,-200.0,1538.0,-200.0,22.4
20/10/2004,16.00.00,4.7,1597.0,-200.0,30.9
20/10/2004,17.00.00,8.0,1884.0,-200.0,43.7
20/10/2004,18.00.00,7.7,1835.0,-200.0,40.0
20/10/2004,19.00.00,6.8,1759.0,-200.0,35.9
20/10/2004,20.00.00,6.0,1666.0,-200.0,30.1
20/10/2004,21.00.00,4.7,1506.0,-200.0,22.3
20/10/2004,22.00.00,3.4,1378.0,-200.0,17.7
20/10/2004,23.00.00,3.9,1448.0,-200.0,19.5
21/10/2004,00.00.00,4.4,1481.0,-200.0,22.3
21/10/2004,01.00.00,3.3,1289.0,-200.0,15.4
21/10/2004,02.00.00,2.0,1109.0,-200.0,9.3
21/10/2004,03.00.00,1.5,994.0,-200.0,6.0
21/10/2004,04.00.00,-200.0,1015.0,-200.0,6.6
21/10/2004,05.00.00,0.8,966.0,-200.0,5.1
21/10/2004,06.00.00,1.3,1088.0,-200.0,8.8
21/10/2004,07.00.00,2.7,1303.0,-200.0,16.6
21/10/2004,08.00.00,3.6,1440.0,-200.0,24.3
21/10/2004,09.00.00,3.6,1392.0,-200.0,20.6
21/10/2004,10.00.00,2.6,1248.0,-200.0,15.6
21/10/2004,11.00.00,2.0,1197.0,-200.0,12.2
21/10/2004,12.00.00,3.3,1357.0,-200.0,17.7
21/10/2004,13.00.00,2.6,1263.0,-200.0,14.8
21/10/2004,14.00.00,2.1,1261.0,-200.0,15.0
21/10/2004,15.00.00,2.9,1382.0,-200.0,16.7
21/10/2004,16.00.00,3.0,1400.0,-200.0,17.7
21/10/2004,17.00.00,3.2,1443.0,-200.0,20.9
21/10/2004,18.00.00,4.4,1630.0,-200.0,28.7
21/10/2004,19.00.00,6.0,1720.0,-200.0,34.8
21/10/2004,20.00.00,5.0,1600.0,-200.0,27.5
21/10/2004,21.00.00,4.3,1525.0,-200.0,24.9
21/10/2004,22.00.00,4.3,1544.0,-200.0,24.2
21/10/2004,23.00.00,4.2,1455.0,-200.0,22.2
22/10/2004,00.00.00,2.2,1203.0,-200.0,13.2
22/10/2004,01.00.00,1.3,1038.0,-200.0,7.9
22/10/2004,02.00.00,1.0,975.0,-200.0,5.9
22/10/2004,03.00.00,0.7,917.0,-200.0,4.1
22/10/2004,04.00.00,-200.0,930.0,-200.0,4.6
22/10/2004,05.00.00,0.9,960.0,-200.0,5.8
22/10/2004,06.00.00,1.0,982.0,-200.0,6.5
22/10/2004,07.00.00,2.8,1359.0,-200.0,19.5
22/10/2004,08.00.00,4.1,1500.0,-200.0,28.0
22/10/2004,09.00.00,2.9,1315.0,-200.0,18.7
22/10/2004,10.00.00,2.7,1307.0,-200.0,18.3
22/10/2004,11.00.00,2.1,1235.0,-200.0,14.3
22/10/2004,12.00.00,2.4,1310.0,-200.0,16.5
22/10/2004,13.00.00,3.8,1459.0,-200.0,22.9
22/10/2004,14.00.00,3.7,1461.0,-200.0,22.3
22/10/2004,15.00.00,3.7,1476.0,-200.0,22.0
22/10/2004,16.00.00,5.5,1612.0,-200.0,27.7
22/10/2004,17.00.00,5.4,1654.0,-200.0,29.8
22/10/2004,18.00.00,8.4,1808.0,-200.0,40.0
22/10/2004,19.00.00,6.8,1681.0,-200.0,35.1
22/10/2004,20.00.00,4.5,1494.0,-200.0,25.5
22/10/2004,21.00.00,2.5,1251.0,-200.0,13.7
22/10/2004,22.00.00,1.6,1132.0,-200.0,9.7
22/10/2004,23.00.00,1.7,1158.0,-200.0,9.8
23/10/2004,00.00.00,1.7,1146.0,-200.0,10.1
23/10/2004,01.00.00,1.1,993.0,-200.0,6.0
23/10/2004,02.00.00,1.0,989.0,-200.0,6.0
23/10/2004,03.00.00,0.8,943.0,-200.0,4.6
23/10/2004,04.00.00,-200.0,910.0,-200.0,4.0
23/10/2004,05.00.00,0.7,925.0,-200.0,4.6
23/10/2004,06.00.00,1.2,1039.0,-200.0,7.6
23/10/2004,07.00.00,2.3,1208.0,-200.0,13.6
23/10/2004,08.00.00,3.0,1268.0,-200.0,16.0
23/10/2004,09.00.00,3.3,1353.0,-200.0,18.9
23/10/2004,10.00.00,2.8,1317.0,-200.0,15.7
23/10/2004,11.00.00,3.0,1356.0,-200.0,16.2
23/10/2004,12.00.00,3.4,1414.0,-200.0,19.4
23/10/2004,13.00.00,3.0,1326.0,-200.0,16.9
23/10/2004,14.00.00,2.3,1211.0,-200.0,12.5
23/10/2004,15.00.00,3.1,1324.0,-200.0,15.8
23/10/2004,16.00.00,3.0,1324.0,-200.0,16.0
23/10/2004,17.00.00,3.3,1361.0,-200.0,16.3
23/10/2004,18.00.00,4.0,1475.0,-200.0,21.0
23/10/2004,19.00.00,4.6,1537.0,-200.0,23.1
23/10/2004,20.00.00,4.1,1413.0,-200.0,17.7
23/10/2004,21.00.00,2.3,1229.0,-200.0,12.2
23/10/2004,22.00.00,2.6,1297.0,-200.0,14.6
23/10/2004,23.00.00,2.6,1302.0,-200.0,13.1
24/10/2004,00.00.00,2.9,1347.0,-200.0,15.5
24/10/2004,01.00.00,2.1,1165.0,-200.0,11.8
24/10/2004,02.00.00,2.1,1155.0,-200.0,10.9
