ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459825,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
461115,Female,Yes,32,No,Engineer,5.0,Low,3.0,Cat_1,A
459307,Male,Yes,60,Yes,Entertainment,1.0,Low,1.0,Cat_6,C
466319,Female,,29,No,Healthcare,1.0,Low,4.0,Cat_6,C
461709,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4,D
461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,B
465985,Male,No,31,Yes,Artist,1.0,Low,3.0,Cat_6,D
466718,Male,Yes,73,,Executive,0.0,High,2.0,Cat_6,A
459925,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_4,D
460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
461668,Male,Yes,53,Yes,Artist,4.0,Average,4.0,Cat_2,C
465227,Male,No,23,No,Healthcare,6.0,Low,3.0,Cat_6,D
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,D
461801,Female,No,27,No,Healthcare,0.0,Low,3.0,Cat_6,A
461069,Female,No,19,No,Healthcare,,Low,,Cat_3,D
459477,Female,No,36,No,Engineer,,Low,2.0,Cat_6,D
461489,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,C
465231,Male,Yes,67,No,Artist,1.0,Average,2.0,Cat_6,B
459208,Female,Yes,61,Yes,Artist,1.0,High,2.0,Cat_3,C
461366,Male,No,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
462550,Female,No,23,No,Healthcare,2.0,Low,6.0,Cat_1,D
463312,Male,Yes,40,No,Engineer,3.0,Low,1.0,Cat_3,A
460405,Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,D
463554,Female,No,52,No,Artist,5.0,Low,1.0,Cat_6,C
465100,Male,Yes,56,Yes,Artist,1.0,High,2.0,Cat_6,C
461791,Female,No,21,No,Lawyer,9.0,Low,1.0,Cat_6,D
466329,Female,Yes,39,,Doctor,2.0,Low,1.0,Cat_3,A
459743,Female,Yes,50,Yes,Artist,9.0,Average,4.0,Cat_6,A
464836,Female,,32,No,Engineer,7.0,High,5.0,Cat_4,A
462257,Female,Yes,78,Yes,Lawyer,,High,2.0,Cat_6,A
465507,Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6,C
465465,Female,Yes,28,Yes,Artist,8.0,Low,2.0,Cat_6,B
459936,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,B
459001,Female,No,19,No,Marketing,,Low,4.0,Cat_6,A
459636,Male,No,30,Yes,Entertainment,14.0,Low,1.0,Cat_6,D
465142,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
459516,Female,,56,Yes,Artist,,Average,2.0,Cat_6,D
459469,Male,Yes,30,Yes,Healthcare,,Low,6.0,Cat_6,A
462746,Male,No,26,No,Entertainment,1.0,Low,3.0,Cat_6,A
465695,Female,No,32,No,Healthcare,,Low,3.0,Cat_4,D
466216,Male,No,29,No,Entertainment,1.0,Low,4.0,Cat_4,A
459549,Male,No,22,No,Healthcare,9.0,Low,5.0,Cat_4,D
464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,A
460513,Male,No,27,No,Healthcare,2.0,Low,4.0,Cat_3,D
465409,Female,No,31,No,Doctor,,Low,4.0,Cat_6,D
461122,Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,D
462847,Female,No,30,Yes,Doctor,,Low,7.0,Cat_5,C
461716,Female,Yes,60,Yes,Lawyer,6.0,High,9.0,Cat_6,B
467673,Male,Yes,50,No,Executive,0.0,High,4.0,Cat_6,B
467433,Male,No,45,,Artist,0.0,Low,1.0,Cat_6,C
467526,Male,No,21,No,Healthcare,,Low,3.0,Cat_6,D
461667,Male,Yes,42,Yes,Doctor,0.0,Average,2.0,Cat_6,C
460895,Female,No,29,Yes,Doctor,9.0,Low,5.0,Cat_3,B
465023,Male,Yes,43,Yes,Artist,9.0,Average,2.0,Cat_2,C
466035,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
461844,Male,Yes,51,No,Artist,2.0,Average,4.0,Cat_7,C
462558,Female,No,33,Yes,Engineer,0.0,Low,6.0,Cat_6,D
461909,Female,No,30,No,Marketing,0.0,Low,4.0,Cat_6,D
459080,Male,Yes,89,No,Lawyer,1.0,Low,2.0,Cat_6,C
463078,Male,Yes,86,No,Executive,0.0,High,2.0,Cat_6,A
460080,Female,No,39,Yes,Doctor,9.0,Low,3.0,Cat_6,A
459845,Male,Yes,70,Yes,Healthcare,0.0,Low,1.0,Cat_4,B
465704,Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_6,A
464269,Male,No,35,Yes,Entertainment,1.0,Low,,Cat_1,C
467087,Male,No,68,Yes,Lawyer,0.0,Low,,Cat_6,B
464819,Female,Yes,67,Yes,Lawyer,1.0,Low,1.0,Cat_4,A
462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
463505,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
467848,Male,No,37,Yes,Artist,12.0,Low,1.0,Cat_6,B
463706,Female,No,33,Yes,Doctor,0.0,Low,3.0,Cat_6,D
465479,Male,No,33,No,Artist,0.0,Low,1.0,Cat_4,B
460470,Male,No,36,No,Healthcare,,Low,4.0,Cat_4,B
459984,Female,Yes,36,Yes,Entertainment,0.0,Average,3.0,Cat_6,B
461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,D
464133,Male,Yes,73,No,Homemaker,2.0,Low,1.0,Cat_6,A
461274,Female,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,A
467825,Female,No,23,No,Marketing,0.0,Low,8.0,Cat_6,C
467191,Female,Yes,31,No,Homemaker,12.0,Average,2.0,Cat_6,B
462885,Male,Yes,28,No,Executive,1.0,High,3.0,Cat_6,D
466392,Female,Yes,45,Yes,Engineer,3.0,Average,,Cat_3,B
465356,Female,,50,No,Artist,1.0,High,4.0,Cat_6,C
461050,Male,Yes,49,Yes,,1.0,High,3.0,Cat_6,C
466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
459167,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_5,C
460171,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
460144,Female,No,46,Yes,Doctor,1.0,Low,,Cat_3,A
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
466268,Female,Yes,72,Yes,Artist,0.0,Average,3.0,Cat_4,C
460135,Female,No,25,Yes,Healthcare,4.0,Low,3.0,Cat_6,A
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,Cat_6,D
459611,Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,D
459160,Male,Yes,70,Yes,Doctor,1.0,Average,2.0,Cat_6,B
461802,Male,No,43,Yes,Artist,0.0,Low,4.0,Cat_6,B
463000,Female,No,36,No,Engineer,0.0,Low,1.0,Cat_6,A
467296,Female,Yes,65,Yes,Artist,,Average,2.0,Cat_3,D
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
463429,Female,No,28,Yes,Artist,7.0,Low,3.0,Cat_6,A
465132,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,A
463988,Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2,A
462187,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,C
463291,Male,Yes,35,Yes,Engineer,5.0,Average,4.0,Cat_6,B
461543,Male,No,31,No,Artist,3.0,Low,2.0,Cat_6,A
460697,Male,Yes,40,Yes,Artist,4.0,Average,4.0,Cat_6,C
461248,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,D
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
464189,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
461079,Female,No,26,No,Engineer,4.0,Low,1.0,Cat_7,A
466363,Female,Yes,38,,Engineer,5.0,Low,2.0,Cat_2,B
464889,Male,Yes,41,No,Executive,1.0,Low,7.0,Cat_4,D
463920,Female,No,28,Yes,Homemaker,8.0,Low,1.0,Cat_6,D
461029,Male,Yes,42,No,Entertainment,8.0,Low,2.0,Cat_4,A
464066,Female,No,29,Yes,Healthcare,9.0,Low,3.0,Cat_4,A
467871,Female,No,29,No,Marketing,4.0,Low,3.0,Cat_6,B
464704,Male,Yes,42,Yes,Healthcare,0.0,Average,4.0,Cat_4,B
465447,Male,Yes,52,Yes,Engineer,1.0,Average,3.0,Cat_4,C
464052,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,A
463051,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6,A
459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,Cat_6,B
465221,Male,Yes,88,Yes,Artist,0.0,High,2.0,Cat_6,C
467152,Male,Yes,43,No,Artist,8.0,Low,1.0,Cat_6,A
465958,Female,No,36,Yes,Artist,5.0,Low,,Cat_6,D
462923,Male,Yes,30,No,Homemaker,8.0,Average,2.0,Cat_6,C
465000,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
465675,Female,No,47,No,Entertainment,0.0,Low,1.0,Cat_4,A
463442,Male,Yes,42,Yes,Executive,1.0,Low,2.0,Cat_6,D
462956,Male,Yes,35,No,Artist,6.0,Average,5.0,Cat_6,C
467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
463610,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,A
460074,Female,No,48,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
461037,Male,Yes,40,Yes,Healthcare,,High,5.0,Cat_3,C
462748,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,C
464131,Female,Yes,81,No,Engineer,0.0,High,2.0,Cat_6,B
467409,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,A
462775,Female,No,18,No,Healthcare,7.0,Low,3.0,Cat_6,D
464675,Female,Yes,39,No,Doctor,1.0,Average,9.0,Cat_4,A
463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,A
460198,Male,No,43,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
460665,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,D
466369,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
461459,Female,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,A
465432,Female,Yes,58,Yes,Engineer,0.0,Average,4.0,Cat_4,B
460232,Male,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
466749,Male,No,22,,Healthcare,1.0,Low,5.0,Cat_3,D
466475,Female,Yes,33,No,Artist,,Low,2.0,Cat_1,B
463278,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_3,B
462567,Female,No,36,No,Engineer,0.0,Low,1.0,Cat_6,A
460962,Male,Yes,55,Yes,Executive,9.0,High,4.0,Cat_6,C
466617,Female,No,23,No,Healthcare,4.0,Low,3.0,Cat_6,D
465293,Female,Yes,47,Yes,Artist,1.0,High,5.0,,C
465001,Male,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,C
463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,Cat_3,B
461529,Female,Yes,35,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
466806,Male,Yes,40,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
462048,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
461396,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6,B
461587,Male,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
466908,Male,Yes,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
459515,Male,Yes,58,Yes,Engineer,0.0,Low,1.0,Cat_6,D
459129,Female,No,26,Yes,Marketing,9.0,Low,,Cat_3,D
460201,Female,No,45,Yes,Artist,2.0,Low,1.0,Cat_6,A
464217,Female,No,30,No,Healthcare,14.0,Low,3.0,Cat_6,A
461324,Female,No,49,Yes,Artist,3.0,Low,1.0,Cat_6,D
462521,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
467753,Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,C
460622,Female,Yes,71,Yes,Lawyer,7.0,High,3.0,Cat_3,C
459747,Female,Yes,36,Yes,Artist,1.0,Average,5.0,Cat_6,C
467904,Female,No,25,Yes,Artist,13.0,Low,1.0,Cat_6,A
467715,Male,Yes,45,Yes,Executive,4.0,High,3.0,Cat_6,A
462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
462300,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
462535,Male,No,26,No,Doctor,1.0,Low,3.0,Cat_6,D
459555,Female,No,28,Yes,Artist,8.0,Low,1.0,Cat_6,B
461288,Male,No,26,Yes,Doctor,1.0,Low,4.0,Cat_6,C
459354,Female,Yes,50,Yes,Artist,,High,3.0,Cat_6,B
460841,Female,No,61,Yes,Marketing,1.0,Low,1.0,Cat_6,D
464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
463827,Female,Yes,46,Yes,Engineer,1.0,Average,4.0,Cat_6,D
467566,Male,Yes,49,No,Executive,,High,3.0,Cat_6,B
459082,Male,,45,Yes,Artist,1.0,Low,,Cat_6,A
467091,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
467849,Female,Yes,39,Yes,Doctor,0.0,Low,1.0,Cat_2,A
465269,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_3,C
460033,Female,,46,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
463200,Male,Yes,42,Yes,Entertainment,0.0,Average,2.0,Cat_4,A
462366,Male,Yes,50,No,Engineer,1.0,Low,2.0,Cat_6,D
464739,Male,Yes,67,Yes,Artist,1.0,Low,1.0,Cat_4,B
460606,Male,No,20,No,Healthcare,,Low,5.0,Cat_7,D
466098,Male,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,A
464597,Male,No,41,No,Artist,5.0,Low,2.0,Cat_6,C
465601,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_3,A
462937,Female,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,C
463785,Female,No,30,No,Healthcare,0.0,Low,4.0,Cat_4,D
467583,Male,Yes,47,Yes,Executive,9.0,Low,,Cat_6,B
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C
466170,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_2,C
467466,Female,No,19,No,Doctor,6.0,Low,2.0,Cat_3,A
463276,Male,Yes,42,No,Executive,,Average,2.0,Cat_3,A
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
467868,Female,Yes,69,Yes,Entertainment,1.0,High,2.0,Cat_6,B
461674,Male,Yes,48,Yes,Executive,0.0,High,4.0,Cat_6,C
466647,Female,Yes,41,Yes,Artist,7.0,High,2.0,Cat_6,C
466411,Male,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_3,A
465022,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466485,Male,Yes,37,Yes,Executive,9.0,High,2.0,Cat_3,A
462358,Male,Yes,39,No,Doctor,2.0,Average,2.0,Cat_6,B
460160,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_3,A
462647,Female,Yes,56,No,,,Average,3.0,Cat_4,D
459304,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B
460505,Female,No,26,Yes,Engineer,1.0,Low,3.0,Cat_3,D
459817,Female,Yes,65,No,Marketing,,Low,,Cat_6,D
464303,Male,Yes,43,No,Artist,0.0,Average,2.0,Cat_3,B
465220,Male,Yes,61,No,Executive,0.0,High,2.0,Cat_1,B
461505,Female,Yes,39,No,Artist,0.0,High,3.0,Cat_6,B
460963,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6,B
467419,Female,Yes,39,Yes,Artist,2.0,Low,1.0,Cat_6,A
463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
460210,Male,No,29,,Entertainment,8.0,Low,9.0,Cat_6,A
465825,Female,Yes,36,No,Executive,9.0,Average,5.0,Cat_4,A
465448,Male,No,32,No,Healthcare,0.0,Low,3.0,Cat_2,A
467037,Male,Yes,56,No,Lawyer,0.0,High,2.0,Cat_6,C
462763,Male,No,23,No,Healthcare,0.0,Low,4.0,Cat_6,D
465762,Female,No,36,No,Engineer,9.0,Low,,Cat_4,D
467721,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_4,C
459012,Male,Yes,48,Yes,Artist,3.0,Low,5.0,Cat_6,B
462825,Male,Yes,41,No,Executive,1.0,High,2.0,Cat_4,B
463663,Female,No,39,Yes,,1.0,Low,2.0,Cat_6,A
467338,Female,No,29,Yes,Healthcare,3.0,Low,6.0,Cat_6,D
461924,Female,Yes,89,No,Lawyer,1.0,High,3.0,Cat_6,B
462588,Male,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,A
461927,Male,No,32,No,Healthcare,1.0,Low,4.0,Cat_2,A
459953,Male,Yes,53,Yes,Artist,9.0,Low,2.0,Cat_6,B
463857,Male,Yes,61,No,Healthcare,0.0,High,4.0,Cat_7,D
464348,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,A
459432,Male,Yes,85,Yes,Lawyer,0.0,Low,3.0,Cat_6,C
462756,Female,No,22,No,Engineer,0.0,Low,4.0,Cat_6,D
463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,B
467765,Male,Yes,28,No,Entertainment,9.0,High,4.0,Cat_6,D
463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
460615,Female,No,25,Yes,Healthcare,,Low,,Cat_3,C
459105,Male,Yes,39,Yes,Executive,5.0,High,3.0,Cat_6,C
460727,Male,Yes,69,No,Executive,0.0,High,4.0,Cat_3,B
464305,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,C
461236,Female,No,30,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,Cat_6,B
462503,Male,Yes,51,Yes,Executive,1.0,High,4.0,Cat_6,C
462814,Female,Yes,20,No,Engineer,8.0,Average,2.0,Cat_5,A
464728,Male,Yes,51,No,Entertainment,0.0,High,4.0,Cat_4,C
466032,Male,,28,No,Entertainment,,Low,2.0,Cat_6,B
461820,Female,Yes,38,Yes,Doctor,0.0,Average,2.0,Cat_6,C
467144,Male,Yes,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
466180,Male,Yes,67,No,Lawyer,1.0,Low,1.0,Cat_6,B
467137,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,Cat_6,D
464922,Female,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,D
461388,Male,No,21,No,Healthcare,,Low,5.0,Cat_2,D
459429,Female,Yes,25,Yes,Healthcare,,Low,2.0,Cat_6,D
466168,Female,Yes,45,Yes,Executive,1.0,High,3.0,Cat_3,B
459891,Male,Yes,49,Yes,Doctor,,Average,2.0,Cat_1,A
460646,Male,Yes,57,Yes,Entertainment,,Low,,Cat_3,C
466795,Male,,55,Yes,Entertainment,,Average,5.0,Cat_6,B
461151,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,D
464390,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,C
466078,Female,Yes,45,No,Executive,,Low,1.0,Cat_6,D
465839,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
462037,Female,Yes,61,No,Engineer,1.0,High,3.0,Cat_4,B
462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,C
462731,Female,Yes,43,Yes,Artist,5.0,High,3.0,Cat_6,B
463174,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
460447,Male,,79,No,Lawyer,0.0,Low,1.0,Cat_3,A
467425,Female,No,42,Yes,Artist,13.0,Low,1.0,Cat_6,C
466024,Female,Yes,35,No,Entertainment,10.0,Low,2.0,Cat_3,A
465972,Female,No,51,Yes,Marketing,9.0,Low,1.0,Cat_6,D
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0,Cat_6,C
467763,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_2,A
463963,Female,Yes,33,No,Engineer,5.0,High,3.0,Cat_6,D
463339,Female,Yes,27,Yes,Engineer,4.0,Low,2.0,Cat_3,B
463507,Male,Yes,49,No,Artist,1.0,Low,1.0,Cat_6,C
463298,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6,A
462835,Male,Yes,59,No,Engineer,,Average,4.0,Cat_6,B
464257,Male,Yes,35,,Entertainment,1.0,High,2.0,Cat_6,D
467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0,Cat_6,D
466401,Male,Yes,48,No,Executive,1.0,Average,4.0,Cat_6,A
460061,Male,No,52,Yes,Marketing,0.0,Low,1.0,Cat_3,B
465784,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_3,D
462428,Male,Yes,65,Yes,Entertainment,2.0,Average,3.0,Cat_6,C
465335,Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7,C
460265,Male,Yes,47,Yes,Executive,0.0,High,4.0,Cat_6,D
467835,Male,Yes,58,No,Artist,9.0,Low,2.0,Cat_6,B
460312,Female,No,36,Yes,Entertainment,7.0,Low,5.0,,D
463785,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,C
461213,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
460433,Female,No,45,No,Entertainment,8.0,Low,2.0,Cat_6,A
462743,Male,No,33,No,Healthcare,2.0,Low,4.0,Cat_3,A
461686,Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
460583,Male,No,18,No,Marketing,1.0,Low,6.0,Cat_3,D
464705,Male,No,32,No,Artist,3.0,Low,7.0,Cat_4,A
464974,Male,Yes,60,No,Artist,0.0,Average,2.0,Cat_4,B
466013,Male,No,22,No,Healthcare,2.0,Low,3.0,Cat_4,D
464255,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4,C
464568,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,B
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D
463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
464830,Male,,47,,Executive,1.0,Average,5.0,Cat_4,B
466102,Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,C
466995,Female,No,35,Yes,Artist,8.0,Low,,Cat_6,A
462412,Male,Yes,71,No,Artist,1.0,Low,5.0,Cat_6,C
461796,Male,Yes,39,Yes,Artist,1.0,Average,2.0,Cat_1,A
465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6,B
466658,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D
464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4,A
466780,Female,No,36,Yes,Artist,11.0,Low,,Cat_6,A
466613,Male,No,23,No,Healthcare,8.0,Low,3.0,Cat_6,D
466164,Female,No,43,Yes,Engineer,9.0,Low,1.0,Cat_6,A
458985,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
462692,Female,Yes,35,No,Artist,,Average,2.0,Cat_6,B
459672,Male,Yes,47,No,Artist,3.0,Average,3.0,Cat_6,C
467855,Male,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6,D
464812,Female,Yes,49,Yes,Engineer,1.0,High,5.0,Cat_4,D
466623,Male,Yes,56,,Entertainment,4.0,Average,4.0,Cat_3,C
465791,Female,No,28,No,Healthcare,8.0,Low,4.0,Cat_3,C
459185,Female,No,25,Yes,Entertainment,5.0,Low,1.0,Cat_6,D
463051,Female,No,35,Yes,Homemaker,12.0,Low,1.0,Cat_6,C
467950,Female,No,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
460504,Male,,43,No,Executive,,Average,3.0,Cat_3,A
459171,Male,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
466309,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,Cat_6,A
463652,Female,No,28,Yes,Artist,,Low,1.0,Cat_6,D
461600,Male,No,30,Yes,Marketing,1.0,Low,5.0,Cat_6,C
463097,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_7,C
463768,Female,Yes,38,No,Engineer,1.0,Low,1.0,Cat_4,A
462940,Male,No,75,No,Lawyer,,Low,2.0,Cat_6,A
467861,Female,No,29,No,Artist,,Low,4.0,Cat_4,D
466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
461352,Male,No,29,No,Healthcare,2.0,Low,5.0,Cat_2,D
460132,Male,No,39,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
463637,Female,No,30,Yes,Healthcare,,Low,5.0,Cat_2,A
459136,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,D
464684,Female,No,35,No,Engineer,9.0,Low,5.0,Cat_4,B
462888,Male,Yes,39,Yes,Executive,,High,3.0,Cat_6,B
461464,Male,No,59,Yes,Entertainment,,Low,3.0,Cat_6,B
467723,Male,Yes,83,No,Executive,0.0,Low,7.0,Cat_6,D
460045,Male,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,C
465966,Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6,B
467565,Male,Yes,60,Yes,Artist,0.0,Low,3.0,Cat_6,B
463727,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,A
464673,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,D
466221,Male,Yes,48,Yes,Artist,4.0,Low,1.0,Cat_6,B
460503,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,B
463465,Male,Yes,43,Yes,Artist,6.0,Average,3.0,Cat_6,B
460546,Female,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3,C
463040,Male,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,C
463687,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2,D
462611,Male,Yes,39,No,Executive,1.0,High,7.0,Cat_4,D
461117,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,D
461281,Male,No,23,No,Healthcare,4.0,Low,9.0,Cat_2,D
459976,Female,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,D
461890,Female,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
466643,Female,Yes,68,Yes,Lawyer,9.0,High,4.0,Cat_6,C
465895,Female,Yes,31,No,Artist,7.0,Average,2.0,Cat_6,B
461410,Male,Yes,79,No,,0.0,Average,2.0,,C
459120,Male,No,23,No,Healthcare,5.0,Low,5.0,Cat_2,D
467273,Female,Yes,81,Yes,Lawyer,7.0,High,2.0,Cat_6,B
467348,Female,Yes,33,Yes,Homemaker,,Average,3.0,Cat_6,D
466108,Female,Yes,60,Yes,Executive,0.0,Low,2.0,Cat_6,B
460455,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,B
460568,Female,Yes,33,Yes,Homemaker,0.0,High,2.0,Cat_3,C
467935,Male,No,23,No,Healthcare,7.0,Low,3.0,Cat_6,D
