사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
jrn3jjaxow,YG,A,,8,4.7
u1h6iaw53q,XY,C,17.0,15,3.2
s710kf10i3,XZ,B,10.0,15,0.8
aw7hxiuun7,YD,C,3.0,1,3.6
0vwyhc4zkq,YD,A,6.0,8,3.6
1snn8jjys2,YA,B,2.0,1,3.3
btm2kjk28x,YB,S,5.0,7,0.7
z9ifjdhe7e,YB,B,5.0,6,2.0
x1d8fecv9a,YC,A,4.0,4,0.5
h00u4nr9c4,YF,S,10.0,10,4.1
dw81rkh38d,XY,B,13.0,8,3.3
2jkv9bi201,YB,S,11.0,14,2.5
9vhjk79g4w,XZ,S,3.0,4,1.7
nqhz17wew6,YA,A,12.0,15,
7wkptypz22,YG,S,11.0,10,0.5
q5k7dmcl6q,YC,C,7.0,4,4.8
8qxysjlyub,YE,A,19.0,21,1.0
q156bfxksw,XX,C,3.0,4,0.3
t7z3od7f8b,YG,S,3.0,1,4.8
0qhywbipu6,YE,C,11.0,8,2.7
utqmv3ir39,YD,B,17.0,11,4.0
z2dtg3olpm,XX,S,13.0,19,0.2
6tbddvtvnr,XY,B,2.0,3,2.8
woybt1r53d,XZ,C,9.0,10,2.0
xnrik14r41,XX,B,17.0,21,3.9
2svtuzaxu8,YF,S,19.0,11,0.2
4pskew4qwb,YE,B,14.0,17,2.0
us23zzzjx9,XY,C,16.0,8,4.0
x1q5w871oe,YF,C,13.0,10,2.6
ln25gw8067,YD,C,9.0,4,2.8
q9dgkrh65e,YF,S,11.0,5,0.5
9im1j74nq5,YC,C,15.0,9,0.7
unzlo7b34p,YC,S,6.0,5,3.4
d4cjm45lhy,YA,B,19.0,12,3.4
w5e9hg2lm3,YG,C,20.0,28,4.9
2dgid8eqj2,YG,B,16.0,13,
kfvtsfk8ac,XY,A,7.0,6,2.5
3ferw30hn9,YD,B,12.0,9,4.3
vvrmh6xa5r,YB,A,12.0,13,0.5
bltfta0hiu,YC,B,19.0,9,2.2
hc4ftopbbh,XY,S,19.0,25,1.4
dmpr2zoo79,YB,B,11.0,15,0.5
e8k52un7ze,YG,S,3.0,1,3.8
yw339xgkh8,YA,S,10.0,11,2.6
4kk715kz5c,YF,C,,7,2.8
h46vtxx6pu,YC,S,,18,
gcjvia57hf,XY,A,11.0,12,2.3
2are1hjfgi,XX,C,5.0,6,0.6
hvfo1k2ipy,YB,C,7.0,9,3.4
2qnzn9zl6a,YF,B,15.0,7,2.2
o09261fscu,YC,S,5.0,3,4.1
u6l2d2ri5y,YG,S,16.0,13,1.0
wxbidmqpr5,YD,A,17.0,15,1.0
5vyjlaz7e6,YB,B,8.0,4,3.2
hyne7ff09b,YG,B,18.0,23,4.2
82hiyojtfj,YC,C,20.0,19,2.4
fh55p89ubn,YB,C,20.0,13,3.6
8lr1ckz817,YF,C,18.0,18,5.0
zk30nc00v5,YC,A,7.0,5,
p3nvy9uer4,YE,A,12.0,10,3.7
t75cfen2ng,XY,C,17.0,16,3.7
qkmhe3d9hu,YF,B,9.0,8,1.2
1nez41ow8v,YB,A,12.0,18,4.2
86b1wf8s35,YD,B,,6,
ev0w361p14,YG,B,20.0,13,4.8
2u95zevxyf,XX,S,11.0,14,0.4
oyakrddbhv,YG,C,10.0,11,2.2
3q4c61janl,YB,S,5.0,2,2.8
aofin6jz3d,YG,C,16.0,13,2.0
7t935l7t0k,XY,C,14.0,14,1.1
52oa1ypso4,YC,B,3.0,1,3.0
wb6wuyrewz,XX,C,3.0,4,3.8
sads9r0e3z,XZ,B,17.0,14,3.2
im3xeqymo6,YB,B,10.0,5,
ib9yoszpqk,YA,C,14.0,15,3.7
yj1evsz6ln,XZ,B,4.0,4,1.3
lkwawfnvwv,YG,B,10.0,7,0.9
t8vw98izal,YB,B,14.0,8,3.5
zzq2bei4yf,YE,A,3.0,3,4.2
bxpzknqocz,YA,B,9.0,6,2.4
z2cb0dqt42,XX,A,10.0,5,2.7
xezczud20d,YD,A,17.0,17,1.5
8wi2jdch4e,YE,B,3.0,1,2.5
ea1mqi9ohj,XZ,B,7.0,5,
zz99z8gnyq,YC,A,9.0,9,4.8
rlf2gi8d4e,XY,A,6.0,5,4.0
14xf340yek,YD,B,10.0,9,
v3g4i1v9y3,YE,B,2.0,1,2.7
v46o6e4jyk,YC,C,10.0,11,4.0
t9ju4xn3n0,YC,A,,6,2.5
rctwx8rchn,YB,A,5.0,2,1.5
sbht2um1oh,YE,C,4.0,5,0.8
8bu0otvqez,XX,A,11.0,15,3.2
heo8x3uadg,YG,S,16.0,13,4.6
yonycpjqdj,YA,A,12.0,12,0.8
wytesp3exx,YA,C,15.0,10,0.9
p7e4swdc3i,XZ,S,7.0,5,2.2
jtyd7eq6bu,XZ,B,13.0,17,4.0
ouuc7tlrau,YA,C,14.0,11,1.5
tetafzmq4a,XX,C,18.0,27,1.3
rwauy0s5ku,XY,B,17.0,21,3.1
xqorzy1d0c,YF,C,4.0,4,2.7
g73zzum9v7,YG,A,3.0,4,
0ija2tj1rq,XY,B,12.0,13,0.4
is0r2lj40d,YB,C,10.0,6,3.2
t1bjh2g909,YF,B,4.0,5,2.3
ulvy603xu7,YF,B,19.0,19,
mznidbi83o,YE,B,16.0,23,3.4
pe77j55jv4,XX,S,15.0,9,0.1
s94g585lep,XX,C,3.0,3,2.4
d6aoyblumc,YF,S,18.0,10,2.1
g5pdgz6zit,YE,C,9.0,4,0.5
nykc111s0e,YG,A,11.0,14,4.6
cawi5b48wr,YF,A,19.0,9,4.0
o0pisgpmdj,YD,A,20.0,15,1.2
bor54nyr2w,XZ,C,9.0,6,1.3
jyb80bczq5,XZ,B,9.0,10,0.2
tz5c5kyhtv,XY,B,4.0,6,
56biznh4wh,YB,S,4.0,6,2.9
kbezb70n3q,XZ,S,13.0,17,2.1
55qaccy1ql,YC,A,18.0,26,4.8
6aib4amyg6,XY,S,5.0,3,0.3
k6as2aq2zl,XZ,C,,21,3.0
gligw0mx4y,YB,C,15.0,7,4.3
r9dt0u1j5i,XX,S,20.0,19,2.4
r7kcr1l6la,XX,S,10.0,13,
xlc2zwqpyv,YG,S,13.0,6,1.2
pafvqqiw21,YF,S,6.0,3,1.6
ofcedsk0m9,YD,A,12.0,6,4.8
6rqyawaqwy,XX,A,4.0,5,4.6
fxicbw8au5,YE,S,16.0,19,4.7
aogoysuahf,XZ,C,15.0,22,4.1
4g89swrda2,YE,A,12.0,12,1.8
g9eqxuwnx9,YB,C,9.0,13,4.5
68wty7o8kd,XX,B,5.0,7,4.9
ymskx7e5cx,YD,C,13.0,12,1.8
nozwms7r9u,YB,S,9.0,7,1.3
xkj8dvdadn,YC,B,,4,2.7
mh8j253e91,YC,A,16.0,23,0.9
9oglp8oa48,YE,A,13.0,14,0.2
fvbf8wj5hq,YF,B,17.0,12,4.7
l7kzygvopy,XY,C,17.0,16,
kib2xqvrix,YF,A,5.0,2,0.8
hgw9cm2m7p,YG,S,12.0,13,2.0
l42r9bah9f,YF,B,14.0,14,4.2
f41ek9kbo7,YG,S,10.0,8,
ewjsrs51jf,YG,B,5.0,7,2.0
o59lpv6w4w,YD,A,13.0,9,3.7
qjie87jui2,XX,C,10.0,6,4.5
f3ty07a3ov,YD,B,14.0,10,4.6
6mb1h71ys9,YG,B,17.0,23,1.9
bm524b0j1u,YB,S,7.0,6,
9dxb2c7q6m,YC,A,11.0,10,4.6
3k2qwf6zqw,YG,S,14.0,9,0.5
jt65bgkat7,YD,A,8.0,5,3.6
y4fi5k7c4h,YB,S,20.0,24,0.7
umh8sfr4jy,YD,B,,17,1.9
ynw195gh9f,YF,S,18.0,26,2.1
9ki0oa9reu,XZ,C,14.0,14,0.8
1d0m5pmjiv,YE,A,14.0,13,4.6
h18glnkc72,XY,A,3.0,3,0.0
6y18rh8ka0,YD,B,,10,4.5
pzt2ukb90i,XY,A,14.0,12,4.4
d3s93goisn,YA,C,10.0,14,1.6
dbav926j7w,YD,S,2.0,2,
sg2tjyylmb,XZ,B,15.0,11,1.3
2gf75v9pr0,XY,C,17.0,22,3.8
zblnsjdutt,YG,A,16.0,19,2.8
5afixbe2eu,YD,A,2.0,1,1.5
xp0okxwist,XX,C,18.0,15,2.0
j6yqzgajt4,YE,S,14.0,12,3.4
pixl3tf1sl,XZ,S,16.0,22,4.5
8gywtgk4p5,XY,B,,14,0.7
1fwb35dbyn,XZ,A,17.0,20,2.9
swm3l8iqvx,YB,C,3.0,1,1.3
2ituuxyx83,YE,S,18.0,11,4.0
qxapn33wvm,YG,B,12.0,15,0.4
37sb67o8q7,YD,A,9.0,10,3.4
finoh6h2e2,YD,A,,6,0.9
n1dnzwjzfh,YD,B,,15,3.0
5ixqiwf6xf,YE,B,17.0,10,4.2
46r18rp0fd,XX,S,15.0,19,3.8
25q2di9uo5,YA,C,17.0,9,3.8
rhgvidfq6a,YC,A,18.0,12,2.6
79h2r6zab8,YF,C,12.0,6,4.5
ninyipw9eh,XY,A,18.0,14,2.9
mu4y25f79z,XX,A,20.0,20,4.6
x5lh34vx8w,YG,C,2.0,2,2.7
p5r7s0luy9,XY,B,13.0,11,2.5
rt4yrqpb13,YD,S,16.0,9,1.1
mrqumrvbo0,XZ,A,19.0,25,2.7
t4gp5zprhy,YG,B,15.0,9,0.7
j9dwy3evho,XY,A,2.0,2,4.3
fzqn027oa4,YD,S,14.0,8,3.4
mei4z391ad,XY,A,16.0,12,
wopvjihyv7,XZ,S,8.0,8,0.5
h1d4jnks18,YD,S,16.0,16,
x1dukh2ld4,YA,A,11.0,9,4.4
5q6g7tydnd,XX,A,15.0,19,2.0
qen81oxeao,YB,S,7.0,4,
p3kah511b2,YF,B,15.0,12,4.3
u16jrwivbn,YE,C,13.0,16,2.6
o44ygf7suy,YF,S,12.0,9,1.0
fx98012eww,YG,A,20.0,23,4.5
e78trfc3ls,YF,A,3.0,2,0.2
qp87fq9q85,YD,B,2.0,3,4.5
2nzvjoj2mf,YA,C,,4,
4xfihmk3hq,YB,S,,10,3.3
6ljp2hljg7,XX,S,10.0,6,0.4
nig8m2hc5g,XX,C,3.0,2,3.5
25maj5y5kq,XZ,S,6.0,5,0.2
nkjkok29h8,YE,C,9.0,10,4.2
w790sgck2t,XY,A,,14,2.3
h5z88crpmt,YA,C,17.0,8,0.5
x44mgr5efb,XY,S,14.0,14,3.5
yzvfst9c4i,YB,C,16.0,8,2.4
3qfljf386o,YF,B,2.0,2,1.0
8xmei7nura,XX,A,4.0,3,0.1
vq7ojyzw7j,YB,A,7.0,10,2.1
g5r53wh5re,YF,C,15.0,9,0.4
7t2uqr4nf4,XX,S,5.0,3,
46azl9pn3v,YF,B,19.0,15,1.3
77nmxw0w9q,YE,A,16.0,20,3.2
209ifkryoh,YA,A,10.0,10,2.6
4peqq3a6w6,YG,S,19.0,23,0.3
4ghmf9j24d,YB,S,4.0,4,4.8
9iqyky52z1,YB,B,11.0,14,4.4
se6wsz819c,YC,C,18.0,22,1.3
gces9wy5qz,YD,S,8.0,5,0.6
88iymtwz7c,YE,C,16.0,9,4.7
wy1c8ykznx,YE,B,2.0,1,2.3
h1z8tl2akx,XY,C,12.0,17,1.6
1hd9y9sq5b,YF,A,18.0,23,2.5
n52o6mwifv,YD,C,6.0,3,3.9
prt8x48tcr,YA,B,8.0,12,
v9oiv0btza,YA,B,20.0,25,3.8
0xnxzt1gy9,YE,B,16.0,15,3.7
nd8m2s15br,YA,C,4.0,2,
513zejvclw,YC,A,16.0,12,4.3
z6w9sj52vh,YB,S,6.0,6,0.7
89hmwz1rs8,XZ,A,13.0,11,3.0
qk4gvssqaf,YG,C,6.0,9,2.2
3922vx153j,XY,C,4.0,3,2.1
gfciw0hn5g,YF,S,10.0,14,1.3
z465yfdivc,YG,C,10.0,9,1.9
mosvmdu4j3,YF,B,,9,0.5
k92q4so4zd,XX,B,3.0,1,1.3
ebmz29ac3x,YG,B,17.0,22,1.4
4riz3wapba,XZ,B,10.0,14,3.6
dewi7k2z2f,YE,B,14.0,7,0.2
e46fxqu0k2,YC,C,20.0,28,3.3
fipec17ufb,YB,S,18.0,20,1.1
4lvaubbx48,YB,S,7.0,3,0.4
gu10ru2ksw,YC,B,5.0,7,1.5
bmxazjiyer,YD,C,2.0,1,1.1
ikeqv55tt1,XX,A,19.0,25,2.8
a5r2ibwii2,YF,A,20.0,10,1.8
o39snsksll,XZ,C,10.0,11,4.8
5uqourqnse,YA,B,14.0,19,4.8
azf5ksj123,YG,S,9.0,8,2.2
4wfrqyapu7,XX,C,14.0,12,4.0
17qah6zxpg,YG,A,16.0,20,0.1
fn9dpveur9,XZ,A,12.0,13,2.7
rlx90traza,XY,A,13.0,19,3.7
y5vbpa8r8k,XY,B,15.0,19,1.1
bo803nfmkh,XX,A,5.0,3,0.3
wnbrsjaoaf,YE,C,2.0,1,0.8
abha5qdz61,XZ,C,5.0,3,2.2
x48odk3snu,XZ,A,20.0,12,2.5
bvkka4fylb,YC,C,10.0,7,1.9
xnybn94n7y,YE,A,11.0,7,2.2
b5uj6z1bxb,YF,A,5.0,5,2.4
x2ggv7soc4,YF,S,10.0,7,3.8
bseid4jbcj,YA,B,14.0,8,0.5
qfx9pgky10,YB,B,13.0,14,3.8
oru6o61ve1,XY,S,12.0,11,3.4
mthqevw9y1,YF,S,13.0,8,3.7
qiduhpb6pc,YE,B,,12,3.7
el9goypctf,XZ,A,13.0,9,2.4
7247eu2cz7,YF,A,17.0,14,1.1
tc0m0fbqe4,XZ,B,6.0,9,2.7
fdr0o39qgz,YF,A,13.0,12,4.8
b45ija9oyu,XY,S,12.0,15,2.9
xpfzhejs3y,YG,A,,11,0.1
trfrrtz535,YF,A,19.0,24,0.3
pj7myi3wf8,YE,C,4.0,4,5.0
gv2z59x0mf,YF,C,18.0,24,0.4
xe16f4bqbq,YB,C,15.0,11,0.2
31r9i7z7yx,XY,A,2.0,3,
ywvxx0vzcu,YE,B,18.0,12,4.8
qo45hmxj2r,YC,S,9.0,11,1.6
b1f8p1nu63,YE,A,6.0,3,2.0
sc3m27uu19,YB,B,6.0,7,3.2
sxdmgok878,YG,A,10.0,7,
d06c2l9ycb,XY,S,4.0,5,4.5
4pjl4p9z8q,YC,A,20.0,18,2.6
dwncq98xt3,YB,S,10.0,5,2.3
7zw4ejk6t3,YB,A,19.0,10,4.3
m9xijep2t1,XX,S,,23,4.8
8kq7x0bkqy,XY,A,2.0,3,2.1
zt0upd9u07,YE,S,3.0,3,0.9
jrhjtaej6j,XZ,C,15.0,19,4.1
1lnwywh66g,YG,A,15.0,8,2.0
97ulh76ptr,XZ,A,2.0,3,4.7
75xsuxeomc,YE,B,17.0,8,4.7
dei2dhwml2,YE,B,16.0,10,0.6
l0mk4j3cms,XY,S,16.0,18,4.8
14kshwiqyf,YE,A,13.0,11,1.8
31k5yg152f,XX,S,17.0,22,3.2
616xlz7uq3,YC,C,15.0,19,0.2
epnz4ewyv1,YE,B,16.0,10,4.4
uoxlyqhdhd,XZ,S,16.0,20,3.2
rgttphgspl,YE,S,20.0,13,3.2
ao4m1jiy8e,XX,B,9.0,10,
k9t627fpb2,YF,A,3.0,2,2.5
i8471yiv4e,YF,S,3.0,4,2.1
1kczt4dfcl,YB,B,11.0,10,4.3
3tt0craf5v,YG,A,4.0,5,3.7
4cy6x4yzci,YA,C,18.0,26,4.7
66ar39qw1f,YC,B,9.0,10,4.7
3sz3m7hfxo,YD,S,5.0,4,1.9
zyleftzfao,YB,C,15.0,21,2.2
d2623g9rlz,YG,A,11.0,15,1.3
4k0t89i1wl,YF,A,2.0,1,3.3
3cggzk4a0e,XZ,B,5.0,2,1.8
lopyaj5j1a,YD,B,,1,3.9
dhuo5js5zp,YG,B,18.0,27,0.6
4kh2vfwiry,YG,A,18.0,11,0.6
3cuq7x9mi3,YB,C,8.0,12,1.0
gpmbdomm4l,YD,A,16.0,19,0.4
78m1odck4b,XY,S,14.0,19,3.1
bzorrdsld5,YA,A,3.0,3,0.7
dnecy7yt9y,XY,S,20.0,29,0.8
rfp1eyhntl,YD,C,14.0,17,0.1
tsx8vnkrbt,XY,B,12.0,6,3.9
9gfcpiezh4,XX,B,16.0,21,4.1
sk4rymncmc,YF,A,11.0,12,0.8
c4k0mzaaih,XX,B,10.0,14,3.7
zd9vypxe0e,YE,C,10.0,8,2.2
21fg1p6u9s,XY,B,2.0,2,1.2
f5f4l2b8a6,YE,A,18.0,20,3.1
q3z4d8q0rk,XZ,C,13.0,19,0.9
ijcchiycm2,YC,S,11.0,13,3.8
e8b72nullx,XZ,A,6.0,9,0.2
55lm3yafa1,YD,S,19.0,17,4.8
z12dfalkh2,YG,C,16.0,14,0.4
6aw94z8qnx,YF,A,7.0,4,2.9
28icvpmk1l,XY,A,8.0,11,4.5
cm2uill7xn,YB,C,18.0,20,
pnl43c0pwk,YC,B,7.0,6,2.5
7ywhn9hs63,YA,A,9.0,7,1.8
n3cq33rcvx,YA,A,13.0,13,2.9
zkekzuywzf,YA,S,15.0,20,1.1
zejcneww9y,XY,B,,11,0.3
d7eft2260s,YA,S,11.0,7,3.1
f2cmveoa3t,XX,S,16.0,10,2.1
a8f13fmzjh,YC,B,8.0,10,3.1
q0ke4u55b9,XX,B,10.0,9,1.1
zfzstpz4nl,YG,C,11.0,8,1.7
55yeytrudy,YC,B,11.0,7,2.8
fkl5uy5xp1,XX,A,,15,3.0
678t33uyqe,YC,B,8.0,7,1.9
8qx7bucogc,YG,C,6.0,4,1.4
hklzvru0rt,YE,C,4.0,4,1.4
rhhxkn93js,XY,C,,18,0.9
cgstecfell,XY,B,12.0,18,1.6
zufz9mxrqk,YA,B,16.0,16,1.0
he48rwr57v,XZ,S,6.0,8,3.2
i7eqrhjar8,YA,S,13.0,10,2.8
lpl4hk3nxx,YD,A,5.0,6,1.9
pmrrddxjlb,XX,S,16.0,20,1.6
x64zzrco65,YC,A,,7,1.2
d00gft14bj,XZ,C,8.0,5,
mizwxf12iw,YG,S,11.0,10,4.6
2p1s0aqy8o,YD,B,14.0,17,3.4
6u4ny9uuhz,YG,S,9.0,4,3.7
bf3wp7gu3n,XY,A,,19,4.2
7i1axieaud,XY,S,20.0,16,1.8
orzpki78wg,YA,C,2.0,3,0.3
lnd1qlr6sw,XX,B,17.0,12,3.1
utcj48iju1,XZ,A,18.0,24,0.9
ltjccva5xc,YF,B,19.0,25,2.8
qxi717yw5t,YD,B,12.0,16,3.7
0zryon2iys,YD,A,,23,3.9
4wrq84y32g,YA,B,8.0,7,1.5
1y8h9f181p,XY,B,19.0,24,2.6
9bdmj4g67p,YA,S,9.0,6,3.1
qnkkcvpe7y,YC,B,7.0,8,4.1
npzag7o558,XZ,B,8.0,8,3.8
bsbq1h4sr2,XX,B,11.0,11,4.9
jiuj7xecwe,YE,B,12.0,18,0.0
q9wvhrtd3q,YB,A,14.0,7,2.2
5tksx4pbqn,YB,C,10.0,9,1.3
yz19sdwwwy,YA,S,8.0,5,0.6
yild35cpe7,YC,B,10.0,6,4.6
98g716l53x,XZ,B,14.0,17,5.0
0gcryxfmi8,YF,A,4.0,4,0.9
gt08mqvn5u,YB,C,4.0,3,0.2
jjwlvrvt26,XZ,B,2.0,1,1.4
e89dhh4uzk,XX,A,3.0,2,
s4zjl0f3ri,YG,S,4.0,4,1.5
te1mkgf0ux,YC,S,16.0,11,0.3
nvzdbev7f6,XY,B,7.0,9,0.3
ig9boin589,XZ,B,14.0,11,2.1
da2yt6xpna,XX,C,2.0,2,4.7
u16q0o05cg,YF,C,20.0,29,1.4
urbrnaekdr,YE,B,2.0,1,2.1
cpvr9mzoit,XY,A,3.0,2,0.5
vmea3ixpm7,YE,C,16.0,23,2.5
0trh1e2fe7,YF,B,15.0,21,3.5
pc1vhi4php,XX,C,20.0,21,1.4
jki9o36ea1,YB,B,12.0,14,1.5
tghbv67an2,YE,S,16.0,21,4.2
hhmhunjswb,XY,B,7.0,8,0.1
ppgipsy4op,YA,S,10.0,15,3.2
6m0yywif0g,YD,C,6.0,6,2.0
lbmbz38exo,XZ,B,3.0,2,
q2c5kdn00v,YB,C,7.0,5,3.3
hacueagtin,YE,S,19.0,14,4.2
ipx6py8u2m,YG,B,20.0,19,2.8
81kqku3oej,XZ,C,10.0,8,0.2
p9f22aekk1,YA,S,7.0,5,2.3
z3jykvpiua,YF,C,15.0,12,2.3
7gsam3g8ro,YD,A,14.0,21,2.7
dc94wvnvrf,XX,S,12.0,16,3.4
zxgw8k9940,YA,S,13.0,11,0.1
rrnjmasrfw,YA,S,20.0,11,2.5
o3qsyil2z1,YF,B,20.0,15,2.9
pc27ndi6dj,YC,B,20.0,26,1.7
nxf2rzn3oc,YF,B,14.0,18,3.3
tsrb9r19kr,YC,A,15.0,8,1.1
r1mkxqvmso,YC,A,19.0,12,1.6
ka7y479jsg,YB,S,13.0,12,4.8
xqshkmgwno,YB,A,5.0,2,1.7
77a8pnxr4s,XY,C,11.0,14,
ubyyggq1fo,YE,S,18.0,10,3.0
a6fki65jav,YE,S,5.0,6,4.9
u0pk6lgtpq,XX,C,13.0,16,4.9
7y655vhxqw,YE,S,14.0,17,2.9
comy9rizkg,YB,A,5.0,4,0.0
fuivlunrzm,XY,B,11.0,5,4.5
vms0zbjdts,XY,C,4.0,3,2.9
nwxz324di1,YC,A,16.0,21,1.8
bzfcvtm2fv,YF,C,3.0,1,4.1
kyw9q7tww4,XX,C,18.0,9,2.0
262zj8tae8,YC,S,7.0,7,0.2
325z58x78z,YF,S,,10,4.1
drd4a92sn7,YE,A,4.0,2,2.7
700o90eaxu,YC,C,19.0,17,1.7
44cb57dg45,XZ,S,2.0,1,1.3
7bde0qv9ht,YE,S,17.0,11,3.0
imxnb9vuwu,YF,C,8.0,4,1.0
wizg3oiuwu,XX,A,4.0,4,1.6
mn5pcwyilp,YF,A,5.0,3,3.2
el00d98nja,YC,C,10.0,8,4.4
ymktffytpw,YC,A,6.0,6,2.7
jedxkum87b,YA,S,20.0,29,3.8
yivn1l9up0,XX,C,16.0,21,
5ybf1xjp1k,YG,S,,8,3.3
mnt0mtbj61,YE,B,7.0,7,1.2
rbhh5w8bo7,XY,B,19.0,23,4.3
eg7sxev0bs,XX,A,20.0,24,2.2
sqf5kmgpxy,XY,B,16.0,23,
10ngtv18t1,XX,S,8.0,7,1.2
u6lsfqgn84,XX,B,11.0,13,3.8
1qenav8owl,YF,S,7.0,3,0.3
0odbkxv4qt,XX,A,15.0,7,0.7
wt778tn5q5,YA,A,18.0,13,3.5
vyz8wm3l49,YG,S,10.0,13,4.5
wcwexidq3o,YC,B,20.0,29,3.2
ypyz9vyh18,YD,A,6.0,7,1.1
679r2yyji2,XY,C,8.0,7,0.3
6jdcn6ty7g,YC,A,20.0,25,3.1
qaq9dx5cfk,YD,B,8.0,5,0.2
888q9ep84q,YG,C,3.0,2,3.1
orx43dwpvc,YG,B,17.0,23,1.1
hlewrewatf,XY,S,14.0,8,4.5
lny2afzcd2,XY,C,9.0,5,2.4
jpgfoz3dcg,YG,B,7.0,10,1.1
14zk90h0l3,YD,C,7.0,7,4.3
nq8qdgrrw3,XX,B,10.0,5,1.3
2icjv88hpp,YE,C,5.0,4,1.5
3phq9idu13,XZ,B,,16,4.2
yxha83z85g,YC,S,6.0,4,1.5
7ghx1vrl9i,YF,C,18.0,25,2.1
gcsu3x9fqt,YC,C,8.0,7,1.7
0svez6usvv,YF,C,16.0,24,0.6
8q9tqc8zsu,YD,C,16.0,11,0.2
16ry7rw9p1,YF,S,15.0,9,
z865g8owak,XY,C,14.0,15,3.2
2whyt1giim,YE,A,12.0,6,1.4
uk0hg6kjke,YE,S,14.0,20,1.5
2xkbgnuczz,XY,A,10.0,12,4.7
0e3o5jujhf,YA,C,11.0,15,4.9
n3ubq8jfbc,YD,B,5.0,2,
cvd69x1nhn,YA,A,18.0,15,4.0
0aq0nxqcjo,YA,C,15.0,7,3.7
dpghm3u0qa,YC,A,19.0,12,1.5
h0rxx2n9tp,YG,C,12.0,15,0.3
3q9uovpdmv,YC,C,17.0,24,0.7
qe3bo83ylj,YG,C,2.0,3,4.2
vxjl54hv01,XZ,B,8.0,6,3.7
bjfrtiuxvb,YF,A,11.0,6,3.3
m98im4kh2n,YG,S,10.0,5,0.7
fdwh9x7sb5,XY,S,4.0,5,3.2
8an1c40sly,YC,S,15.0,13,3.9
rk93le0ico,YD,S,16.0,13,4.3
u4ytumcbmp,YF,C,,1,0.1
3p7azapw19,XZ,A,15.0,18,3.4
81tyzvt8w3,YG,A,17.0,16,0.1
r1abkkg2h5,XZ,B,8.0,5,3.5
6slpk1fwq7,YD,A,5.0,3,3.2
tbkk5kyq7l,YA,A,19.0,25,0.7
bol2lyg0ry,YE,A,6.0,7,3.8
gwwuoy9rw1,YD,B,7.0,3,0.3
pixh5as82h,YB,S,8.0,10,4.1
fxe77lywts,YD,A,16.0,16,1.3
5od2najbyu,XZ,B,2.0,2,3.4
5ct3vzxkmp,XY,B,5.0,7,4.6
8ien4ttbw7,YC,C,2.0,2,1.7
wx4b6l2lij,XY,B,12.0,11,2.5
sxiqgz78dv,XZ,S,19.0,17,2.3
k8u6w71ej1,YC,A,15.0,9,0.8
3948bdev60,YB,B,12.0,14,3.0
01jlxixz28,YE,S,11.0,12,3.7
ec6o62zmvk,YF,B,18.0,23,4.6
vzk4c30h4w,XZ,B,5.0,6,4.3
wecvzg8txy,YG,B,16.0,19,2.6
10p0d3a12g,XZ,B,17.0,15,3.6
oxobt6qsi0,XZ,B,14.0,16,4.0
qmjzelsfah,YC,S,10.0,10,2.5
giutu294mu,XX,A,12.0,8,0.6
hlf7rdi3i3,YD,A,12.0,12,2.2
4tg10jhkfl,XX,A,7.0,6,4.2
cvzlwlx4ib,YB,A,2.0,3,3.0
h5s6t1lge1,YG,S,7.0,4,3.6
0qemgrfksp,YE,C,14.0,20,0.9
3tilxlv0az,YA,C,6.0,7,4.8
cf1k4921lk,YB,S,16.0,22,2.0
2qjtv3ntyf,YA,S,19.0,15,3.3
mp8mr2kx4s,YA,B,15.0,13,0.1
3b6upoyq5t,YE,B,,15,0.6
m1oxdeyd1u,XY,B,6.0,4,3.9
34a869bx0f,XX,A,5.0,4,4.8
ue3xyyzo75,XZ,B,3.0,3,1.6
7o7uv2jkkt,YF,C,8.0,5,0.2
s54zbrgfu2,YA,A,11.0,5,1.8
tyqzia77dp,YG,B,17.0,17,
ftx5qksgbx,YB,A,11.0,10,1.0
y064xyblcy,XY,C,19.0,21,3.8
x1wzkgbun4,YA,B,18.0,18,4.7
8xgln6vo5h,XY,C,14.0,18,0.4
kfk7byf0lu,XY,C,2.0,2,2.8
ic3kl7tnlt,YA,C,2.0,2,1.3
8teg1njvw5,YC,B,16.0,13,0.7
aeh2eqy7o8,YD,S,2.0,1,1.1
7fdxlc3uw7,YG,B,7.0,6,2.9
wykpppgzqf,XZ,C,14.0,13,0.3
spjwdcdxwd,XZ,B,2.0,3,2.2
oihceifyok,YG,C,6.0,4,0.7
35im8r59nm,YC,S,10.0,13,1.4
ry2futlm3r,XZ,A,18.0,22,1.0
1273q736wb,XY,S,17.0,22,4.4
b2c8zlmaa8,YE,S,9.0,10,3.5
yzdhe1we4g,YB,A,18.0,12,4.3
wc93qhmz27,XX,B,,8,1.9
kfmqoumblt,XZ,A,2.0,3,1.6
l1xsf1wm9i,YG,B,13.0,19,1.9
rodk7sd9qr,YE,B,6.0,3,0.1
va2qymb6rv,YA,C,7.0,4,3.6
gbdyn475kz,YD,C,,3,1.7
k2bwpveq49,YG,A,2.0,2,1.6
4nvo5yqr3f,XY,S,11.0,9,3.0
i7l5qq9um5,YD,A,11.0,7,2.2
7i7nyi3shr,YB,B,4.0,2,4.9
i20wpy2q8m,YB,C,18.0,16,1.8
6lp6qnphah,YC,A,20.0,12,3.1
