기업ID,사원ID,성별,년도,기본급,성과급
ID_1,f1b4acc9abe54051,남성,2024,4438,1897
ID_5,c23c23d2e921446c,여성,2022,6008,1526
ID_3,833cfcc656ec48f0,여성,2022,5112,746
ID_10,f00c791500bc4e11,남성,2022,4054,500
ID_8,422cf984ebb34eb1,남성,2022,3655,1250
ID_10,644d3084b205404d,여성,2019,3782,518
ID_1,3fbd5b0d49aa4a84,여성,2024,4602,2000
ID_4,7ef34cce4f3742b2,여성,2021,3444,1994
ID_5,f7aaf81bfa47491e,여성,2019,5619,1645
ID_4,7ef34cce4f3742b2,여성,2018,3130,1767
ID_4,2af949acdd314459,남성,2019,3202,1685
ID_1,fe3d8c51b762466b,여성,2024,4457,1616
ID_5,24717e1ec7db4ab0,남성,2021,5941,1819
ID_1,17c900e537fd4f3a,남성,2023,4589,1952
ID_2,46d9355a8f1b41ef,여성,2018,4638,785
ID_6,4eb534d30c4540fa,여성,2025,3589,972
ID_10,337204e180f247cb,여성,2021,3967,587
ID_6,8a2359e326cb4894,여성,2019,3099,500
ID_7,e904ca6aa7204341,여성,2022,3997,1725
ID_4,804796f37f474f98,남성,2018,3130,1697
ID_6,e45bb984cc0741b5,남성,2023,3667,800
ID_3,9381d75007724132,남성,2021,4792,758
ID_5,cab008f146d04ad8,남성,2024,6260,2000
ID_9,6a5247d994b14025,남성,2020,5182,1578
ID_3,59796fb957dd4f02,남성,2018,4482,802
ID_10,a1b96fe8d453482c,여성,2021,4098,500
ID_3,33281557bcf8455f,남성,2018,4482,677
ID_7,e73f10473f6f4bde,여성,2022,3922,1476
ID_6,1af28526c9294eb0,여성,2019,3126,616
ID_2,f4f6145067014e41,남성,2022,5092,500
ID_9,c565b19cea214b33,남성,2019,5021,1378
ID_5,b02afea0f783454c,여성,2023,6155,1495
ID_10,05cc65e1f46e4c87,남성,2021,3952,500
ID_9,8c9eb5b15bae45a8,여성,2023,5875,2000
ID_9,74e17c8300144406,여성,2023,5575,1809
ID_10,afff8fec66e04f40,남성,2021,3968,500
ID_4,5ca1d8aabf2e4d84,남성,2021,3397,2000
ID_1,1872744f9637462a,여성,2023,4311,1611
ID_8,b9305db617ba482a,여성,2024,3608,1571
ID_8,3702ce73e34c41d6,여성,2021,3390,733
ID_9,99b5635815b144dc,남성,2022,5595,2000
ID_10,c9ae4995ed1a485a,남성,2018,3646,863
ID_6,d1cd85f9a66f4f6c,여성,2025,3822,776
ID_1,339d75a001fa49cb,여성,2021,4100,1942
ID_5,6d4f4039c4ea451a,여성,2024,6124,1364
ID_6,d939b11a169c4007,여성,2023,3548,981
ID_8,68fa761e30234ba3,여성,2022,3459,1303
ID_3,7b3dc8fc65b648a7,남성,2021,5008,548
ID_2,9b0b2b82e52249b8,남성,2019,4787,718
ID_6,2652f26b5cc14ccf,여성,2021,3356,719
ID_7,a6c0cdc06e0f4b01,여성,2024,3990,1523
ID_1,83248d85e40746c7,남성,2025,4975,1620
ID_2,0de08c5341e74b29,여성,2025,5378,558
ID_5,0aaf06176cf54cca,남성,2019,5642,1875
ID_1,2efb04a635354eed,여성,2022,4454,2000
ID_8,47ee0950f90940d4,여성,2019,3309,1432
ID_1,7fde6e5b7fb3429b,여성,2023,4577,1777
ID_8,62162eb7449242fd,남성,2024,3608,1402
ID_10,86a3b84cda9c4c52,여성,2018,3646,605
ID_8,599802abb1e14078,여성,2024,4002,1434
ID_5,1cfbe236caec4cfc,여성,2022,6026,1823
ID_2,aacb3ab733784449,남성,2019,4820,624
ID_4,0399cba071f14c1c,남성,2020,3322,1856
ID_4,c5d0e57695e44a34,남성,2020,3380,1831
ID_3,ae910f69b05549d0,남성,2019,4614,602
ID_8,9a773bf1677e42cc,남성,2019,3271,1192
ID_5,9411716c8b1348eb,여성,2021,5924,1213
ID_6,833031516b784c5f,여성,2024,3539,632
ID_2,0cad290b213d4dfd,남성,2019,4793,835
ID_4,47c651a0de51487d,남성,2025,4027,2000
ID_2,a0f667b12bf74747,남성,2021,4954,642
ID_7,a12b559d64294300,남성,2020,3639,1509
ID_7,b3707fc57c624932,여성,2023,4010,1443
ID_10,2d0f0452f68e4379,여성,2023,4358,500
ID_2,86e2bf8c6a4f4c08,여성,2020,4979,656
ID_4,68b13ec732b342f4,남성,2020,3370,1846
ID_6,d764be8c1c4b48d1,여성,2023,3650,525
ID_10,f7db04d096a34e0d,여성,2022,3953,500
ID_1,02cb72fdec2b4c39,남성,2021,4260,1410
ID_10,1496abf6565042a6,남성,2022,4084,741
ID_9,3899587e26f7440d,여성,2023,5954,1838
ID_7,7cbea9c5df0f4593,여성,2024,4005,1677
ID_2,a861aa219af94426,남성,2023,5259,707
ID_5,0faba93900c742a6,여성,2022,5951,1534
ID_8,c87e2d8cce3e49dc,여성,2019,3312,1830
ID_5,ecca3053d59240b1,여성,2018,5433,2000
ID_3,543109822dbc46b2,남성,2019,4596,557
ID_8,14aae50e80504f4c,남성,2020,3341,1854
ID_10,437d4eb43b26429a,남성,2020,3874,500
ID_4,bc5309262800471f,여성,2020,3329,2000
ID_4,d6d6907060fd4504,남성,2024,3704,2000
ID_4,cc8883f32ff04131,여성,2020,3292,2000
ID_9,a6427e50841542e4,여성,2021,5460,1818
ID_6,8a2359e326cb4894,여성,2020,3178,589
ID_7,5c3e15214e97463f,여성,2020,3711,1702
ID_2,4e60f0fb5a9948b4,여성,2023,5419,500
ID_6,1af28526c9294eb0,여성,2021,3346,912
ID_10,1919b28fc96a49c4,여성,2024,4520,639
ID_2,c6d6f784bcf14332,여성,2019,4797,528
ID_4,ae88c0a31d0d4e74,남성,2019,3246,1745
ID_10,9fda41ea0c12488a,여성,2023,4268,500
ID_8,39c903e7184c494c,남성,2020,3376,1560
ID_1,f6d7d19ed0574b6c,남성,2025,4715,1787
ID_7,967725f2557148b7,남성,2022,3928,1486
ID_3,4b182d6c899d4e67,여성,2019,4598,719
ID_1,aa41754aa8604957,남성,2022,4257,1535
ID_4,cc8883f32ff04131,여성,2022,3463,2000
ID_5,4bbaa134f1304453,남성,2021,5863,1752
ID_7,5cf35b1c54f64223,남성,2024,4279,1170
ID_10,467ee62805094680,남성,2022,3993,500
ID_5,6e36ede386714f55,여성,2022,5896,1508
ID_4,7ef34cce4f3742b2,여성,2023,3670,1534
ID_1,5db857e6ea7b469e,남성,2019,3962,1649
ID_1,f8174767551a40c8,남성,2020,4116,1995
ID_2,c4443252c33849ec,여성,2022,5208,601
ID_5,522c68dd5e914bb9,여성,2023,6215,1815
ID_1,b94b0b36af1d4127,여성,2018,3860,1773
ID_3,81f3c3e72c5a4071,남성,2019,4639,500
ID_9,01be1a6d12644e0d,남성,2022,5478,1455
ID_3,9f197bf2132f48fc,여성,2023,5041,500
ID_9,9c465dd9d3254164,여성,2021,5249,2000
ID_1,853b3ddfb9a244aa,남성,2022,4507,1707
ID_1,69d151c4781c438d,여성,2023,4401,1458
ID_7,16d59b5d17df4543,남성,2025,4076,1212
ID_3,05f78e1d6ae2447c,여성,2020,4670,617
ID_4,d5aead2031fb4b07,남성,2023,3782,1727
ID_3,6359b3476e4c498a,남성,2025,5369,557
ID_3,ae910f69b05549d0,남성,2022,5034,707
ID_5,19ad461cac4e43fb,여성,2021,5882,1379
ID_7,9b2e8c96d1c64466,여성,2025,4308,1607
ID_10,f86f5df0f1654b8c,남성,2018,3646,500
ID_9,c6a3d32a3e8d43b0,남성,2023,5948,2000
ID_5,57bc2829fcf949f2,여성,2024,6264,1398
ID_1,62484233fa6a4846,남성,2025,4846,1561
ID_10,f98b64678beb45c5,여성,2019,3755,942
ID_4,0d74fcb6094d4546,여성,2023,3608,1920
ID_7,258c22fd9b304837,남성,2024,4168,1551
ID_10,ef51f60a27fa4d32,여성,2018,3646,573
ID_6,eeced085eb074652,여성,2024,3433,756
ID_2,f0f9694c7a0f47d7,남성,2024,5302,659
ID_4,75e8472dac5643cd,여성,2020,3380,1550
ID_10,d6599d1362224d5f,여성,2019,3723,775
ID_10,1355620fd70a4b7d,여성,2024,4287,666
ID_9,bf3d23b980da485a,남성,2022,5331,1756
ID_2,40c47f16852e44e7,여성,2022,5095,663
ID_2,f801d461fae54a25,남성,2024,5321,658
ID_2,fb9071b1e6984036,남성,2020,4908,898
ID_3,bf32a47fe1094075,남성,2025,5677,500
ID_7,e84b7331b1c24077,여성,2021,3831,1308
ID_1,a48b7bfb6da54359,여성,2018,3860,1377
ID_4,14c71b14e392420d,남성,2023,3490,1867
ID_6,6045ac275c1240c5,여성,2020,3261,696
ID_8,8280ba8d33d1443e,남성,2022,3547,1759
ID_2,f4f6145067014e41,남성,2019,4748,500
ID_9,0e8e671a8f884a4d,남성,2023,5465,1945
ID_9,33eb83cc2eef4e27,남성,2022,5421,1621
ID_9,2a3a7b4e92d54f24,여성,2020,5265,1571
ID_3,17dee03d5cc14bbc,여성,2024,5229,557
ID_2,f801d461fae54a25,남성,2025,5444,583
ID_1,766a871de04e4b53,여성,2021,4278,1854
ID_7,3b8126d1ebf64759,여성,2018,3474,1740
ID_4,804796f37f474f98,남성,2019,3255,1397
ID_7,0b4184bd79174eaa,남성,2024,4323,1440
ID_7,2af39848c788457d,여성,2022,3999,1550
ID_9,9cd659d2c9fe4df6,여성,2022,5552,1788
ID_6,7f42692b306e4d1f,남성,2020,3163,529
ID_7,435d2f832e744083,남성,2024,4232,1538
ID_6,81806b2e3d0442ed,여성,2022,3455,503
ID_6,36b40877c17c454d,남성,2021,3282,808
ID_1,5db857e6ea7b469e,남성,2018,3860,1949
ID_4,6666163654044c57,여성,2020,3331,2000
ID_6,96e660a5d6864200,여성,2019,3108,585
ID_5,dc007b77014c4046,남성,2020,5809,1520
ID_2,6927fea5aa0c48bb,남성,2025,5695,581
ID_7,7b3634305b58486a,여성,2022,4032,1800
ID_10,ebbcb82fbb7448d8,여성,2022,4102,500
ID_4,f14e54abf3e04f4b,여성,2022,3536,1751
ID_6,96e660a5d6864200,여성,2025,3682,500
ID_5,537426ec968d4e1f,남성,2020,5777,1179
ID_9,23c451c3c4184463,남성,2022,5425,1796
ID_5,f952a84fb17a465d,남성,2025,6344,2000
ID_6,68a592a3f8554fbe,여성,2020,3203,822
ID_5,c525da8b0f164819,남성,2021,6002,1738
ID_1,f733c47e638a43a6,여성,2020,4054,2000
ID_7,cabd51ff9ada4c0a,남성,2024,3948,1849
ID_9,740ac1d47661490b,남성,2025,6159,1727
ID_4,f1e897e641954c0f,여성,2021,3331,1521
ID_6,17d2341b4fa04bbf,남성,2021,3272,557
ID_10,25dae079f4944e28,여성,2022,4215,500
ID_6,b65f3e95c4ca451d,여성,2018,3021,854
ID_1,f0768bb320144a0d,남성,2021,4325,1684
ID_8,2bb2c0494e2a4eb7,여성,2023,3587,1558
ID_5,bbf8bc71e32c4edc,남성,2023,6217,1626
ID_2,0b141da7b85e48e2,남성,2021,4979,887
ID_6,f2321cec7b724d6e,남성,2024,3422,1090
ID_1,40e0e166accc40e4,남성,2022,4401,1406
ID_6,1af28526c9294eb0,여성,2020,3234,650
ID_6,f2321cec7b724d6e,남성,2023,3352,795
ID_9,854ce4353e6b4260,남성,2022,5560,1850
ID_10,778d6cc307654dd4,남성,2019,3790,500
ID_9,45f9ccfe0a594566,여성,2024,5738,1638
ID_10,f86f5df0f1654b8c,남성,2023,4063,500
ID_5,70d77400fb7142ca,여성,2023,6475,1754
ID_7,89e8cdc45d3f47e6,남성,2022,3865,1589
ID_5,dc9323aba0b846d8,남성,2023,6007,1754
ID_4,634de541b5004a7c,남성,2018,3130,1886
ID_7,2a559bc4901f42e4,여성,2025,4398,2000
ID_8,02232e7741f14709,여성,2021,3507,1663
ID_8,1254518c810e4270,여성,2023,3795,1530
ID_7,f7bffc0f94214675,남성,2023,4211,1859
ID_1,cf65f4a7ad644eac,남성,2021,4189,1818
ID_2,a9fef526a78241ca,남성,2020,4833,759
ID_9,3c6daf3dd96f4da1,여성,2025,5867,1838
ID_4,708d32efacd04dbe,남성,2025,3991,2000
ID_10,7b34ad45e5024aeb,남성,2025,4707,500
ID_4,755e9b07e5ed42dd,여성,2018,3130,2000
ID_3,d9a5b7b123f249c4,남성,2019,4658,908
ID_5,88b7ec12b36f4f5f,남성,2023,6569,1716
ID_2,b640392894654381,남성,2022,5288,500
ID_4,2047e5c489cf4cd9,여성,2021,3397,2000
ID_4,74aeca4139b14db1,여성,2018,3130,1877
ID_10,7fff93d6ca284746,여성,2025,4230,500
ID_4,3c2c294656fa4a31,여성,2021,3474,1365
ID_10,4212e399e80841a9,남성,2022,4170,801
ID_9,c31183f556844e48,여성,2021,5268,2000
ID_7,1bc179154d2746f7,여성,2023,4211,1747
ID_9,95732d8eeb7e4e58,여성,2023,5613,1985
ID_10,315be862244d4972,남성,2023,4419,624
ID_10,28ce2fd34db94a16,여성,2021,4053,500
ID_4,7f8f0dd1dcee4931,남성,2019,3252,1836
ID_7,567ce08d63a44e5a,여성,2025,4462,1679
ID_7,19e6280a30194ff6,여성,2023,3850,1893
ID_3,6093c192568b4496,남성,2019,4618,500
ID_10,27023cbc752845ac,여성,2022,4238,500
ID_9,09dba7fb77d44ead,남성,2024,5518,2000
ID_3,d607a2ad97464270,남성,2021,4787,595
ID_2,a1f11ec5f43c460c,여성,2020,4954,548
ID_1,4f06be1d64994708,남성,2018,3860,1945
ID_3,dc6a57d5208e4ada,여성,2020,4846,577
ID_5,e58fd41f03ad4880,여성,2019,5626,1499
ID_1,56477838a3c64e0d,여성,2022,4348,1900
ID_4,c6ec43f7c4b04628,여성,2022,3562,1714
ID_9,e7b37b042a9144a2,여성,2020,5263,1292
ID_3,7ccf6590ead94445,남성,2020,4736,500
ID_8,fe1ab93b59dd4e01,여성,2022,3533,1000
ID_1,9b48fd6a10c84a67,여성,2022,4191,2000
ID_9,6cb11626636940a2,여성,2025,5890,2000
ID_3,c9a6e1eef21e47d1,남성,2020,4690,500
ID_2,76f3826b2bd44340,남성,2020,4909,500
ID_4,eabdda5cfde44983,남성,2021,3501,2000
ID_9,46f4367a4e534c7c,남성,2019,5054,1650
ID_1,150cd3b7a4b34a4a,남성,2022,4456,1424
ID_1,d336141c74464d12,여성,2025,4885,1797
ID_6,c2d965ca2b074668,남성,2019,3135,805
ID_5,db3ca7b7095348c8,남성,2025,6333,1040
ID_10,b4c0584788e24237,남성,2019,3750,932
ID_10,fe14686ec0f94b3d,여성,2020,3942,787
ID_5,3909a570a75d4c30,여성,2023,6032,1348
ID_2,c7aa7e4f09074c4c,남성,2021,5059,775
ID_5,f6955acc68184796,남성,2018,5433,1845
ID_2,fb9071b1e6984036,남성,2022,5194,622
ID_3,6d34ba0bb57540ef,남성,2024,5125,500
ID_5,77f301c2f47340f8,여성,2023,6140,1107
ID_1,5db857e6ea7b469e,남성,2020,4066,1796
ID_4,31d91aa6bd1242fd,여성,2025,4065,2000
ID_1,78c6b15d584b485a,여성,2018,3860,1836
ID_5,4801b47b45594c97,남성,2024,6190,1969
ID_6,ecfb57bf5b434e37,여성,2018,3021,677
ID_10,946c3abecc614b3d,남성,2021,3925,500
ID_3,494ca25f947e40f1,남성,2023,5449,623
ID_4,ac01e63420794fd9,남성,2023,3485,1547
ID_1,4a117fb2a14f4172,여성,2021,4330,1877
ID_4,f2ba9aec4b3d4bc7,남성,2018,3130,1924
ID_4,dbd42ee9277f41bb,남성,2025,4118,1664
ID_2,bcb0191171394013,여성,2023,5398,500
ID_1,a0d46b0e9f9544eb,남성,2020,4134,2000
ID_3,41d7fd58d4844b1f,여성,2019,4657,508
ID_3,a6bd6f1d6de4421d,여성,2022,5027,538
ID_8,6c7f78510b124149,남성,2023,3842,1229
ID_8,5869f081d3764f50,남성,2022,3579,1070
ID_5,45f67be7c9844a8a,여성,2025,7011,1576
ID_4,90e5603e53e54f32,여성,2019,3211,1716
ID_8,e6eb442dcf1a4a57,남성,2019,3297,897
ID_8,257098c471e24840,여성,2025,3673,1846
ID_6,347eead2be2248a5,남성,2020,3171,797
ID_4,66abcb21334045d6,여성,2023,3490,1459
ID_10,3b53b0ffbe6345eb,여성,2019,3720,582
ID_3,8accef0cf7de4b5f,남성,2025,5692,707
ID_10,a0fd9c00c9704652,남성,2020,3936,500
ID_1,87c52c9c8e584f82,여성,2023,4494,1637
ID_4,fddd148aecc44a81,남성,2020,3381,1571
ID_6,b8371c226fb247a1,여성,2022,3432,681
ID_2,063d32ad333749ad,남성,2018,4638,564
ID_3,c385eb0a74c04675,남성,2024,5524,500
ID_4,96eff5e6efb1420e,남성,2024,3911,2000
ID_7,08b2f01d4cac4abe,남성,2024,4226,1508
ID_1,ea500bcd76b04dff,여성,2023,4596,1771
ID_4,9e1763f696ee4dc3,남성,2020,3281,1607
ID_3,ec59389e336444f5,여성,2023,5056,539
ID_3,41d7fd58d4844b1f,여성,2023,5427,679
ID_9,5c845959e6a749e1,여성,2022,5511,1842
ID_2,a673912acc2e4055,남성,2020,4909,500
ID_10,3331edb99bb5441f,여성,2024,4488,500
ID_7,f7bffc0f94214675,남성,2021,3899,1785
ID_3,809adb65f64b472e,남성,2020,4772,534
ID_4,d6c7a041fdd6402a,여성,2020,3341,1736
ID_5,ae4e8bc02dcd4ec2,남성,2020,5661,1284
ID_10,381c83e708ab4688,여성,2021,3916,534
ID_1,3aa77f51680849a3,남성,2019,3945,2000
ID_10,44a36fc472df4c8c,여성,2020,3831,500
ID_8,3279c3f5953e4d5d,여성,2021,3506,1491
ID_3,fd1ad3249c134b55,여성,2018,4482,677
ID_2,606140361db14387,남성,2025,6045,877
ID_6,02ea13cccb314e78,여성,2025,3931,500
ID_4,c0ba155c99e14547,여성,2023,3679,1734
ID_3,b72ead75dc5b4e9b,남성,2019,4582,887
ID_4,6ae243dce0fc469e,남성,2018,3130,1874
ID_3,8a129e728b004667,여성,2023,5001,500
ID_4,546d81057a4d4eb8,남성,2018,3130,2000
ID_1,d336141c74464d12,여성,2022,4416,1741
ID_5,c6c747519dc84906,남성,2022,5980,1626
ID_5,2df5f49f532245f1,남성,2018,5433,1488
ID_4,23b0300742264eee,여성,2020,3262,1725
ID_1,3183abe629384ad2,남성,2021,4114,2000
ID_10,b2a67ee40e1f4c02,여성,2022,4262,773
ID_3,5db029144cfd46b7,남성,2018,4482,632
ID_9,e0d8709d38de4cc1,여성,2024,5907,1508
ID_7,7f72a3990d3e450b,여성,2019,3558,1341
ID_10,66f357f867594489,남성,2024,4222,500
ID_7,6876ad76ea794704,남성,2022,3926,1692
ID_10,66f357f867594489,남성,2022,4021,500
ID_4,634de541b5004a7c,남성,2019,3243,1710
ID_4,799cac246496422f,여성,2020,3310,1541
ID_9,6fe6f0b44236429a,남성,2024,5803,2000
ID_10,eda5609a54b14700,여성,2024,4246,500
ID_2,72b9bd02f261417a,남성,2020,4991,673
ID_4,8fbcaa35ef414ca9,남성,2024,3678,1820
ID_1,9b48fd6a10c84a67,여성,2019,3940,1775
ID_1,57c322f198004eed,여성,2021,4258,1780
ID_2,6a0771586e1f4100,남성,2025,5477,502
ID_2,64507b5ddb44496b,남성,2023,5637,706
ID_3,8c5ca0f925e34bce,남성,2022,4895,500
ID_3,6b06f697f5344700,여성,2024,5162,500
ID_6,eeced085eb074652,여성,2021,3221,605
ID_10,592aa93f595a459b,여성,2022,4053,527
ID_6,72e64b3f78fe43f0,남성,2020,3176,910
ID_9,7f52ad98e92c4908,여성,2022,5612,1883
ID_2,c7aa7e4f09074c4c,남성,2024,5519,793
ID_3,8accef0cf7de4b5f,남성,2020,4799,594
ID_9,9e1787074c7a4409,남성,2024,5572,1532
ID_1,a6cda480aea648b6,여성,2019,3966,1642
ID_4,f31d119b847b4456,남성,2018,3130,1712
ID_8,6228267e79a1452b,여성,2024,3627,2000
ID_4,0399cba071f14c1c,남성,2022,3525,1368
ID_1,912d8cb9a43e45fc,여성,2020,4050,1891
ID_10,59d8ed9d20294243,여성,2018,3646,500
ID_5,0ea0717e8bb5409a,여성,2022,5885,1689
ID_6,13be0fb975ee4d45,남성,2020,3177,816
ID_2,a414d527832d41c6,남성,2024,5349,574
ID_8,929abfe79c9f472b,남성,2018,3189,1763
ID_5,c23c23d2e921446c,여성,2021,5859,1409
ID_5,0c764af55f1b4737,남성,2024,6414,1785
ID_1,64c7108fd40948dc,남성,2021,4102,1801
ID_5,6c19edfa8f624058,남성,2023,6456,1436
ID_10,35f39ba4996149c3,남성,2021,4101,630
ID_1,c50127087103485e,남성,2021,4329,1473
ID_3,8fc4f796015047f1,여성,2023,5401,500
ID_3,81f3c3e72c5a4071,남성,2020,4802,600
ID_8,1034824174be493f,여성,2025,3771,1514
ID_5,522c68dd5e914bb9,여성,2021,5890,1742
ID_4,c6149af9fd464998,여성,2021,3356,1641
ID_4,eb2c925c6a1a488e,여성,2025,3943,1746
ID_10,3229f4ca0af64044,여성,2020,3928,500
ID_4,f0f5ea3377cb46bd,여성,2021,3469,2000
ID_5,aa26de0d0baf4272,남성,2022,6209,1430
ID_5,88b7ec12b36f4f5f,남성,2020,5862,1724
ID_5,b02afea0f783454c,여성,2025,6470,1699
ID_5,ec144e4e51f542a2,남성,2020,5747,1874
ID_6,00ca8eefeed5479d,남성,2021,3366,710
ID_10,cfcca3be04304de4,여성,2024,4423,641
ID_5,f21dd6933c754c04,남성,2021,5835,1325
ID_2,51973deb53f843d4,여성,2022,5079,500
ID_6,fbd62a7ee9064824,남성,2020,3173,994
ID_1,dd5ea9a978864532,남성,2018,3860,2000
ID_6,53a41e315d8244d0,여성,2022,3453,921
ID_2,926c906cf01745b2,여성,2019,4742,680
ID_8,d42909edc1a54044,여성,2021,3483,1525
ID_9,c9f1d28aa34c4e1a,여성,2018,4899,1659
ID_4,dacc0122a91240fe,여성,2021,3426,2000
ID_10,a3c7226f17314178,여성,2023,4212,709
ID_1,78b915926cd9437d,남성,2021,4262,1813
ID_2,873d74d8f7764481,남성,2020,4826,500
ID_1,dc0c1abd44f546dd,남성,2021,4334,2000
ID_2,f0f9694c7a0f47d7,남성,2019,4743,589
ID_8,b313363068e84b18,여성,2020,3435,1409
ID_4,e0c0444a182b4995,여성,2025,3993,1369
ID_5,01fcf652582642c4,남성,2020,5718,1360
ID_8,55ddd15f51f34bd6,남성,2018,3189,1709
ID_5,affa74645bdc4a43,남성,2023,6373,2000
ID_6,2652f26b5cc14ccf,여성,2025,3860,849
ID_1,3e41c09fb3eb4218,남성,2019,3986,1186
ID_6,33782f3beb8f4a63,남성,2023,3469,500
ID_3,59cc72c1710347e7,여성,2024,5576,500
ID_4,fccf89b21fbe422c,여성,2020,3284,1812
ID_7,f5a8f8c2b89c4a0c,남성,2019,3596,1634
ID_10,e121285d80944098,여성,2019,3761,710
ID_5,178867a615e14c30,여성,2020,5789,1355
ID_3,3d802432f72244f7,남성,2018,4482,750
ID_4,cafe4ff5b0784da7,남성,2022,3580,1619
ID_10,ba4635ca8196483e,남성,2025,4304,500
ID_4,3f9f45aec06a4681,남성,2021,3400,1322
ID_1,45835d24004e453c,남성,2021,4302,1625
ID_4,ed8613a8534b4117,남성,2023,3620,1689
ID_3,a1136a7439b54483,남성,2021,4877,591
ID_3,fb67278594a24760,남성,2023,5340,777
ID_8,180eb67803554961,남성,2024,4023,1403
ID_8,f6480153b8ec443d,여성,2018,3189,1574
ID_8,7d0e63b2a6c24b33,여성,2021,3535,1579
ID_8,1034824174be493f,여성,2019,3266,1188
ID_7,70be2e516d5b4161,여성,2024,3940,2000
ID_6,d3677a092d954e9c,남성,2025,3506,972
ID_4,0ea2f34819464753,여성,2025,3753,1688
ID_5,01fcf652582642c4,남성,2023,6175,2000
ID_2,de061a3dfef54898,여성,2024,5588,530
ID_3,b4e8ee0306e14dc0,여성,2021,4995,707
ID_8,6c7f78510b124149,남성,2025,4139,938
ID_7,d47b613192c648c1,여성,2024,4121,1533
ID_4,73fe490cd1bd4cec,남성,2024,3668,2000
ID_9,b9d4b66580de40e7,여성,2023,5666,1973
ID_2,e408a2981d484728,남성,2019,4792,669
ID_1,6634e29abbd14bc9,남성,2025,4809,1922
ID_4,13abf9020f3940c0,여성,2024,3778,2000
ID_10,3c429e8dfd47455a,여성,2022,3959,531
ID_7,e84b7331b1c24077,여성,2022,3958,1231
ID_1,a39fa0a33aba4487,남성,2023,4440,1934
ID_5,c6c747519dc84906,남성,2019,5565,1914
ID_4,6a050c6636c242f5,남성,2020,3299,1870
ID_7,5c3e15214e97463f,여성,2022,3963,1985
ID_6,1790dea2bf8e4e6d,남성,2021,3235,500
ID_8,14aae50e80504f4c,남성,2022,3500,761
ID_10,cfcca3be04304de4,여성,2022,4147,552
ID_10,5a176ffbb4bc486d,남성,2022,4254,668
ID_3,dc6a57d5208e4ada,여성,2021,5038,571
ID_1,86ba12c4c53846fe,여성,2023,4511,1978
ID_1,3d3b3e55530d4c3e,여성,2022,4382,1739
ID_9,96ede1728418462d,남성,2020,5116,1636
ID_10,de1566bb99f54794,여성,2021,3985,500
ID_2,4e60f0fb5a9948b4,여성,2022,5253,804
ID_6,c4b96cfbbacf4db8,여성,2023,3367,630
ID_7,0b4184bd79174eaa,남성,2019,3603,1562
ID_8,9daa52493a724621,남성,2021,3429,1542
ID_4,0e2c1446c269457b,여성,2022,3532,1931
ID_7,22c61628e5d04fdb,여성,2019,3598,1869
ID_5,ae9c77d47df4439c,여성,2020,5703,1819
ID_3,f723f0f07e744a5e,여성,2024,5474,620
ID_2,0f5b5580617a4135,여성,2023,5157,694
ID_2,684e2c815bff4d11,여성,2025,5825,557
ID_5,8b16549b8bff4ea9,남성,2023,6410,1478
ID_10,f7db04d096a34e0d,여성,2019,3720,622
ID_5,45f67be7c9844a8a,여성,2022,6285,1998
ID_9,6d373572c989475d,남성,2020,5141,1757
ID_4,5ca1d8aabf2e4d84,남성,2022,3491,2000
ID_3,838ec7b158774d94,여성,2022,4886,586
ID_1,ec367d895dea466b,남성,2022,4357,1841
ID_4,6e4beb1d22a14316,여성,2024,3589,2000
ID_3,e2d8048b482d47a5,남성,2025,5355,500
ID_3,6093c192568b4496,남성,2021,4902,804
ID_1,3ae56a931b084206,여성,2018,3860,1471
ID_7,b9f2f5a35aa14fa0,남성,2018,3474,2000
ID_4,d116a06d1cdf4a09,여성,2023,3772,1646
ID_7,a0bb8f9fb276401f,여성,2024,4177,1309
ID_7,2a19634a9306474a,남성,2022,3789,1515
ID_5,4c749178e03e4de2,여성,2021,6049,1769
ID_8,dc11637995d847a7,여성,2020,3359,1627
ID_1,78b915926cd9437d,남성,2019,3990,1792
ID_5,cfcf1a5c65724393,남성,2023,6287,1620
ID_2,539d7358024e42f6,여성,2023,5156,566
ID_10,7633a12230e94c26,남성,2019,3749,537
ID_4,346811bed8de460e,여성,2024,3859,1571
ID_6,305113041b1d4815,여성,2023,3674,881
ID_2,925c21cb57e94c31,남성,2022,5233,692
ID_4,a1bbc9fdc5924c83,남성,2022,3470,1567
ID_8,4fc7d7ed67e94102,남성,2022,3542,1552
ID_7,441f169abb584b8b,여성,2023,4088,1532
ID_9,48455fddb1fd4e55,남성,2022,5382,1787
ID_5,a90baa16b92c4bdf,남성,2022,6026,1641
ID_9,9e6f7a9f141e45a7,남성,2024,5964,2000
ID_9,86ca3fc3f38a447d,남성,2024,5731,1963
ID_3,9436dd53a1674a6b,여성,2025,5821,500
ID_6,eb72a9fc3a294b82,여성,2024,3534,501
ID_7,fa6820d7b3a54591,남성,2021,3871,1673
ID_2,0f5b5580617a4135,여성,2020,4839,500
ID_2,b1a541c533864e67,여성,2019,4743,601
ID_1,9928b92590b24a83,남성,2024,4461,2000
ID_10,c9ae4995ed1a485a,남성,2019,3786,524
ID_6,995be7d3419d4b00,여성,2018,3021,695
ID_4,90e5603e53e54f32,여성,2021,3378,1708
ID_7,53bf7cb2b5f94c13,남성,2021,3779,1608
ID_1,a07a008b76a548b3,남성,2024,4758,1635
