지역,작물명,작물_분류,작업_상위_분류,등급,연속_작업_여부,작업_연도,작업_소요_일수,작업_순서,재배면적,작업_시작_일자,평균_기온,작업자_수,작업_유형
충청,벼,곡물,비료,B,예,2023,26.0,1,89810.24,2023-03-25,12.34,16,0
서울경기,밀,곡물,수확,B,예,2020,7.0,3,55967.93,2023-03-16,14.86,9,0
충청,벼,곡물,수확,A,아니오,2022,21.0,2,77495.48,2023-07-20,15.4,17,0
강원,고구마,곡물,비료,A,아니오,2024,16.0,2,54310.91,2023-04-10,13.91,19,0
전라,고구마,채소,수확,A,예,2019,18.0,4,50653.9,2023-11-09,15.79,14,1
강원,콩,곡물,수확,C,예,2024,20.0,4,69588.1,2023-08-05,29.56,6,1
전라,고구마,과일,수확,A,예,2024,17.0,2,63147.66,2023-11-13,21.1,8,1
경상,밀,곡물,수확,C,아니오,2024,10.0,2,45869.97,2023-02-21,23.43,9,0
전라,밀,곡물,경작,A,아니오,2018,14.0,2,67792.13,2023-08-11,18.42,8,0
충청,콩,채소,비료,A,아니오,2024,16.0,4,23965.17,2023-05-30,19.2,10,1
강원,감자,채소,수확,B,아니오,2020,20.0,3,38941.75,2023-08-24,26.56,16,1
충청,벼,과일,비료,B,아니오,2024,16.0,1,89450.34,2023-07-20,19.35,9,0
강원,고구마,과일,방제,A,예,2023,5.0,2,11659.31,2023-06-26,18.14,5,2
충청,벼,곡물,방제,A,아니오,2024,10.0,3,96341.74,2023-02-01,15.33,8,0
전라,벼,곡물,비료,B,아니오,2021,25.0,2,44319.96,2023-08-02,17.49,10,0
충청,벼,채소,수확,C,아니오,2021,16.0,2,83331.3,2023-03-22,14.58,4,0
강원,벼,곡물,경작,B,예,2024,20.0,3,64586.67,2023-06-23,20.1,12,0
충청,밀,곡물,비료,C,아니오,2023,25.0,3,92018.29,2023-07-10,17.88,6,0
전라,고구마,곡물,경작,C,예,2020,27.0,2,60010.61,2023-07-27,17.57,9,0
충청,콩,채소,방제,C,예,2023,8.0,3,5272.13,2023-11-03,15.1,6,2
전라,감자,채소,방제,B,예,2018,9.0,2,21665.2,2023-10-23,22.9,1,2
경상,콩,곡물,수확,A,아니오,2022,27.0,3,45345.18,2023-02-17,15.68,15,0
강원,벼,과일,수확,A,예,2022,16.0,3,36191.98,2023-11-21,28.12,11,1
강원,고구마,채소,방제,A,아니오,2019,12.0,2,13667.26,2023-02-27,18.28,2,2
강원,감자,과일,비료,B,아니오,2023,29.0,2,39486.64,2023-03-06,17.35,4,0
충청,콩,곡물,수확,A,예,2021,14.0,2,39909.89,2023-06-02,19.0,15,1
서울경기,감자,과일,방제,C,예,2021,21.0,1,54455.33,2023-04-30,23.25,8,0
경상,감자,곡물,비료,B,예,2019,23.0,1,60817.76,2023-04-24,16.96,17,0
전라,벼,채소,수확,C,아니오,2024,9.0,1,91723.97,2023-06-07,16.68,6,0
강원,감자,과일,비료,A,예,2018,8.0,3,39249.77,2023-05-14,18.89,15,1
충청,벼,과일,방제,A,아니오,2021,13.0,2,95122.92,2023-02-17,22.03,11,0
강원,콩,과일,비료,B,아니오,2019,16.0,1,17022.35,2023-04-11,15.51,16,0
전라,밀,곡물,경작,A,아니오,2023,13.0,3,15596.19,2023-06-13,18.29,9,0
충청,콩,채소,방제,A,예,2018,15.0,3,61621.15,2023-11-28,26.48,16,1
서울경기,감자,채소,비료,B,아니오,2019,22.0,3,41592.27,2023-08-10,23.58,3,0
강원,벼,곡물,경작,B,아니오,2018,25.0,2,88065.59,2023-06-01,12.81,13,0
충청,감자,채소,경작,B,아니오,2020,19.0,2,37981.38,2023-05-15,21.45,13,1
서울경기,콩,과일,비료,B,예,2021,22.0,1,79756.81,2023-04-04,20.17,9,0
전라,감자,과일,방제,B,아니오,2018,10.0,1,22887.57,2023-10-08,18.62,6,2
충청,콩,곡물,수확,A,아니오,2021,12.0,3,84345.14,2023-08-05,19.4,3,0
서울경기,고구마,채소,방제,C,예,2021,16.0,1,29737.31,2023-04-14,20.52,11,2
서울경기,고구마,채소,수확,B,아니오,2019,17.0,4,50321.28,2023-07-09,16.69,10,1
서울경기,감자,채소,방제,C,아니오,2022,8.0,1,26918.67,2023-06-19,11.53,3,2
전라,콩,곡물,비료,C,예,2019,26.0,3,83661.12,2023-03-23,23.76,15,0
전라,감자,채소,수확,A,예,2019,21.0,3,38580.64,2023-06-26,23.1,9,0
경상,벼,채소,경작,A,아니오,2019,10.0,1,86468.46,2023-04-30,16.89,9,0
전라,고구마,채소,경작,A,아니오,2019,25.0,3,80388.07,2023-07-12,20.27,15,0
서울경기,벼,채소,비료,A,아니오,2020,7.0,2,14072.25,2023-04-17,21.78,10,0
경상,밀,곡물,경작,A,예,2023,21.0,3,14644.85,2023-09-28,25.06,11,1
전라,벼,곡물,수확,A,예,2021,26.0,2,57773.29,2023-03-31,16.03,11,0
전라,콩,과일,경작,B,예,2023,24.0,1,56616.74,2023-05-30,23.44,7,0
전라,밀,과일,비료,A,예,2019,16.0,1,31321.25,2023-08-13,13.68,6,0
서울경기,감자,곡물,비료,C,예,2020,26.0,2,70060.35,2023-03-24,15.15,6,0
충청,밀,채소,경작,A,예,2019,25.0,3,83342.14,2023-02-27,23.5,9,0
서울경기,밀,과일,비료,A,아니오,2022,25.0,1,18439.9,2023-04-23,13.99,4,0
전라,감자,채소,수확,B,아니오,2022,18.0,1,34834.97,2023-05-25,24.6,11,0
강원,벼,곡물,경작,B,아니오,2022,22.0,1,57009.16,2023-04-04,16.28,9,0
충청,밀,곡물,경작,A,아니오,2020,17.0,1,78867.34,2023-05-29,15.77,4,0
서울경기,고구마,곡물,경작,B,예,2022,13.0,4,27163.33,2023-05-05,18.87,7,1
서울경기,벼,채소,경작,B,아니오,2018,17.0,3,86229.72,2023-08-09,20.52,19,0
충청,콩,곡물,수확,B,아니오,2023,24.0,1,74437.82,2023-07-04,12.59,19,0
서울경기,고구마,채소,수확,B,예,2021,12.0,3,70336.27,2023-06-27,17.02,10,0
전라,콩,채소,경작,B,예,2020,24.0,2,23244.5,2023-08-04,22.64,11,0
서울경기,밀,채소,경작,B,아니오,2024,17.0,3,66778.55,2023-07-22,24.6,18,0
경상,벼,채소,경작,C,예,2019,12.0,2,54940.64,2023-03-19,17.9,4,0
강원,고구마,곡물,비료,B,예,2022,26.0,2,97845.18,2023-08-11,16.87,11,0
강원,벼,채소,비료,B,아니오,2022,19.0,2,76516.89,2023-02-20,13.56,12,0
강원,밀,곡물,비료,B,아니오,2018,16.0,2,62086.06,2023-03-19,22.08,18,0
서울경기,벼,곡물,비료,B,예,2018,27.0,1,72910.87,2023-06-29,13.02,11,0
강원,밀,곡물,수확,A,아니오,2024,9.0,3,74071.94,2023-02-08,12.4,17,0
경상,콩,곡물,비료,C,예,2024,14.0,1,92415.22,2023-05-09,17.55,13,0
서울경기,밀,곡물,경작,B,예,2021,11.0,2,76502.02,2023-03-05,18.34,5,0
서울경기,벼,곡물,비료,B,예,2022,20.0,1,13034.76,2023-06-18,22.9,4,0
서울경기,감자,과일,경작,B,예,2024,12.0,3,61680.72,2023-07-11,12.75,11,0
충청,벼,채소,수확,C,아니오,2023,18.0,1,57645.88,2023-08-22,22.39,9,0
서울경기,밀,곡물,경작,B,예,2020,14.0,3,90593.78,2023-04-23,22.72,5,0
강원,고구마,곡물,경작,A,예,2021,10.0,2,46108.58,2023-03-17,20.92,7,0
전라,밀,채소,비료,A,예,2018,16.0,1,9663.23,2023-05-05,22.95,9,2
강원,벼,채소,경작,C,아니오,2018,28.0,1,48664.35,2023-07-01,12.73,5,0
서울경기,콩,과일,수확,B,예,2023,22.0,4,32352.19,2023-11-04,21.0,14,1
서울경기,밀,곡물,경작,A,아니오,2021,7.0,3,17290.36,2023-02-13,21.95,17,0
서울경기,콩,채소,방제,C,아니오,2022,11.0,1,3344.92,2023-09-25,22.72,10,2
전라,벼,과일,비료,C,아니오,2019,21.0,2,13183.16,2023-05-30,17.3,4,0
서울경기,벼,채소,비료,A,예,2020,15.0,2,27573.2,2023-07-19,22.74,13,1
서울경기,고구마,채소,수확,B,예,2021,21.0,3,62126.48,2023-05-06,25.19,6,1
경상,밀,과일,경작,C,아니오,2020,14.0,1,18520.47,2023-09-25,24.21,11,2
서울경기,밀,채소,경작,A,아니오,2024,20.0,1,72847.85,2023-06-06,16.35,15,0
충청,콩,곡물,경작,B,아니오,2020,19.0,1,30539.9,2023-07-04,12.79,8,0
경상,감자,과일,방제,B,예,2019,9.0,1,24724.5,2023-03-05,21.09,4,2
경상,고구마,과일,비료,C,아니오,2022,5.0,3,17916.17,2023-06-01,22.49,8,2
충청,벼,채소,수확,B,아니오,2024,8.0,2,24378.03,2023-07-27,19.16,4,1
서울경기,벼,과일,경작,B,아니오,2023,17.0,3,81921.95,2023-07-23,20.05,14,0
서울경기,콩,채소,경작,B,예,2021,24.0,2,53737.55,2023-05-28,16.28,12,0
충청,콩,채소,경작,B,아니오,2022,25.0,1,30504.07,2023-07-12,20.49,14,0
강원,콩,채소,비료,B,예,2023,12.0,4,4934.03,2023-08-07,18.27,9,1
충청,고구마,채소,수확,A,예,2021,11.0,2,69487.94,2023-08-26,23.01,7,0
서울경기,벼,채소,수확,B,예,2019,8.0,2,43425.14,2023-05-14,14.82,5,0
서울경기,콩,곡물,방제,A,예,2024,22.0,1,56006.67,2023-05-20,22.2,3,0
전라,콩,과일,비료,B,아니오,2020,28.0,2,84258.67,2023-04-20,12.68,8,0
강원,콩,과일,경작,C,아니오,2020,14.0,2,17035.95,2023-09-22,21.35,16,1
충청,고구마,채소,수확,B,아니오,2024,16.0,4,63414.61,2023-06-12,21.54,3,1
전라,감자,채소,경작,B,예,2021,23.0,3,71202.52,2023-03-12,22.06,11,0
전라,밀,채소,방제,B,예,2018,11.0,2,45578.65,2023-06-15,21.87,10,1
전라,벼,채소,수확,A,예,2023,5.0,3,34172.31,2023-05-18,28.47,6,1
전라,고구마,채소,경작,A,아니오,2024,15.0,2,29223.93,2023-02-03,22.51,10,0
서울경기,감자,채소,비료,C,예,2023,16.0,4,51249.78,2023-05-31,29.55,15,1
경상,벼,채소,수확,B,예,2024,25.0,1,43425.63,2023-06-20,14.2,17,0
충청,밀,곡물,비료,B,예,2018,8.0,2,75664.95,2023-02-10,13.32,13,0
강원,감자,곡물,비료,A,아니오,2021,15.0,2,95834.3,2023-07-12,24.89,13,0
충청,콩,채소,비료,A,예,2023,20.0,3,14431.29,2023-07-20,17.23,12,0
전라,벼,과일,방제,B,예,2023,1.0,3,2819.3,2023-12-05,15.76,4,2
전라,감자,채소,비료,B,예,2021,17.0,3,63523.01,2023-05-08,14.03,7,0
서울경기,감자,채소,경작,B,예,2021,21.0,1,69097.92,2023-04-25,23.52,5,0
강원,고구마,과일,경작,A,예,2022,17.0,2,39625.37,2023-03-28,24.42,6,0
충청,밀,채소,경작,B,예,2024,5.0,4,6337.21,2023-08-12,28.52,4,1
서울경기,고구마,채소,비료,B,예,2023,20.0,2,70370.42,2023-02-15,22.79,15,0
서울경기,벼,곡물,경작,A,아니오,2019,18.0,1,80768.45,2023-02-27,15.0,15,0
경상,감자,곡물,수확,B,예,2022,10.0,1,40889.37,2023-07-08,13.13,11,0
전라,벼,과일,경작,C,예,2021,15.0,3,6446.8,2023-06-05,18.46,6,1
서울경기,벼,채소,방제,C,예,2024,16.0,1,88793.44,2023-07-10,18.34,19,0
전라,밀,곡물,경작,A,예,2020,16.0,2,81996.34,2023-05-07,13.72,19,0
강원,감자,곡물,비료,B,아니오,2019,24.0,3,34394.46,2023-07-02,24.85,16,0
서울경기,콩,곡물,경작,B,아니오,2019,12.0,1,37822.09,2023-08-20,23.65,3,0
서울경기,밀,곡물,수확,B,아니오,2020,13.0,1,51734.54,2023-07-17,14.35,8,0
충청,감자,곡물,수확,B,예,2024,12.0,4,17450.83,2023-09-12,19.48,3,1
강원,고구마,채소,수확,B,아니오,2022,16.0,3,62036.15,2023-08-11,17.84,13,1
강원,고구마,과일,경작,B,예,2020,10.0,4,35028.21,2023-11-14,20.56,11,1
충청,콩,과일,경작,B,예,2021,11.0,1,79729.11,2023-04-02,20.5,5,0
충청,벼,채소,비료,B,아니오,2023,25.0,2,19215.82,2023-02-20,23.33,13,0
강원,고구마,채소,수확,A,아니오,2023,7.0,4,19975.54,2023-09-13,17.76,13,1
전라,고구마,곡물,경작,C,예,2024,6.0,1,28290.18,2023-07-18,16.48,2,2
서울경기,콩,채소,수확,B,아니오,2019,19.0,3,6786.29,2023-10-27,20.15,11,1
전라,감자,채소,수확,A,아니오,2022,28.0,2,78249.12,2023-03-26,14.44,9,0
충청,벼,과일,방제,A,아니오,2024,17.0,3,27708.22,2023-06-19,16.84,13,0
강원,벼,채소,비료,A,예,2021,18.0,2,29571.8,2023-04-20,23.6,8,0
전라,감자,채소,수확,B,아니오,2018,18.0,2,8571.92,2023-08-02,21.91,14,1
전라,고구마,곡물,경작,A,아니오,2022,16.0,3,20086.61,2023-04-30,17.19,10,0
전라,감자,과일,방제,B,예,2022,1.0,1,28714.46,2023-10-23,18.92,8,2
충청,콩,과일,경작,B,아니오,2020,19.0,3,58206.27,2023-04-23,24.75,9,0
강원,고구마,곡물,경작,A,예,2018,10.0,2,79648.24,2023-02-26,12.27,18,0
경상,고구마,채소,수확,B,예,2023,17.0,4,28632.31,2023-08-26,15.16,16,1
전라,콩,채소,경작,A,예,2020,14.0,3,81153.03,2023-04-17,15.21,16,0
전라,고구마,과일,수확,B,아니오,2022,16.0,2,11984.69,2023-07-30,17.1,4,1
강원,고구마,채소,수확,C,예,2018,20.0,4,9679.01,2023-08-02,28.71,5,1
서울경기,감자,곡물,경작,C,아니오,2021,20.0,3,12168.26,2023-02-08,19.47,11,0
전라,콩,채소,비료,C,예,2018,8.0,3,5897.63,2023-09-24,22.46,11,1
경상,콩,곡물,방제,A,아니오,2023,21.0,3,31021.13,2023-04-05,22.88,19,0
강원,벼,곡물,경작,B,아니오,2020,27.0,3,37627.2,2023-08-27,16.28,8,0
경상,벼,곡물,수확,B,아니오,2018,19.0,1,45690.57,2023-08-27,21.92,15,0
경상,고구마,과일,방제,C,아니오,2021,7.0,3,9692.77,2023-03-16,10.94,12,2
전라,벼,곡물,비료,A,예,2021,7.0,1,40280.95,2023-07-01,15.05,14,0
서울경기,벼,곡물,수확,A,예,2021,26.0,3,19606.49,2023-04-12,21.5,8,0
서울경기,감자,채소,수확,C,예,2018,18.0,4,10775.48,2023-08-07,24.91,13,1
강원,벼,과일,경작,A,아니오,2024,27.0,3,52042.31,2023-05-05,21.49,12,0
강원,벼,채소,비료,B,예,2024,28.0,2,26563.72,2023-05-23,24.22,14,0
강원,밀,곡물,수확,B,아니오,2023,25.0,2,79368.19,2023-08-30,23.11,14,0
전라,밀,곡물,비료,B,아니오,2023,16.0,2,63506.09,2023-05-07,22.15,16,0
충청,밀,곡물,비료,C,아니오,2024,17.0,1,57028.24,2023-06-11,13.33,6,0
강원,고구마,곡물,경작,C,아니오,2020,8.0,2,90333.2,2023-03-11,24.85,9,0
충청,고구마,채소,경작,C,예,2019,17.0,3,54196.32,2023-06-01,25.81,15,1
서울경기,밀,채소,경작,C,예,2023,12.0,3,8911.37,2023-11-07,24.71,6,1
전라,벼,채소,경작,A,예,2021,28.0,1,38921.21,2023-06-27,21.43,15,0
강원,밀,채소,비료,B,예,2019,16.0,3,37947.24,2023-08-27,23.72,13,0
서울경기,고구마,곡물,경작,A,아니오,2018,17.0,4,4142.48,2023-05-11,21.65,13,1
충청,벼,곡물,수확,B,아니오,2024,8.0,3,21033.48,2023-07-06,12.14,17,0
전라,콩,채소,경작,C,예,2018,17.0,3,42120.9,2023-06-24,14.12,12,0
서울경기,콩,곡물,경작,B,예,2022,11.0,1,92018.92,2023-06-27,22.01,11,0
경상,벼,곡물,수확,A,아니오,2021,9.0,2,63825.99,2023-08-04,20.51,16,0
서울경기,고구마,과일,방제,C,예,2019,10.0,2,53287.36,2023-07-17,15.97,18,0
강원,밀,곡물,경작,C,아니오,2023,24.0,1,69934.1,2023-03-28,13.0,13,0
서울경기,벼,곡물,수확,C,아니오,2020,7.0,3,32856.36,2023-08-25,15.05,13,0
충청,밀,곡물,수확,C,아니오,2019,14.0,2,29799.37,2023-06-10,24.06,11,0
강원,콩,채소,수확,B,아니오,2021,11.0,2,36983.38,2023-07-03,17.34,12,1
충청,감자,채소,경작,A,아니오,2018,19.0,2,92881.04,2023-03-15,12.63,9,0
강원,밀,과일,경작,A,예,2022,20.0,1,18018.22,2023-07-17,23.46,17,0
강원,밀,채소,비료,C,예,2021,7.0,2,74573.62,2023-08-25,18.61,5,0
서울경기,벼,곡물,방제,B,아니오,2019,17.0,2,39708.86,2023-04-26,16.34,7,0
충청,고구마,과일,비료,B,예,2019,16.0,3,55565.08,2023-06-05,21.68,13,0
전라,벼,채소,비료,C,예,2020,15.0,2,54853.55,2023-03-06,14.25,7,0
충청,벼,채소,비료,B,예,2022,16.0,2,99241.61,2023-07-31,18.07,8,0
전라,벼,곡물,경작,A,예,2021,23.0,3,51304.11,2023-03-20,16.52,3,0
서울경기,콩,채소,경작,C,아니오,2023,25.0,2,75118.53,2023-07-28,20.11,14,0
서울경기,콩,곡물,방제,A,예,2020,28.0,3,56009.71,2023-03-25,13.15,9,0
경상,밀,과일,경작,A,아니오,2022,14.0,3,95194.66,2023-05-29,12.97,7,0
충청,밀,채소,경작,C,아니오,2019,15.0,1,31147.23,2023-02-23,18.23,12,0
강원,콩,채소,방제,B,예,2018,8.0,4,25840.65,2023-08-25,27.05,14,1
서울경기,벼,채소,비료,A,예,2023,18.0,1,73180.59,2023-06-01,20.75,17,0
강원,벼,곡물,비료,C,아니오,2024,21.0,2,18790.86,2023-08-09,12.31,11,0
충청,고구마,채소,수확,B,아니오,2018,4.0,2,40489.16,2023-07-06,26.55,16,1
강원,콩,과일,경작,B,아니오,2018,26.0,2,79718.34,2023-03-26,14.11,4,0
강원,감자,과일,수확,B,예,2020,6.0,2,23009.89,2023-09-16,22.12,11,1
서울경기,감자,과일,수확,C,아니오,2023,12.0,4,39645.74,2023-07-24,27.94,8,1
충청,벼,곡물,비료,B,아니오,2023,19.0,1,22916.72,2023-04-29,17.87,12,0
경상,벼,과일,방제,A,아니오,2021,17.0,3,24219.93,2023-06-25,17.65,8,0
서울경기,감자,채소,수확,C,예,2018,18.0,4,57527.6,2023-09-03,24.94,4,1
강원,벼,곡물,비료,A,아니오,2020,19.0,2,95917.11,2023-06-23,14.3,13,0
경상,벼,곡물,비료,B,아니오,2022,15.0,1,48993.66,2023-05-01,20.34,16,0
강원,벼,과일,수확,B,아니오,2018,22.0,2,35995.24,2023-09-04,26.26,8,1
충청,콩,과일,경작,B,예,2020,21.0,1,92939.76,2023-08-04,16.06,7,0
서울경기,콩,곡물,비료,B,예,2019,17.0,1,50525.44,2023-06-18,24.55,12,0
강원,고구마,과일,수확,B,아니오,2023,16.0,2,56224.34,2023-06-01,24.26,12,1
경상,고구마,곡물,경작,A,아니오,2020,18.0,2,96327.14,2023-03-26,13.68,19,0
충청,콩,채소,수확,C,아니오,2022,17.0,3,38914.09,2023-10-26,21.34,13,1
서울경기,고구마,채소,경작,B,아니오,2024,17.0,3,56423.78,2023-06-22,19.86,11,0
강원,벼,채소,경작,B,아니오,2023,27.0,2,59794.97,2023-06-21,23.47,16,0
서울경기,콩,채소,방제,B,예,2023,12.0,1,52258.29,2023-08-11,16.14,12,0
서울경기,고구마,채소,경작,C,아니오,2020,8.0,1,12068.65,2023-07-28,16.78,7,2
강원,콩,곡물,수확,C,아니오,2019,29.0,3,68311.54,2023-03-05,17.81,11,0
서울경기,벼,곡물,비료,A,예,2023,26.0,1,53283.29,2023-03-28,15.4,7,0
서울경기,고구마,곡물,비료,C,예,2023,25.0,3,60869.01,2023-02-14,13.71,19,0
충청,벼,곡물,비료,C,예,2018,22.0,3,84902.49,2023-06-23,15.54,19,0
강원,벼,과일,비료,A,아니오,2020,10.0,4,24833.26,2023-09-19,25.63,15,1
서울경기,콩,곡물,경작,B,아니오,2018,8.0,3,66684.15,2023-05-06,12.84,9,0
강원,밀,채소,수확,B,예,2024,5.0,3,17253.43,2023-08-01,26.29,10,1
서울경기,콩,채소,수확,B,아니오,2019,14.0,2,32794.51,2023-08-19,21.55,3,0
전라,고구마,과일,수확,C,예,2021,20.0,4,60158.88,2023-05-06,27.13,5,1
서울경기,밀,곡물,경작,B,예,2024,27.0,1,55829.05,2023-06-13,23.37,7,0
충청,밀,곡물,수확,B,예,2022,16.0,2,56006.07,2023-08-19,20.97,2,1
충청,콩,곡물,경작,B,아니오,2019,26.0,2,76738.18,2023-08-06,13.33,4,0
충청,밀,과일,비료,B,예,2020,25.0,1,62656.04,2023-07-18,16.03,11,0
전라,고구마,채소,수확,B,예,2019,16.0,3,37921.98,2023-08-15,16.02,9,1
경상,고구마,채소,방제,A,아니오,2020,1.0,3,11111.15,2023-03-09,16.17,3,2
충청,벼,채소,경작,A,예,2020,25.0,1,31954.44,2023-06-04,13.41,12,0
경상,감자,곡물,방제,A,예,2018,24.0,3,19027.53,2023-03-22,21.37,11,0
충청,고구마,곡물,경작,B,예,2019,16.0,3,25077.07,2023-07-08,15.6,10,0
충청,콩,곡물,방제,A,예,2021,24.0,2,62445.18,2023-07-13,20.75,16,0
전라,고구마,곡물,비료,C,예,2020,16.0,2,77510.52,2023-03-25,19.78,17,0
서울경기,감자,채소,비료,C,아니오,2021,14.0,2,90607.55,2023-07-22,12.52,8,0
전라,콩,채소,수확,A,예,2022,17.0,4,20651.75,2023-08-30,15.1,10,1
서울경기,벼,과일,경작,B,예,2021,20.0,2,43401.47,2023-07-16,12.88,18,0
충청,고구마,채소,방제,C,예,2018,5.0,1,4704.98,2023-01-16,17.63,5,2
충청,고구마,채소,비료,A,예,2020,17.0,1,39173.02,2023-02-22,19.37,5,0
충청,벼,과일,경작,B,예,2021,16.0,1,70245.22,2023-08-21,12.06,15,0
충청,고구마,채소,비료,B,아니오,2020,16.0,2,70694.09,2023-06-13,12.32,10,0
강원,벼,채소,방제,A,예,2019,6.0,2,54242.92,2023-05-16,22.97,14,1
강원,콩,과일,수확,C,예,2021,18.0,4,66639.86,2023-06-07,17.48,10,1
강원,밀,곡물,경작,B,아니오,2023,25.0,3,69570.51,2023-03-19,18.0,10,0
강원,고구마,과일,비료,A,예,2023,9.0,1,39018.19,2023-03-01,22.1,5,0
전라,벼,과일,경작,B,아니오,2020,26.0,1,61330.4,2023-04-16,20.75,15,0
충청,감자,곡물,방제,C,예,2019,15.0,3,43805.7,2023-03-07,23.75,16,0
충청,고구마,채소,비료,B,예,2024,21.0,2,17480.76,2023-07-30,20.39,6,1
충청,밀,과일,경작,A,예,2021,9.0,1,27474.6,2023-08-25,19.59,13,0
서울경기,감자,곡물,수확,A,아니오,2019,29.0,1,89678.2,2023-04-15,23.06,13,0
강원,밀,곡물,수확,B,아니오,2024,18.0,2,21290.65,2023-11-29,29.36,2,1
충청,밀,곡물,방제,C,예,2024,16.0,1,56326.39,2023-05-06,22.42,12,0
충청,고구마,곡물,비료,C,예,2020,8.0,2,92612.05,2023-08-15,17.93,11,0
전라,벼,곡물,경작,B,아니오,2018,8.0,3,51984.67,2023-06-16,22.19,12,0
서울경기,벼,과일,경작,B,아니오,2021,11.0,2,88647.32,2023-05-09,12.93,8,0
강원,벼,곡물,비료,A,아니오,2023,21.0,2,38339.55,2023-07-11,24.86,7,0
강원,콩,과일,경작,A,아니오,2018,26.0,3,82148.83,2023-08-08,12.51,15,0
서울경기,고구마,과일,경작,B,아니오,2024,24.0,3,48272.62,2023-07-12,18.48,6,0
충청,밀,곡물,비료,B,예,2019,6.0,2,27140.13,2023-02-12,22.75,4,2
강원,벼,과일,수확,A,아니오,2023,14.0,2,23215.61,2023-06-05,19.63,5,0
전라,콩,곡물,방제,B,예,2023,9.0,2,46699.45,2023-11-08,26.15,4,1
서울경기,콩,과일,비료,A,예,2022,7.0,3,65013.47,2023-07-24,14.83,13,0
서울경기,콩,채소,경작,B,예,2024,17.0,2,15649.93,2023-06-01,15.34,10,0
전라,밀,곡물,경작,B,아니오,2019,21.0,3,18332.93,2023-06-05,14.33,4,0
강원,콩,채소,경작,B,아니오,2022,17.0,2,60510.0,2023-06-30,16.04,8,0
강원,벼,채소,방제,C,아니오,2018,28.0,1,93861.09,2023-07-30,22.74,13,0
전라,콩,채소,수확,B,아니오,2021,6.0,2,51651.58,2023-09-18,24.76,5,1
경상,콩,채소,비료,B,아니오,2019,25.0,2,87656.8,2023-03-21,15.19,13,0
충청,밀,곡물,경작,B,예,2023,13.0,2,23517.73,2023-12-05,10.1,12,2
서울경기,고구마,채소,비료,A,아니오,2020,27.0,3,14768.28,2023-06-02,24.01,17,0
경상,밀,채소,방제,C,아니오,2022,3.0,4,62388.75,2023-10-02,22.82,2,1
경상,감자,곡물,수확,C,예,2023,15.0,3,75008.41,2023-07-12,22.43,3,0
서울경기,벼,과일,비료,A,아니오,2021,8.0,2,56268.02,2023-03-01,12.94,7,0
강원,벼,곡물,방제,B,아니오,2019,21.0,2,85778.49,2023-03-27,15.26,8,0
전라,감자,곡물,수확,B,예,2024,16.0,3,5524.87,2023-11-12,21.49,4,1
전라,콩,곡물,비료,C,아니오,2022,22.0,2,69042.99,2023-07-20,12.13,14,0
서울경기,콩,과일,비료,B,예,2024,13.0,1,42080.81,2023-08-29,13.3,11,0
전라,고구마,과일,수확,A,예,2019,15.0,3,25875.48,2023-04-27,22.54,10,0
충청,콩,과일,경작,B,아니오,2023,25.0,3,71248.63,2023-04-25,24.43,4,0
서울경기,콩,곡물,경작,B,예,2020,17.0,1,18758.75,2023-06-10,14.24,12,0
서울경기,고구마,곡물,비료,A,아니오,2024,22.0,2,49365.77,2023-07-21,22.08,16,0
충청,밀,곡물,비료,C,아니오,2018,13.0,2,56725.18,2023-06-12,21.38,16,0
충청,벼,채소,수확,A,예,2024,27.0,2,45065.17,2023-08-04,16.51,13,0
충청,감자,곡물,경작,B,아니오,2021,16.0,2,39430.57,2023-02-02,16.65,8,0
강원,콩,과일,방제,C,예,2019,16.0,3,24130.82,2023-11-15,11.72,4,2
경상,고구마,곡물,경작,B,예,2018,3.0,2,12131.04,2023-06-25,16.81,5,2
전라,밀,채소,수확,A,아니오,2024,16.0,2,75824.01,2023-04-26,19.45,6,0
서울경기,감자,채소,경작,A,아니오,2023,19.0,3,97655.16,2023-08-19,23.91,12,0
강원,벼,곡물,경작,A,아니오,2024,18.0,3,28915.84,2023-04-09,20.35,13,0
강원,벼,곡물,방제,B,예,2018,13.0,2,49959.77,2023-06-23,24.34,7,0
전라,감자,곡물,수확,A,아니오,2020,16.0,2,86240.51,2023-06-14,15.8,14,0
전라,벼,곡물,경작,A,예,2021,17.0,1,94311.76,2023-08-27,24.23,10,0
충청,벼,곡물,수확,C,아니오,2020,15.0,1,12464.44,2023-07-17,17.31,16,0
충청,벼,곡물,경작,C,예,2023,19.0,1,32334.42,2023-08-29,19.42,17,0
전라,벼,곡물,경작,A,예,2023,13.0,1,47691.13,2023-03-14,21.26,19,0
강원,감자,채소,방제,A,예,2023,22.0,2,42380.8,2023-07-24,14.39,8,0
전라,벼,채소,방제,B,아니오,2020,6.0,3,32669.21,2023-11-16,19.31,13,1
서울경기,벼,채소,경작,A,아니오,2021,18.0,1,33394.12,2023-08-01,19.39,19,0
경상,고구마,과일,비료,A,예,2023,26.0,2,24341.62,2023-06-19,24.45,18,0
강원,고구마,곡물,비료,A,아니오,2019,22.0,1,38043.1,2023-06-03,16.81,9,0
강원,고구마,곡물,경작,B,예,2022,10.0,4,43281.21,2023-06-29,24.43,14,1
서울경기,콩,곡물,수확,C,예,2022,11.0,1,50459.52,2023-06-20,16.64,17,0
