사고년도,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,시각,사건번호
2019,남,60세,승용차,상해없음,남,61세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2019-08-05_7시,ID_6308
2020,여,36세,자전거,경상,남,23세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2020-07-11_7시,ID_7089
2016,남,61세,승용차,상해없음,남,70세,자전거,경상,차대차 - 기타,교차로운행방법위반,맑음,2016-04-13_16시,ID_2163
2015,남,60세,자전거,부상신고,남,54세,자전거,경상,차대차 - 추돌 - 주정차중,안전운전불이행,맑음,2015-02-06_15시,ID_718
2015,남,58세,화물차,상해없음,남,79세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-11_7시,ID_1412
2016,여,49세,승용차,상해없음,여,57세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-06-14_11시,ID_2771
2016,여,31세,승용차,상해없음,여,48세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-20_13시,ID_3349
2015,남,59세,화물차,상해없음,남,69세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-03_6시,ID_1865
2015,여,64세,승용차,상해없음,남,56세,자전거,중상,차대차 - 측면직각충돌,기타,맑음,2015-11-05_10시,ID_1376
2015,남,14세,자전거,상해없음,여,28세,보행자,경상,차대사람 - 보도통행중,기타,맑음,2015-11-06_18시,ID_1591
2018,남,39세,자전거,상해없음,여,55세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2018-09-23_0시,ID_5124
2016,남,54세,화물차,상해없음,여,57세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-11-23_6시,ID_2256
2018,남,34세,자전거,부상신고,남,35세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2018-05-01_8시,ID_4828
2018,남,71세,승용차,상해없음,여,46세,자전거,중상,차대차 - 기타,신호위반,맑음,2018-04-25_13시,ID_4932
2016,남,51세,승용차,상해없음,남,9세,자전거,경상,차대차 - 정면충돌,신호위반,맑음,2016-07-11_18시,ID_3576
2016,남,39세,승용차,상해없음,남,73세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-24_13시,ID_2194
2019,남,39세,승용차,상해없음,남,11세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-14_18시,ID_6801
2016,남,59세,승용차,상해없음,여,53세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-05_11시,ID_3459
2020,남,59세,승용차,상해없음,여,59세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-10-16_19시,ID_7371
2016,남,44세,승용차,상해없음,남,15세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-15_16시,ID_2548
2020,남,35세,승용차,상해없음,남,72세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-06-13_23시,ID_7807
2019,남,39세,승용차,상해없음,남,55세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-01-15_18시,ID_5792
2015,남,68세,승용차,상해없음,남,56세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-06-10_8시,ID_713
2016,남,69세,자전거,상해없음,여,76세,보행자,경상,차대사람 - 차도통행중,안전운전불이행,맑음,2016-01-27_14시,ID_2337
2015,남,69세,화물차,상해없음,남,14세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-07-29_13시,ID_1118
2016,남,13세,자전거,상해없음,남,50세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-02-21_14시,ID_2064
2018,남,75세,화물차,상해없음,남,80세,자전거,중상,차대차 - 기타,신호위반,맑음,2018-01-12_13시,ID_5400
2018,남,26세,승용차,상해없음,여,68세,자전거,중상,차대차 - 기타,안전운전불이행,비,2018-10-06_3시,ID_5770
2015,여,67세,자전거,상해없음,여,72세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2015-10-12_13시,ID_558
2017,남,75세,승합차,상해없음,남,29세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-10-19_15시,ID_3928
2015,남,48세,화물차,상해없음,여,52세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-29_7시,ID_1182
2015,남,12세,자전거,상해없음,여,73세,보행자,중상,차대사람 - 횡단중,중앙선침범,맑음,2015-09-29_19시,ID_10
2018,여,57세,승용차,상해없음,남,78세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-12-07_13시,ID_5709
2017,남,54세,승용차,상해없음,여,50세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-01-23_9시,ID_3917
2016,남,26세,자전거,상해없음,여,66세,보행자,중상,차대사람 - 차도통행중,보행자보호위반,맑음,2016-09-06_7시,ID_2330
2015,남,27세,승용차,상해없음,남,15세,자전거,중상,차대차 - 기타,안전거리미확보,맑음,2015-08-18_17시,ID_1703
2020,여,33세,자전거,상해없음,여,25세,보행자,중상,차대사람 - 횡단중,보행자보호위반,맑음,2020-09-22_13시,ID_7623
2017,남,54세,승용차,상해없음,남,43세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-25_19시,ID_4236
2016,남,65세,승용차,상해없음,남,74세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-11_10시,ID_2576
2018,남,64세,승용차,상해없음,남,58세,자전거,중상,차대차 - 측면충돌,안전운전불이행,비,2018-05-22_19시,ID_5082
2020,남,15세,자전거,상해없음,남,68세,보행자,경상,차대사람 - 보도통행중,기타,맑음,2020-10-16_7시,ID_7769
2015,남,47세,승용차,상해없음,여,53세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-04-13_8시,ID_199
2020,여,52세,승용차,상해없음,남,52세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-10-07_15시,ID_7321
2016,남,28세,승합차,상해없음,남,25세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2016-05-13_6시,ID_2109
2017,남,48세,승용차,상해없음,남,14세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-03-07_16시,ID_4137
2019,남,44세,승용차,상해없음,남,57세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-05-03_7시,ID_5915
2016,남,60세,승용차,상해없음,남,45세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-18_18시,ID_3435
2019,남,24세,이륜차,상해없음,여,44세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2019-11-28_16시,ID_6141
2016,남,불명,자전거,기타불명,남,78세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-04_8시,ID_2414
2020,여,51세,자전거,상해없음,남,28세,이륜차,경상,차대차 - 추돌,안전운전불이행,맑음,2020-06-09_13시,ID_7230
2016,남,48세,자전거,상해없음,여,68세,자전거,경상,차대차 - 정면충돌,안전운전불이행,흐림,2016-06-30_6시,ID_2152
2015,남,27세,승합차,상해없음,여,59세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-02-04_11시,ID_1988
2015,남,47세,자전거,상해없음,여,40세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-07-20_22시,ID_1825
2017,남,61세,승용차,상해없음,남,74세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-03-20_5시,ID_4487
2019,여,58세,승용차,상해없음,남,17세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-07-30_12시,ID_6347
2019,남,62세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-05-24_16시,ID_6786
2020,여,66세,자전거,부상신고,여,25세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2020-03-30_7시,ID_7532
2019,남,66세,자전거,경상,여,13세,보행자,중상,차대사람 - 횡단중,기타,맑음,2019-07-04_20시,ID_5903
2017,남,49세,승용차,상해없음,남,60세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-30_8시,ID_3940
2018,남,79세,승용차,상해없음,남,73세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,맑음,2018-10-27_14시,ID_5482
2019,여,53세,승용차,상해없음,남,66세,자전거,경상,차대차 - 측면충돌,안전운전불이행,흐림,2019-10-01_16시,ID_6304
2015,남,67세,승용차,상해없음,남,79세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-04_12시,ID_980
2019,여,61세,승용차,상해없음,남,13세,자전거,경상,차대차 - 측면충돌,안전운전불이행,흐림,2019-07-03_23시,ID_5988
2016,남,17세,이륜차,상해없음,남,27세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-09-10_16시,ID_2407
2017,남,54세,화물차,상해없음,남,8세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-09_16시,ID_4371
2017,여,64세,승용차,상해없음,남,87세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-06-20_9시,ID_4738
2015,여,29세,승용차,상해없음,남,67세,자전거,중상,차대차 - 기타,교차로운행방법위반,맑음,2015-07-20_12시,ID_1310
2018,남,76세,화물차,상해없음,여,55세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-09-08_9시,ID_5659
2016,남,33세,자전거,상해없음,남,61세,이륜차,경상,차대차 - 측면직각충돌,중앙선침범,맑음,2016-08-08_21시,ID_3402
2015,남,55세,화물차,상해없음,남,46세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-04-10_7시,ID_49
2016,남,72세,자전거,상해없음,여,55세,보행자,경상,차대사람 - 횡단중,안전운전불이행,비,2016-07-04_20시,ID_2153
2016,남,67세,화물차,상해없음,여,54세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-05-12_9시,ID_3110
2020,남,51세,승용차,상해없음,남,11세,자전거,경상,차대차 - 기타,신호위반,맑음,2020-08-09_14시,ID_7646
2018,여,50세,승용차,상해없음,남,69세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-06-22_16시,ID_5289
2019,남,67세,승용차,상해없음,남,19세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-05-10_0시,ID_5938
2016,남,59세,자전거,상해없음,여,50세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2016-01-09_13시,ID_2776
2019,남,30세,자전거,상해없음,여,33세,보행자,경상,차대사람 - 차도통행중,안전운전불이행,맑음,2019-05-10_17시,ID_5924
2020,여,65세,승용차,상해없음,남,51세,자전거,경상,차대차 - 기타,신호위반,맑음,2020-12-31_10시,ID_7451
2015,남,55세,승용차,상해없음,남,19세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-05-12_7시,ID_1642
2020,남,70세,자전거,경상,남,41세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2020-09-20_16시,ID_7058
2018,남,27세,승용차,상해없음,여,76세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-06-30_16시,ID_5302
2019,여,47세,승용차,상해없음,여,60세,자전거,중상,차대차 - 기타,기타,맑음,2019-06-02_8시,ID_6534
2016,남,69세,승용차,상해없음,남,73세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-04-19_14시,ID_2403
2020,남,53세,승용차,상해없음,남,70세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-03-28_10시,ID_7559
2018,남,64세,승용차,상해없음,여,52세,자전거,중상,차대차 - 기타,기타,맑음,2018-01-21_9시,ID_4977
2017,남,35세,승용차,상해없음,여,23세,자전거,경상,차대차 - 기타,신호위반,맑음,2017-07-12_22시,ID_4128
2016,남,29세,승용차,상해없음,남,58세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-03-18_13시,ID_2592
2017,남,34세,승용차,상해없음,남,19세,자전거,중상,차대차 - 기타,안전운전불이행,비,2017-06-26_19시,ID_4226
2016,남,69세,승용차,기타불명,남,43세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-08-20_1시,ID_3397
2016,여,26세,승용차,상해없음,여,70세,자전거,경상,차대차 - 측면직각충돌,안전거리미확보,맑음,2016-10-05_17시,ID_2271
2017,남,61세,자전거,상해없음,여,57세,보행자,경상,차대사람 - 횡단중,기타,맑음,2017-05-07_15시,ID_3588
2015,여,30세,승용차,상해없음,남,80세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-09-19_9시,ID_239
2016,남,37세,화물차,상해없음,남,84세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-10-24_10시,ID_3523
2019,남,70세,자전거,부상신고,여,58세,보행자,경상,차대사람 - 기타,기타,맑음,2019-07-09_9시,ID_5845
2020,남,68세,화물차,상해없음,남,78세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2020-08-18_13시,ID_7006
2016,여,46세,승용차,상해없음,남,51세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2016-08-22_18시,ID_3237
2017,남,61세,승용차,상해없음,여,49세,자전거,경상,차대차 - 기타,신호위반,맑음,2017-11-06_18시,ID_4258
2016,남,52세,승용차,상해없음,남,14세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-15_14시,ID_3310
2019,남,65세,승용차,상해없음,여,57세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-05-29_0시,ID_6070
2016,남,30세,승용차,상해없음,여,13세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2016-05-31_12시,ID_2348
2017,여,58세,승용차,상해없음,남,13세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-05-05_13시,ID_3962
2015,남,46세,승용차,상해없음,남,58세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-05-09_19시,ID_584
2015,남,25세,자전거,상해없음,남,24세,자전거,경상,차대차 - 측면직각충돌,안전거리미확보,맑음,2015-07-06_0시,ID_439
2015,남,42세,승용차,상해없음,남,16세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2015-01-10_11시,ID_299
2020,여,58세,승용차,상해없음,여,56세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-06-05_6시,ID_7415
2015,남,50세,승용차,상해없음,남,32세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-21_9시,ID_1472
2016,남,42세,승용차,상해없음,남,23세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-12_14시,ID_2889
2017,남,44세,화물차,상해없음,남,82세,자전거,경상,차대차 - 기타,안전운전불이행,비,2017-07-08_12시,ID_4651
2019,남,28세,승용차,상해없음,여,47세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-08-19_22시,ID_5967
2019,남,21세,자전거,경상,여,57세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2019-07-12_11시,ID_6039
2020,남,28세,자전거,상해없음,여,64세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2020-04-09_12시,ID_6861
2020,남,40세,승용차,상해없음,여,55세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-07-16_7시,ID_7223
2019,남,73세,승용차,상해없음,여,75세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-08-04_5시,ID_6562
2016,남,54세,승용차,상해없음,남,15세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-12-01_8시,ID_2960
2017,남,56세,승합차,상해없음,남,69세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-11-11_14시,ID_3673
2015,남,24세,자전거,상해없음,남,28세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2015-10-22_19시,ID_578
2015,남,31세,승용차,상해없음,남,60세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-07-02_18시,ID_1793
2020,남,56세,이륜차,상해없음,남,60세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-06-01_22시,ID_7248
2015,남,19세,이륜차,상해없음,남,13세,자전거,경상,차대차 - 기타,신호위반,맑음,2015-02-27_17시,ID_1632
2016,남,53세,승합차,상해없음,남,52세,자전거,중상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2016-09-21_18시,ID_3042
2017,여,30세,승용차,상해없음,남,85세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-05-13_13시,ID_4699
2015,남,47세,화물차,상해없음,남,23세,자전거,경상,차대차 - 추돌 - 진행중,신호위반,맑음,2015-06-06_13시,ID_781
2017,여,35세,승용차,상해없음,남,15세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-08-24_19시,ID_4810
2017,남,54세,승용차,상해없음,남,37세,자전거,경상,차대차 - 기타,기타,맑음,2017-05-23_7시,ID_3681
2017,남,53세,승용차,상해없음,남,68세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-06-20_7시,ID_3661
2016,남,27세,승용차,상해없음,남,47세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,2016-04-29_17시,ID_2073
2015,남,58세,승용차,상해없음,남,11세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-10-04_17시,ID_842
2015,여,42세,승용차,상해없음,남,17세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-08-24_8시,ID_1571
2018,여,49세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-11-14_16시,ID_5617
2015,여,37세,승용차,상해없음,남,34세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2015-10-31_20시,ID_744
2019,여,35세,승용차,상해없음,남,44세,자전거,중상,차대차 - 측면충돌,중앙선침범,맑음,2019-06-08_14시,ID_6608
2020,여,50세,승용차,상해없음,여,28세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-29_9시,ID_7374
2019,남,56세,승용차,상해없음,남,10세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-06-03_4시,ID_6719
2017,남,48세,승용차,상해없음,남,68세,자전거,경상,차대차 - 측면충돌,교차로운행방법위반,맑음,2017-09-13_14시,ID_4206
2016,남,55세,승용차,상해없음,남,37세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2016-05-04_8시,ID_2113
2018,남,73세,승용차,상해없음,남,60세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-12-21_4시,ID_5210
2015,남,51세,이륜차,상해없음,여,51세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-04-03_17시,ID_102
2016,남,70세,승용차,상해없음,여,51세,자전거,중상,차대차 - 측면직각충돌,기타,맑음,2016-03-21_11시,ID_2076
2019,남,43세,자전거,상해없음,남,64세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2019-08-26_7시,ID_6418
2018,여,52세,승용차,상해없음,남,12세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-12-06_19시,ID_5120
2015,남,50세,자전거,부상신고,여,70세,보행자,중상,차대사람 - 길가장자리구역통행중,안전운전불이행,맑음,2015-05-04_5시,ID_590
2016,남,31세,승용차,상해없음,남,55세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,흐림,2016-10-03_21시,ID_2686
2016,남,64세,승용차,상해없음,여,30세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-10-16_21시,ID_2497
2015,여,27세,승용차,상해없음,여,51세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-26_19시,ID_1914
2020,남,64세,승합차,상해없음,남,72세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-11-05_18시,ID_6918
2019,남,58세,승용차,상해없음,남,52세,자전거,중상,차대차 - 측면충돌,보행자보호위반,맑음,2019-03-01_21시,ID_6529
2015,남,53세,승용차,상해없음,남,80세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,흐림,2015-10-01_18시,ID_1546
2016,여,66세,승용차,상해없음,남,14세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-03_13시,ID_2346
2015,남,30세,승용차,상해없음,여,60세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-30_8시,ID_1859
2017,남,49세,화물차,상해없음,남,51세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2017-07-11_12시,ID_4816
2016,남,47세,승용차,상해없음,남,32세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-07-30_1시,ID_3112
2016,남,13세,자전거,상해없음,남,24세,보행자,경상,차대사람 - 차도통행중,안전운전불이행,맑음,2016-04-27_20시,ID_2263
2018,남,22세,승용차,상해없음,남,74세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-08-01_20시,ID_5176
2016,남,53세,승용차,상해없음,남,14세,자전거,중상,차대차 - 기타,신호위반,맑음,2016-07-20_18시,ID_2207
2019,여,50세,자전거,경상,남,34세,이륜차,중상,차대차 - 측면충돌,중앙선침범,맑음,2019-08-23_20시,ID_6018
2015,남,25세,승용차,상해없음,남,21세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-10-06_23시,ID_370
2015,남,16세,자전거,상해없음,여,44세,보행자,경상,차대사람 - 보도통행중,안전운전불이행,맑음,2015-01-27_19시,ID_291
2017,남,75세,승용차,상해없음,남,51세,자전거,중상,차대차 - 기타,기타,맑음,2017-10-24_10시,ID_3631
2016,여,33세,승용차,상해없음,남,72세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-08-15_20시,ID_2493
2019,여,45세,자전거,상해없음,여,63세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2019-10-16_17시,ID_6595
2017,남,49세,화물차,상해없음,남,48세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-05-30_8시,ID_4067
2020,여,57세,승용차,상해없음,남,49세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-01-20_11시,ID_7014
2019,남,43세,승용차,상해없음,남,75세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2019-12-16_20시,ID_6566
2016,남,58세,승용차,상해없음,남,33세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-07_8시,ID_2790
2017,여,58세,승용차,상해없음,남,69세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-12-28_11시,ID_3746
2015,남,72세,승용차,상해없음,남,18세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-08-29_20시,ID_545
2020,남,33세,승용차,상해없음,남,28세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-02-04_18시,ID_7401
2017,남,49세,승용차,상해없음,남,14세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-08-12_10시,ID_3951
2015,남,37세,승합차,상해없음,남,42세,자전거,경상,차대차 - 측면직각충돌,안전거리미확보,맑음,2015-04-25_18시,ID_265
2018,남,22세,특수차,상해없음,남,41세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,비,2018-05-05_22시,ID_5624
2017,여,31세,승용차,상해없음,남,48세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-28_10시,ID_4683
2017,여,54세,승용차,상해없음,남,59세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-07-29_17시,ID_4360
2019,남,19세,이륜차,상해없음,남,70세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2019-09-05_5시,ID_6753
2017,여,45세,승용차,상해없음,남,66세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-04-24_8시,ID_4245
2020,여,71세,승용차,기타불명,남,15세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-08-31_8시,ID_7348
2019,여,60세,승용차,상해없음,여,46세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-04-12_18시,ID_6115
2020,남,53세,자전거,상해없음,남,51세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2020-03-22_16시,ID_7128
2017,남,49세,승용차,상해없음,여,55세,자전거,중상,차대차 - 측면충돌,기타,맑음,2017-02-17_8시,ID_4021
2017,남,69세,자전거,상해없음,여,55세,보행자,중상,차대사람 - 횡단중,보행자보호위반,맑음,2017-05-14_13시,ID_3948
2018,여,51세,승용차,상해없음,남,70세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2018-04-30_9시,ID_5768
2018,여,39세,승용차,상해없음,남,66세,자전거,중상,차대차 - 측면충돌,안전운전불이행,흐림,2018-08-29_11시,ID_5536
2016,남,53세,자전거,상해없음,여,62세,보행자,경상,차대사람 - 보도통행중,기타,맑음,2016-06-15_11시,ID_3028
2020,여,49세,승용차,상해없음,남,26세,자전거,경상,차대차 - 기타,신호위반,맑음,2020-08-28_18시,ID_7636
2015,여,32세,승용차,상해없음,남,17세,자전거,경상,차대차 - 측면직각충돌,신호위반,비,2015-07-23_15시,ID_608
2018,남,51세,화물차,상해없음,여,63세,자전거,경상,차대차 - 측면충돌,교차로통행방법위반,맑음,2018-05-21_23시,ID_5356
2020,남,29세,승용차,상해없음,남,23세,자전거,경상,차대차 - 측면충돌,안전운전불이행,흐림,2020-09-11_15시,ID_7761
2015,여,39세,승용차,상해없음,남,73세,자전거,경상,차대차 - 측면직각충돌,보행자보호위반,맑음,2015-10-02_15시,ID_1929
2018,남,53세,승용차,상해없음,남,53세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,비,2018-10-18_22시,ID_5748
2015,남,22세,승용차,상해없음,여,22세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-07_8시,ID_1344
2018,남,43세,승용차,상해없음,남,78세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,맑음,2018-11-20_8시,ID_5627
2016,남,59세,화물차,상해없음,여,53세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-02-26_6시,ID_2495
2017,남,63세,승용차,상해없음,남,56세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-09-14_7시,ID_4706
2017,여,56세,승용차,상해없음,남,11세,자전거,경상,차대차 - 측면충돌,기타,맑음,2017-11-27_16시,ID_4064
2019,남,51세,승용차,상해없음,남,52세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-09-25_1시,ID_6762
2019,남,64세,건설기계,상해없음,남,71세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-07-15_16시,ID_5889
2020,여,20세,자전거,상해없음,여,72세,보행자,경상,차대사람 - 기타,기타,맑음,2020-06-23_16시,ID_7211
2015,남,62세,승용차,상해없음,남,23세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-05-08_5시,ID_1382
2015,남,56세,화물차,상해없음,남,69세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-12-22_6시,ID_1346
2015,여,57세,자전거,경상,남,30세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2015-06-07_12시,ID_719
2015,남,15세,자전거,경상,남,32세,승용차,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-21_16시,ID_1779
2018,남,37세,승합차,상해없음,여,78세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-11-06_9시,ID_5693
2015,남,49세,승합차,상해없음,여,48세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2015-12-28_6시,ID_1176
2018,여,36세,승용차,상해없음,남,22세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2018-01-02_18시,ID_5090
2016,남,50세,승합차,상해없음,남,17세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-23_21시,ID_3122
2015,여,37세,승용차,상해없음,남,79세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-10-09_10시,ID_342
