A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,ID
2.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,2.0,6.0,3.0,6.0,1,5.0,1.0,5.0,ID_1126
2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,6.0,6.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,6.0,6.0,4.0,6.0,5,4.0,6.0,6.0,ID_1127
2.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,6.0,3,5.0,6.0,2.0,ID_1128
1.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,2,4.0,4.0,3.0,ID_1129
1.0,6.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,1.0,6.0,6.0,2.0,1.0,6.0,2.0,5.0,4.0,6.0,1.0,6.0,5,1.0,6.0,5.0,ID_1130
3.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2,6.0,5.0,1.0,ID_1131
1.0,1.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2,5.0,5.0,1.0,ID_1132
4.0,3.0,1.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,5.0,3.0,1.0,6.0,1.0,2.0,4.0,2.0,1.0,6.0,1,6.0,5.0,1.0,ID_1133
2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,5,1.0,4.0,4.0,ID_1134
1.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,4.0,1,4.0,4.0,3.0,ID_1135
2.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2,3.0,4.0,3.0,ID_1136
1.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,4.0,1,6.0,6.0,1.0,ID_1137
5.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,1,5.0,5.0,1.0,ID_1138
1.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,3,5.0,5.0,2.0,ID_1139
5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,1.0,1.0,1.0,5.0,1,5.0,4.0,1.0,ID_1140
3.0,4.0,4.0,5.0,5.0,6.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,6.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,3,2.0,6.0,1.0,ID_1141
4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,4,5.0,6.0,1.0,ID_1142
3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,6.0,2.0,2.0,4.0,2.0,1.0,5.0,3,5.0,6.0,2.0,ID_1143
1.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,2.0,4.0,2,3.0,4.0,3.0,ID_1144
2.0,4.0,5.0,2.0,6.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,6.0,1,6.0,6.0,1.0,ID_1145
4.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,4.0,4.0,1.0,6.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,5,4.0,6.0,4.0,ID_1146
2.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2,5.0,4.0,1.0,ID_1147
3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2,4.0,6.0,2.0,ID_1148
3.0,4.0,5.0,6.0,4.0,3.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,6.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,6,3.0,6.0,3.0,ID_1149
2.0,3.0,3.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,2,4.0,6.0,3.0,ID_1150
2.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,4,4.0,4.0,2.0,ID_1151
2.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,5,4.0,5.0,4.0,ID_1152
3.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,6.0,2.0,2.0,3.0,1.0,2.0,6.0,1,5.0,4.0,3.0,ID_1153
4.0,3.0,4.0,3.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,3.0,5.0,5.0,6,1.0,6.0,3.0,ID_1154
4.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,6.0,3.0,2.0,5.0,3.0,3.0,5.0,2,5.0,5.0,3.0,ID_1155
3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,6,4.0,2.0,3.0,ID_1156
2.0,6.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,1.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,5,4.0,6.0,4.0,ID_1157
2.0,3.0,4.0,6.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,1,2.0,5.0,3.0,ID_1158
2.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,3,4.0,5.0,4.0,ID_1159
1.0,2.0,6.0,4.0,6.0,2.0,6.0,1.0,5.0,6.0,1.0,2.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,1,6.0,6.0,1.0,ID_1160
5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5,4.0,2.0,4.0,ID_1161
2.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,3,5.0,5.0,1.0,ID_1162
1.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,2,5.0,5.0,3.0,ID_1163
2.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,6.0,5,5.0,6.0,1.0,ID_1164
3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2,5.0,4.0,3.0,ID_1165
5.0,6.0,6.0,1.0,6.0,5.0,6.0,2.0,5.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,5.0,5.0,5.0,4.0,6.0,4,6.0,6.0,1.0,ID_1166
4.0,6.0,5.0,2.0,5.0,6.0,5.0,6.0,2.0,5.0,3.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4,6.0,6.0,1.0,ID_1167
2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,6.0,6.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4,4.0,4.0,2.0,ID_1168
1.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,3.0,2.0,2.0,5.0,1,4.0,6.0,5.0,ID_1169
2.0,1.0,3.0,4.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,2.0,6.0,1.0,1.0,1.0,6.0,1,6.0,6.0,1.0,ID_1170
1.0,6.0,5.0,6.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,4,4.0,5.0,2.0,ID_1171
3.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,6.0,5.0,3,5.0,5.0,2.0,ID_1172
3.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,2,5.0,6.0,2.0,ID_1173
2.0,4.0,5.0,5.0,3.0,6.0,4.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,6.0,2,5.0,6.0,1.0,ID_1174
3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,1,5.0,6.0,2.0,ID_1175
2.0,4.0,2.0,1.0,2.0,6.0,6.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,6.0,2,3.0,5.0,1.0,ID_1176
2.0,4.0,2.0,1.0,3.0,6.0,6.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,6.0,2,4.0,5.0,1.0,ID_1177
5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,2,4.0,4.0,3.0,ID_1178
1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,6.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,2,4.0,5.0,2.0,ID_1179
3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2,5.0,5.0,3.0,ID_1180
4.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,1.0,1.0,3.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,1.0,5.0,6.0,2,5.0,5.0,4.0,ID_1181
1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,2,4.0,5.0,5.0,ID_1182
1.0,6.0,5.0,6.0,2.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,1.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,4,6.0,6.0,1.0,ID_1183
2.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,2.0,4.0,5.0,2.0,6.0,6.0,6.0,1.0,2.0,2.0,4.0,1.0,5.0,2,6.0,6.0,2.0,ID_1184
5.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3,3.0,6.0,4.0,ID_1185
3.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,6.0,3,5.0,6.0,3.0,ID_1186
1.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,4,5.0,6.0,2.0,ID_1187
2.0,5.0,4.0,6.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,5.0,4.0,1.0,ID_1188
5.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,3.0,4.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,1,6.0,5.0,1.0,ID_1189
1.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5,4.0,5.0,5.0,ID_1190
1.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,6.0,1.0,2.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,6,3.0,5.0,1.0,ID_1191
5.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,3,3.0,4.0,4.0,ID_1192
4.0,5.0,5.0,1.0,6.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,2,4.0,5.0,2.0,ID_1193
3.0,5.0,3.0,5.0,4.0,6.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3,3.0,5.0,3.0,ID_1194
1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,2.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3,5.0,6.0,1.0,ID_1195
2.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,4,5.0,4.0,4.0,ID_1196
1.0,6.0,5.0,6.0,6.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,3.0,3.0,3.0,5.0,2,5.0,4.0,2.0,ID_1197
1.0,6.0,6.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,5.0,2,5.0,5.0,1.0,ID_1198
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2,3.0,5.0,2.0,ID_1199
6.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,2,2.0,6.0,2.0,ID_1200
1.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,5.0,4,5.0,5.0,1.0,ID_1201
1.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,3.0,5.0,1,5.0,5.0,5.0,ID_1202
2.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5,3.0,6.0,5.0,ID_1203
2.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,1.0,1.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,5.0,1,6.0,6.0,1.0,ID_1204
1.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,3.0,2.0,4.0,1,6.0,6.0,2.0,ID_1205
2.0,4.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,6,5.0,3.0,4.0,ID_1206
5.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5,2.0,3.0,2.0,ID_1207
1.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,6.0,4.0,6,5.0,6.0,1.0,ID_1208
1.0,5.0,5.0,6.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,2.0,6.0,4.0,2.0,4.0,2,5.0,5.0,3.0,ID_1209
1.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,1.0,1.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0,1.0,1.0,3.0,4.0,1,4.0,6.0,6.0,ID_1210
1.0,4.0,3.0,5.0,3.0,5.0,6.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5,5.0,6.0,5.0,ID_1211
2.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,2,5.0,6.0,3.0,ID_1212
4.0,4.0,1.0,2.0,2.0,4.0,4.0,6.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,1,4.0,5.0,3.0,ID_1213
4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,1,5.0,6.0,2.0,ID_1214
3.0,2.0,4.0,4.0,4.0,6.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2,4.0,6.0,4.0,ID_1215
4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,5.0,6.0,6.0,4.0,1.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,2,1.0,6.0,3.0,ID_1216
6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,6.0,4.0,4.0,2.0,2.0,4.0,1,5.0,6.0,5.0,ID_1217
1.0,6.0,6.0,6.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,6.0,3.0,1.0,3.0,1.0,2.0,4.0,5.0,2,5.0,5.0,1.0,ID_1218
1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2,5.0,5.0,2.0,ID_1219
6.0,3.0,4.0,1.0,5.0,6.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3,5.0,5.0,3.0,ID_1220
1.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,5.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2,4.0,6.0,2.0,ID_1221
2.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2,4.0,4.0,3.0,ID_1222
4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3,4.0,4.0,2.0,ID_1223
1.0,6.0,5.0,5.0,6.0,1.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,6.0,5,5.0,6.0,6.0,ID_1224
2.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,4,4.0,6.0,2.0,ID_1225
5.0,4.0,5.0,2.0,5.0,6.0,5.0,4.0,1.0,6.0,2.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1,6.0,6.0,1.0,ID_1226
1.0,6.0,5.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,2,5.0,6.0,1.0,ID_1227
4.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2,3.0,4.0,2.0,ID_1228
1.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,6.0,3.0,3.0,3.0,4.0,1.0,6.0,2,6.0,5.0,1.0,ID_1229
2.0,4.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3,6.0,6.0,2.0,ID_1230
3.0,6.0,3.0,5.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,2,4.0,5.0,5.0,ID_1231
3.0,6.0,3.0,6.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,4.0,3.0,4.0,5.0,5.0,4,1.0,4.0,5.0,ID_1232
1.0,5.0,5.0,4.0,2.0,2.0,6.0,6.0,4.0,4.0,2.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,6.0,4.0,5.0,2,2.0,6.0,3.0,ID_1233
3.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,6.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,6.0,1,3.0,6.0,1.0,ID_1234
1.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2,4.0,5.0,2.0,ID_1235
2.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,2,4.0,3.0,2.0,ID_1236
2.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,2.0,5.0,2,4.0,4.0,2.0,ID_1237
3.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,6.0,2.0,2.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,4,2.0,5.0,4.0,ID_1238
5.0,6.0,3.0,6.0,3.0,5.0,5.0,6.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,4,3.0,5.0,2.0,ID_1239
3.0,2.0,4.0,2.0,2.0,3.0,2.0,6.0,2.0,5.0,5.0,6.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,1,2.0,5.0,3.0,ID_1240
1.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,6.0,2.0,1.0,4.0,4,3.0,6.0,4.0,ID_1241
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,ID_1242
1.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,4.0,5.0,4.0,2.0,4.0,6.0,1,5.0,5.0,1.0,ID_1243
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,2.0,6.0,1,6.0,6.0,1.0,ID_1244
4.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,6.0,2,5.0,6.0,3.0,ID_1245
2.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,6,4.0,6.0,5.0,ID_1246
2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1,5.0,6.0,1.0,ID_1247
4.0,5.0,3.0,4.0,2.0,5.0,5.0,6.0,1.0,4.0,6.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,6.0,1,2.0,6.0,2.0,ID_1248
1.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,2.0,4.0,2.0,1.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2,5.0,6.0,2.0,ID_1249
3.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,3.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,5.0,6.0,2,4.0,6.0,2.0,ID_1250
2.0,5.0,3.0,3.0,2.0,6.0,5.0,6.0,2.0,5.0,6.0,6.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2,2.0,6.0,4.0,ID_1251
2.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,1,3.0,6.0,1.0,ID_1252
2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,5,3.0,4.0,2.0,ID_1253
2.0,3.0,1.0,1.0,4.0,6.0,6.0,4.0,2.0,6.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,6.0,2,1.0,6.0,5.0,ID_1254
1.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2,5.0,5.0,2.0,ID_1255
4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,2,5.0,5.0,2.0,ID_1256
1.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,2,6.0,5.0,2.0,ID_1257
2.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0,6.0,4,5.0,2.0,2.0,ID_1258
