ID,Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk
345,55.57,6,0.38,0.2,0.076,0.49,0.2,0.098,0.87,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.574,0.4,0.5,0.3148
346,55.57,13,0.0,0.2,0.0,1.16,0.4,0.464,1.16,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.6,1.864,0.4,0.5,0.3728
347,2.72,2,4.28,0.6,2.568,1264.63,0.6,758.778,1268.91,5.5,0.4,2.2,58.86,0.6,35.316,6,0.2,1.2,2,0.6,1.2,5.2,801.262,2.4,0.5,961.5144
348,3.89,6,0.0,0.2,0.0,0.08,0.2,0.016,0.08,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.416,0.4,0.5,0.2832
351,3.89,22,0.0,0.2,0.0,0.93,0.2,0.186,0.93,5.0,0.2,1.0,7.78,0.4,3.112,2,0.2,0.4,0,0.2,0.0,2.2,4.698,0.4,0.5,0.9396
352,3.41,8,3.08,0.6,1.848,60.78,0.6,36.468,63.86,5.0,0.2,1.0,0.36,0.2,0.072,2,0.2,0.4,0,0.2,0.0,3.6,39.788,0.4,0.5,7.9576
353,1.99,11,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,1.0,175.9,0.6,105.54,2,0.2,0.4,0,0.2,0.0,2.6,107.448,0.4,0.5,21.4896
356,3.41,11,10.08,0.6,6.048,22.31,0.6,13.386,32.39,5.5,0.4,2.2,16.82,0.6,10.092,2,0.2,0.4,0,0.2,0.0,4.4,32.126,0.4,0.5,6.4252
358,2.37,19,0.51,0.2,0.102,0.47,0.2,0.094,0.98,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.596,0.4,0.5,0.3192
359,1.85,8,13.15,0.6,7.89,1.63,0.4,0.652,14.78,5.0,0.2,1.0,1.19,0.2,0.238,4,0.2,0.8,0,0.2,0.0,3.2,10.58,0.8,0.5,4.232
360,3.89,33,2.57,0.6,1.542,4.49,0.2,0.898,7.06,5.0,0.2,1.0,7.56,0.4,3.024,2,0.2,0.4,1,0.4,0.4,2.8,7.264,0.8,0.5,2.9056
361,1.85,4,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,2.908,0.4,0.5,0.5816
362,3.41,19,1.21,0.4,0.484,43.84,0.6,26.304,45.05,5.5,0.4,2.2,31.61,0.6,18.966,2,0.2,0.4,0,0.2,0.0,4.2,48.354,0.4,0.5,9.6708
364,1.85,6,8.53,0.6,5.118,0.16,0.2,0.032,8.69,5.0,0.2,1.0,0.52,0.2,0.104,2,0.4,0.8,0,0.2,0.0,2.6,7.054,0.8,0.5,2.8216
365,3.41,19,0.31,0.2,0.062,58.12,0.6,34.872,58.43,5.0,0.2,1.0,78.98,0.6,47.388,2,0.4,0.8,0,0.2,0.0,3.8,84.122,0.8,0.5,33.6488
366,2.37,2,0.76,0.2,0.152,0.34,0.2,0.068,1.1,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.42,1.2,0.5,1.452
367,55.57,15,0.69,0.2,0.138,0.81,0.2,0.162,1.5,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.7,0.4,0.5,0.34
368,2.37,5,1.54,0.4,0.616,0.46,0.2,0.092,2.0,5.0,0.2,1.0,0.57,0.2,0.114,2,0.2,0.4,0,0.2,0.0,2.2,2.222,0.4,0.5,0.4444
371,2.72,19,2.19,0.6,1.314,0.68,0.2,0.136,2.87,5.0,0.2,1.0,28.4,0.6,17.04,2,0.2,0.4,0,0.2,0.0,2.8,19.89,0.4,0.5,3.978
372,1.99,25,0.53,0.2,0.106,0.0,0.2,0.0,0.53,5.0,0.2,1.0,2.33,0.2,0.466,2,0.2,0.4,0,0.2,0.0,2.0,1.972,0.4,0.5,0.3944
373,3.41,39,1.52,0.4,0.608,37.33,0.6,22.398,38.85,5.5,0.4,2.2,63.7,0.6,38.22,2,0.2,0.4,0,0.2,0.0,4.2,63.826,0.4,0.5,12.7652
374,55.57,5,0.7,0.2,0.14,0.19,0.2,0.038,0.89,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.578,0.4,0.5,0.3156
375,59.85,1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
377,1.85,11,0.44,0.2,0.088,0.62,0.2,0.124,1.06,5.0,0.2,1.0,0.64,0.2,0.128,2,0.2,0.4,0,0.2,0.0,2.0,1.74,0.4,0.5,0.348
378,1.85,16,3.67,0.6,2.202,0.18,0.2,0.036,3.85,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.638,0.4,0.5,0.7276
379,55.57,15,1.4,0.4,0.56,0.06,0.2,0.012,1.46,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.972,0.4,0.5,0.3944
380,1.85,9,7.07,0.6,4.242,0.72,0.2,0.144,7.79,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,5.786,0.4,0.5,1.1572
381,3.89,29,12.27,0.6,7.362,72.46,0.6,43.476,84.73,5.0,0.2,1.0,5.69,0.4,2.276,2,0.2,0.4,0,0.2,0.0,3.8,54.514,0.4,0.5,10.9028
382,3.89,15,5.23,0.6,3.138,5.89,0.4,2.356,11.12,5.0,0.2,1.0,19.4,0.6,11.64,2,0.2,0.4,0,0.2,0.0,3.4,18.534,0.4,0.5,3.7068
384,3.89,13,2.63,0.6,1.578,2.55,0.2,0.51,5.18,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,3.488,0.4,0.5,0.6976
385,55.57,12,3.1,0.6,1.86,4.66,0.6,2.796,7.76,5.0,0.2,1.0,0.59,0.2,0.118,2,0.2,0.4,0,0.2,0.0,3.6,6.174,0.4,0.5,1.2348
387,55.57,22,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
388,3.89,29,4.24,0.6,2.544,8.06,0.4,3.224,12.3,5.0,0.2,1.0,10.69,0.6,6.414,2,0.2,0.4,0,0.2,0.0,3.4,13.582,0.4,0.5,2.7164
389,59.85,21,0.21,0.2,0.042,0.0,0.2,0.0,0.21,5.0,0.2,1.0,0.33,0.2,0.066,4,0.2,0.8,0,0.2,0.0,2.2,1.908,0.8,0.5,0.7632
390,3.89,5,0.0,0.2,0.0,0.94,0.2,0.188,0.94,5.0,0.2,1.0,0.9,0.2,0.18,2,0.2,0.4,0,0.2,0.0,2.0,1.768,0.4,0.5,0.3536
391,55.57,4,0.32,0.2,0.064,0.0,0.2,0.0,0.32,5.0,0.2,1.0,0.0,0.2,0.0,2,0.4,0.8,0,0.2,0.0,2.2,1.864,0.8,0.5,0.7456
392,3.89,12,1.07,0.4,0.428,0.0,0.2,0.0,1.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.828,0.4,0.5,0.3656
393,1.85,22,3.92,0.6,2.352,1.08,0.4,0.432,5.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,4.184,0.4,0.5,0.8368
394,55.57,8,1.7,0.4,0.68,5.91,0.6,3.546,7.61,5.0,0.2,1.0,3.68,0.2,0.736,4,0.2,0.8,0,0.2,0.0,3.6,6.762,0.8,0.5,2.7048
395,55.57,8,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.52,0.4,0.5,0.304
396,2.37,8,0.66,0.2,0.132,1.37,0.4,0.548,2.03,5.0,0.2,1.0,0.84,0.2,0.168,4,0.2,0.8,0,0.2,0.0,2.8,2.648,0.8,0.5,1.0592
397,2.37,2,2.18,0.6,1.308,0.93,0.2,0.186,3.11,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.8,3.694,1.2,0.5,2.2164
398,3.89,6,0.51,0.2,0.102,0.23,0.2,0.046,0.74,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.548,0.4,0.5,0.3096
399,2.37,15,2.6,0.6,1.56,1.14,0.4,0.456,3.74,5.0,0.2,1.0,8.76,0.4,3.504,2,0.2,0.4,1,0.4,0.4,3.4,7.32,0.8,0.5,2.928
400,3.89,8,5.43,0.6,3.258,10.77,0.6,6.462,16.2,5.0,0.2,1.0,4.42,0.2,0.884,2,0.2,0.4,0,0.2,0.0,3.6,12.004,0.4,0.5,2.4008
401,55.57,6,0.11,0.2,0.022,0.0,0.2,0.0,0.11,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.422,0.4,0.5,0.2844
402,55.57,15,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.848,0.4,0.5,0.3696
403,3.41,8,1.12,0.4,0.448,0.0,0.2,0.0,1.12,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.848,0.4,0.5,0.3696
404,2.37,31,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5.0,0.2,1.0,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0.0,2.0,1.66,0.4,0.5,0.332
405,55.57,12,0.61,0.2,0.122,0.0,0.2,0.0,0.61,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.522,0.4,0.5,0.3044
406,1.85,6,0.47,0.2,0.094,1.59,0.4,0.636,2.06,5.0,0.2,1.0,1.24,0.2,0.248,2,0.2,0.4,0,0.2,0.0,2.6,2.378,0.4,0.5,0.4756
407,3.41,29,12.29,0.6,7.374,25.74,0.6,15.444,38.03,5.0,0.2,1.0,22.1,0.6,13.26,2,0.4,0.8,0,0.2,0.0,4.2,37.878,0.8,0.5,15.1512
408,1.99,13,1.56,0.4,0.624,0.0,0.2,0.0,1.56,5.0,0.2,1.0,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0.0,2.2,2.044,0.4,0.5,0.4088
409,55.57,8,0.84,0.2,0.168,0.0,0.2,0.0,0.84,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,1.968,0.8,0.5,0.7872
410,55.57,8,1.67,0.4,0.668,0.0,0.2,0.0,1.67,5.0,0.2,1.0,0.06,0.2,0.012,4,0.2,0.8,0,0.2,0.0,2.4,2.48,0.8,0.5,0.992
412,1.99,22,1.1,0.4,0.44,0.0,0.2,0.0,1.1,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.84,0.4,0.5,0.368
413,2.37,8,1.25,0.4,0.5,0.02,0.2,0.004,1.27,5.0,0.2,1.0,0.82,0.2,0.164,2,0.2,0.4,0,0.2,0.0,2.2,2.068,0.4,0.5,0.4136
414,21.61,16,0.27,0.2,0.054,0.35,0.2,0.07,0.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.524,0.4,0.5,0.3048
415,3.41,6,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.486,0.4,0.5,0.2972
416,55.57,19,3.14,0.6,1.884,4.97,0.6,2.982,8.11,5.0,0.2,1.0,6.41,0.4,2.564,2,0.2,0.4,1,0.4,0.4,4.0,9.23,0.8,0.5,3.692
417,1.99,8,0.45,0.2,0.09,0.0,0.2,0.0,0.45,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.49,0.4,0.5,0.298
418,2.37,4,1.86,0.4,0.744,4.51,0.6,2.706,6.37,5.0,0.2,1.0,7.27,0.4,2.908,2,0.2,0.4,0,0.2,0.0,3.6,7.758,0.4,0.5,1.5516
419,17.68,1,2.52,0.6,1.512,20.28,0.6,12.168,22.8,5.0,0.2,1.0,70.56,0.6,42.336,6,0.2,1.2,0,0.2,0.0,4.4,58.216,1.2,0.5,34.9296
420,2.72,5,7.43,0.6,4.458,79.5,0.6,47.7,86.93,5.0,0.2,1.0,102.39,0.6,61.434,2,0.2,0.4,0,0.2,0.0,4.0,114.992,0.4,0.5,22.9984
421,55.57,8,0.95,0.2,0.19,0.72,0.2,0.144,1.67,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.2,2.134,0.8,0.5,0.8536
422,59.85,5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,1.44,0.2,0.288,2,0.2,0.4,0,0.2,0.0,2.0,1.688,0.4,0.5,0.3376
423,3.89,5,0.0,0.2,0.0,0.05,0.2,0.01,0.05,5.0,0.2,1.0,152.41,0.6,91.446,2,0.2,0.4,0,0.2,0.0,2.4,92.856,0.4,0.5,18.5712
424,1.85,2,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.456,0.4,0.5,0.2912
425,3.89,12,8.81,0.6,5.286,9.02,0.4,3.608,17.83,5.0,0.2,1.0,215.31,0.6,129.186,2,0.2,0.4,1,0.4,0.4,3.6,139.88,0.8,0.5,55.952
426,2.72,8,5.61,0.6,3.366,99.33,0.6,59.598,104.94,6.5,0.6,3.9,76.47,0.6,45.882,2,0.2,0.4,0,0.2,0.0,4.8,113.146,0.4,0.5,22.6292
427,1.85,8,7.02,0.6,4.212,1.77,0.4,0.708,8.79,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,3.2,6.72,0.8,0.5,2.688
428,55.57,14,0.24,0.2,0.048,0.04,0.2,0.008,0.28,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.456,0.4,0.5,0.2912
430,3.41,35,13.06,0.6,7.836,45.42,0.6,27.252,58.48,5.0,0.2,1.0,10.4,0.6,6.24,2,0.2,0.4,0,0.2,0.0,4.0,42.728,0.4,0.5,8.5456
431,3.41,9,17.26,0.6,10.356,44.22,0.6,26.532,61.48,5.0,0.2,1.0,27.68,0.6,16.608,2,0.2,0.4,1,0.4,0.4,4.2,55.296,0.8,0.5,22.1184
432,3.89,8,0.0,0.2,0.0,0.84,0.2,0.168,0.84,5.0,0.2,1.0,0.007,0.2,0.0014,2,0.2,0.4,0,0.2,0.0,2.0,1.5694,0.4,0.5,0.31388
433,1.85,9,5.0,0.6,3.0,0.54,0.2,0.108,5.54,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,4.508,0.4,0.5,0.9016
434,55.57,5,0.49,0.2,0.098,0.0,0.2,0.0,0.49,5.0,0.2,1.0,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0.0,2.0,1.502,0.4,0.5,0.3004
437,2.72,15,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5.0,0.2,1.0,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0.0,4.0,39.206,0.4,0.5,7.8412
439,2.37,2,1.66,0.4,0.664,0.83,0.2,0.166,2.49,5.0,0.2,1.0,0.31,0.2,0.062,6,0.2,1.2,0,0.2,0.0,2.6,3.092,1.2,0.5,1.8552
440,55.57,16,1.19,0.4,0.476,0.0,0.2,0.0,1.19,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.876,0.4,0.5,0.3752
442,3.89,32,1.22,0.4,0.488,0.06,0.2,0.012,1.28,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.4,2.3,0.8,0.5,0.92
443,2.72,38,4.6,0.6,2.76,54.99,0.6,32.994,59.59,5.0,0.2,1.0,14.1,0.6,8.46,2,0.2,0.4,0,0.2,0.0,4.0,45.614,0.4,0.5,9.1228
444,1.99,16,1.82,0.4,0.728,0.0,0.2,0.0,1.82,5.0,0.2,1.0,85.13,0.6,51.078,4,0.2,0.8,0,0.2,0.0,2.8,53.606,0.8,0.5,21.4424
445,2.72,4,1.73,0.4,0.692,5.64,0.4,2.256,7.37,5.0,0.2,1.0,13.35,0.6,8.01,2,0.2,0.4,0,0.2,0.0,3.2,12.358,0.4,0.5,2.4716
446,55.57,43,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
447,2.37,5,2.22,0.6,1.332,3.4,0.6,2.04,5.62,5.0,0.2,1.0,26.28,0.6,15.768,2,0.2,0.4,1,0.4,0.4,4.2,20.94,0.8,0.5,8.376
448,1.85,8,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,10.53,0.6,6.318,4,0.2,0.8,0,0.2,0.0,2.6,8.118,0.8,0.5,3.2472
450,1.85,8,0.21,0.2,0.042,0.0,0.2,0.0,0.21,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.442,0.4,0.5,0.2884
451,3.41,32,2.0,0.6,1.2,49.19,0.6,29.514,51.19,5.0,0.2,1.0,60.88,0.6,36.528,2,0.2,0.4,1,0.4,0.4,4.2,69.042,0.8,0.5,27.6168
453,2.72,13,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5.0,0.2,1.0,14.27,0.6,8.562,2,0.2,0.4,0,0.2,0.0,4.0,69.218,0.4,0.5,13.8436
454,3.89,11,1.26,0.4,0.504,0.05,0.2,0.01,1.31,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.914,0.4,0.5,0.3828
455,2.72,31,5.45,0.6,3.27,71.09,0.6,42.654,76.54,5.5,0.4,2.2,59.18,0.6,35.508,2,0.2,0.4,0,0.2,0.0,4.4,84.032,0.4,0.5,16.8064
456,2.37,6,1.46,0.4,0.584,0.55,0.2,0.11,2.01,5.0,0.2,1.0,0.67,0.2,0.134,2,0.2,0.4,0,0.2,0.0,2.2,2.228,0.4,0.5,0.4456
457,3.41,31,0.17,0.2,0.034,0.0,0.2,0.0,0.17,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.434,0.4,0.5,0.2868
459,55.57,28,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.13,0.2,0.026,2,0.2,0.4,0,0.2,0.0,2.0,1.426,0.4,0.5,0.2852
460,55.57,11,0.82,0.2,0.164,2.92,0.6,1.752,3.74,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.2,3.316,0.4,0.5,0.6632
461,2.72,16,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5.0,0.2,1.0,5.8,0.4,2.32,4,0.2,0.8,0,0.2,0.0,4.0,23.914,0.8,0.5,9.5656
462,55.57,12,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
464,3.89,24,6.26,0.6,3.756,14.1,0.6,8.46,20.36,5.0,0.2,1.0,34.24,0.6,20.544,2,0.2,0.4,1,0.4,0.4,4.2,34.56,0.8,0.5,13.824
465,2.37,19,1.9,0.4,0.76,7.97,0.6,4.782,9.87,5.0,0.2,1.0,8.6,0.4,3.44,2,0.2,0.4,1,0.4,0.4,3.8,10.782,0.8,0.5,4.3128
466,1.99,16,1.53,0.4,0.612,0.0,0.2,0.0,1.53,5.0,0.2,1.0,0.03,0.2,0.006,4,0.2,0.8,0,0.2,0.0,2.4,2.418,0.8,0.5,0.9672
468,3.41,15,2.86,0.6,1.716,17.09,0.6,10.254,19.95,5.5,0.4,2.2,6.88,0.4,2.752,2,0.2,0.4,0,0.2,0.0,4.2,17.322,0.4,0.5,3.4644
471,2.37,28,1.31,0.4,0.524,0.12,0.2,0.024,1.43,5.5,0.4,2.2,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,3.0,3.948,1.2,0.5,2.3688
472,3.89,12,0.0,0.2,0.0,0.03,0.2,0.006,0.03,5.0,0.2,1.0,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0.0,2.0,1.418,0.4,0.5,0.2836
473,55.57,9,1.49,0.4,0.596,2.34,0.6,1.404,3.83,5.0,0.2,1.0,0.25,0.2,0.05,2,0.2,0.4,0,0.2,0.0,3.4,3.45,0.4,0.5,0.69
474,2.72,16,1.34,0.4,0.536,0.0,0.2,0.0,1.34,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,2.4,2.336,0.8,0.5,0.9344
475,55.57,15,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
476,3.41,37,5.22,0.6,3.132,20.94,0.6,12.564,26.16,5.0,0.2,1.0,2.44,0.2,0.488,2,0.2,0.4,0,0.2,0.0,3.6,17.584,0.4,0.5,3.5168
477,21.61,5,0.0,0.2,0.0,0.39,0.2,0.078,0.39,5.0,0.2,1.0,0.24,0.2,0.048,2,0.2,0.4,0,0.2,0.0,2.0,1.526,0.4,0.5,0.3052
478,59.85,9,0.01,0.2,0.002,0.11,0.2,0.022,0.12,5.0,0.2,1.0,1.03,0.2,0.206,2,0.2,0.4,0,0.2,0.0,2.0,1.63,0.4,0.5,0.326
479,3.41,8,1.98,0.4,0.792,67.91,0.6,40.746,69.89,5.5,0.4,2.2,18.79,0.6,11.274,2,0.2,0.4,1,0.4,0.4,4.4,55.812,0.8,0.5,22.3248
480,3.41,15,1.01,0.4,0.404,0.0,0.2,0.0,1.01,5.0,0.2,1.0,0.28,0.2,0.056,2,0.2,0.4,0,0.2,0.0,2.2,1.86,0.4,0.5,0.372
481,1.85,19,19.21,0.6,11.526,2.47,0.6,1.482,21.68,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,4.0,15.208,1.2,0.5,9.1248
483,3.89,21,0.0,0.2,0.0,1.02,0.2,0.204,1.02,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.604,0.4,0.5,0.3208
484,1.85,12,2.89,0.6,1.734,0.11,0.2,0.022,3.0,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.4,3.164,0.4,0.5,0.6328
485,55.57,8,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
486,21.61,16,0.37,0.2,0.074,0.1,0.2,0.02,0.47,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.494,0.4,0.5,0.2988
487,3.89,19,7.97,0.6,4.782,17.18,0.6,10.308,25.15,5.0,0.2,1.0,935.03,0.6,561.018,2,0.2,0.4,0,0.2,0.0,4.0,577.508,0.4,0.5,115.5016
488,55.57,32,0.5,0.2,0.1,2.97,0.6,1.782,3.47,5.0,0.2,1.0,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0.0,3.2,3.318,0.4,0.5,0.6636
490,55.57,22,0.07,0.2,0.014,0.0,0.2,0.0,0.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.414,0.4,0.5,0.2828
491,55.57,8,0.0,0.2,0.0,5.24,0.6,3.144,5.24,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.2,4.544,0.4,0.5,0.9088
492,55.57,8,1.05,0.4,0.42,2.17,0.6,1.302,3.22,5.0,0.2,1.0,0.0,0.2,0.0,4,0.2,0.8,0,0.2,0.0,3.6,3.522,0.8,0.5,1.4088
493,55.57,12,1.08,0.4,0.432,0.0,0.2,0.0,1.08,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.832,0.4,0.5,0.3664
494,3.89,16,15.72,0.6,9.432,57.94,0.6,34.764,73.66,6.0,0.6,3.6,10.79,0.6,6.474,6,0.2,1.2,0,0.2,0.0,5.2,55.47,1.2,0.5,33.282
495,3.89,16,1.33,0.4,0.532,0.0,0.2,0.0,1.33,5.0,0.2,1.0,0.2,0.2,0.04,6,0.2,1.2,0,0.2,0.0,2.6,2.772,1.2,0.5,1.6632
496,3.41,8,8.03,0.6,4.818,94.43,0.6,56.658,102.46,5.5,0.4,2.2,10.65,0.6,6.39,2,0.2,0.4,2,0.6,1.2,4.8,71.666,1.6,0.5,57.3328
497,2.72,8,0.0,0.2,0.0,0.62,0.2,0.124,0.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.524,0.4,0.5,0.3048
498,55.57,5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
500,1.85,32,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5.0,0.2,1.0,0.97,0.2,0.194,2,0.2,0.4,0,0.2,0.0,2.0,1.944,0.4,0.5,0.3888
501,1.99,13,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28
502,55.57,29,0.41,0.2,0.082,0.0,0.2,0.0,0.41,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.482,0.4,0.5,0.2964
503,55.57,4,0.26,0.2,0.052,0.21,0.2,0.042,0.47,5.0,0.2,1.0,0.05,0.2,0.01,2,0.2,0.4,0,0.2,0.0,2.0,1.504,0.4,0.5,0.3008
504,55.57,14,0.21,0.2,0.042,0.0,0.2,0.0,0.21,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.442,0.4,0.5,0.2884
506,55.57,16,0.74,0.2,0.148,0.0,0.2,0.0,0.74,5.0,0.2,1.0,2.4,0.2,0.48,2,0.2,0.4,0,0.2,0.0,2.0,2.028,0.4,0.5,0.4056
507,1.85,32,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,6.434,0.4,0.5,1.2868
510,1.85,19,0.18,0.2,0.036,0.0,0.2,0.0,0.18,5.0,0.2,1.0,0.0,0.2,0.0,6,0.4,2.4,0,0.2,0.0,2.6,3.436,2.4,0.5,4.1232
511,59.85,19,0.03,0.2,0.006,0.0,0.2,0.0,0.03,5.0,0.2,1.0,1.66,0.2,0.332,2,0.2,0.4,0,0.2,0.0,2.0,1.738,0.4,0.5,0.3476
