,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2663,459547,Male,Yes,89,No,Lawyer,2.6852106227106227,Low,2.0,Cat_6,B
2664,459230,Male,Yes,43,No,Artist,7.0,High,4.0,Cat_6,B
2665,464069,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,A
2666,459881,Male,No,25,Yes,Healthcare,8.0,Low,4.0,Cat_6,D
2667,465089,Male,Yes,71,No,Executive,0.0,High,4.0,Cat_6,C
2668,462802,Female,Yes,39,Yes,Artist,2.6852106227106227,Average,4.0,Cat_4,D
2669,459005,Male,Yes,61,Yes,Doctor,5.0,Low,3.0,Cat_6,D
2670,466200,Male,Yes,51,Yes,Doctor,8.0,Average,3.0,Cat_4,B
2671,466237,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_4,D
2672,460889,Female,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
2673,462882,Male,Yes,41,Yes,Homemaker,2.0,Average,3.0,Cat_3,B
2674,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
2675,464067,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_2,B
2676,462415,Male,No,32,No,Doctor,0.0,Low,1.0,Cat_6,A
2677,459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,B
2678,462522,Male,Yes,36,No,Executive,0.0,Average,5.0,Cat_4,A
2679,462191,Female,No,22,No,Doctor,3.0,Low,2.0,Cat_4,B
2680,466006,Female,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
2681,465461,Male,Yes,72,No,Entertainment,1.0,Average,3.0,Cat_6,C
2682,464097,Male,Yes,35,Yes,Doctor,5.0,High,2.0,Cat_6,D
2683,467669,Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,A
2684,462666,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6,C
2685,461473,Female,Yes,41,Yes,Artist,3.0,Average,3.0,Cat_6,C
2686,461453,Male,Yes,41,Yes,Artist,8.0,Low,2.8381317978246963,Cat_6,D
2687,459291,Female,No,38,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
2688,462013,Female,Yes,57,Yes,Executive,0.0,Average,2.0,Cat_6,C
2689,463210,Male,Yes,84,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2690,459694,Male,Yes,77,No,Lawyer,0.0,Low,2.8381317978246963,Cat_6,D
2691,465948,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,B
2692,459188,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,C
2693,464910,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_4,C
2694,464351,Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
2695,466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,C
2696,465988,Female,Yes,58,Yes,Homemaker,0.0,High,2.0,Cat_5,B
2697,461482,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,A
2698,462921,Male,Yes,49,No,Artist,2.6852106227106227,Average,4.0,Cat_6,C
2699,466990,Male,Yes,39,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
2700,464888,Male,Yes,37,No,Entertainment,0.0,Low,5.0,Cat_4,A
2701,464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
2702,467410,Female,Yes,62,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
2703,465038,Male,Yes,49,No,Executive,0.0,High,4.0,Cat_6,B
2704,460409,Female,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,D
2705,460005,Male,No,43,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2706,467612,Male,Yes,67,Yes,Executive,1.0,Low,2.8381317978246963,Cat_7,B
2707,463163,Male,No,28,No,Executive,2.0,Low,2.0,Cat_3,C
2708,462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,D
2709,465722,Male,Yes,47,No,Artist,0.0,Low,5.0,Cat_3,C
2710,460211,Male,Yes,25,Yes,Artist,6.0,Low,1.0,Cat_6,A
2711,466138,Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,D
2712,463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
2713,463951,Male,Yes,46,No,Entertainment,0.0,Average,3.0,Cat_6,A
2714,466813,Male,Yes,59,Yes,Artist,1.0,Low,2.8381317978246963,Cat_6,A
2715,467508,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,B
2716,462440,Female,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
2717,464795,Female,No,31,No,Engineer,1.0,Low,8.0,Cat_4,A
2718,467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
2719,463209,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,C
2720,463088,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,A
2721,461589,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,B
2722,460512,Female,Yes,43,Yes,Engineer,0.0,High,4.0,Cat_3,A
2723,465507,Male,Yes,43,Yes,Artist,8.0,Low,1.0,Cat_6,B
2724,465058,Female,No,43,Yes,Entertainment,2.6852106227106227,Low,1.0,Cat_6,B
2725,460634,Female,No,39,No,Entertainment,2.6852106227106227,Low,6.0,Cat_3,D
2726,464852,Male,Yes,36,No,Executive,1.0,Low,6.0,Cat_4,D
2727,461866,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_6,D
2728,463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,C
2729,462224,Female,Yes,63,No,Engineer,4.0,Average,8.0,Cat_4,D
2730,462979,Male,No,18,No,Doctor,1.0,Low,2.0,Cat_6,D
2731,466752,Male,Yes,36,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
2732,460270,Male,No,35,Yes,Doctor,8.0,Low,1.0,Cat_6,A
2733,459245,Female,Yes,38,No,Engineer,0.0,Average,4.0,Cat_6,B
2734,465236,Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
2735,463405,Male,Yes,45,No,Marketing,1.0,Low,2.0,Cat_3,D
2736,466559,Male,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,D
2737,464204,Female,Yes,39,Yes,Artist,2.0,High,2.0,Cat_5,C
2738,465818,Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_4,A
2739,463834,Female,Yes,41,Yes,Engineer,1.0,Average,4.0,Cat_6,C
2740,463846,Female,Yes,45,Yes,Artist,4.0,Low,1.0,Cat_6,C
2741,463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,Cat_6,B
2742,467929,Female,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_6,C
2743,460912,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,D
2744,463889,Female,No,29,Yes,Homemaker,2.6852106227106227,Low,1.0,Cat_1,D
2745,459558,Male,No,30,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
2746,464336,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6,C
2747,466130,Female,No,27,No,Artist,0.0,Low,6.0,Cat_6,D
2748,467412,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6,B
2749,460825,Male,No,26,Yes,Doctor,0.0,Low,3.0,Cat_4,C
2750,459752,Female,Yes,63,Yes,Artist,2.6852106227106227,Average,3.0,Cat_6,B
2751,463229,Female,No,22,No,Marketing,0.0,Low,1.0,Cat_5,B
2752,462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
2753,462784,Female,No,30,No,Executive,2.6852106227106227,Low,1.0,Cat_3,C
2754,465900,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
2755,464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,B
2756,459073,Female,No,26,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
2757,461133,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
2758,463703,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,C
2759,467390,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
2760,466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
2761,466895,Male,Yes,46,Yes,Marketing,2.6852106227106227,Low,1.0,Cat_6,D
2762,461575,Male,No,31,No,Doctor,1.0,Low,4.0,Cat_6,C
2763,462831,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,D
2764,462795,Male,No,25,No,Entertainment,13.0,Low,3.0,Cat_6,A
2765,462149,Female,Yes,89,No,Lawyer,3.0,High,1.0,Cat_6,D
2766,462570,Female,No,29,No,Homemaker,1.0,Low,6.0,Cat_6,D
2767,464548,Female,Yes,47,No,Artist,1.0,Low,1.0,Cat_4,A
2768,463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
2769,462545,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4,D
2770,466952,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C
2771,459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,B
2772,466816,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,A
2773,459423,Male,No,19,No,Healthcare,9.0,Low,5.0,Cat_6,D
2774,461550,Male,Yes,37,Yes,Entertainment,7.0,Low,2.0,Cat_6,A
2775,460626,Male,Yes,45,No,Doctor,9.0,High,4.0,Cat_6,D
2776,460891,Female,Yes,38,No,Artist,2.0,Average,4.0,Cat_3,B
2777,466234,Female,Yes,49,Yes,Engineer,2.6852106227106227,Low,1.0,Cat_4,B
2778,467909,Female,No,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A
2779,465963,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
2780,459825,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_2,D
2781,460448,Female,No,38,Yes,Artist,9.0,Low,1.0,Cat_3,A
2782,466666,Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
2783,461024,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
2784,460303,Female,No,43,Yes,Artist,2.0,Low,1.0,Cat_6,A
2785,461646,Female,Yes,60,Yes,Artist,2.6852106227106227,High,4.0,Cat_6,C
2786,467238,Female,No,26,No,Doctor,7.0,Low,4.0,Cat_6,C
2787,459909,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_6,C
2788,460110,Female,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
2789,466918,Male,Yes,63,Yes,Artist,0.0,Average,1.0,Cat_6,C
2790,460008,Male,No,25,No,Doctor,9.0,Low,4.0,Cat_6,A
2791,460691,Female,No,27,No,Homemaker,8.0,Low,1.0,Cat_3,B
2792,462336,Male,Yes,46,No,Artist,1.0,Low,4.0,Cat_6,B
2793,461673,Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_5,C
2794,466174,Female,No,20,No,Healthcare,8.0,Low,4.0,Cat_2,D
2795,462094,Female,No,41,Yes,Healthcare,2.6852106227106227,Low,1.0,Cat_6,A
2796,463519,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
2797,466122,Female,Yes,28,Yes,Healthcare,4.0,Low,8.0,Cat_3,C
2798,467298,Male,Yes,61,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
2799,465838,Female,Yes,52,No,Doctor,3.0,Average,2.0,Cat_6,A
2800,465851,Female,Yes,50,No,Artist,9.0,High,2.0,Cat_4,A
2801,460788,Female,No,30,Yes,Doctor,0.0,Low,9.0,Cat_4,A
2802,466657,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2803,465508,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,D
2804,462197,Female,Yes,65,No,Engineer,1.0,Average,3.0,Cat_4,A
2805,465325,Female,Yes,50,Yes,Artist,4.0,Low,2.0,Cat_6,B
2806,463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,Cat_6,D
2807,460769,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,A
2808,464526,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,D
2809,460484,Female,No,23,No,Healthcare,4.0,Low,7.0,Cat_3,D
2810,466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0,Cat_3,A
2811,467618,Male,No,26,No,Doctor,6.0,Low,2.0,Cat_6,D
2812,461738,Female,Yes,46,Yes,Artist,2.6852106227106227,Average,3.0,Cat_6,A
2813,460105,Female,No,47,Yes,Artist,0.0,Low,1.0,Cat_4,A
2814,464980,Female,Yes,60,No,Engineer,1.0,High,2.0,Cat_4,B
2815,466293,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,B
2816,461154,Male,No,23,No,Homemaker,1.0,Low,4.0,Cat_3,A
2817,460785,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_7,D
2818,463536,Male,Yes,89,Yes,Executive,2.6852106227106227,High,2.0,Cat_6,C
2819,460063,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A
2820,466770,Female,Yes,85,Yes,Lawyer,0.0,Low,5.0,Cat_6,C
2821,461780,Female,No,69,Yes,Lawyer,1.0,Low,5.0,Cat_6,D
2822,459665,Male,Yes,88,Yes,Artist,4.0,Low,2.0,Cat_6,A
2823,460467,Female,Yes,47,Yes,Artist,2.6852106227106227,Average,2.0,Cat_6,B
2824,466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
2825,466753,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_3,C
2826,466606,Female,Yes,35,Yes,Engineer,1.0,Low,3.0,Cat_3,B
2827,459870,Male,Yes,49,No,Executive,11.0,High,4.0,Cat_6,A
2828,459247,Male,Yes,58,Yes,Executive,1.0,Average,5.0,Cat_6,A
2829,464524,Female,Yes,27,No,Marketing,1.0,Low,2.0,Cat_6,A
2830,460540,Female,Yes,30,No,Artist,1.0,Average,2.0,Cat_3,D
2831,461676,Female,No,31,Yes,Engineer,0.0,Low,1.0,Cat_6,D
2832,464340,Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,B
2833,463403,Male,No,18,No,Healthcare,2.0,Low,4.0,Cat_6,D
2834,460126,Female,Yes,48,Yes,Marketing,8.0,Low,2.8381317978246963,Cat_6,C
2835,465276,Male,Yes,55,Yes,Artist,1.0,Average,5.0,Cat_6,C
2836,460605,Male,Yes,27,Yes,Doctor,8.0,Average,2.0,Cat_4,A
2837,464047,Male,No,43,Yes,Healthcare,3.0,Low,3.0,Cat_6,D
2838,460641,Male,Yes,53,Yes,Artist,2.6852106227106227,Average,3.0,Cat_3,C
2839,467180,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
2840,465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
2841,465736,Female,No,36,Yes,Artist,8.0,Low,2.0,Cat_3,B
2842,460990,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
2843,461753,Female,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,B
2844,459207,Female,Yes,62,Yes,Doctor,0.0,Average,4.0,Cat_6,B
2845,464281,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
2846,466353,Female,Yes,38,Yes,Engineer,0.0,Average,2.0,Cat_6,B
2847,467073,Male,No,42,Yes,Engineer,8.0,Low,1.0,Cat_6,B
2848,464467,Female,No,43,Yes,Healthcare,1.0,Low,2.0,Cat_4,A
2849,466292,Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,C
2850,462867,Male,Yes,28,No,Artist,1.0,Low,2.0,Cat_6,A
2851,464099,Female,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_4,A
2852,465228,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6,C
2853,461335,Male,Yes,53,No,Executive,8.0,High,2.0,Cat_6,D
2854,467375,Male,Yes,35,Yes,Entertainment,6.0,Low,3.0,Cat_6,D
2855,463917,Female,No,18,No,Healthcare,1.0,Low,8.0,Cat_4,B
2856,462260,Male,Yes,76,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
2857,460896,Male,No,43,Yes,Artist,0.0,Low,1.0,Cat_3,A
2858,459756,Female,Yes,56,No,Lawyer,1.0,High,4.0,Cat_4,B
2859,465569,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6,D
2860,460678,Female,No,31,No,Doctor,6.0,Low,2.0,Cat_3,A
2861,461302,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
2862,460844,Male,Yes,51,Yes,Healthcare,2.6852106227106227,Low,2.0,Cat_6,A
2863,465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
2864,465310,Female,No,22,No,Healthcare,0.0,Low,6.0,Cat_4,D
2865,459864,Female,Yes,70,No,Artist,2.6852106227106227,High,2.0,Cat_6,A
2866,466899,Female,Yes,51,Yes,Artist,2.6852106227106227,Low,2.0,Cat_6,C
2867,459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
2868,463937,Male,No,27,Yes,Entertainment,0.0,Low,4.0,Cat_2,C
2869,466205,Female,Yes,58,Yes,Artist,6.0,Low,1.0,Cat_6,C
2870,459312,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D
2871,459530,Female,Yes,37,Yes,Lawyer,1.0,High,2.0,Cat_6,C
2872,460592,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,D
2873,464603,Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_3,B
2874,459130,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
2875,465375,Female,No,50,Yes,Engineer,1.0,Low,1.0,Cat_6,B
2876,462292,Male,Yes,65,Yes,Artist,1.0,Low,1.0,Cat_6,A
2877,466937,Male,Yes,62,No,Entertainment,1.0,Average,2.0,Cat_6,B
2878,466256,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,Cat_6,B
2879,467800,Female,Yes,53,Yes,Artist,8.0,Average,3.0,Cat_6,C
2880,459815,Male,No,42,Yes,Artist,9.0,Low,1.0,Cat_6,A
2881,466931,Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
2882,466182,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
2883,459767,Male,No,22,No,Healthcare,3.0,Low,4.0,Cat_6,D
2884,464135,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,B
2885,459015,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
2886,464917,Female,Yes,76,No,Lawyer,2.6852106227106227,Low,1.0,Cat_4,D
2887,459513,Female,No,32,Yes,Healthcare,3.0,Low,2.0,Cat_6,C
2888,465649,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,D
2889,459216,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
2890,459248,Male,Yes,58,Yes,Executive,3.0,Average,4.0,Cat_3,B
2891,467949,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D
2892,467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,B
2893,465522,Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5,D
2894,461650,Female,Yes,42,Yes,Doctor,0.0,Low,1.0,Cat_4,B
2895,461442,Male,Yes,47,Yes,Artist,1.0,Average,6.0,Cat_2,C
2896,464729,Male,No,36,No,Marketing,2.6852106227106227,Low,4.0,Cat_4,D
2897,464625,Female,No,48,Yes,Artist,0.0,Low,2.0,Cat_6,B
2898,467151,Male,No,37,No,Entertainment,2.6852106227106227,Low,1.0,Cat_6,D
2899,467706,Female,Yes,35,Yes,Artist,2.6852106227106227,Average,4.0,Cat_6,D
2900,467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,D
2901,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
2902,459181,Male,Yes,62,No,Artist,1.0,High,3.0,Cat_6,A
2903,461788,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,C
2904,461169,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,B
2905,459719,Male,Yes,84,Yes,Lawyer,2.6852106227106227,Low,2.8381317978246963,Cat_4,D
2906,459971,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_6,A
2907,459905,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_6,C
2908,466797,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
2909,459438,Female,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
2910,466984,Female,No,43,Yes,Homemaker,9.0,Low,2.8381317978246963,Cat_6,D
2911,461816,Female,No,49,Yes,Marketing,0.0,Low,5.0,Cat_6,A
2912,459650,Male,Yes,38,Yes,Entertainment,2.6852106227106227,Low,2.0,Cat_6,D
2913,463958,Female,No,25,No,Healthcare,0.0,Low,5.0,Cat_2,C
2914,463338,Male,Yes,32,No,Entertainment,1.0,Low,2.0,Cat_3,D
2915,460463,Male,Yes,42,Yes,Artist,6.0,Low,4.0,Cat_3,A
2916,459254,Male,Yes,57,Yes,Doctor,2.6852106227106227,Low,1.0,Cat_6,A
2917,461373,Male,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,B
2918,462779,Female,Yes,61,No,Marketing,2.6852106227106227,Average,2.8381317978246963,Cat_6,D
2919,465328,Male,Yes,35,No,Executive,0.0,High,5.0,Cat_6,A
2920,461731,Male,Yes,79,No,Entertainment,0.0,Low,1.0,Cat_6,B
2921,464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
2922,465788,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,D
2923,459857,Male,No,33,Yes,Entertainment,6.0,Low,1.0,Cat_6,A
2924,464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
2925,459016,Female,No,18,No,Healthcare,0.0,Low,6.0,Cat_6,D
2926,464850,Female,Yes,51,No,Artist,2.6852106227106227,Average,3.0,Cat_4,B
2927,460006,Male,No,30,No,Entertainment,5.0,Low,9.0,Cat_3,D
2928,466291,Male,No,22,No,Healthcare,2.6852106227106227,Low,2.8381317978246963,Cat_4,D
2929,459763,Male,No,18,No,Artist,2.6852106227106227,Low,4.0,Cat_4,D
2930,459421,Male,Yes,29,No,Healthcare,0.0,Average,4.0,Cat_6,A
2931,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
2932,459210,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
2933,466128,Male,No,40,Yes,Artist,3.0,Low,2.0,Cat_6,B
2934,461490,Female,Yes,73,Yes,Artist,2.0,High,2.0,Cat_6,C
2935,460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,A
2936,464220,Male,Yes,65,Yes,Executive,1.0,High,2.0,Cat_6,A
2937,467266,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,C
2938,462248,Male,Yes,55,No,Artist,0.0,Low,2.0,Cat_6,B
2939,465290,Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6,B
2940,459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,C
2941,465345,Female,No,40,Yes,Artist,0.0,Low,2.8381317978246963,Cat_6,B
2942,465577,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_3,D
2943,462702,Male,Yes,53,No,Entertainment,1.0,Average,4.0,Cat_4,B
2944,464538,Male,No,19,No,Healthcare,0.0,Low,2.8381317978246963,Cat_3,D
2945,464612,Male,No,32,Yes,Doctor,1.0,Low,2.0,Cat_6,A
2946,459737,Female,Yes,81,Yes,Lawyer,8.0,High,2.0,Cat_6,C
2947,465657,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C
2948,459759,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,C
2949,460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
2950,462172,Male,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_1,D
2951,467633,Male,Yes,49,No,Entertainment,0.0,Low,1.0,Cat_6,A
2952,466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2953,462861,Female,No,26,Yes,Healthcare,8.0,Low,1.0,Cat_6,D
2954,467832,Female,No,20,No,Healthcare,4.0,Low,2.8381317978246963,Cat_6,D
2955,463158,Male,Yes,83,Yes,Executive,0.0,High,3.0,Cat_6,B
2956,462120,Male,Yes,46,No,Artist,1.0,Low,3.0,Cat_3,C
2957,467822,Male,Yes,31,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
2958,461354,Female,No,63,No,Entertainment,0.0,Low,1.0,Cat_2,B
2959,467694,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,C
2960,466290,Female,No,18,No,Healthcare,5.0,Low,2.8381317978246963,Cat_4,D
2961,465775,Female,No,28,Yes,Engineer,9.0,Low,3.0,Cat_6,D
2962,460938,Male,No,38,Yes,Artist,2.6852106227106227,Low,1.0,Cat_6,A
2963,467389,Male,No,43,No,Engineer,1.0,Low,2.8381317978246963,Cat_6,D
2964,459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
2965,459489,Male,Yes,46,Yes,Doctor,1.0,Average,4.0,Cat_6,B
2966,465723,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3,D
2967,460481,Male,No,25,Yes,Entertainment,1.0,Low,2.0,Cat_3,B
2968,464401,Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6,B
2969,465180,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,C
2970,464849,Male,Yes,42,Yes,Artist,0.0,Average,4.0,Cat_4,A
2971,467595,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
2972,467219,Female,Yes,66,No,Lawyer,2.6852106227106227,High,2.0,Cat_6,A
2973,459437,Male,Yes,68,Yes,Lawyer,2.6852106227106227,High,2.0,Cat_6,B
2974,465005,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
2975,459965,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_2,A
2976,462615,Male,No,32,No,Doctor,3.0,Low,7.0,Cat_4,A
2977,464300,Male,Yes,42,Yes,Artist,0.0,Low,3.0,Cat_4,A
2978,464674,Male,Yes,51,No,Artist,0.0,Average,5.0,Cat_4,D
2979,459842,Male,No,25,Yes,Healthcare,2.6852106227106227,Low,3.0,Cat_6,D
2980,464499,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6,B
2981,459586,Male,Yes,73,No,Executive,1.0,Low,2.8381317978246963,Cat_6,C
2982,464378,Female,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,B
2983,463207,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_6,C
2984,460110,Female,No,52,Yes,Artist,0.0,Low,2.0,Cat_6,C
2985,462875,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
2986,462636,Female,Yes,36,No,Marketing,2.6852106227106227,Low,4.0,Cat_4,D
2987,466060,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3,B
2988,461566,Male,No,28,Yes,Artist,0.0,Low,4.0,Cat_7,C
2989,461347,Female,Yes,37,Yes,Artist,5.0,Average,3.0,Cat_6,B
2990,464196,Female,Yes,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
2991,459397,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,B
2992,466303,Male,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_2,B
2993,459225,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6,C
