,ID,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
757,703,27,Government Sector,Yes,500000,6.0,0,No,No,0
758,1417,35,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
759,322,28,Private Sector/Self Employed,Yes,750000,3.0,0,No,No,0
760,1909,28,Government Sector,No,300000,4.0,1,No,No,0
761,45,34,Private Sector/Self Employed,No,1400000,5.0,1,No,Yes,1
762,1608,26,Private Sector/Self Employed,Yes,1500000,6.0,0,Yes,Yes,1
763,1225,31,Government Sector,No,350000,3.0,1,No,No,0
764,230,29,Private Sector/Self Employed,Yes,900000,7.0,0,Yes,No,0
765,1381,25,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,1
766,68,29,Private Sector/Self Employed,Yes,350000,4.0,0,No,No,0
767,1742,28,Private Sector/Self Employed,Yes,800000,3.0,0,No,No,0
768,1242,28,Private Sector/Self Employed,Yes,700000,3.0,1,No,Yes,0
769,1555,26,Private Sector/Self Employed,Yes,1400000,9.0,1,No,Yes,1
770,551,25,Private Sector/Self Employed,Yes,1400000,9.0,1,No,Yes,1
771,169,25,Private Sector/Self Employed,No,600000,6.0,0,No,No,0
772,1001,26,Private Sector/Self Employed,Yes,1250000,5.0,0,No,No,1
773,188,26,Government Sector,Yes,500000,4.0,0,No,No,0
774,1,31,Private Sector/Self Employed,Yes,1250000,7.0,0,No,No,0
775,1246,26,Private Sector/Self Employed,Yes,1250000,4.0,0,No,No,0
776,1270,31,Government Sector,No,350000,3.0,0,No,No,0
777,506,28,Private Sector/Self Employed,Yes,600000,6.0,0,No,No,0
778,821,34,Private Sector/Self Employed,Yes,1000000,4.0,1,No,No,1
779,1460,28,Private Sector/Self Employed,Yes,550000,4.0,0,No,No,0
780,1465,35,Private Sector/Self Employed,No,950000,2.0,1,No,No,0
781,535,31,Private Sector/Self Employed,Yes,1350000,5.0,0,No,Yes,1
782,1950,28,Private Sector/Self Employed,Yes,1250000,6.0,0,No,Yes,0
783,1871,34,Private Sector/Self Employed,Yes,1500000,4.0,0,Yes,Yes,1
784,565,28,Private Sector/Self Employed,Yes,800000,5.0,0,No,No,0
785,971,34,Private Sector/Self Employed,Yes,1050000,6.0,0,No,Yes,1
786,910,34,Government Sector,Yes,1300000,4.0,0,No,No,0
787,1330,33,Government Sector,Yes,1100000,4.0,0,No,No,0
788,263,35,Private Sector/Self Employed,No,800000,4.0,0,No,No,0
789,1647,34,Private Sector/Self Employed,Yes,850000,5.0,1,Yes,No,0
790,630,28,Private Sector/Self Employed,Yes,1100000,9.0,0,No,No,0
791,978,32,Government Sector,Yes,900000,4.0,0,Yes,No,0
792,926,34,Private Sector/Self Employed,Yes,700000,5.0,0,No,No,1
793,1889,31,Government Sector,Yes,1300000,6.0,0,No,No,0
794,561,29,Private Sector/Self Employed,Yes,1050000,9.0,0,No,No,0
795,195,25,Private Sector/Self Employed,Yes,1400000,5.0,0,Yes,Yes,1
796,1485,34,Private Sector/Self Employed,Yes,500000,4.0,0,No,No,0
797,1623,33,Private Sector/Self Employed,Yes,1400000,3.0,0,No,Yes,1
798,435,34,Private Sector/Self Employed,Yes,1500000,4.0,1,Yes,Yes,1
799,1602,28,Private Sector/Self Employed,Yes,700000,5.0,0,No,No,0
800,834,33,Private Sector/Self Employed,Yes,1400000,5.0,1,Yes,Yes,1
801,1441,31,Government Sector,Yes,400000,4.0,0,No,No,0
802,122,32,Government Sector,Yes,800000,6.0,1,No,No,0
803,1338,28,Private Sector/Self Employed,Yes,1450000,4.0,0,Yes,Yes,1
804,1296,29,Private Sector/Self Employed,Yes,1050000,3.0,0,No,No,0
805,135,28,Private Sector/Self Employed,Yes,800000,6.0,0,No,Yes,1
806,215,33,Government Sector,Yes,1100000,5.0,0,No,No,0
807,224,31,Private Sector/Self Employed,Yes,1100000,5.0,0,Yes,No,0
808,37,34,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
809,1113,33,Government Sector,Yes,400000,5.0,0,No,No,0
810,832,34,Private Sector/Self Employed,Yes,1500000,6.0,0,Yes,Yes,1
811,1196,28,Government Sector,Yes,300000,2.0,0,No,No,0
812,1857,27,Government Sector,Yes,900000,4.0,0,No,No,0
813,41,33,Private Sector/Self Employed,Yes,550000,5.0,0,No,No,0
814,1150,28,Private Sector/Self Employed,Yes,600000,3.0,0,No,No,1
815,529,28,Private Sector/Self Employed,Yes,1250000,4.0,0,Yes,No,0
816,1609,27,Government Sector,Yes,500000,3.0,1,No,No,0
817,1293,28,Government Sector,Yes,300000,6.0,1,No,No,0
818,642,26,Government Sector,Yes,500000,6.0,1,No,No,0
819,1137,35,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
820,840,28,Private Sector/Self Employed,Yes,1100000,3.0,0,No,No,1
821,407,25,Private Sector/Self Employed,No,1700000,6.0,0,Yes,No,1
822,588,35,Private Sector/Self Employed,No,800000,6.0,0,No,No,1
823,940,25,Private Sector/Self Employed,Yes,1400000,6.0,0,Yes,Yes,1
824,457,25,Private Sector/Self Employed,No,1150000,4.0,0,No,No,0
825,1032,32,Government Sector,Yes,850000,3.0,0,No,No,1
826,365,25,Private Sector/Self Employed,No,1700000,3.0,0,Yes,No,1
827,1358,26,Private Sector/Self Employed,Yes,1500000,4.0,0,Yes,Yes,1
828,484,33,Government Sector,Yes,800000,6.0,0,No,No,1
829,1655,28,Government Sector,Yes,300000,7.0,1,No,No,0
830,1312,34,Private Sector/Self Employed,Yes,1300000,5.0,0,No,No,0
831,1044,25,Private Sector/Self Employed,No,1350000,6.0,0,No,Yes,1
832,765,29,Private Sector/Self Employed,Yes,350000,4.0,0,No,No,0
833,173,26,Private Sector/Self Employed,Yes,450000,5.0,1,No,No,1
834,442,29,Private Sector/Self Employed,Yes,1100000,9.0,0,No,No,0
835,1965,30,Private Sector/Self Employed,No,550000,3.0,0,No,No,1
836,384,33,Government Sector,Yes,600000,3.0,0,No,Yes,0
837,1818,26,Government Sector,Yes,500000,8.0,0,No,No,0
838,694,34,Government Sector,Yes,1100000,6.0,1,No,No,1
839,1892,28,Private Sector/Self Employed,Yes,700000,5.0,0,No,No,0
840,654,32,Government Sector,Yes,1750000,6.0,0,No,No,0
841,1481,34,Private Sector/Self Employed,Yes,500000,6.0,0,No,No,1
842,116,28,Private Sector/Self Employed,Yes,1150000,5.0,0,No,No,1
843,921,33,Government Sector,Yes,400000,4.0,0,No,No,0
844,346,25,Private Sector/Self Employed,Yes,1800000,7.0,1,Yes,No,1
845,441,34,Private Sector/Self Employed,Yes,850000,5.0,0,No,No,1
846,1869,31,Government Sector,Yes,1500000,2.0,0,Yes,Yes,1
847,1110,29,Private Sector/Self Employed,Yes,1100000,4.0,0,No,Yes,0
848,1839,32,Government Sector,Yes,350000,3.0,0,No,Yes,0
849,94,34,Private Sector/Self Employed,Yes,1300000,4.0,0,No,No,0
850,781,27,Government Sector,Yes,500000,5.0,0,No,No,1
851,860,34,Private Sector/Self Employed,Yes,1000000,4.0,1,No,No,0
852,1205,33,Government Sector,Yes,700000,3.0,0,No,No,0
853,1406,33,Government Sector,Yes,1100000,4.0,0,No,No,0
854,1568,29,Private Sector/Self Employed,Yes,1200000,5.0,0,No,Yes,0
855,1567,33,Private Sector/Self Employed,Yes,1500000,5.0,0,Yes,Yes,1
856,1081,26,Government Sector,Yes,1450000,5.0,0,Yes,Yes,1
857,559,29,Private Sector/Self Employed,Yes,1200000,3.0,0,No,No,1
858,321,28,Private Sector/Self Employed,Yes,500000,3.0,0,No,No,0
859,1868,25,Private Sector/Self Employed,Yes,1400000,5.0,0,No,Yes,1
860,3,28,Private Sector/Self Employed,Yes,700000,3.0,1,No,No,0
861,361,29,Private Sector/Self Employed,Yes,1350000,4.0,0,No,Yes,1
862,785,29,Private Sector/Self Employed,Yes,1200000,7.0,0,No,Yes,0
863,855,26,Private Sector/Self Employed,Yes,500000,6.0,0,No,No,0
864,1359,32,Government Sector,Yes,850000,9.0,0,Yes,No,1
865,837,29,Private Sector/Self Employed,Yes,1100000,7.0,0,Yes,No,0
866,32,25,Government Sector,Yes,750000,4.0,0,No,No,1
867,1305,29,Private Sector/Self Employed,Yes,900000,5.0,0,No,No,1
868,1040,32,Government Sector,Yes,850000,3.0,0,Yes,No,1
869,1181,28,Private Sector/Self Employed,Yes,600000,3.0,0,No,No,0
870,477,34,Private Sector/Self Employed,Yes,1500000,6.0,1,Yes,Yes,1
871,757,27,Government Sector,Yes,500000,6.0,1,No,No,0
872,1337,28,Private Sector/Self Employed,Yes,1250000,4.0,0,No,No,0
873,599,34,Private Sector/Self Employed,Yes,700000,4.0,1,No,No,0
874,519,25,Private Sector/Self Employed,No,1700000,3.0,0,Yes,No,1
875,1550,28,Private Sector/Self Employed,Yes,1200000,7.0,0,No,No,0
876,867,33,Private Sector/Self Employed,Yes,750000,5.0,0,No,No,0
877,806,30,Private Sector/Self Employed,No,550000,5.0,0,No,No,0
878,1170,34,Government Sector,Yes,1300000,5.0,0,No,No,0
879,1361,26,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
880,1511,26,Private Sector/Self Employed,Yes,1300000,5.0,0,No,No,0
881,593,28,Government Sector,Yes,600000,4.0,0,No,No,0
882,539,33,Government Sector,No,400000,4.0,0,No,No,0
883,140,28,Private Sector/Self Employed,Yes,550000,4.0,1,No,No,0
884,166,28,Private Sector/Self Employed,Yes,800000,7.0,0,No,No,0
885,501,31,Private Sector/Self Employed,Yes,1250000,3.0,0,No,No,0
886,1650,25,Private Sector/Self Employed,Yes,1800000,4.0,1,Yes,No,1
887,592,25,Private Sector/Self Employed,Yes,1700000,4.0,0,Yes,No,1
888,750,35,Private Sector/Self Employed,No,800000,4.0,0,No,No,0
889,174,34,Private Sector/Self Employed,Yes,700000,6.0,0,Yes,No,1
890,1616,27,Government Sector,Yes,500000,2.0,0,No,No,1
891,1969,31,Private Sector/Self Employed,Yes,500000,4.0,1,No,No,0
892,1395,35,Government Sector,Yes,1100000,2.0,1,No,No,0
893,597,34,Private Sector/Self Employed,Yes,1000000,4.0,0,No,No,0
894,151,29,Private Sector/Self Employed,Yes,1200000,7.0,0,No,No,1
895,331,33,Private Sector/Self Employed,Yes,550000,4.0,0,No,No,1
896,1691,26,Private Sector/Self Employed,Yes,1400000,5.0,0,No,Yes,1
897,1069,28,Private Sector/Self Employed,Yes,800000,4.0,1,No,No,0
898,1831,31,Government Sector,No,350000,4.0,1,No,No,0
899,566,27,Government Sector,Yes,850000,3.0,0,No,Yes,0
900,909,26,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,1
901,1798,25,Private Sector/Self Employed,Yes,1700000,3.0,0,Yes,No,1
902,1506,28,Private Sector/Self Employed,Yes,1150000,6.0,1,No,No,0
903,678,25,Private Sector/Self Employed,Yes,1700000,4.0,0,Yes,No,1
904,1806,26,Government Sector,Yes,550000,4.0,0,No,No,1
905,744,29,Private Sector/Self Employed,Yes,1050000,5.0,1,No,Yes,0
906,287,29,Private Sector/Self Employed,Yes,1200000,4.0,0,No,No,0
907,341,28,Private Sector/Self Employed,Yes,550000,7.0,0,No,No,0
908,1953,34,Government Sector,Yes,1300000,7.0,0,No,No,1
909,1002,29,Private Sector/Self Employed,Yes,500000,8.0,0,No,No,0
910,661,28,Government Sector,No,300000,5.0,0,No,No,0
911,1159,31,Private Sector/Self Employed,Yes,1250000,3.0,0,No,No,0
912,1652,34,Government Sector,Yes,1100000,7.0,1,Yes,No,1
913,452,34,Private Sector/Self Employed,Yes,1300000,4.0,1,No,No,1
914,824,32,Government Sector,Yes,850000,4.0,0,No,No,0
915,1254,34,Private Sector/Self Employed,Yes,700000,8.0,0,No,No,1
916,570,25,Private Sector/Self Employed,No,1150000,5.0,1,No,No,0
917,914,32,Government Sector,Yes,800000,6.0,1,No,No,0
918,1955,33,Government Sector,Yes,1750000,4.0,0,No,No,0
919,614,34,Private Sector/Self Employed,Yes,1000000,5.0,1,No,No,0
920,1688,31,Private Sector/Self Employed,Yes,1250000,8.0,0,No,No,0
921,114,29,Private Sector/Self Employed,Yes,500000,5.0,0,No,No,0
922,268,34,Private Sector/Self Employed,Yes,500000,6.0,0,No,No,1
923,1914,30,Private Sector/Self Employed,No,550000,6.0,0,No,No,0
924,1580,28,Private Sector/Self Employed,Yes,1200000,5.0,1,Yes,No,0
925,623,28,Private Sector/Self Employed,Yes,1100000,3.0,0,No,No,0
926,897,31,Government Sector,Yes,1300000,5.0,1,No,No,0
927,1306,28,Private Sector/Self Employed,Yes,700000,5.0,1,No,No,0
928,60,31,Private Sector/Self Employed,Yes,1250000,4.0,0,Yes,Yes,0
929,1022,27,Government Sector,Yes,850000,5.0,0,Yes,No,0
930,556,33,Private Sector/Self Employed,Yes,550000,4.0,1,No,No,0
931,1201,28,Private Sector/Self Employed,Yes,650000,5.0,0,Yes,No,0
932,1701,31,Private Sector/Self Employed,Yes,1250000,6.0,0,No,No,0
933,1947,32,Government Sector,Yes,900000,2.0,0,Yes,No,0
934,1075,32,Government Sector,Yes,650000,5.0,0,Yes,No,0
935,1689,27,Government Sector,Yes,500000,5.0,0,No,No,0
936,1161,28,Private Sector/Self Employed,Yes,600000,3.0,0,No,No,1
937,779,25,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
938,1967,34,Private Sector/Self Employed,Yes,700000,3.0,1,No,No,0
939,628,28,Private Sector/Self Employed,Yes,1150000,9.0,0,No,No,0
940,485,27,Private Sector/Self Employed,No,450000,4.0,0,No,No,0
941,1663,28,Private Sector/Self Employed,Yes,1250000,3.0,0,No,No,0
942,1165,28,Private Sector/Self Employed,Yes,1150000,2.0,0,No,No,1
943,1119,28,Government Sector,Yes,300000,6.0,1,No,No,0
944,643,28,Private Sector/Self Employed,Yes,1100000,5.0,1,No,No,0
945,1366,31,Government Sector,No,1750000,2.0,0,No,No,0
946,1966,34,Private Sector/Self Employed,Yes,700000,3.0,0,Yes,No,0
947,662,26,Private Sector/Self Employed,Yes,500000,6.0,0,No,No,0
948,819,28,Private Sector/Self Employed,Yes,1150000,4.0,1,No,No,0
949,285,33,Private Sector/Self Employed,Yes,750000,4.0,0,No,No,0
950,927,33,Private Sector/Self Employed,Yes,1500000,5.0,1,Yes,Yes,1
951,1724,28,Private Sector/Self Employed,Yes,900000,4.0,0,Yes,No,1
952,1942,28,Private Sector/Self Employed,Yes,900000,5.0,0,No,No,0
953,546,28,Private Sector/Self Employed,Yes,550000,3.0,0,No,No,0
954,1587,28,Private Sector/Self Employed,Yes,750000,3.0,0,No,No,0
955,640,27,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
956,685,34,Private Sector/Self Employed,Yes,1500000,4.0,1,Yes,Yes,1
957,858,27,Government Sector,Yes,1050000,5.0,0,Yes,No,0
958,1183,29,Private Sector/Self Employed,Yes,1100000,4.0,1,No,No,0
959,1812,28,Private Sector/Self Employed,Yes,800000,6.0,0,No,Yes,0
960,308,34,Private Sector/Self Employed,Yes,1000000,9.0,1,No,No,0
961,1384,34,Private Sector/Self Employed,Yes,1000000,4.0,0,Yes,No,0
962,1802,31,Government Sector,Yes,400000,6.0,0,No,No,0
963,945,28,Private Sector/Self Employed,Yes,1200000,9.0,0,No,No,0
964,368,35,Private Sector/Self Employed,No,800000,3.0,0,No,No,1
965,1525,30,Private Sector/Self Employed,No,800000,4.0,0,No,No,0
966,1693,31,Government Sector,Yes,1300000,2.0,0,Yes,No,1
967,115,29,Private Sector/Self Employed,Yes,900000,4.0,0,No,No,0
968,1370,28,Private Sector/Self Employed,Yes,800000,6.0,0,No,No,0
969,316,31,Private Sector/Self Employed,Yes,950000,5.0,1,No,No,0
970,805,29,Private Sector/Self Employed,Yes,1050000,3.0,1,Yes,No,0
971,1249,28,Government Sector,Yes,600000,4.0,0,No,No,0
972,443,25,Private Sector/Self Employed,No,1150000,6.0,0,No,No,1
973,72,28,Private Sector/Self Employed,Yes,800000,6.0,1,Yes,No,0
974,52,31,Private Sector/Self Employed,Yes,1250000,4.0,0,No,Yes,0
975,688,33,Government Sector,Yes,400000,5.0,1,No,No,0
976,1630,31,Private Sector/Self Employed,Yes,900000,4.0,1,No,No,1
977,1537,29,Private Sector/Self Employed,Yes,500000,4.0,0,No,No,1
978,960,28,Private Sector/Self Employed,Yes,1450000,4.0,0,Yes,Yes,1
979,362,28,Private Sector/Self Employed,Yes,700000,2.0,1,No,No,0
980,1173,32,Government Sector,Yes,850000,7.0,0,No,Yes,1
981,1731,31,Private Sector/Self Employed,Yes,500000,5.0,0,No,No,0
982,38,34,Government Sector,Yes,1100000,2.0,0,No,No,0
983,46,25,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
984,1612,31,Private Sector/Self Employed,Yes,1400000,6.0,0,No,Yes,1
985,1502,28,Private Sector/Self Employed,Yes,750000,6.0,1,No,No,0
986,1904,28,Private Sector/Self Employed,Yes,700000,7.0,0,Yes,No,0
987,1740,26,Private Sector/Self Employed,Yes,600000,7.0,0,No,No,0
988,1545,34,Private Sector/Self Employed,No,1400000,3.0,0,Yes,Yes,1
989,562,33,Government Sector,Yes,1000000,4.0,0,No,Yes,0
990,838,29,Private Sector/Self Employed,Yes,1100000,5.0,0,Yes,No,0
991,502,28,Government Sector,Yes,300000,4.0,1,No,No,1
992,467,26,Government Sector,Yes,500000,5.0,0,No,No,0
993,1863,34,Private Sector/Self Employed,Yes,500000,5.0,0,No,No,0
994,74,28,Private Sector/Self Employed,Yes,700000,4.0,1,No,No,0
995,220,35,Private Sector/Self Employed,No,800000,2.0,0,No,No,0
996,1814,28,Private Sector/Self Employed,No,550000,5.0,0,Yes,No,1
997,1494,25,Government Sector,Yes,750000,6.0,0,No,No,1
998,1489,29,Private Sector/Self Employed,Yes,1350000,4.0,0,No,Yes,1
999,1610,33,Private Sector/Self Employed,Yes,550000,5.0,0,Yes,No,0
1000,935,27,Private Sector/Self Employed,No,1550000,7.0,0,Yes,No,1
1001,1518,31,Private Sector/Self Employed,Yes,1250000,6.0,0,No,No,1
1002,788,34,Private Sector/Self Employed,Yes,500000,7.0,0,No,No,0
1003,723,29,Private Sector/Self Employed,Yes,1050000,2.0,1,Yes,No,0
1004,761,26,Private Sector/Self Employed,Yes,1500000,3.0,0,Yes,Yes,1
1005,1920,32,Government Sector,Yes,800000,5.0,0,No,No,0
1006,411,28,Government Sector,Yes,600000,6.0,0,No,No,0
1007,118,31,Government Sector,Yes,1500000,4.0,1,Yes,Yes,1
1008,1428,34,Private Sector/Self Employed,Yes,1300000,7.0,0,No,No,1
1009,1219,34,Private Sector/Self Employed,Yes,700000,6.0,0,Yes,No,1
1010,568,35,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
1011,121,26,Private Sector/Self Employed,Yes,1400000,6.0,0,No,Yes,1
1012,1624,25,Private Sector/Self Employed,No,1150000,6.0,1,No,No,1
1013,1374,28,Government Sector,Yes,300000,6.0,1,No,No,0
1014,1574,28,Private Sector/Self Employed,No,550000,7.0,0,No,No,0
1015,1012,29,Private Sector/Self Employed,Yes,1200000,5.0,0,No,No,0
1016,241,35,Private Sector/Self Employed,No,800000,6.0,0,No,No,1
1017,698,33,Private Sector/Self Employed,Yes,1200000,7.0,0,No,No,1
1018,1357,30,Private Sector/Self Employed,No,550000,7.0,0,No,No,0
1019,1622,34,Private Sector/Self Employed,Yes,1000000,9.0,0,No,No,1
1020,611,28,Private Sector/Self Employed,Yes,500000,6.0,1,No,No,0
1021,1273,29,Private Sector/Self Employed,Yes,1200000,4.0,0,Yes,No,0
1022,1412,26,Private Sector/Self Employed,Yes,500000,4.0,1,No,No,1
1023,1175,33,Government Sector,Yes,400000,4.0,1,No,No,0
1024,92,28,Private Sector/Self Employed,Yes,1150000,5.0,0,No,No,0
1025,991,30,Private Sector/Self Employed,No,1450000,7.0,0,Yes,Yes,1
1026,400,29,Private Sector/Self Employed,Yes,1200000,4.0,0,Yes,No,0
1027,374,28,Government Sector,Yes,600000,7.0,0,No,No,0
1028,712,28,Private Sector/Self Employed,Yes,1450000,9.0,0,Yes,Yes,1
1029,382,31,Private Sector/Self Employed,Yes,1400000,6.0,0,No,Yes,1
1030,604,32,Government Sector,Yes,350000,7.0,0,No,No,0
1031,999,34,Private Sector/Self Employed,Yes,1300000,6.0,0,No,No,1
1032,250,34,Private Sector/Self Employed,Yes,1000000,,1,No,No,1
1033,825,29,Private Sector/Self Employed,Yes,900000,7.0,0,No,No,1
1034,1781,29,Private Sector/Self Employed,Yes,600000,5.0,1,No,No,0
1035,334,29,Private Sector/Self Employed,Yes,1050000,3.0,0,No,No,1
1036,454,28,Government Sector,Yes,300000,4.0,0,No,No,0
1037,1041,26,Private Sector/Self Employed,Yes,500000,2.0,1,No,No,0
1038,260,26,Private Sector/Self Employed,Yes,1400000,3.0,1,No,Yes,1
1039,1495,29,Private Sector/Self Employed,Yes,600000,4.0,0,No,No,1
1040,349,28,Private Sector/Self Employed,Yes,500000,3.0,0,No,No,0
1041,1860,28,Private Sector/Self Employed,Yes,550000,8.0,0,No,No,0
1042,1533,33,Government Sector,Yes,600000,8.0,0,No,No,1
1043,900,29,Private Sector/Self Employed,Yes,1050000,3.0,1,Yes,No,1
1044,1861,34,Private Sector/Self Employed,Yes,1050000,5.0,0,Yes,No,0
1045,1824,28,Private Sector/Self Employed,Yes,800000,4.0,1,Yes,No,0
1046,631,33,Private Sector/Self Employed,Yes,1400000,6.0,1,No,Yes,1
1047,783,29,Private Sector/Self Employed,Yes,1100000,7.0,0,No,No,0
1048,869,33,Private Sector/Self Employed,Yes,1400000,3.0,0,No,Yes,1
1049,557,27,Government Sector,Yes,1050000,3.0,0,No,No,0
1050,1007,34,Private Sector/Self Employed,Yes,1000000,6.0,0,No,No,1
1051,144,31,Private Sector/Self Employed,Yes,1250000,4.0,0,No,No,0
1052,649,28,Government Sector,Yes,300000,5.0,0,No,No,0
1053,829,26,Private Sector/Self Employed,Yes,600000,5.0,0,No,No,0
1054,1829,31,Private Sector/Self Employed,Yes,1400000,4.0,1,No,Yes,1
1055,82,28,Private Sector/Self Employed,Yes,1250000,4.0,1,No,No,0
1056,96,28,Private Sector/Self Employed,Yes,700000,4.0,0,No,No,0
1057,418,34,Private Sector/Self Employed,Yes,1000000,3.0,1,No,No,0
1058,1554,31,Private Sector/Self Employed,Yes,900000,5.0,0,Yes,No,0
1059,814,29,Private Sector/Self Employed,Yes,1050000,6.0,1,No,Yes,0
1060,1320,31,Private Sector/Self Employed,Yes,1350000,3.0,0,Yes,Yes,1
1061,42,26,Private Sector/Self Employed,Yes,1500000,2.0,1,Yes,Yes,1
1062,1491,26,Private Sector/Self Employed,Yes,1400000,7.0,1,Yes,Yes,1
1063,656,31,Private Sector/Self Employed,Yes,500000,6.0,1,No,No,0
1064,217,28,Private Sector/Self Employed,Yes,800000,6.0,0,No,No,0
1065,1163,29,Private Sector/Self Employed,Yes,900000,3.0,0,No,No,0
1066,700,28,Private Sector/Self Employed,Yes,1450000,4.0,0,Yes,Yes,1
1067,148,25,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
1068,538,28,Private Sector/Self Employed,Yes,1150000,2.0,1,Yes,No,0
1069,872,27,Private Sector/Self Employed,No,1000000,3.0,0,No,No,0
1070,269,27,Private Sector/Self Employed,No,800000,5.0,0,No,No,0
1071,216,34,Private Sector/Self Employed,Yes,1050000,8.0,0,No,No,1
1072,1714,27,Government Sector,Yes,500000,2.0,0,No,No,0
1073,720,27,Government Sector,Yes,850000,2.0,0,No,Yes,0
1074,1866,28,Government Sector,Yes,300000,7.0,1,No,No,0
1075,1483,28,Government Sector,Yes,300000,3.0,1,No,No,0
1076,245,28,Private Sector/Self Employed,Yes,1150000,3.0,0,No,No,0
1077,1641,28,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,0
1078,2,34,Private Sector/Self Employed,Yes,500000,4.0,1,No,No,1
1079,1711,28,Private Sector/Self Employed,Yes,1100000,4.0,0,No,No,0
1080,1544,29,Private Sector/Self Employed,Yes,1200000,8.0,0,No,No,0
1081,1712,28,Private Sector/Self Employed,Yes,1400000,4.0,0,No,Yes,1
1082,795,32,Government Sector,Yes,350000,3.0,0,No,No,0
1083,1321,31,Government Sector,No,300000,7.0,0,No,No,0
1084,1057,28,Private Sector/Self Employed,Yes,700000,6.0,1,No,No,0
1085,1229,33,Government Sector,Yes,400000,9.0,0,No,No,1
1086,1958,31,Government Sector,Yes,1300000,3.0,1,No,No,0
1087,1739,29,Private Sector/Self Employed,Yes,500000,2.0,0,No,No,0
1088,1482,33,Government Sector,Yes,700000,4.0,0,No,Yes,0
1089,1573,33,Government Sector,Yes,650000,4.0,1,No,No,0
1090,1770,34,Private Sector/Self Employed,Yes,1050000,4.0,1,No,No,0
1091,898,31,Government Sector,Yes,1300000,5.0,0,No,No,0
1092,1853,34,Private Sector/Self Employed,Yes,700000,5.0,0,No,No,0
1093,530,29,Private Sector/Self Employed,Yes,900000,3.0,0,No,No,0
1094,1729,35,Government Sector,Yes,900000,7.0,0,No,No,1
1095,1963,33,Government Sector,Yes,1100000,4.0,0,No,No,1
1096,486,33,Private Sector/Self Employed,Yes,550000,4.0,0,Yes,No,0
1097,73,28,Private Sector/Self Employed,Yes,750000,,0,Yes,No,0
1098,704,33,Government Sector,Yes,700000,8.0,0,No,No,1
1099,1681,29,Private Sector/Self Employed,Yes,1050000,7.0,0,No,No,0
1100,934,28,Private Sector/Self Employed,Yes,800000,5.0,0,Yes,No,0
1101,1102,29,Private Sector/Self Employed,Yes,1200000,5.0,1,No,No,0
1102,440,34,Private Sector/Self Employed,Yes,1000000,4.0,0,No,No,1
1103,966,25,Private Sector/Self Employed,Yes,1700000,4.0,1,Yes,No,1
1104,1268,33,Government Sector,Yes,1000000,5.0,0,No,Yes,1
1105,1304,34,Private Sector/Self Employed,Yes,1050000,5.0,0,No,No,1
1106,1912,34,Private Sector/Self Employed,Yes,500000,4.0,0,No,No,0
1107,699,32,Government Sector,Yes,800000,3.0,1,Yes,No,0
1108,90,27,Government Sector,Yes,1050000,3.0,0,No,No,0
1109,315,28,Government Sector,Yes,300000,4.0,0,No,No,0
1110,1079,34,Private Sector/Self Employed,Yes,1000000,3.0,0,No,No,0
1111,446,28,Private Sector/Self Employed,Yes,700000,2.0,0,No,No,0
1112,683,28,Private Sector/Self Employed,Yes,750000,4.0,0,No,No,0
1113,1313,29,Private Sector/Self Employed,Yes,900000,7.0,0,No,No,0
1114,828,34,Private Sector/Self Employed,Yes,1000000,6.0,1,No,No,1
1115,1065,28,Government Sector,No,300000,7.0,1,No,No,0
1116,528,25,Private Sector/Self Employed,No,1150000,5.0,0,No,No,0
1117,1874,29,Private Sector/Self Employed,Yes,500000,3.0,0,No,No,0
1118,522,35,Private Sector/Self Employed,No,800000,6.0,1,No,No,1
1119,1094,34,Private Sector/Self Employed,Yes,700000,5.0,1,No,No,0
1120,1157,28,Private Sector/Self Employed,Yes,800000,5.0,1,No,No,1
1121,1282,31,Private Sector/Self Employed,Yes,1400000,3.0,0,Yes,Yes,1
1122,311,34,Private Sector/Self Employed,Yes,1500000,7.0,0,Yes,Yes,1
1123,758,33,Private Sector/Self Employed,Yes,1400000,6.0,1,No,Yes,1
1124,1353,33,Private Sector/Self Employed,Yes,1200000,2.0,0,No,No,0
1125,1415,31,Government Sector,Yes,1300000,3.0,1,No,No,1
1126,695,28,Private Sector/Self Employed,Yes,1150000,7.0,0,No,No,0
1127,771,29,Private Sector/Self Employed,Yes,500000,7.0,0,No,No,1
1128,675,27,Private Sector/Self Employed,No,350000,3.0,0,No,No,0
1129,532,31,Government Sector,Yes,1300000,5.0,1,Yes,No,1
