ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4695,A,Ship,3,2,176.0,2,low,F,2,5083,0
9538,B,Ship,3,3,275.0,3,medium,M,7,4968,0
6920,F,Ship,6,1,288.0,4,medium,M,8,1806,1
5199,A,Road,5,5,271.0,4,high,F,6,4547,1
236,F,Ship,2,2,134.0,3,low,M,38,1352,1
6681,A,Ship,4,2,201.0,2,low,M,3,4869,1
7975,D,Ship,4,5,137.0,3,medium,M,1,4861,0
4976,F,Ship,4,2,194.0,8,medium,M,10,5995,0
2396,F,Ship,3,3,179.0,3,medium,F,12,1125,1
1938,F,Ship,3,4,181.0,3,low,M,45,2486,1
2332,B,Flight,4,3,238.0,2,medium,M,43,2200,1
2294,F,Ship,3,5,225.0,3,low,F,12,2721,1
7476,F,Ship,5,3,246.0,5,medium,M,4,1257,1
9807,A,Ship,4,1,150.0,2,low,M,5,4133,0
829,D,Flight,4,2,230.0,3,medium,M,33,3602,1
4383,A,Flight,2,2,204.0,4,high,M,5,5382,0
10679,C,Road,3,3,241.0,3,low,F,6,5261,0
1057,D,Ship,3,4,272.0,4,low,F,23,2048,1
6062,F,Ship,3,5,271.0,2,medium,M,7,4958,0
10881,A,Ship,3,4,148.0,3,low,M,1,4387,0
3502,B,Ship,4,2,247.0,3,medium,M,8,4977,0
6230,F,Ship,6,3,278.0,4,medium,M,4,1716,0
5770,B,Flight,6,5,244.0,4,medium,F,4,1648,1
7774,B,Ship,6,1,214.0,2,low,M,5,4708,0
5364,F,Ship,4,5,226.0,5,low,F,5,4833,0
7073,C,Ship,3,1,150.0,2,low,F,6,5355,0
3213,A,Ship,4,5,243.0,3,low,F,2,4909,0
5188,B,Road,5,5,257.0,4,medium,M,10,5180,1
72,F,Ship,5,5,230.0,2,low,F,2,2229,1
1135,D,Ship,4,1,177.0,4,low,F,13,1569,1
2105,C,Ship,5,5,248.0,3,medium,F,9,3873,1
4532,F,Flight,6,1,174.0,10,medium,M,7,4287,0
9284,F,Ship,3,4,185.0,2,medium,M,5,4574,0
167,C,Ship,5,2,141.0,3,high,F,34,1020,1
10670,F,Road,5,2,221.0,5,low,F,2,1855,0
270,F,Flight,4,5,208.0,3,medium,M,23,2056,1
7259,C,Flight,3,5,252.0,2,low,M,2,4888,1
7388,F,Road,4,1,157.0,7,low,F,7,4385,0
4791,A,Flight,5,1,199.0,10,medium,F,8,4140,0
1844,F,Ship,3,1,267.0,3,low,F,57,3257,1
9244,B,Ship,4,5,136.0,2,medium,M,4,5923,1
10631,C,Ship,3,2,208.0,2,low,F,6,5344,0
6800,F,Ship,3,4,265.0,10,low,M,10,4049,0
2689,D,Ship,2,2,137.0,3,low,F,20,1823,1
1401,A,Ship,4,3,247.0,4,low,M,16,2362,1
4034,F,Ship,3,5,169.0,3,low,F,6,5397,0
790,B,Ship,3,2,138.0,3,medium,F,34,1159,1
6393,A,Ship,3,1,146.0,2,medium,F,8,5375,0
7345,D,Ship,3,4,185.0,2,low,M,4,5926,0
8835,A,Ship,5,4,252.0,5,low,M,2,1847,1
3230,F,Ship,4,1,133.0,2,medium,M,8,4277,0
10630,B,Ship,4,5,274.0,4,low,M,3,5145,0
473,C,Ship,2,2,189.0,4,low,M,9,3413,1
2903,C,Ship,6,2,283.0,2,low,F,18,3077,1
7848,F,Ship,4,5,177.0,3,medium,F,7,4243,1
916,B,Ship,4,1,258.0,3,medium,M,3,3928,1
2083,D,Ship,5,4,215.0,2,medium,M,34,2713,1
9842,F,Road,5,4,208.0,6,medium,M,8,5098,0
6644,F,Ship,5,1,183.0,3,low,F,10,5023,0
7267,D,Flight,4,5,223.0,3,medium,M,7,5832,1
9155,C,Road,6,5,285.0,4,medium,F,5,1631,1
6854,F,Flight,4,3,182.0,3,high,F,3,5624,0
2444,F,Road,2,5,116.0,3,low,F,3,1688,1
8051,C,Ship,6,1,295.0,4,low,M,10,1600,0
7232,F,Ship,3,3,202.0,2,medium,F,1,5220,1
3255,A,Ship,3,4,100.0,3,medium,M,4,4191,0
8518,B,Ship,4,4,183.0,4,low,F,6,4562,1
7363,D,Ship,4,3,203.0,2,medium,F,7,4185,0
10482,F,Ship,5,4,263.0,5,low,M,5,1181,0
2644,B,Ship,4,4,196.0,3,low,F,11,3244,1
1023,A,Ship,3,4,260.0,3,low,F,21,2003,1
9873,A,Flight,3,5,161.0,3,low,F,4,5629,0
3331,D,Ship,6,3,224.0,6,high,M,8,5661,0
9122,F,Ship,5,3,210.0,7,medium,F,4,4362,0
138,F,Flight,3,5,162.0,2,medium,M,7,1739,1
3391,D,Ship,5,4,273.0,3,medium,M,6,4044,1
9774,F,Ship,3,5,174.0,6,low,M,6,5713,0
6846,F,Flight,4,2,186.0,2,low,M,2,5604,1
6714,F,Flight,4,4,279.0,6,medium,M,5,4898,1
3484,B,Ship,4,1,273.0,3,low,F,5,5323,0
2189,C,Flight,3,3,183.0,3,high,F,6,3364,1
5354,F,Flight,4,3,167.0,3,medium,F,1,4621,1
5146,B,Ship,5,4,97.0,6,high,M,7,5509,1
8078,F,Road,4,4,155.0,4,low,F,10,5483,1
2775,A,Ship,3,1,150.0,3,low,F,43,1831,1
1807,D,Ship,2,5,109.0,3,medium,M,12,1715,1
6486,F,Ship,3,4,260.0,4,medium,M,10,5425,0
2411,C,Ship,4,1,274.0,4,medium,M,57,3332,1
10599,A,Ship,4,2,177.0,3,medium,M,5,5757,0
2377,D,Ship,4,1,264.0,3,low,F,39,3719,1
5800,B,Ship,4,3,175.0,3,low,F,2,5208,0
9021,A,Road,3,2,124.0,5,medium,M,10,5348,0
437,C,Ship,5,4,222.0,3,low,F,20,3632,1
592,B,Ship,3,3,281.0,2,medium,M,55,3047,1
3205,D,Ship,3,1,190.0,3,medium,F,2,4312,0
2383,D,Ship,3,5,244.0,3,low,F,8,3154,1
791,C,Ship,4,3,200.0,2,medium,M,65,3485,1
10582,B,Ship,4,2,152.0,4,medium,F,3,4006,0
7079,C,Ship,6,3,247.0,6,medium,M,3,4582,0
7606,B,Ship,3,1,236.0,3,low,M,2,4298,0
10498,B,Ship,2,3,136.0,3,low,M,10,4933,0
8167,D,Ship,3,1,133.0,3,low,F,5,5213,1
4643,C,Road,4,3,204.0,2,low,F,7,4717,1
10980,F,Ship,4,2,253.0,5,low,F,3,1086,1
6619,D,Ship,4,1,247.0,6,low,M,4,1349,1
2931,A,Ship,4,4,255.0,3,medium,F,60,2777,1
1639,D,Road,4,4,209.0,3,medium,F,52,2740,1
1621,D,Road,4,1,270.0,3,medium,F,64,2406,1
8174,F,Ship,4,2,181.0,3,medium,M,4,5717,0
8491,D,Flight,4,1,194.0,2,medium,F,1,4198,0
1843,D,Ship,3,5,143.0,2,low,M,17,1422,1
10209,A,Ship,5,2,263.0,6,low,M,2,1851,0
10757,C,Ship,2,4,160.0,5,low,F,3,1645,0
9095,C,Ship,6,3,253.0,4,medium,F,9,1823,0
7852,B,Ship,4,4,146.0,3,low,M,3,5225,1
6819,A,Ship,4,5,223.0,5,medium,F,6,1579,1
10268,F,Road,4,4,173.0,3,low,M,10,4616,0
3921,A,Ship,2,1,168.0,3,low,F,7,4008,0
6142,B,Road,3,1,133.0,3,low,F,9,5724,0
8301,A,Ship,5,2,184.0,3,low,F,4,4552,0
10601,C,Ship,5,1,240.0,5,medium,F,5,4144,0
5516,F,Ship,6,5,268.0,4,low,M,10,1170,0
1269,A,Ship,6,4,129.0,5,low,F,58,1463,1
7935,A,Road,2,2,165.0,3,medium,F,10,4080,1
3876,F,Ship,4,5,155.0,3,medium,M,8,4924,0
6844,B,Road,4,5,134.0,10,medium,M,5,4244,0
7900,B,Ship,5,5,261.0,5,medium,M,9,5385,0
3369,A,Ship,4,2,296.0,2,medium,F,2,1233,0
10528,B,Road,5,5,237.0,3,medium,M,5,4285,1
10618,B,Ship,3,4,160.0,3,medium,M,3,5662,0
2406,F,Ship,4,2,149.0,3,medium,F,54,1506,1
1284,F,Ship,4,1,267.0,3,medium,M,37,2716,1
3665,C,Ship,3,3,250.0,5,medium,M,8,5762,1
4412,F,Ship,3,4,257.0,4,low,M,9,4537,0
5192,F,Road,5,5,187.0,4,medium,F,9,5326,0
954,F,Road,3,1,160.0,10,medium,F,29,1952,1
10018,B,Flight,5,4,235.0,3,medium,F,8,4636,0
5542,B,Ship,4,4,260.0,2,low,M,3,5801,0
345,A,Ship,5,3,197.0,4,low,F,2,2222,1
5096,F,Ship,3,4,243.0,2,medium,M,1,5840,1
4314,F,Ship,3,4,170.0,7,low,M,7,4957,1
8499,A,Flight,5,4,274.0,3,low,M,1,5017,1
7283,C,Ship,4,3,161.0,3,high,F,7,4799,1
2767,D,Ship,3,1,132.0,2,medium,F,16,1731,1
196,B,Ship,2,5,140.0,3,low,F,30,1030,1
5327,C,Road,6,1,250.0,3,low,M,5,5621,1
5633,C,Flight,5,4,217.0,2,medium,F,3,5925,0
10790,F,Ship,6,3,136.0,3,low,F,10,1826,0
1825,D,Ship,4,5,260.0,3,low,F,14,2071,1
63,A,Ship,5,1,105.0,6,medium,M,62,1292,1
4987,D,Ship,$7,1,278.0,4,low,M,10,1508,1
7068,F,Ship,3,4,166.0,4,low,M,4,5107,0
7595,C,Ship,3,3,176.0,3,low,F,10,5284,1
7420,B,Ship,5,5,242.0,5,medium,M,3,1444,1
998,F,Ship,3,5,164.0,3,medium,F,43,1423,1
3336,F,Ship,3,4,179.0,2,low,F,2,4931,1
4472,F,Ship,5,5,168.0,3,low,F,6,4088,1
4099,D,Road,3,2,250.0,3,medium,F,4,5361,0
10994,F,Ship,5,1,257.0,6,low,F,1,1150,0
6437,C,Flight,2,1,173.0,2,high,M,1,4135,1
2766,F,Ship,5,5,226.0,3,low,M,50,2348,1
10237,D,Ship,4,4,175.0,2,medium,F,10,4927,0
1146,F,Ship,5,1,186.0,10,low,M,64,2529,1
3759,A,Ship,6,3,231.0,4,low,F,7,4553,1
1179,A,Ship,4,3,118.0,5,low,F,15,1601,1
4737,A,Ship,4,4,245.0,2,low,M,6,5772,0
2141,C,Ship,3,3,160.0,3,medium,F,65,1228,1
7889,C,Ship,3,1,212.0,6,low,M,5,5339,0
3670,B,Ship,3,3,198.0,2,low,M,8,4620,1
9666,F,Ship,$7,5,289.0,4,low,F,10,1074,1
9716,F,Road,4,5,248.0,3,low,F,2,5310,1
2358,F,Ship,4,3,267.0,3,low,F,42,2332,1
10541,C,Road,3,5,253.0,4,medium,F,5,4761,1
4434,F,Ship,4,5,163.0,3,high,M,4,5863,0
7875,A,Ship,4,5,236.0,4,medium,M,1,4082,0
4699,D,Ship,4,3,213.0,3,low,F,2,5722,0
2493,A,Ship,5,1,222.0,4,low,M,63,3506,1
7185,A,Ship,3,2,214.0,2,medium,M,3,1983,1
4044,F,Ship,3,3,185.0,3,medium,F,10,4387,0
4252,B,Flight,4,2,266.0,3,medium,M,4,4197,1
938,F,Road,4,5,143.0,2,medium,F,20,1360,1
10478,F,Ship,5,1,248.0,5,low,M,3,1642,1
6386,F,Ship,3,4,269.0,2,low,F,8,5294,1
2893,D,Flight,3,2,190.0,3,medium,M,18,2715,1
2210,F,Ship,4,4,218.0,4,low,M,45,3234,1
8784,F,Flight,4,5,229.0,4,medium,F,6,4157,0
5389,D,Ship,3,3,211.0,4,low,M,7,4733,0
2516,F,Ship,4,3,220.0,3,medium,M,8,3342,1
7242,F,Road,4,5,129.0,5,medium,M,7,5554,1
4855,D,Ship,2,5,284.0,3,medium,M,6,4575,0
4361,C,Road,4,5,142.0,2,low,M,2,5150,1
8429,C,Ship,4,1,236.0,3,low,F,8,4114,0
8801,C,Ship,3,3,232.0,2,medium,F,8,5544,1
6718,B,Flight,4,3,204.0,3,medium,M,2,5010,0
10344,F,Ship,2,1,109.0,4,low,F,3,5264,1
9058,B,Flight,4,5,195.0,3,medium,M,7,4835,0
1626,F,Road,4,4,236.0,7,medium,M,62,2280,1
1409,C,Ship,5,3,274.0,3,medium,F,54,2905,1
1923,A,Flight,5,5,161.0,3,medium,F,59,1037,1
1095,A,Flight,3,1,185.0,3,medium,M,3,3051,1
4473,A,Ship,3,3,264.0,3,medium,F,6,4247,1
7151,C,Ship,5,5,274.0,5,low,M,7,1875,1
10177,D,Ship,6,3,277.0,4,medium,F,6,1433,0
1889,C,Ship,3,2,169.0,10,medium,F,4,1665,1
9072,F,Ship,3,1,159.0,3,low,F,3,5044,0
8121,A,Ship,3,4,151.0,3,medium,M,5,4767,1
4169,C,Ship,3,5,228.0,2,low,M,6,5893,0
5461,D,Road,$7,3,281.0,4,low,F,4,1480,0
2729,C,Road,4,4,179.0,3,low,M,48,1943,1
7573,D,Ship,3,5,194.0,3,low,M,6,4295,1
6013,D,Road,6,4,244.0,4,medium,M,7,1795,0
8163,A,Ship,5,5,257.0,3,medium,F,9,5972,0
9883,D,Ship,6,5,268.0,4,medium,F,1,1248,1
4449,A,Ship,5,1,246.0,2,low,F,4,5461,0
7418,F,Ship,$7,5,282.0,5,low,M,7,1260,1
9120,F,Ship,4,1,225.0,2,medium,M,5,5714,1
8860,B,Ship,5,1,242.0,5,low,F,8,1815,0
4032,F,Ship,6,5,98.0,3,low,F,8,5946,0
8658,F,Ship,4,4,252.0,5,medium,M,2,1995,1
372,F,Ship,4,5,159.0,3,medium,M,18,1808,1
1309,D,Ship,5,4,141.0,3,medium,M,64,1677,1
3723,A,Ship,4,2,174.0,3,medium,F,10,4318,0
2183,C,Road,3,4,167.0,3,medium,M,50,1068,1
4420,B,Ship,2,3,239.0,3,high,M,1,5910,0
3809,C,Ship,4,1,204.0,2,low,M,7,5795,0
5986,B,Ship,4,3,184.0,8,low,M,4,4686,0
4225,D,Road,2,4,246.0,2,medium,M,1,5374,1
8404,B,Ship,3,4,250.0,3,low,M,6,5565,0
2184,F,Road,3,2,257.0,3,low,F,25,2334,1
9146,F,Ship,6,3,279.0,4,low,M,7,1090,1
2422,B,Ship,3,3,188.0,5,low,M,25,3992,1
3428,F,Flight,4,3,148.0,5,medium,F,6,4802,0
4640,F,Road,5,1,257.0,3,medium,F,5,4355,0
85,D,Ship,4,5,197.0,2,medium,F,40,2710,1
130,B,Road,4,5,224.0,4,medium,M,21,2026,1
3041,C,Ship,3,2,149.0,3,medium,F,64,1920,1
4821,A,Ship,6,3,247.0,4,low,M,3,1616,1
3262,B,Road,5,1,248.0,2,low,F,9,5881,1
1833,A,Ship,3,4,166.0,2,medium,F,58,1319,1
4712,F,Ship,4,2,239.0,3,medium,F,5,5978,0
1110,F,Flight,4,3,143.0,2,high,M,39,1727,1
10545,A,Flight,4,1,195.0,2,low,F,3,4165,0
8528,F,Ship,4,5,224.0,2,low,M,8,5871,0
2015,C,Ship,3,4,241.0,3,low,F,50,3074,1
10015,D,Flight,3,3,185.0,2,low,M,4,4746,0
9629,C,Ship,6,1,286.0,4,medium,M,10,1177,1
1019,C,Ship,3,2,167.0,2,low,M,2,1010,1
1325,C,Ship,3,5,171.0,3,medium,F,24,1300,1
1859,C,Ship,2,2,190.0,3,low,M,51,2380,1
2531,C,Ship,4,1,141.0,2,low,F,23,1689,1
9312,F,Flight,3,2,204.0,2,high,M,8,4562,1
1981,D,Ship,3,2,157.0,2,low,M,29,1115,1
5044,B,Road,4,2,224.0,2,low,M,9,5603,1
665,C,Road,4,5,197.0,3,low,F,34,3784,1
4953,A,Ship,4,2,242.0,3,medium,M,10,4721,0
2949,A,Ship,5,2,198.0,3,low,F,44,3706,1
9914,F,Ship,$7,2,277.0,5,low,F,7,1260,1
877,D,Ship,3,3,247.0,2,medium,M,55,3461,1
3286,B,Flight,3,3,191.0,3,low,M,4,4586,0
7986,F,Ship,4,3,154.0,10,high,M,7,5317,0
5676,F,Ship,3,4,102.0,3,medium,M,9,4111,0
1767,A,Road,4,3,218.0,4,low,F,50,3990,1
4248,F,Flight,3,5,161.0,3,low,M,2,4475,0
2091,A,Ship,3,2,139.0,3,high,F,4,1546,1
38,F,Ship,2,4,181.0,6,medium,F,16,3605,1
4077,A,Ship,5,2,248.0,8,low,F,10,4583,0
5360,F,Flight,4,4,145.0,2,medium,M,8,5645,1
1884,F,Ship,3,5,241.0,10,medium,M,41,3015,1
8862,F,Ship,6,3,260.0,4,low,F,1,1775,0
712,B,Ship,3,1,202.0,2,high,F,21,3120,1
10544,F,Road,3,5,158.0,3,low,M,10,4861,0
7112,F,Road,5,3,268.0,5,medium,F,10,1660,0
1563,A,Ship,4,2,136.0,2,medium,M,19,1387,1
7861,D,Ship,4,2,139.0,3,medium,M,10,4648,0
10197,A,Ship,5,5,243.0,6,low,M,9,1348,0
2943,A,Ship,3,3,148.0,2,low,M,39,1402,1
309,A,Ship,4,2,165.0,2,high,M,11,1596,1
627,A,Ship,5,2,236.0,3,low,F,51,3402,1
7737,A,Ship,6,2,309.0,4,medium,F,8,1289,1
269,C,Road,3,5,241.0,3,low,F,21,3078,1
7999,D,Ship,6,4,276.0,4,low,F,2,1120,1
5022,F,Ship,6,2,293.0,5,low,F,3,1969,0
171,A,Ship,4,3,185.0,3,medium,F,10,2263,1
4713,A,Ship,4,1,151.0,6,low,M,7,4387,0
3836,F,Flight,3,5,220.0,4,low,M,2,4313,0
6251,C,Ship,4,3,273.0,10,medium,F,8,4896,0
7870,B,Ship,4,5,240.0,2,medium,M,6,5045,1
5717,C,Ship,5,1,250.0,4,medium,M,10,5306,1
7868,F,Ship,4,3,213.0,3,medium,M,4,4367,0
8587,D,Ship,3,5,251.0,10,medium,M,9,5962,0
6691,D,Road,3,3,213.0,2,low,M,10,5495,0
9637,D,Ship,4,4,251.0,5,medium,F,2,1329,1
10681,D,Road,5,3,132.0,3,low,M,7,4462,1
3750,F,Ship,4,4,273.0,2,low,M,9,5151,0
4437,A,Ship,3,4,212.0,3,medium,M,10,4663,0
5796,F,Ship,4,5,142.0,2,medium,F,9,5425,1
4319,C,Ship,4,4,249.0,10,medium,F,2,4190,0
5404,B,Ship,5,3,192.0,3,medium,F,6,4037,1
5203,D,Flight,4,1,139.0,3,low,M,6,4942,1
4949,C,Flight,5,4,275.0,4,low,F,7,4597,0
6821,C,Ship,4,4,273.0,5,low,M,10,1316,0
166,B,Ship,3,3,166.0,4,medium,F,17,1498,1
3494,F,Ship,3,1,166.0,3,medium,M,9,4410,0
8435,C,Ship,3,5,147.0,3,medium,M,8,5272,1
10218,F,Ship,4,3,254.0,5,low,F,8,1851,0
1880,F,Ship,3,1,143.0,2,low,F,63,1246,1
5744,F,Road,4,1,242.0,2,low,F,2,5825,0
8302,B,Ship,5,3,226.0,2,high,F,2,4219,0
3683,C,Road,5,5,174.0,3,high,F,9,5969,1
2110,B,Ship,4,3,149.0,2,low,F,58,1657,1
1629,A,Road,4,2,140.0,3,medium,F,49,1820,1
5486,F,Flight,4,5,113.0,3,medium,F,10,4053,1
2966,F,Ship,3,5,126.0,2,low,F,29,1192,1
4018,B,Ship,4,2,151.0,3,medium,M,8,4390,1
5510,F,Ship,6,4,304.0,4,low,M,6,1342,0
3472,B,Ship,3,4,259.0,2,medium,F,3,4154,1
3448,B,Ship,4,2,161.0,3,low,F,4,5947,0
10906,B,Ship,2,2,210.0,3,medium,F,10,4324,1
7054,B,Ship,4,5,137.0,2,high,F,6,5208,0
2328,F,Flight,4,4,282.0,6,medium,F,52,3009,1
1041,A,Ship,2,1,189.0,2,high,M,48,2429,1
6665,C,Ship,3,4,199.0,3,low,M,7,5089,0
1959,A,Ship,4,2,163.0,3,low,F,11,1926,1
7203,A,Ship,5,5,246.0,5,low,F,6,1911,0
9782,F,Ship,3,3,168.0,2,low,M,1,5097,1
10612,B,Ship,5,3,262.0,5,low,M,7,4157,0
1773,A,Road,5,3,204.0,2,low,M,40,2181,1
2564,F,Ship,4,5,156.0,3,low,F,33,1836,1
6814,B,Ship,6,3,308.0,5,medium,F,4,1118,0
10110,F,Ship,2,3,216.0,3,high,M,9,4032,1
6750,F,Ship,5,3,173.0,3,low,M,5,5395,0
1211,C,Road,5,5,128.0,5,low,M,34,1008,1
1654,B,Flight,5,3,260.0,2,high,F,63,2715,1
5271,A,Ship,6,4,306.0,4,low,F,6,1461,0
602,F,Ship,3,4,145.0,3,medium,M,44,1218,1
2033,C,Road,3,4,195.0,2,medium,F,32,3719,1
9132,F,Ship,6,3,256.0,4,low,F,9,1212,1
5034,F,Ship,6,5,276.0,4,medium,F,6,1005,1
8193,A,Ship,4,5,201.0,3,low,M,7,4048,0
10399,D,Road,4,4,146.0,10,low,F,3,4152,1
9635,C,Ship,$7,3,289.0,4,low,F,3,1037,1
5583,A,Ship,5,4,140.0,4,low,F,10,4528,0
2950,B,Ship,3,5,207.0,4,low,F,45,3770,1
4932,F,Flight,4,3,205.0,2,medium,M,10,4178,1
3790,B,Ship,3,1,154.0,10,medium,F,3,4524,0
2816,F,Ship,4,1,161.0,3,low,M,59,1454,1
10987,D,Ship,4,5,255.0,5,medium,M,5,1458,1
6084,F,Ship,5,1,261.0,4,high,F,6,4852,0
9482,F,Ship,5,1,234.0,3,low,F,4,5033,0
1852,B,Ship,3,1,169.0,10,medium,F,15,1107,1
1452,F,Ship,3,2,257.0,3,low,F,6,3620,1
5301,A,Ship,4,4,134.0,2,medium,F,5,5230,0
8839,D,Ship,5,1,232.0,5,low,M,6,1427,0
10546,B,Flight,5,1,202.0,4,low,F,2,5748,0
6494,F,Ship,$7,3,133.0,5,low,F,4,1783,1
10587,A,Ship,4,2,258.0,3,low,F,5,5393,1
379,D,Ship,3,5,152.0,3,low,M,43,1282,1
8235,A,Flight,6,3,229.0,8,medium,M,6,4600,0
4574,F,Ship,4,4,185.0,3,medium,M,9,4469,0
7869,A,Ship,2,1,202.0,2,medium,F,5,4456,0
1927,D,Flight,3,1,264.0,4,low,M,33,3561,1
7281,A,Ship,4,3,183.0,3,low,M,4,5866,0
354,F,Ship,4,3,255.0,2,high,M,47,2956,1
3376,B,Ship,4,2,268.0,3,low,F,3,5488,1
1253,C,Ship,5,5,226.0,3,medium,F,65,3840,1
3394,B,Ship,4,2,275.0,6,medium,M,2,1712,1
6259,D,Ship,6,1,244.0,4,low,M,5,1867,0
6770,F,Ship,5,5,195.0,4,low,F,1,4393,1
2042,F,Road,4,4,162.0,2,medium,M,30,1158,1
3265,D,Road,4,5,216.0,2,low,M,2,4905,0
2967,A,Ship,4,1,222.0,4,medium,F,42,2762,1
1979,C,Ship,3,4,268.0,2,high,F,39,2822,1
7462,B,Ship,5,1,261.0,5,low,M,5,1837,1
2683,D,Ship,4,4,279.0,5,medium,F,56,2697,1
6951,A,Ship,3,1,221.0,2,medium,F,6,5267,0
361,D,Ship,5,2,246.0,3,medium,M,49,3236,1
8477,C,Road,5,1,258.0,6,low,F,7,4344,0
4725,A,Ship,5,3,199.0,4,medium,F,8,5362,0
5993,C,Ship,4,4,187.0,3,low,F,8,4893,0
6289,D,Road,4,5,264.0,6,low,M,6,1637,0
6962,F,Road,5,2,274.0,2,low,F,5,4154,0
1746,F,Ship,4,5,147.0,2,low,M,17,1057,1
10170,F,Ship,5,5,151.0,3,medium,M,2,5506,0
6607,D,Ship,4,4,138.0,3,medium,F,7,1597,1
9702,F,Road,6,5,281.0,4,medium,M,5,1484,0
2982,F,Ship,3,1,250.0,3,low,F,8,3617,1
5149,D,Ship,5,3,241.0,3,low,F,2,5587,1
3026,F,Flight,5,4,182.0,4,low,M,61,3063,1
10104,F,Ship,4,3,212.0,2,low,M,8,5513,0
1608,F,Ship,3,3,233.0,3,medium,M,35,2204,1
8557,D,Ship,6,4,246.0,4,medium,M,3,1852,0
2782,B,Ship,4,4,138.0,7,medium,M,65,1530,1
9416,F,Ship,4,4,275.0,5,medium,M,5,1117,0
3257,C,Ship,5,2,137.0,3,low,M,6,4883,0
10791,A,Ship,4,4,224.0,5,medium,F,5,1184,0
7017,A,Ship,6,1,103.0,4,low,M,2,5089,0
2010,F,Ship,3,5,168.0,4,medium,M,23,1347,1
7632,F,Ship,5,4,225.0,2,low,M,8,4725,0
5406,F,Ship,2,2,146.0,4,low,M,4,5817,0
10738,B,Ship,5,3,229.0,5,low,F,1,1424,0
335,C,Ship,4,2,220.0,5,low,M,33,2854,1
5877,A,Road,4,3,203.0,4,low,F,1,5274,0
2500,B,Ship,3,4,240.0,2,low,M,8,3883,1
5263,D,Ship,6,4,285.0,4,medium,M,6,1582,0
9806,F,Ship,4,5,160.0,2,medium,F,8,5234,0
10090,B,Ship,5,3,137.0,4,low,F,9,4754,0
3195,A,Ship,3,1,273.0,6,low,M,1,1293,0
7435,D,Ship,5,1,171.0,2,low,M,9,5252,0
5660,F,Ship,3,1,153.0,4,medium,F,1,4608,0
10917,A,Ship,5,1,224.0,5,low,M,1,1600,0
6773,C,Ship,2,5,185.0,3,low,F,9,5810,0
8004,F,Ship,$7,3,308.0,5,medium,M,10,1152,1
5204,F,Flight,3,4,243.0,3,medium,F,8,4959,0
1205,C,Ship,5,2,198.0,5,low,M,65,1994,1
7646,F,Road,4,2,173.0,3,medium,M,6,4963,0
4804,B,Flight,6,3,247.0,4,medium,F,4,1476,1
9534,F,Ship,3,3,246.0,4,low,F,3,4316,0
7180,B,Ship,5,5,263.0,4,low,F,9,1551,0
1419,A,Ship,3,5,180.0,3,low,M,6,1228,1
7341,A,Ship,4,2,154.0,2,medium,F,6,4705,1
5315,C,Ship,3,5,181.0,4,high,F,1,4971,1
9268,B,Ship,4,2,145.0,3,medium,F,7,5823,0
5756,F,Flight,6,1,309.0,4,low,F,6,1866,1
7829,C,Ship,3,4,221.0,3,low,M,10,4927,1
10749,A,Ship,5,4,229.0,5,low,M,9,1069,1
3342,F,Ship,5,4,147.0,4,medium,M,6,4369,0
1636,B,Road,4,2,278.0,6,low,F,36,2330,1
1151,C,Ship,3,4,148.0,10,high,F,12,1779,1
8046,F,Ship,5,1,307.0,4,low,M,8,1511,1
342,F,Ship,3,2,169.0,2,high,M,30,1698,1
1703,C,Ship,5,2,188.0,3,medium,F,50,3992,1
6930,F,Ship,5,4,257.0,5,low,M,10,1695,1
512,F,Ship,5,2,172.0,3,medium,M,65,1667,1
885,A,Ship,2,2,161.0,2,medium,F,1,1642,1
8412,F,Ship,3,2,168.0,3,medium,M,10,4979,1
10771,D,Ship,4,1,249.0,6,medium,M,7,1415,1
3569,C,Flight,4,4,271.0,3,low,M,3,4152,0
10532,F,Road,5,4,236.0,4,medium,M,6,4457,0
5357,C,Flight,2,4,144.0,4,low,F,8,5760,1
5563,D,Ship,4,4,228.0,4,high,M,1,5573,0
6488,F,Ship,4,3,242.0,2,low,M,3,4811,1
3404,F,Road,3,1,119.0,2,low,F,10,4146,1
7879,D,Ship,3,3,250.0,2,medium,F,8,5067,0
6103,D,Ship,4,3,170.0,2,low,M,3,4587,1
3330,F,Ship,4,5,168.0,2,high,M,2,5776,0
9475,D,Ship,3,1,221.0,3,medium,M,10,5696,1
4884,F,Ship,2,1,138.0,2,low,M,8,4932,1
4013,C,Ship,4,2,179.0,3,low,M,3,5284,0
3247,D,Ship,4,1,189.0,3,medium,M,5,4496,1
4581,A,Ship,3,1,237.0,2,low,M,9,4626,1
1128,F,Ship,4,4,136.0,3,high,F,35,1234,1
6817,D,Ship,6,1,266.0,4,low,M,9,1287,0
8742,F,Road,3,4,226.0,2,high,F,8,5793,0
865,D,Ship,3,4,187.0,2,high,M,8,3725,1
1855,D,Ship,4,5,238.0,10,medium,M,38,3556,1
4093,D,Road,6,1,127.0,3,low,F,8,5976,1
8420,F,Ship,5,1,193.0,2,low,M,8,5184,0
577,D,Ship,4,1,230.0,3,medium,M,40,2225,1
4799,C,Flight,6,1,265.0,4,low,F,7,1644,1
623,C,Ship,3,4,253.0,3,low,M,6,3788,1
