발전기명,일자,설비용량,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
d,2021-10-28,290.814,0.2,0.918,1.078,0.9510000000000001,0.454,0.156,0.108,18.084,79.667,162.042,192.101,230.52599999999998,233.922,200.426,184.865,143.648,53.429,9.174000000000001,3.679,8.007,5.555000000000001,5.713,2.202,0.27999999999999997
a,2021-10-29,309.614,0.19,1.01,1.08,1.03,0.56,0.24,0.09,14.05,58.61,111.05,129.47,162.86,161.56,145.75,117.95,97.68,48.47,7.63,3.64,6.03,7.08,4.65,2.2,0.3
b,2021-10-29,313.014,0.208,1.006,1.0090000000000001,1.004,0.517,0.216,0.08499999999999999,14.179,58.842,121.866,137.752,159.752,156.106,158.667,118.447,89.41000000000001,45.986,7.476,3.669,5.79,7.19,4.333,2.3400000000000003,0.311
c,2021-10-29,297.614,0.184,0.934,1.0610000000000002,1.032,0.507,0.22299999999999998,0.09,14.513,60.574,111.094,118.119,163.52300000000002,151.315,132.048,111.12400000000001,90.072,50.025999999999996,8.07,3.818,5.823,7.68,4.752000000000001,2.121,0.289
d,2021-10-29,290.814,0.202,0.92,1.1440000000000001,1.1320000000000001,0.6070000000000001,0.251,0.092,15.248000000000001,54.62,121.182,123.098,172.66400000000002,154.241,148.014,121.211,96.48100000000001,49.421,7.86,3.31,5.772,6.896,4.519,2.301,0.319
a,2021-10-30,309.614,0.19,1.01,1.08,1.0,0.2,0.05,0.03,9.85,46.05,92.09,124.29,98.64,76.03,54.69,39.23,27.13,10.59,5.93,2.78,4.18,2.2,0.31,0.15,0.0
b,2021-10-30,313.014,0.20600000000000002,1.077,1.036,1.025,0.22,0.053000000000000005,0.028999999999999998,8.905999999999999,47.038999999999994,84.15100000000001,117.60300000000001,106.731,74.252,54.754999999999995,42.83,26.205,10.039,6.379,2.8459999999999996,4.4879999999999995,2.2790000000000004,0.327,0.16499999999999998,0.0
c,2021-10-30,297.614,0.184,1.093,1.0270000000000001,0.958,0.20900000000000002,0.05,0.027999999999999997,10.134,43.410999999999994,88.00500000000001,113.50500000000001,103.28,79.488,56.751999999999995,36.171,26.215999999999998,9.938,6.0009999999999994,2.707,3.8499999999999996,2.1220000000000003,0.303,0.143,0.0
d,2021-10-30,290.814,0.184,1.08,1.0790000000000002,0.923,0.197,0.049,0.027999999999999997,9.652,45.229,98.07900000000001,132.452,92.376,78.078,52.184,37.381,29.406,10.752,5.763,2.759,4.095,2.0620000000000003,0.33,0.146,0.0
a,2021-10-31,309.614,0.0,0.82,0.61,0.21,0.02,0.02,0.06,16.77,83.41,146.48,180.37,201.68,206.52,192.5,161.38,102.07,44.16,6.74,3.67,7.69,7.56,4.93,1.47,0.3
b,2021-10-31,313.014,0.0,0.7549999999999999,0.581,0.19599999999999998,0.021,0.02,0.057999999999999996,18.25,77.04299999999999,157.89399999999998,165.948,198.83,198.42600000000002,208.857,152.69899999999998,108.84899999999999,40.116,6.562,3.943,8.145,7.387,4.644,1.337,0.299
c,2021-10-31,297.614,0.0,0.746,0.585,0.19599999999999998,0.022,0.02,0.064,17.419999999999998,75.232,154.92999999999998,189.442,209.10500000000002,218.596,211.334,155.951,92.86999999999999,45.681,6.206,3.67,7.210000000000001,7.3549999999999995,5.06,1.537,0.314
d,2021-10-31,290.814,0.0,0.838,0.653,0.20299999999999999,0.019,0.018000000000000002,0.065,16.648,81.746,159.946,192.353,209.357,209.87400000000002,181.883,167.432,100.136,45.586999999999996,6.424,3.492,6.930000000000001,8.283999999999999,4.729,1.4949999999999999,0.293
a,2021-11-01,313.437,0.19,1.01,1.08,1.02,0.55,0.24,0.04,11.77,39.08,79.48,124.18,168.23,171.1,174.18,148.0,97.85,39.54,6.38,3.68,7.68,7.53,4.5,1.15,0.23
b,2021-11-01,329.837,0.181,0.994,1.1660000000000001,1.12,0.51,0.217,0.039,11.879999999999999,38.568,84.428,125.76,177.332,180.795,179.475,152.151,91.042,40.443,5.865,3.9730000000000003,6.987,7.019,4.803,1.043,0.248
c,2021-11-01,315.837,0.188,1.002,1.06,1.118,0.513,0.263,0.038,12.105,39.766,71.703,135.187,162.81199999999998,185.12099999999998,165.62900000000002,160.223,92.66,38.024,6.107,3.321,7.0249999999999995,7.607,4.248,1.238,0.249
d,2021-11-01,299.437,0.18,0.911,1.161,1.002,0.507,0.22399999999999998,0.04,11.821,39.414,84.125,133.615,154.581,174.51399999999998,161.86700000000002,137.054,90.889,43.211,6.825,4.034,7.442,7.566,4.206,1.129,0.223
a,2021-11-02,313.437,0.19,1.01,1.08,1.03,0.44,0.05,0.04,15.56,66.19,127.96,162.12,169.55,163.45,162.99,141.24,104.1,37.18,6.61,3.68,7.63,7.52,3.61,0.87,0.23
b,2021-11-02,329.837,0.192,1.076,1.016,0.993,0.467,0.054000000000000006,0.038,14.094000000000001,64.139,139.575,163.747,181.734,158.368,174.17600000000002,154.392,100.878,38.475,6.686,3.7840000000000003,7.305,7.351999999999999,3.339,0.937,0.222
c,2021-11-02,315.837,0.194,1.019,1.01,1.102,0.456,0.048,0.038,14.801,66.496,126.077,163.483,184.065,163.706,153.383,140.79500000000002,95.77799999999999,39.724,6.369000000000001,3.415,7.154,7.31,3.4619999999999997,0.847,0.231
d,2021-11-02,299.437,0.176,0.946,1.084,1.125,0.468,0.055,0.04,14.112,64.01899999999999,115.262,159.808,173.774,163.28199999999998,160.863,128.464,94.589,39.001,6.537,3.797,7.673,7.622999999999999,3.508,0.846,0.23900000000000002
a,2021-11-03,313.437,0.19,1.0,1.08,1.05,0.48,0.06,0.06,14.3,65.07,124.13,161.76,194.9,205.47,192.19,160.06,111.65,45.37,6.12,3.72,7.74,7.6,4.95,1.49,0.29
b,2021-11-03,329.837,0.187,0.973,1.1360000000000001,1.153,0.44899999999999995,0.057999999999999996,0.057999999999999996,14.118,62.69499999999999,135.409,162.19199999999998,209.722,223.894,188.381,158.561,101.504,48.155,6.4430000000000005,3.3640000000000003,7.859,8.222,5.38,1.421,0.26999999999999996
c,2021-11-03,315.837,0.173,0.906,1.07,1.1300000000000001,0.438,0.054,0.063,13.005,61.12799999999999,125.913,169.62199999999999,189.46,210.236,201.835,171.209,106.30900000000001,44.852,6.257,3.9930000000000003,8.465,8.17,4.88,1.536,0.314
d,2021-11-03,299.437,0.174,1.041,0.9900000000000001,1.1500000000000001,0.45499999999999996,0.055,0.063,15.726,64.731,131.194,148.27599999999998,179.86,199.156,191.926,175.179,112.66000000000001,47.013999999999996,6.1690000000000005,3.922,7.493,7.348,5.207,1.626,0.307
a,2021-11-04,313.437,0.19,1.01,1.08,1.03,0.55,0.24,0.04,11.0,51.49,103.08,134.8,167.58,183.2,182.17,156.64,113.75,45.24,5.56,3.72,7.61,7.56,4.15,1.29,0.23
b,2021-11-04,329.837,0.197,1.07,1.112,1.0070000000000001,0.519,0.239,0.037,11.831,47.335,101.988,124.43400000000001,170.894,190.219,198.414,144.17499999999998,105.681,40.928000000000004,5.848999999999999,3.5,7.422000000000001,7.593,4.515000000000001,1.325,0.23800000000000002
c,2021-11-04,315.837,0.188,1.016,1.02,1.004,0.5920000000000001,0.24,0.04,11.695,52.056000000000004,100.115,139.27900000000002,160.649,178.56099999999998,194.94,142.19899999999998,107.896,48.741,5.420999999999999,3.6940000000000004,7.732,8.195,4.083,1.233,0.216
d,2021-11-04,299.437,0.208,1.006,1.123,0.97,0.5910000000000001,0.22499999999999998,0.036000000000000004,12.091,46.498000000000005,94.341,123.79200000000002,161.275,189.20499999999998,171.44,169.22099999999998,118.093,45.133,5.305,3.6620000000000004,7.581,7.516,4.182,1.254,0.226
a,2021-11-05,313.437,0.19,0.99,1.08,1.03,0.53,0.19,0.03,11.12,59.95,101.44,104.55,69.4,63.37,63.75,49.52,17.78,8.31,3.58,3.01,4.17,2.14,0.33,0.1,0.0
b,2021-11-05,329.837,0.188,1.0,0.9850000000000001,1.004,0.502,0.197,0.031,10.328999999999999,63.413000000000004,93.707,97.282,64.763,66.428,66.916,50.856,17.619,7.7940000000000005,3.261,2.9229999999999996,4.416,2.028,0.318,0.099,0.0
c,2021-11-05,315.837,0.192,0.951,1.01,0.9630000000000001,0.541,0.18,0.027999999999999997,11.491999999999999,62.871,100.033,96.0,64.24000000000001,63.907999999999994,66.793,46.147000000000006,18.882,7.714,3.289,3.2369999999999997,4.493,2.0380000000000003,0.35000000000000003,0.101,0.0
d,2021-11-05,299.437,0.176,1.02,1.0170000000000001,1.129,0.496,0.196,0.027,10.710999999999999,57.696000000000005,106.62899999999999,100.291,73.613,64.381,67.13,50.652,18.772000000000002,7.6850000000000005,3.819,3.258,3.9699999999999998,2.209,0.33,0.10700000000000001,0.0
a,2021-11-06,313.437,0.0,0.82,0.66,0.29,0.04,0.02,0.01,3.07,16.47,23.51,48.39,49.29,69.89,74.55,45.82,55.6,23.62,3.91,2.42,3.61,2.51,0.5,0.27,0.2
b,2021-11-06,329.837,0.0,0.847,0.645,0.295,0.036000000000000004,0.022,0.01,2.925,15.863999999999999,24.503,48.275,50.238,66.806,67.13499999999999,46.895,50.11,23.87,3.577,2.3529999999999998,3.403,2.5949999999999998,0.538,0.277,0.193
c,2021-11-06,315.837,0.0,0.879,0.646,0.317,0.042,0.02,0.009000000000000001,3.3339999999999996,17.497999999999998,24.411,46.254,47.193,76.851,75.085,46.816,52.779,23.990000000000002,3.63,2.4499999999999997,3.4459999999999997,2.3379999999999996,0.477,0.264,0.185
d,2021-11-06,299.437,0.0,0.813,0.629,0.26899999999999996,0.043000000000000003,0.02,0.009000000000000001,3.109,16.093999999999998,24.664,47.84,52.042,73.609,70.33,42.537,60.142,22.404,3.7190000000000003,2.4979999999999998,3.917,2.6889999999999996,0.529,0.276,0.21500000000000002
a,2021-11-07,313.437,0.18,0.93,0.58,0.45,0.09,0.04,0.01,11.4,63.55,115.71,146.52,151.73,149.33,156.38,125.77,75.68,30.15,4.72,3.72,7.44,7.23,3.78,0.69,0.23
b,2021-11-07,329.837,0.193,1.014,0.626,0.445,0.08399999999999999,0.036000000000000004,0.011,11.534,67.785,114.64099999999999,135.57000000000002,142.958,149.857,146.44,123.595,80.07100000000001,32.323,5.061,4.025,7.957000000000001,7.904000000000001,3.476,0.721,0.245
c,2021-11-07,315.837,0.184,0.9600000000000001,0.571,0.435,0.091,0.043000000000000003,0.01,10.745000000000001,61.361,112.003,148.143,147.70499999999998,141.109,158.095,132.04,76.61500000000001,32.327,4.944999999999999,3.785,6.7860000000000005,6.713,3.593,0.6449999999999999,0.20900000000000002
d,2021-11-07,299.437,0.16799999999999998,0.9830000000000001,0.5459999999999999,0.421,0.097,0.042,0.01,11.986,69.615,126.65799999999999,146.58200000000002,161.12099999999998,141.406,152.071,118.38199999999999,73.03,30.102999999999998,5.129,3.923,8.137,6.865,3.6399999999999997,0.689,0.21200000000000002
a,2021-11-08,313.437,0.19,1.01,1.07,0.88,0.34,0.04,0.01,0.48,2.73,10.18,17.61,11.03,26.43,77.77,77.75,56.3,18.61,3.47,0.97,1.45,0.29,0.02,0.0,0.0
b,2021-11-08,329.837,0.197,1.047,1.121,0.845,0.30700000000000005,0.041,0.011,0.526,2.46,9.353,18.628999999999998,11.641,27.662,78.054,72.315,60.37,20.178,3.2870000000000004,0.947,1.391,0.26299999999999996,0.021,0.0,0.0
c,2021-11-08,315.837,0.191,1.042,1.076,0.959,0.338,0.04,0.01,0.45199999999999996,2.906,9.676,19.024,10.237,27.733,85.36699999999999,70.794,54.397,18.241,3.4690000000000003,0.993,1.462,0.303,0.02,0.0,0.0
d,2021-11-08,299.437,0.173,1.047,1.036,0.953,0.33,0.04,0.01,0.483,2.731,9.184,17.268,11.495999999999999,28.491,84.563,79.51,61.665,17.415,3.232,0.9039999999999999,1.517,0.27499999999999997,0.021,0.0,0.0
a,2021-11-09,313.437,0.0,0.48,0.08,0.0,0.0,0.0,0.01,0.7,10.33,65.0,97.14,123.97,91.97,57.47,53.92,49.27,18.93,4.04,3.18,3.97,2.2,0.36,0.05,0.0
b,2021-11-09,329.837,0.0,0.504,0.083,0.0,0.0,0.0,0.01,0.637,9.641,61.507,97.31700000000001,121.281,94.344,53.028,54.02,45.366,20.506999999999998,4.245,3.45,4.049,1.983,0.366,0.052000000000000005,0.0
c,2021-11-09,315.837,0.0,0.509,0.08700000000000001,0.0,0.0,0.0,0.011,0.749,9.398,68.104,92.619,124.908,89.831,55.007,55.13,52.621,17.285,3.782,3.035,4.227,2.0940000000000003,0.379,0.048,0.0
d,2021-11-09,299.437,0.0,0.487,0.084,0.0,0.0,0.0,0.01,0.754,9.911,64.361,105.415,135.602,100.157,59.043,51.973,45.256,19.241,4.2540000000000004,3.137,3.814,2.172,0.354,0.052000000000000005,0.0
a,2021-11-10,313.437,0.0,0.82,0.63,0.03,0.02,0.0,0.01,1.81,18.85,55.63,94.32,58.5,40.17,41.19,47.51,50.35,9.66,3.22,2.15,2.63,0.21,0.05,0.0,0.0
b,2021-11-10,329.837,0.0,0.835,0.648,0.028999999999999998,0.018000000000000002,0.0,0.01,1.808,20.331000000000003,53.607,85.36399999999999,55.13,43.495000000000005,37.399,43.666,52.533,8.906,3.16,2.296,2.768,0.216,0.053000000000000005,0.0,0.0
c,2021-11-10,315.837,0.0,0.754,0.676,0.032,0.019,0.0,0.01,1.915,17.557000000000002,54.975,96.895,57.728,37.684000000000005,42.178,45.721,48.571,9.215,3.31,1.9549999999999998,2.658,0.208,0.046,0.0,0.0
d,2021-11-10,299.437,0.0,0.885,0.639,0.031,0.021,0.0,0.009000000000000001,1.854,17.004,50.471000000000004,88.538,54.438,37.506,41.611,45.799,54.136,10.575,3.0410000000000004,2.267,2.423,0.209,0.046,0.0,0.0
a,2021-11-11,313.437,0.0,0.81,0.18,0.0,0.0,0.0,0.0,4.34,30.64,77.31,118.21,103.09,132.02,131.88,110.7,46.61,29.53,4.37,3.71,7.48,4.75,1.48,0.45,0.19
b,2021-11-11,329.837,0.0,0.8280000000000001,0.193,0.0,0.0,0.0,0.0,4.211,29.383,74.256,111.10799999999999,93.196,120.51700000000001,124.06899999999999,118.76,50.117,27.668,4.1,3.631,7.466,4.811,1.444,0.47600000000000003,0.187
c,2021-11-11,315.837,0.0,0.7290000000000001,0.188,0.0,0.0,0.0,0.0,4.0409999999999995,27.735,69.712,127.48899999999999,103.894,123.90200000000002,124.276,108.173,44.67,27.951,4.51,3.767,6.8260000000000005,4.899,1.4,0.41400000000000003,0.188
d,2021-11-11,299.437,0.0,0.8190000000000001,0.173,0.0,0.0,0.0,0.0,4.608,29.754,82.84700000000001,126.541,93.087,125.36300000000001,140.60399999999998,119.321,47.911,29.6,4.682,3.863,8.0,4.851,1.533,0.421,0.178
a,2021-11-12,313.437,0.18,1.01,0.92,0.61,0.07,0.02,0.0,5.05,37.92,63.83,107.82,98.84,138.67,152.71,111.11,39.19,10.49,2.77,3.73,7.17,5.55,2.56,0.6,0.19
b,2021-11-12,329.837,0.189,0.921,0.9480000000000001,0.606,0.068,0.019,0.0,4.601,36.805,64.963,99.05,90.531,132.57999999999998,155.334,100.717,40.452,11.2,3.012,3.671,7.454,5.145,2.783,0.5449999999999999,0.188
c,2021-11-12,315.837,0.16999999999999998,1.104,0.911,0.5589999999999999,0.068,0.02,0.0,5.362,39.864000000000004,59.714,114.41999999999999,106.35900000000001,126.62499999999999,145.473,121.31,38.019999999999996,10.621,3.009,3.538,7.715,5.96,2.452,0.5459999999999999,0.20600000000000002
d,2021-11-12,299.437,0.178,1.091,0.8420000000000001,0.605,0.07700000000000001,0.021,0.0,5.287,41.591,62.227,105.615,106.43900000000001,143.39,146.42000000000002,118.512,37.559,9.738,2.802,3.7439999999999998,7.185,5.2749999999999995,2.495,0.627,0.195
a,2021-11-13,313.437,0.18,1.01,1.08,0.72,0.09,0.05,0.0,9.43,63.19,136.84,164.55,155.21,165.78,140.54,81.74,55.85,22.65,5.27,3.72,7.46,7.04,3.36,0.64,0.04
b,2021-11-13,329.837,0.187,0.971,1.108,0.655,0.094,0.045000000000000005,0.0,10.039,63.044,147.95600000000002,148.17100000000002,150.431,156.23,129.5,85.616,59.497,22.238,4.842,3.519,6.917,6.886,3.0629999999999997,0.629,0.037
c,2021-11-13,315.837,0.184,0.915,1.157,0.734,0.086,0.054000000000000006,0.0,9.353,64.071,148.627,152.8,140.36100000000002,158.472,141.208,84.804,57.735,22.775,5.7589999999999995,3.5210000000000004,7.425,6.869,3.3569999999999998,0.581,0.037
d,2021-11-13,299.437,0.176,1.008,0.9940000000000001,0.752,0.098,0.051000000000000004,0.0,9.353,57.098,141.014,170.744,163.489,161.177,150.73499999999999,83.64099999999999,50.752,23.244999999999997,5.143999999999999,3.9610000000000003,6.876,6.376,3.206,0.651,0.04
a,2021-11-14,313.437,0.0,0.81,0.89,0.79,0.25,0.05,0.02,7.77,54.83,121.51,161.68,186.28,192.05,182.09,149.33,92.69,30.97,4.45,3.71,7.62,7.51,4.56,1.21,0.13
b,2021-11-14,329.837,0.0,0.8620000000000001,0.899,0.741,0.23399999999999999,0.051000000000000004,0.019,8.443,55.811,127.629,159.315,175.50300000000001,200.31400000000002,183.761,142.967,87.133,31.491,4.668,3.799,7.073,7.395,4.927,1.28,0.134
c,2021-11-14,315.837,0.0,0.8460000000000001,0.809,0.8520000000000001,0.229,0.051000000000000004,0.019,8.029,58.445,114.49000000000001,167.28400000000002,184.159,187.561,173.382,150.60600000000002,96.777,29.069,4.449,3.378,7.541,7.973,4.7139999999999995,1.264,0.12100000000000001
d,2021-11-14,299.437,0.0,0.8700000000000001,0.874,0.7210000000000001,0.245,0.05,0.019,7.646,49.423,130.59900000000002,149.199,172.29500000000002,181.74300000000002,186.605,148.768,91.039,33.766,4.332,3.36,8.113,7.9559999999999995,4.782,1.156,0.126
a,2021-11-15,313.437,0.09,0.9,0.97,0.85,0.35,0.05,0.02,7.99,59.08,124.31,156.59,178.91,185.83,173.11,137.23,83.76,29.74,4.17,3.72,7.63,7.51,3.86,2.08,0.15
b,2021-11-15,329.837,0.08299999999999999,0.871,0.9259999999999999,0.7809999999999999,0.372,0.051000000000000004,0.019,8.242,55.306999999999995,123.712,169.356,171.588,193.162,171.83300000000003,138.023,76.188,27.249,4.069,3.353,7.34,7.8389999999999995,4.1259999999999994,2.216,0.13599999999999998
c,2021-11-15,315.837,0.081,0.867,0.976,0.9299999999999999,0.35,0.05,0.021,7.736000000000001,54.925,114.818,168.638,183.80599999999998,185.828,169.292,146.06699999999998,79.614,27.284999999999997,4.203,4.086,8.341,7.117,4.083,1.967,0.13999999999999999
d,2021-11-15,299.437,0.086,0.929,0.974,0.9099999999999999,0.354,0.048,0.02,8.749,64.106,132.225,166.37,171.535,193.452,179.39100000000002,129.89399999999998,87.399,26.793999999999997,4.245,3.8920000000000003,6.907,7.168,4.1819999999999995,1.968,0.154
a,2021-11-16,313.437,0.08,0.9,0.97,0.88,0.35,0.05,0.02,7.56,24.68,84.29,117.34,101.41,79.0,61.05,52.12,39.99,22.72,5.32,3.47,3.42,3.49,1.83,0.62,0.0
b,2021-11-16,329.837,0.073,0.9450000000000001,0.994,0.888,0.351,0.052000000000000005,0.022,7.372999999999999,23.475,81.012,110.10900000000001,92.723,86.05,59.632999999999996,48.114999999999995,39.392,22.467,5.047000000000001,3.733,3.351,3.451,1.78,0.645,0.0
c,2021-11-16,315.837,0.081,0.891,0.996,0.944,0.364,0.05,0.022,7.387,25.611,85.19600000000001,127.081,104.591,73.975,65.307,48.846999999999994,42.141000000000005,22.314,5.579000000000001,3.765,3.518,3.216,1.719,0.677,0.0
d,2021-11-16,299.437,0.077,0.839,0.898,0.842,0.33999999999999997,0.054000000000000006,0.02,7.537,23.796,86.46900000000001,121.25200000000001,98.508,72.125,64.649,48.552,42.2,22.955,5.014,3.7830000000000004,3.553,3.204,1.762,0.558,0.0
a,2021-11-17,313.437,0.0,0.81,0.75,0.42,0.09,0.04,0.0,7.78,54.36,122.8,166.62,190.88,194.75,171.99,126.3,74.06,25.51,3.65,3.72,7.62,7.51,3.74,2.02,0.13
b,2021-11-17,329.837,0.0,0.7490000000000001,0.81,0.407,0.088,0.039,0.0,8.478,51.893,124.983,159.393,182.251,191.062,179.79500000000002,122.65299999999999,75.02,23.817,3.7159999999999997,3.946,7.878,8.174,3.866,2.038,0.133
c,2021-11-17,315.837,0.0,0.7340000000000001,0.731,0.413,0.095,0.043000000000000003,0.0,7.631,52.664,119.249,157.31,180.787,200.928,158.80100000000002,122.75399999999999,69.919,24.216,3.75,3.444,7.47,7.949,3.8390000000000004,1.924,0.131
d,2021-11-17,299.437,0.0,0.78,0.775,0.428,0.08499999999999999,0.041,0.0,8.038,52.634,128.563,160.381,191.785,186.704,180.79000000000002,122.122,67.289,24.013,3.362,3.64,6.966,7.997999999999999,3.3800000000000003,2.046,0.131
a,2021-11-18,313.437,0.08,0.84,0.9,0.81,0.41,0.05,0.02,7.37,52.19,117.39,159.09,182.18,187.67,177.59,145.49,91.72,30.81,4.16,3.72,7.61,7.51,3.94,2.08,0.15
b,2021-11-18,329.837,0.079,0.895,0.924,0.8250000000000001,0.424,0.047,0.019,6.808,52.001,126.664,155.232,191.47400000000002,193.095,161.931,145.251,86.085,30.546999999999997,4.332,4.008,7.173,7.696,3.877,2.079,0.155
c,2021-11-18,315.837,0.085,0.897,0.906,0.873,0.413,0.053000000000000005,0.02,7.109,47.391999999999996,116.758,169.607,179.889,194.83399999999997,179.675,135.773,84.332,28.471,4.376,3.3640000000000003,7.899,7.244,3.597,2.007,0.13999999999999999
d,2021-11-18,299.437,0.08600000000000001,0.882,0.894,0.7410000000000001,0.39099999999999996,0.05,0.021,7.591,48.708,118.474,147.399,184.18800000000002,199.368,188.622,150.77700000000002,95.701,29.98,3.797,3.825,8.192,8.197,3.763,2.051,0.163
a,2021-11-19,313.437,0.08,0.9,0.97,0.88,0.44,0.13,0.02,6.63,58.73,129.88,171.06,191.77,197.93,190.49,161.53,106.15,34.2,4.0,3.72,7.64,6.11,5.49,2.32,0.19
b,2021-11-19,329.837,0.082,0.9500000000000001,1.051,0.956,0.45,0.127,0.019,6.41,64.184,129.384,167.065,176.15900000000002,200.404,195.667,148.844,113.69300000000001,31.657000000000004,3.712,3.3600000000000003,7.132,5.73,5.720000000000001,2.1879999999999997,0.196
c,2021-11-19,315.837,0.084,0.8300000000000001,0.99,0.8109999999999999,0.46900000000000003,0.131,0.022,6.146,62.645999999999994,139.165,173.173,196.151,202.632,201.03300000000002,176.737,106.16900000000001,33.757000000000005,3.963,3.9640000000000004,8.219,6.684,5.329000000000001,2.235,0.193
d,2021-11-19,299.437,0.076,0.8190000000000001,0.9249999999999999,0.886,0.431,0.127,0.019,7.12,56.903,130.965,185.906,174.995,185.294,208.51500000000001,158.895,116.399,33.21,3.94,3.875,7.811999999999999,6.4,5.103,2.4819999999999998,0.201
a,2021-11-20,313.437,0.08,0.91,0.97,0.88,0.42,0.13,0.02,5.8,50.96,114.34,150.27,177.99,182.9,160.62,133.83,85.4,28.68,3.86,3.72,7.53,7.49,4.31,1.17,0.13
b,2021-11-20,329.837,0.08700000000000001,0.88,0.877,0.915,0.41,0.128,0.019,5.851,50.267,114.97800000000001,138.65200000000002,181.071,167.56900000000002,169.936,139.217,79.00500000000001,26.225,3.961,3.9800000000000004,7.883,7.869,3.9819999999999998,1.0719999999999998,0.125
c,2021-11-20,315.837,0.084,0.87,0.9159999999999999,0.926,0.444,0.131,0.02,5.902,49.395,108.604,157.42700000000002,175.358,198.62800000000001,176.019,139.24,78.292,29.347,3.904,3.859,8.247,6.956,3.9599999999999995,1.1909999999999998,0.135
d,2021-11-20,299.437,0.075,0.855,0.9199999999999999,0.895,0.433,0.125,0.02,5.2829999999999995,55.152,103.839,138.94500000000002,173.472,193.735,172.27700000000002,127.30700000000002,89.384,30.684,3.4979999999999998,3.5490000000000004,6.875,7.441,4.185,1.228,0.123
a,2021-11-21,313.437,0.09,0.9,0.97,0.88,0.4,0.14,0.02,3.53,23.82,29.24,66.31,58.28,56.97,52.45,45.01,19.44,18.33,3.25,3.34,4.07,1.27,0.19,0.08,0.01
b,2021-11-21,329.837,0.09,0.919,0.9249999999999999,0.803,0.42200000000000004,0.139,0.022,3.4459999999999997,25.418,30.541999999999998,60.64,55.293,51.342999999999996,56.022000000000006,43.649,20.311,17.523,3.372,3.439,4.457000000000001,1.328,0.18,0.078,0.01
c,2021-11-21,315.837,0.092,0.98,0.888,0.824,0.378,0.127,0.021,3.2849999999999997,23.177,28.709,64.342,63.104,52.565,49.04600000000001,42.812999999999995,19.388,19.215999999999998,3.009,3.38,4.268000000000001,1.17,0.203,0.078,0.01
d,2021-11-21,299.437,0.081,0.8340000000000001,0.982,0.94,0.378,0.128,0.019,3.428,22.452,27.663999999999998,61.862,54.625,52.685,51.080000000000005,41.479,19.869,19.973999999999997,3.555,3.264,3.9810000000000003,1.343,0.189,0.085,0.01
a,2021-11-22,313.437,0.0,0.82,0.51,0.12,0.02,0.0,0.0,0.58,18.16,69.92,97.67,85.04,81.96,102.74,60.48,30.58,7.66,2.63,3.43,4.42,1.51,0.27,0.0,0.0
b,2021-11-22,329.837,0.0,0.8039999999999999,0.466,0.11399999999999999,0.019,0.0,0.0,0.5279999999999999,16.783,67.398,97.709,87.319,89.806,112.441,59.744,29.369,7.87,2.407,3.718,4.816,1.369,0.28700000000000003,0.0,0.0
c,2021-11-22,315.837,0.0,0.837,0.47200000000000003,0.111,0.019,0.0,0.0,0.5489999999999999,18.583,71.991,98.629,88.119,79.82199999999999,108.642,58.57299999999999,31.959999999999997,7.074,2.867,3.5450000000000004,4.1419999999999995,1.504,0.259,0.0,0.0
d,2021-11-22,299.437,0.0,0.7819999999999999,0.537,0.125,0.019,0.0,0.0,0.5329999999999999,19.503,67.742,94.33800000000001,79.183,74.83399999999999,94.268,65.445,33.033,7.065,2.69,3.1790000000000003,4.057,1.647,0.257,0.0,0.0
a,2021-11-23,313.437,0.0,0.76,0.45,0.0,0.02,0.0,0.0,1.62,17.11,42.11,63.85,63.95,70.44,74.62,54.08,38.26,9.45,2.26,0.82,3.0,0.92,0.09,0.0,0.0
b,2021-11-23,329.837,0.0,0.8140000000000001,0.432,0.0,0.018000000000000002,0.0,0.0,1.53,18.499,46.181,59.079,67.081,68.009,68.922,56.004999999999995,34.488,8.988,2.191,0.7619999999999999,3.039,0.936,0.097,0.0,0.0
c,2021-11-23,315.837,0.0,0.761,0.448,0.0,0.021,0.0,0.0,1.653,16.83,43.662,68.871,59.264,66.419,75.069,58.669,34.528,8.817,2.468,0.9009999999999999,2.83,0.982,0.087,0.0,0.0
d,2021-11-23,299.437,0.0,0.698,0.492,0.0,0.021,0.0,0.0,1.7320000000000002,18.269,45.314,65.386,65.926,65.883,79.671,49.722,41.086,9.043,2.456,0.861,3.122,0.912,0.095,0.0,0.0
a,2021-11-24,313.437,0.0,0.59,0.27,0.0,0.01,0.0,0.0,2.63,20.19,82.02,132.87,153.02,154.15,139.43,118.2,77.24,26.17,3.36,3.41,7.3,5.06,2.95,0.5,0.02
b,2021-11-24,329.837,0.0,0.578,0.28900000000000003,0.0,0.01,0.0,0.0,2.8659999999999997,20.505000000000003,81.856,143.175,163.127,151.725,129.756,129.219,72.82,23.852,3.546,3.172,6.723,5.430999999999999,2.9010000000000002,0.514,0.019
c,2021-11-24,315.837,0.0,0.629,0.24300000000000002,0.0,0.009000000000000001,0.0,0.0,2.671,21.913,89.828,142.853,158.466,169.261,125.769,119.381,69.74199999999999,23.711000000000002,3.4819999999999998,3.359,7.248,5.561999999999999,2.962,0.483,0.019
