ID,motion_0,motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,motion_7,motion_8,motion_9,motion_10,motion_11,motion_12,motion_13,motion_14,motion_15,motion_16,motion_17,motion_18,motion_19,motion_20,motion_21,motion_22,motion_23,motion_24,motion_25,motion_26,motion_27,motion_28,motion_29,motion_30,motion_31,motion_32,motion_33,motion_34,motion_35,motion_36,motion_37,motion_38,motion_39,motion_40,motion_41,motion_42,motion_43,motion_44,motion_45,motion_46,motion_47,motion_48,motion_49,motion_50,motion_51,motion_52,motion_53,motion_54,motion_55,motion_56,motion_57,motion_58,motion_59,motion_60,motion_61,motion_62,motion_63
3023,-14.0,-4.0,-1.0,-2.0,9.0,21.0,-2.0,1.0,-17.0,2.0,1.0,-3.0,2.0,-8.0,0.0,2.0,17.0,-2.0,-4.0,-6.0,-12.0,-9.0,-4.0,3.0,-10.0,1.0,0.0,-2.0,35.0,27.0,-3.0,-13.0,5.0,2.0,3.0,3.0,-31.0,-24.0,-1.0,-5.0,-7.0,-4.0,2.0,5.0,20.0,-6.0,-1.0,4.0,-11.0,-4.0,-1.0,0.0,7.0,33.0,-1.0,-8.0,-8.0,-1.0,-2.0,-4.0,-30.0,-14.0,0.0,0.0
3024,1.0,2.0,1.0,0.0,-39.0,-15.0,-4.0,-5.0,6.0,1.0,2.0,6.0,7.0,-19.0,3.0,3.0,-25.0,-6.0,0.0,0.0,0.0,9.0,1.0,-11.0,-7.0,0.0,-2.0,-3.0,20.0,19.0,1.0,8.0,25.0,1.0,-2.0,-2.0,0.0,-1.0,-3.0,-2.0,10.0,0.0,0.0,-1.0,-16.0,-15.0,0.0,14.0,-14.0,1.0,-2.0,0.0,-8.0,4.0,-2.0,-6.0,8.0,0.0,0.0,3.0,12.0,8.0,-1.0,0.0
3025,-11.0,-3.0,-1.0,-1.0,-16.0,-30.0,-4.0,0.0,-6.0,-2.0,-1.0,-1.0,-11.0,-5.0,-3.0,-2.0,24.0,4.0,2.0,1.0,30.0,-3.0,1.0,4.0,-9.0,-2.0,0.0,-6.0,-27.0,1.0,-2.0,-4.0,4.0,0.0,4.0,6.0,5.0,26.0,0.0,0.0,-2.0,-2.0,2.0,6.0,8.0,-15.0,-1.0,3.0,1.0,0.0,-2.0,1.0,-24.0,-20.0,-4.0,-2.0,11.0,1.0,-2.0,-2.0,22.0,2.0,-3.0,4.0
3027,-7.0,-3.0,1.0,3.0,15.0,12.0,0.0,0.0,-1.0,2.0,-1.0,-2.0,-20.0,-8.0,0.0,3.0,-3.0,0.0,-2.0,-3.0,-10.0,-4.0,-1.0,-23.0,-10.0,-3.0,-3.0,-4.0,11.0,0.0,-5.0,-2.0,-1.0,-7.0,-5.0,-8.0,-14.0,39.0,-1.0,1.0,-2.0,3.0,8.0,9.0,-1.0,-13.0,0.0,-12.0,-6.0,2.0,1.0,1.0,-42.0,-53.0,-3.0,9.0,27.0,2.0,-4.0,-5.0,-4.0,2.0,-1.0,1.0
3028,20.0,-3.0,-6.0,-7.0,-4.0,-3.0,-46.0,-1.0,-20.0,3.0,5.0,14.0,-21.0,8.0,23.0,-19.0,15.0,2.0,-2.0,-1.0,28.0,0.0,8.0,15.0,27.0,3.0,2.0,3.0,6.0,4.0,27.0,11.0,-14.0,-3.0,-3.0,-1.0,-7.0,-19.0,-71.0,-3.0,-3.0,-2.0,0.0,9.0,9.0,3.0,32.0,-2.0,-15.0,-4.0,-1.0,0.0,3.0,9.0,-14.0,-2.0,-5.0,-1.0,-5.0,-13.0,-5.0,0.0,-86.0,-25.0
3029,-15.0,-3.0,-1.0,0.0,1.0,22.0,2.0,-1.0,-14.0,-2.0,-3.0,-2.0,-19.0,-5.0,0.0,-3.0,8.0,0.0,0.0,3.0,-10.0,-21.0,0.0,3.0,12.0,-5.0,-5.0,-6.0,36.0,66.0,1.0,-4.0,-6.0,4.0,1.0,2.0,-31.0,-79.0,-3.0,4.0,-7.0,3.0,0.0,0.0,-11.0,-20.0,-1.0,-3.0,9.0,-2.0,0.0,1.0,6.0,16.0,0.0,-3.0,-7.0,4.0,-2.0,-1.0,-4.0,-9.0,-1.0,-3.0
3030,40.0,9.0,4.0,2.0,-3.0,-16.0,3.0,1.0,8.0,1.0,-1.0,-7.0,-24.0,-3.0,-3.0,-9.0,-5.0,1.0,-3.0,-4.0,16.0,-7.0,2.0,5.0,-6.0,1.0,-3.0,-5.0,45.0,24.0,-1.0,-14.0,-17.0,-11.0,-1.0,2.0,-14.0,0.0,-1.0,9.0,-4.0,2.0,3.0,0.0,-13.0,-15.0,2.0,1.0,-4.0,-2.0,-1.0,-1.0,-3.0,3.0,-4.0,-13.0,2.0,-4.0,-2.0,-1.0,-2.0,-9.0,-3.0,-4.0
3032,21.0,10.0,4.0,5.0,20.0,10.0,4.0,7.0,37.0,7.0,-4.0,-7.0,-18.0,4.0,0.0,7.0,16.0,-2.0,-1.0,-2.0,5.0,-18.0,-3.0,8.0,-15.0,1.0,0.0,0.0,16.0,0.0,-1.0,-10.0,-21.0,-5.0,0.0,-1.0,1.0,-9.0,0.0,-2.0,-12.0,0.0,2.0,-3.0,-29.0,-4.0,1.0,-1.0,5.0,-4.0,0.0,7.0,16.0,-15.0,-2.0,-5.0,-6.0,-8.0,-7.0,-6.0,23.0,16.0,2.0,3.0
3033,-5.0,-4.0,-1.0,6.0,0.0,41.0,15.0,6.0,1.0,-2.0,-1.0,-6.0,-4.0,-24.0,-23.0,-7.0,-1.0,11.0,4.0,5.0,-16.0,13.0,4.0,6.0,-35.0,-7.0,4.0,10.0,3.0,-12.0,-25.0,-9.0,2.0,19.0,-14.0,-9.0,-10.0,-23.0,-90.0,-23.0,-5.0,-32.0,4.0,-5.0,-14.0,-17.0,62.0,12.0,7.0,4.0,-4.0,-7.0,30.0,5.0,-12.0,-22.0,-11.0,16.0,7.0,-3.0,-23.0,-3.0,-11.0,38.0
3035,5.0,3.0,1.0,-4.0,-5.0,-16.0,-3.0,-2.0,29.0,5.0,-3.0,-3.0,-9.0,6.0,2.0,7.0,2.0,4.0,4.0,7.0,22.0,-18.0,-1.0,-4.0,-22.0,-6.0,2.0,4.0,-5.0,3.0,-2.0,-3.0,-10.0,-1.0,0.0,-1.0,-17.0,-5.0,-5.0,-3.0,-4.0,5.0,1.0,-2.0,-15.0,-19.0,-1.0,-12.0,-17.0,-15.0,-4.0,-5.0,19.0,30.0,-2.0,-11.0,15.0,1.0,-2.0,-2.0,25.0,14.0,2.0,0.0
3036,-11.0,-4.0,-3.0,-4.0,2.0,-8.0,2.0,7.0,5.0,1.0,3.0,0.0,-5.0,4.0,-3.0,-2.0,3.0,-3.0,-5.0,-7.0,0.0,7.0,-1.0,2.0,3.0,0.0,-1.0,-1.0,1.0,10.0,1.0,-7.0,3.0,1.0,0.0,0.0,-19.0,-30.0,-6.0,7.0,-15.0,-5.0,-7.0,3.0,11.0,37.0,4.0,-10.0,7.0,2.0,3.0,2.0,-20.0,-20.0,-11.0,2.0,1.0,2.0,2.0,4.0,-23.0,-43.0,-3.0,-1.0
3037,-8.0,-3.0,0.0,-1.0,-1.0,-8.0,-64.0,-48.0,10.0,-4.0,-6.0,-7.0,12.0,29.0,105.0,40.0,-7.0,1.0,2.0,4.0,-3.0,-6.0,-36.0,-9.0,0.0,1.0,1.0,-2.0,-4.0,16.0,50.0,0.0,3.0,1.0,3.0,1.0,-3.0,1.0,-11.0,-9.0,0.0,3.0,4.0,8.0,-11.0,-6.0,-34.0,-9.0,-3.0,-4.0,-6.0,-9.0,10.0,-12.0,-38.0,0.0,1.0,-1.0,-2.0,3.0,0.0,-1.0,39.0,-3.0
3038,1.0,3.0,3.0,-3.0,-12.0,1.0,-3.0,-13.0,-1.0,-8.0,1.0,22.0,-9.0,-4.0,-18.0,-1.0,-1.0,1.0,-6.0,-33.0,37.0,1.0,4.0,19.0,-1.0,1.0,-3.0,-1.0,-17.0,2.0,-13.0,-6.0,1.0,-2.0,0.0,-3.0,-1.0,7.0,48.0,11.0,-1.0,2.0,-1.0,-2.0,1.0,-1.0,-11.0,-5.0,-2.0,-5.0,1.0,7.0,-13.0,-4.0,-2.0,-11.0,-3.0,0.0,1.0,-2.0,6.0,-2.0,-30.0,-4.0
3039,-3.0,-2.0,-3.0,-4.0,19.0,9.0,-1.0,1.0,7.0,3.0,1.0,0.0,-47.0,-27.0,-1.0,-1.0,-6.0,-4.0,0.0,-2.0,4.0,2.0,-2.0,-1.0,-20.0,-1.0,-1.0,2.0,-23.0,-20.0,-4.0,-2.0,35.0,-1.0,-3.0,-3.0,-2.0,3.0,2.0,10.0,6.0,4.0,-1.0,-3.0,38.0,18.0,5.0,2.0,19.0,2.0,0.0,2.0,10.0,10.0,3.0,4.0,-8.0,-2.0,0.0,-1.0,-36.0,-12.0,-2.0,-3.0
3040,4.0,-1.0,-2.0,-6.0,21.0,15.0,-2.0,6.0,1.0,-2.0,-3.0,2.0,20.0,40.0,-2.0,-16.0,-18.0,-7.0,-7.0,-5.0,21.0,22.0,2.0,2.0,11.0,1.0,-2.0,2.0,-1.0,-17.0,1.0,-3.0,2.0,3.0,1.0,2.0,28.0,-1.0,0.0,1.0,-7.0,-2.0,1.0,-2.0,-11.0,8.0,-1.0,-3.0,10.0,0.0,-1.0,-4.0,12.0,5.0,0.0,-8.0,7.0,3.0,3.0,0.0,-22.0,7.0,-1.0,-6.0
3041,-3.0,-2.0,-2.0,-3.0,2.0,9.0,26.0,1.0,17.0,1.0,0.0,-5.0,-9.0,-9.0,-8.0,6.0,-17.0,-3.0,1.0,3.0,1.0,-1.0,30.0,13.0,-42.0,1.0,7.0,11.0,-8.0,-13.0,-102.0,-54.0,3.0,-4.0,-4.0,-5.0,35.0,-4.0,55.0,49.0,87.0,3.0,-6.0,-4.0,-12.0,24.0,-14.0,0.0,-13.0,2.0,6.0,16.0,10.0,17.0,44.0,10.0,-13.0,0.0,-1.0,-13.0,-21.0,-6.0,11.0,4.0
3042,13.0,2.0,5.0,6.0,-5.0,-8.0,-2.0,3.0,-8.0,-4.0,1.0,0.0,1.0,2.0,-1.0,-5.0,1.0,0.0,0.0,1.0,3.0,-8.0,0.0,-4.0,10.0,4.0,1.0,2.0,-12.0,-22.0,1.0,11.0,-3.0,-3.0,-6.0,-5.0,17.0,20.0,-2.0,-1.0,-4.0,-3.0,-3.0,-6.0,0.0,1.0,-6.0,-5.0,-17.0,-2.0,1.0,5.0,-20.0,-15.0,4.0,3.0,40.0,3.0,-1.0,-2.0,0.0,8.0,-2.0,-6.0
3043,-9.0,3.0,-2.0,-2.0,33.0,40.0,-1.0,-4.0,39.0,2.0,5.0,2.0,-53.0,-33.0,-1.0,7.0,-8.0,2.0,0.0,1.0,48.0,30.0,3.0,4.0,4.0,6.0,4.0,4.0,-28.0,-17.0,-1.0,10.0,22.0,-5.0,-3.0,-5.0,2.0,-25.0,0.0,0.0,13.0,4.0,0.0,2.0,19.0,18.0,2.0,2.0,-2.0,-3.0,1.0,0.0,-2.0,-7.0,-5.0,-5.0,-13.0,-3.0,-1.0,-2.0,14.0,20.0,-3.0,-21.0
3045,-20.0,-3.0,-2.0,1.0,7.0,-12.0,-91.0,-34.0,13.0,3.0,3.0,-1.0,-3.0,5.0,127.0,21.0,14.0,-5.0,-8.0,-12.0,3.0,6.0,-67.0,-31.0,-25.0,-4.0,-3.0,3.0,-13.0,7.0,-6.0,9.0,5.0,-1.0,0.0,-4.0,15.0,19.0,113.0,39.0,2.0,-2.0,3.0,7.0,1.0,-6.0,-79.0,-9.0,-7.0,0.0,-1.0,0.0,-7.0,11.0,51.0,-7.0,-10.0,-3.0,-3.0,-6.0,-2.0,-12.0,-44.0,-15.0
3046,-20.0,-13.0,-6.0,-19.0,-18.0,-32.0,46.0,27.0,4.0,-8.0,-11.0,-8.0,-3.0,34.0,-94.0,-75.0,-11.0,9.0,5.0,-10.0,-13.0,-36.0,82.0,26.0,3.0,14.0,-2.0,3.0,30.0,61.0,42.0,10.0,-52.0,-24.0,-1.0,25.0,-11.0,3.0,-83.0,-18.0,63.0,3.0,6.0,-10.0,11.0,-20.0,-59.0,-23.0,36.0,-1.0,-7.0,-17.0,-2.0,3.0,-94.0,-10.0,-6.0,1.0,-4.0,-11.0,-17.0,-2.0,-15.0,34.0
3047,-1.0,1.0,-1.0,10.0,12.0,-7.0,-34.0,-2.0,1.0,2.0,-1.0,-4.0,-1.0,-3.0,51.0,-4.0,-5.0,-1.0,-1.0,-6.0,-6.0,1.0,11.0,7.0,5.0,5.0,1.0,-4.0,8.0,5.0,-5.0,-5.0,-3.0,3.0,3.0,7.0,6.0,-2.0,-16.0,-1.0,10.0,-1.0,1.0,7.0,-14.0,-2.0,-24.0,-3.0,-8.0,-4.0,-1.0,-5.0,21.0,2.0,0.0,-10.0,-4.0,-6.0,-5.0,-3.0,-14.0,0.0,37.0,14.0
3048,-7.0,-4.0,-4.0,-12.0,-2.0,-6.0,-63.0,-40.0,-11.0,-3.0,-2.0,-8.0,-13.0,7.0,63.0,2.0,7.0,1.0,1.0,1.0,-9.0,5.0,-13.0,13.0,-23.0,-2.0,-1.0,5.0,10.0,0.0,45.0,5.0,21.0,5.0,3.0,12.0,11.0,-3.0,-22.0,4.0,19.0,-1.0,-3.0,-14.0,-13.0,-2.0,4.0,12.0,-6.0,-1.0,-1.0,0.0,19.0,-3.0,-34.0,-19.0,-36.0,-7.0,-6.0,-4.0,-24.0,3.0,7.0,12.0
3049,57.0,-1.0,3.0,14.0,-4.0,25.0,78.0,16.0,-26.0,0.0,-10.0,-32.0,4.0,-27.0,-63.0,-16.0,-2.0,5.0,-1.0,-8.0,1.0,22.0,98.0,17.0,-10.0,2.0,7.0,9.0,3.0,13.0,-25.0,-2.0,-30.0,-5.0,-5.0,-2.0,-8.0,-6.0,-13.0,3.0,51.0,-1.0,-2.0,1.0,5.0,-5.0,-128.0,-13.0,-39.0,-2.0,3.0,12.0,5.0,-1.0,49.0,-26.0,27.0,-1.0,-4.0,-10.0,19.0,26.0,53.0,31.0
3050,-5.0,0.0,3.0,9.0,-6.0,4.0,-11.0,-17.0,-3.0,1.0,1.0,-4.0,-4.0,2.0,-8.0,8.0,-5.0,-1.0,2.0,1.0,13.0,-12.0,1.0,7.0,9.0,2.0,2.0,5.0,-2.0,10.0,-1.0,-6.0,-37.0,2.0,-1.0,-10.0,-17.0,-30.0,-128.0,-56.0,30.0,-3.0,-4.0,2.0,-7.0,-11.0,89.0,54.0,14.0,2.0,1.0,6.0,6.0,29.0,75.0,12.0,0.0,-1.0,1.0,4.0,8.0,1.0,-44.0,-17.0
3051,-2.0,-6.0,-2.0,2.0,-16.0,3.0,-1.0,-1.0,-18.0,0.0,-1.0,0.0,-2.0,-14.0,0.0,-4.0,6.0,-2.0,-3.0,-3.0,18.0,36.0,0.0,1.0,13.0,-1.0,-3.0,-4.0,5.0,0.0,-2.0,6.0,-2.0,0.0,3.0,4.0,-44.0,-16.0,-2.0,-4.0,-17.0,-5.0,-3.0,1.0,15.0,18.0,0.0,-7.0,-4.0,-3.0,0.0,0.0,-56.0,-47.0,-1.0,9.0,-4.0,1.0,-4.0,-8.0,16.0,29.0,1.0,-5.0
3052,-15.0,4.0,-1.0,-3.0,5.0,-9.0,-2.0,6.0,54.0,4.0,0.0,-5.0,-39.0,-34.0,-1.0,6.0,-19.0,-4.0,-6.0,-6.0,18.0,36.0,1.0,-1.0,20.0,4.0,1.0,6.0,-12.0,-21.0,-1.0,3.0,-25.0,-5.0,0.0,-1.0,-3.0,-5.0,-3.0,-16.0,-9.0,0.0,3.0,2.0,-3.0,-2.0,-2.0,-6.0,10.0,-3.0,-2.0,-3.0,10.0,12.0,-2.0,-1.0,-12.0,-7.0,0.0,-1.0,10.0,10.0,4.0,-2.0
3053,-14.0,-7.0,-6.0,3.0,6.0,8.0,-26.0,-18.0,4.0,1.0,-8.0,4.0,-5.0,-7.0,4.0,4.0,-7.0,12.0,2.0,8.0,8.0,-9.0,-41.0,0.0,15.0,12.0,17.0,-2.0,1.0,-3.0,23.0,-1.0,-7.0,-16.0,-5.0,-5.0,9.0,3.0,2.0,-22.0,4.0,6.0,-1.0,-1.0,-8.0,-12.0,-8.0,11.0,-8.0,7.0,0.0,0.0,2.0,5.0,24.0,22.0,2.0,-3.0,-5.0,9.0,-3.0,-38.0,1.0,-18.0
3054,5.0,0.0,1.0,5.0,-25.0,-17.0,-1.0,2.0,-5.0,0.0,0.0,0.0,3.0,-16.0,0.0,-4.0,0.0,-7.0,-3.0,-4.0,10.0,-11.0,-1.0,-1.0,-29.0,-5.0,-1.0,2.0,9.0,4.0,1.0,-2.0,60.0,10.0,-2.0,-4.0,3.0,3.0,1.0,6.0,6.0,-1.0,0.0,-1.0,-16.0,24.0,0.0,1.0,-9.0,-4.0,1.0,5.0,56.0,26.0,5.0,1.0,-9.0,-2.0,4.0,5.0,-21.0,-36.0,-4.0,-12.0
3055,-7.0,-1.0,-2.0,-6.0,10.0,-14.0,9.0,-2.0,-24.0,-21.0,3.0,-19.0,-13.0,-32.0,-41.0,-6.0,-9.0,21.0,4.0,6.0,-9.0,-20.0,15.0,7.0,16.0,6.0,3.0,11.0,12.0,2.0,51.0,15.0,-10.0,-3.0,-6.0,-8.0,9.0,-29.0,-43.0,-19.0,-31.0,-12.0,-4.0,1.0,-18.0,29.0,36.0,6.0,14.0,4.0,-2.0,-15.0,13.0,-3.0,-123.0,23.0,2.0,17.0,11.0,4.0,-12.0,23.0,113.0,41.0
3056,33.0,22.0,34.0,-2.0,24.0,41.0,127.0,99.0,-68.0,-21.0,-11.0,5.0,-4.0,-7.0,-112.0,-62.0,66.0,0.0,5.0,-8.0,-19.0,-42.0,72.0,58.0,20.0,8.0,0.0,1.0,1.0,3.0,-12.0,9.0,-21.0,-5.0,-9.0,-4.0,-1.0,-6.0,-53.0,-24.0,-39.0,-10.0,-3.0,10.0,-40.0,-83.0,-46.0,-92.0,34.0,24.0,7.0,-16.0,53.0,74.0,37.0,41.0,-11.0,-2.0,4.0,7.0,21.0,44.0,-102.0,-44.0
3057,2.0,23.0,9.0,-1.0,-4.0,2.0,-14.0,4.0,-72.0,-12.0,2.0,3.0,6.0,23.0,23.0,3.0,40.0,-17.0,-4.0,5.0,16.0,15.0,15.0,-1.0,-17.0,-14.0,-5.0,-5.0,-21.0,-8.0,-34.0,-4.0,22.0,1.0,-4.0,1.0,7.0,-12.0,18.0,-3.0,-20.0,4.0,-4.0,-12.0,-21.0,-4.0,-48.0,-3.0,-10.0,13.0,6.0,7.0,-12.0,-12.0,11.0,3.0,1.0,-1.0,-5.0,-4.0,38.0,-10.0,8.0,-9.0
3059,8.0,-2.0,-2.0,-1.0,-3.0,-2.0,-3.0,-2.0,-11.0,-2.0,-1.0,0.0,22.0,37.0,1.0,-2.0,-13.0,-4.0,-1.0,-4.0,-4.0,-12.0,-1.0,1.0,-6.0,0.0,0.0,3.0,-5.0,-6.0,0.0,-6.0,4.0,1.0,3.0,4.0,-5.0,-19.0,2.0,13.0,4.0,-2.0,-3.0,-4.0,27.0,20.0,1.0,0.0,0.0,0.0,2.0,2.0,-31.0,-20.0,-1.0,1.0,-2.0,-3.0,-5.0,-5.0,0.0,9.0,-3.0,-8.0
3060,-85.0,1.0,-6.0,-8.0,-33.0,-70.0,-73.0,-102.0,79.0,-15.0,0.0,6.0,18.0,66.0,104.0,70.0,-7.0,7.0,10.0,4.0,39.0,55.0,-74.0,-19.0,-28.0,-4.0,-1.0,4.0,-36.0,-43.0,-128.0,-13.0,15.0,-1.0,7.0,11.0,8.0,22.0,50.0,-35.0,-30.0,0.0,-8.0,-4.0,-13.0,-56.0,12.0,2.0,7.0,11.0,10.0,0.0,32.0,52.0,98.0,59.0,21.0,-10.0,-4.0,1.0,16.0,44.0,-95.0,12.0
3061,7.0,2.0,0.0,-2.0,4.0,9.0,0.0,4.0,4.0,-3.0,-4.0,-5.0,10.0,-4.0,-2.0,1.0,-10.0,-2.0,-1.0,4.0,-20.0,-9.0,2.0,-4.0,-8.0,-2.0,2.0,4.0,5.0,-21.0,1.0,3.0,-7.0,5.0,-2.0,-4.0,-8.0,-1.0,-1.0,-3.0,2.0,-5.0,-2.0,-6.0,14.0,20.0,-2.0,-1.0,-16.0,1.0,-1.0,-2.0,5.0,15.0,2.0,-1.0,26.0,2.0,0.0,-2.0,-24.0,5.0,-2.0,3.0
3062,-16.0,-2.0,-11.0,-13.0,37.0,8.0,4.0,6.0,32.0,10.0,7.0,11.0,-96.0,-73.0,2.0,10.0,-8.0,3.0,4.0,-2.0,-29.0,-44.0,0.0,2.0,7.0,2.0,-2.0,-1.0,22.0,-2.0,-1.0,4.0,-20.0,-3.0,4.0,2.0,-8.0,9.0,-7.0,-11.0,-14.0,-5.0,-3.0,-6.0,21.0,20.0,-1.0,-7.0,6.0,-5.0,-8.0,-7.0,71.0,80.0,1.0,-3.0,0.0,2.0,6.0,5.0,-85.0,-72.0,-2.0,4.0
3066,-6.0,3.0,-2.0,-1.0,3.0,12.0,0.0,-1.0,22.0,0.0,-5.0,-3.0,39.0,4.0,-4.0,2.0,0.0,-1.0,1.0,2.0,-41.0,-17.0,-1.0,0.0,1.0,-2.0,-1.0,2.0,6.0,-7.0,0.0,2.0,-21.0,-3.0,0.0,0.0,-14.0,-19.0,-1.0,-9.0,7.0,1.0,0.0,-2.0,-1.0,5.0,0.0,4.0,-1.0,0.0,0.0,-2.0,24.0,38.0,1.0,-4.0,-4.0,1.0,0.0,-3.0,-28.0,-16.0,-1.0,0.0
3067,0.0,-2.0,-1.0,8.0,45.0,32.0,3.0,12.0,0.0,3.0,5.0,4.0,-30.0,-62.0,-11.0,-9.0,-10.0,-7.0,-3.0,-5.0,-52.0,-35.0,-2.0,9.0,-21.0,-3.0,-5.0,-5.0,14.0,14.0,0.0,-11.0,41.0,2.0,-7.0,-8.0,25.0,27.0,2.0,-1.0,-16.0,1.0,3.0,1.0,-7.0,13.0,5.0,6.0,13.0,-3.0,-6.0,-8.0,47.0,38.0,-1.0,-10.0,-10.0,7.0,5.0,9.0,-35.0,-41.0,-6.0,-2.0
3068,-18.0,-29.0,-14.0,2.0,-8.0,-22.0,12.0,-13.0,-11.0,3.0,-5.0,-4.0,12.0,7.0,43.0,15.0,31.0,-2.0,14.0,5.0,4.0,12.0,-9.0,15.0,-37.0,0.0,-2.0,-10.0,2.0,20.0,33.0,-8.0,59.0,2.0,1.0,1.0,-6.0,-12.0,-44.0,-6.0,-8.0,-1.0,1.0,4.0,-1.0,-4.0,-45.0,0.0,-36.0,-1.0,-5.0,-2.0,4.0,-27.0,-28.0,-1.0,29.0,-10.0,-6.0,5.0,-6.0,8.0,58.0,-2.0
3070,4.0,-2.0,-2.0,-3.0,-12.0,-14.0,-1.0,-7.0,-18.0,-3.0,-4.0,-2.0,10.0,30.0,0.0,-14.0,2.0,-1.0,-1.0,1.0,-3.0,-19.0,-5.0,-4.0,-9.0,-6.0,-9.0,-6.0,74.0,63.0,-2.0,-1.0,15.0,7.0,4.0,6.0,-30.0,-26.0,3.0,9.0,-5.0,-7.0,1.0,-2.0,-3.0,-3.0,1.0,5.0,-17.0,-4.0,-5.0,-4.0,13.0,34.0,-2.0,-18.0,13.0,2.0,2.0,1.0,0.0,1.0,-4.0,-1.0
3072,-9.0,-2.0,-1.0,0.0,1.0,4.0,27.0,11.0,11.0,1.0,-3.0,-9.0,4.0,-6.0,-10.0,-3.0,-9.0,-4.0,-1.0,-1.0,-7.0,7.0,6.0,8.0,-2.0,-2.0,-2.0,-3.0,0.0,-4.0,7.0,-2.0,3.0,0.0,3.0,8.0,0.0,-3.0,-10.0,-14.0,7.0,0.0,-2.0,-9.0,2.0,3.0,2.0,8.0,-10.0,0.0,-3.0,-4.0,-8.0,4.0,8.0,1.0,13.0,5.0,9.0,39.0,-6.0,-14.0,-30.0,4.0
3074,-2.0,2.0,7.0,5.0,-39.0,-47.0,7.0,3.0,-4.0,-6.0,-7.0,-9.0,27.0,24.0,-1.0,-1.0,2.0,3.0,2.0,3.0,-30.0,-23.0,-2.0,2.0,3.0,-3.0,0.0,4.0,-22.0,-23.0,-7.0,-7.0,8.0,1.0,3.0,3.0,-1.0,3.0,2.0,1.0,-10.0,-4.0,-4.0,-5.0,9.0,8.0,-1.0,-8.0,3.0,-4.0,-3.0,-6.0,40.0,36.0,-2.0,1.0,-5.0,-1.0,2.0,3.0,-47.0,-12.0,-5.0,-2.0
3077,22.0,1.0,4.0,3.0,-8.0,-6.0,0.0,11.0,-7.0,4.0,-2.0,2.0,3.0,-26.0,-1.0,1.0,53.0,7.0,-2.0,-5.0,-15.0,3.0,-1.0,6.0,3.0,-2.0,0.0,2.0,1.0,-16.0,1.0,10.0,-12.0,0.0,-1.0,0.0,17.0,17.0,1.0,-13.0,10.0,3.0,4.0,5.0,-9.0,-30.0,1.0,-5.0,-11.0,-7.0,-3.0,-1.0,-1.0,-3.0,-7.0,-3.0,-9.0,-2.0,-4.0,-2.0,8.0,42.0,2.0,-7.0
3078,13.0,2.0,-1.0,-1.0,17.0,1.0,1.0,-1.0,-5.0,0.0,-1.0,-2.0,-18.0,-9.0,-1.0,0.0,-6.0,-5.0,0.0,-2.0,5.0,-8.0,-1.0,4.0,-2.0,2.0,-2.0,-6.0,-4.0,22.0,0.0,-9.0,4.0,0.0,1.0,-1.0,-26.0,-28.0,-3.0,2.0,5.0,-1.0,-3.0,-4.0,-3.0,-10.0,-2.0,10.0,12.0,2.0,-2.0,-2.0,3.0,12.0,1.0,0.0,-12.0,-2.0,-2.0,0.0,12.0,28.0,0.0,-6.0
3079,-4.0,-17.0,4.0,13.0,23.0,-11.0,-36.0,10.0,11.0,-14.0,1.0,18.0,-8.0,-6.0,45.0,8.0,-2.0,51.0,0.0,-34.0,20.0,24.0,14.0,42.0,10.0,-42.0,-27.0,-14.0,-7.0,4.0,31.0,2.0,-15.0,12.0,9.0,36.0,3.0,-2.0,34.0,3.0,-38.0,-22.0,2.0,-18.0,-5.0,-2.0,-42.0,-15.0,68.0,7.0,6.0,13.0,-11.0,1.0,-12.0,-4.0,-53.0,15.0,3.0,7.0,-9.0,-24.0,-30.0,-23.0
3082,-5.0,-1.0,-6.0,-3.0,9.0,-2.0,-10.0,2.0,2.0,-2.0,-1.0,-4.0,0.0,16.0,-27.0,0.0,-7.0,-1.0,-4.0,-9.0,-11.0,-16.0,16.0,3.0,17.0,0.0,4.0,8.0,11.0,25.0,-19.0,2.0,-13.0,-7.0,-3.0,-14.0,-10.0,3.0,-59.0,-11.0,-3.0,5.0,-1.0,9.0,17.0,6.0,70.0,15.0,5.0,-1.0,1.0,7.0,8.0,2.0,31.0,24.0,-4.0,0.0,2.0,1.0,-4.0,-7.0,-42.0,-33.0
3083,-23.0,0.0,5.0,9.0,0.0,5.0,-42.0,-11.0,-9.0,-4.0,-1.0,-4.0,-1.0,-17.0,-63.0,9.0,6.0,6.0,4.0,4.0,-4.0,2.0,107.0,-4.0,-1.0,-2.0,-4.0,-7.0,0.0,10.0,-39.0,-5.0,-26.0,-1.0,-5.0,-1.0,-1.0,3.0,40.0,20.0,-21.0,-3.0,-2.0,0.0,1.0,-5.0,-52.0,-40.0,-2.0,0.0,-2.0,4.0,-13.0,-3.0,46.0,34.0,6.0,3.0,1.0,-7.0,15.0,-5.0,-53.0,6.0
