ID,model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize
2386, Tucson,2017,Semi-Auto,30335,Diesel,150,57.6,1.7
2387, I10,2017,Manual,22128,Petrol,145,60.1,1.0
2388, I40,2016,Semi-Auto,31339,Diesel,125,56.5,1.7
2390, I10,2019,Manual,1075,Petrol,145,60.1,1.0
2391, I30,2015,Manual,57541,Diesel,0,78.4,1.6
2394, Tucson,2019,Manual,10193,Petrol,145,34.9,1.6
2396, IX35,2015,Manual,46000,Diesel,145,53.3,1.7
2397, I800,2016,Automatic,48039,Diesel,325,33.6,2.5
2398, Kona,2018,Manual,5801,Petrol,145,52.3,1.0
2399, Tucson,2017,Manual,20018,Diesel,30,61.4,1.7
2400, I40,2013,Manual,83898,Diesel,30,65.7,1.7
2401, Kona,2018,Manual,9711,Petrol,150,44.1,1.0
2402, Tucson,2016,Manual,31604,Petrol,165,44.8,1.6
2403, Santa Fe,2019,Semi-Auto,6209,Diesel,145,39.2,2.2
2405, IX35,2014,Manual,35000,Diesel,150,53.3,1.7
2406, Kona,2020,Automatic,2064,Hybrid,135,52.3,1.6
2408, I10,2017,Semi-Auto,12000,Petrol,150,47.9,1.2
2409, IX20,2016,Manual,2542,Petrol,125,50.4,1.4
2410, Ioniq,2017,Automatic,13789,Hybrid,135,78.5,1.6
2411, I10,2017,Manual,16755,Petrol,20,60.1,1.0
2414, I30,2015,Manual,27584,Diesel,0,78.4,1.6
2416, I10,2018,Manual,32573,Petrol,150,57.7,1.2
2418, IX20,2015,Automatic,29000,Petrol,205,43.6,1.6
2419, I10,2013,Manual,42709,Petrol,20,61.4,1.2
2420, I30,2015,Manual,27706,Diesel,0,78.4,1.6
2421, Santa Fe,2019,Semi-Auto,5299,Diesel,145,39.8,2.2
2422, Tucson,2016,Automatic,34100,Diesel,200,47.1,2.0
2424, IX35,2012,Manual,28446,Petrol,200,41.5,1.6
2425, Ioniq,2019,Automatic,14687,Hybrid,135,78.5,1.6
2426, IX20,2016,Manual,28355,Petrol,125,50.4,1.4
2428, Tucson,2019,Semi-Auto,6934,Petrol,150,36.2,1.6
2429, Ioniq,2019,Automatic,8837,Hybrid,135,78.5,1.6
2430, Ioniq,2017,Automatic,18436,Hybrid,135,78.5,1.6
2431, I10,2016,Manual,24740,Petrol,20,60.1,1.0
2432, Tucson,2018,Manual,16346,Diesel,145,61.7,1.7
2433, Tucson,2018,Automatic,7022,Diesel,145,43.5,2.0
2434, Tucson,2019,Manual,100,Petrol,145,35.3,1.6
2435, I20,2014,Manual,43911,Petrol,30,57.6,1.2
2436, Tucson,2017,Manual,27563,Diesel,30,61.7,1.7
2438, I20,2016,Manual,34720,Petrol,30,55.4,1.2
2439, Tucson,2019,Manual,17441,Petrol,145,34.9,1.6
2440, I800,2016,Automatic,53000,Diesel,330,33.6,2.5
2441, Tucson,2017,Manual,15276,Diesel,200,47.9,2.0
2442, I20,2017,Manual,30314,Petrol,145,58.9,1.2
2443, I10,2019,Manual,4587,Petrol,145,49.6,1.0
2444, I20,2019,Manual,3084,Petrol,150,47.9,1.0
2445, I30,2019,Manual,3391,Petrol,145,34.0,2.0
2446, I10,2019,Manual,10914,Petrol,150,57.6,1.2
2447, I10,2018,Manual,11518,Petrol,150,60.1,1.0
2448, IX20,2016,Manual,21686,Petrol,125,50.4,1.4
2451, Ioniq,2018,Automatic,54876,Hybrid,140,78.5,1.6
2452, I30,2012,Automatic,29650,Petrol,205,41.5,1.6
2453, I20,2016,Manual,41607,Petrol,30,58.9,1.2
2454, Tucson,2019,Manual,15299,Petrol,150,35.3,1.6
2455, I20,2015,Manual,23001,Petrol,30,55.4,1.2
2456, I30,2015,Manual,20662,Petrol,145,48.7,1.4
2458, Tucson,2017,Manual,40262,Diesel,145,61.7,1.7
2459, Tucson,2020,Semi-Auto,1000,Hybrid,145,50.4,1.6
2460, Tucson,2016,Semi-Auto,25000,Diesel,125,57.6,1.7
2461, Santa Fe,2016,Automatic,51849,Diesel,235,42.2,2.2
2463, I30,2015,Manual,29980,Diesel,0,78.4,1.6
2465, Kona,2019,Automatic,5155,Hybrid,140,52.3,1.6
2466, Santa Fe,2017,Semi-Auto,28056,Diesel,240,42.8,2.2
2468, IX20,2014,Manual,42386,Diesel,30,64.2,1.6
2469, Tucson,2017,Manual,21999,Petrol,160,44.8,1.6
2472, Kona,2017,Manual,6206,Petrol,145,52.3,1.0
2473, Santa Fe,2016,Manual,19454,Diesel,200,47.1,2.2
2474, Tucson,2017,Manual,13298,Petrol,145,44.8,1.6
2475, I20,2018,Manual,32743,Petrol,145,58.9,1.2
2476, Tucson,2019,Manual,16373,Petrol,145,34.9,1.6
2477, I20,2017,Manual,35500,Petrol,145,62.8,1.0
2478, I20,2015,Manual,48072,Petrol,30,55.4,1.2
2479, I40,2018,Manual,33195,Diesel,145,65.7,1.7
2480, IX20,2016,Manual,8648,Petrol,125,50.4,1.4
2481, I30,2018,Manual,12721,Petrol,145,52.3,1.4
2482, Tucson,2016,Automatic,31485,Diesel,235,43.5,2.0
2483, Kona,2019,Manual,10,Petrol,145,44.1,1.0
2484, I10,2018,Manual,18135,Petrol,145,57.7,1.2
2485, I20,2017,Manual,21166,Petrol,20,62.8,1.0
2487, Tucson,2019,Semi-Auto,4367,Petrol,150,36.2,1.6
2488, I10,2015,Manual,57781,Petrol,30,57.6,1.2
2489, I40,2019,Manual,12000,Diesel,145,54.3,1.6
2490, I10,2019,Manual,2000,Petrol,145,49.6,1.0
2492, I20,2017,Manual,35934,Petrol,145,58.9,1.2
2493, Tucson,2017,Manual,27717,Diesel,150,61.7,1.7
2494, I10,2018,Manual,4000,Petrol,150,60.1,1.0
2495, I10,2014,Manual,8896,Petrol,20,60.1,1.0
2496, I40,2015,Manual,61599,Diesel,30,65.7,1.7
2498, Tucson,2019,Semi-Auto,10,Petrol,145,36.2,1.6
2499, I30,2017,Manual,32992,Diesel,145,74.3,1.6
2500, Tucson,2017,Manual,41617,Diesel,200,47.9,2.0
2503, Ioniq,2017,Automatic,36722,Hybrid,135,78.5,1.6
2504, I30,2015,Manual,64365,Diesel,0,78.4,1.6
2505, I30,2018,Manual,11651,Diesel,145,74.3,1.6
2506, Kona,2018,Manual,12834,Petrol,145,52.3,1.0
2507, Tucson,2016,Manual,18093,Diesel,30,61.7,1.7
2508, Kona,2019,Manual,879,Petrol,145,44.1,1.0
2509, Ioniq,2019,Automatic,7138,Hybrid,135,62.8,1.6
2511, Tucson,2017,Manual,16964,Diesel,145,61.4,1.7
2512, IX35,2014,Manual,94870,Diesel,145,53.3,1.7
2513, Tucson,2019,Manual,3961,Petrol,145,34.9,1.6
2515, I30,2019,Manual,498,Petrol,145,34.0,2.0
2516, Santa Fe,2015,Automatic,54000,Diesel,260,42.2,2.2
2517, Tucson,2018,Automatic,8700,Diesel,145,47.1,1.6
2519, I10,2014,Manual,12287,Petrol,30,57.6,1.2
2521, I40,2016,Manual,48687,Diesel,30,65.7,1.7
2522, Ioniq,2019,Automatic,4581,Hybrid,135,78.5,1.6
2523, I20,2015,Manual,16533,Petrol,30,55.4,1.2
2524, Santa Fe,2018,Automatic,12743,Diesel,145,39.2,2.2
2525, Tucson,2017,Manual,10172,Petrol,160,44.8,1.6
2526, I40,2017,Manual,26500,Diesel,150,65.7,1.7
2527, Ioniq,2020,Automatic,3000,Hybrid,135,62.8,1.6
2528, I10,2017,Manual,30370,Petrol,150,60.1,1.0
2529, Santa Fe,2018,Manual,20318,Diesel,145,47.1,2.2
2530, Tucson,2017,Manual,20607,Diesel,30,61.7,1.7
2531, Tucson,2017,Manual,32624,Diesel,30,61.7,1.7
2532, Tucson,2016,Manual,31022,Diesel,30,61.7,1.7
2533, Santa Fe,2014,Semi-Auto,69059,Diesel,260,41.5,2.2
2534, Tucson,2018,Manual,20566,Petrol,145,34.9,1.6
2535, I10,2017,Manual,53329,Petrol,30,57.6,1.2
2536, I800,2018,Automatic,32383,Diesel,145,28.0,2.5
2537, Tucson,2017,Manual,36147,Diesel,30,61.7,1.7
2539, I30,2017,Manual,32769,Diesel,145,74.3,1.6
2540, Tucson,2016,Manual,37877,Diesel,30,61.7,1.7
2541, I40,2016,Manual,39703,Diesel,20,67.3,1.7
2542, I10,2020,Semi-Auto,510,Petrol,145,52.3,1.2
2545, Tucson,2016,Manual,108000,Diesel,125,58.9,2.0
2546, I10,2019,Manual,3001,Petrol,145,60.1,1.0
2547, I800,2019,Manual,100,Diesel,145,31.7,2.5
2548, Tucson,2016,Manual,108000,Diesel,125,58.9,2.0
2549, I10,2018,Manual,24152,Petrol,145,60.1,1.0
2550, Tucson,2018,Semi-Auto,9292,Diesel,145,57.6,1.7
2551, I10,2016,Manual,8340,Petrol,20,60.1,1.0
2553, I10,2017,Manual,28500,Petrol,150,60.1,1.0
2554, Kona,2019,Manual,14000,Petrol,145,44.1,1.0
2555, IX20,2017,Automatic,19500,Petrol,160,43.5,1.6
2556, I20,2017,Manual,12245,Petrol,20,62.8,1.0
2557, Tucson,2017,Manual,30531,Diesel,30,61.7,1.7
2560, I800,2018,Automatic,35460,Diesel,145,28.0,2.5
2561, I30,2013,Manual,59382,Petrol,160,46.0,1.4
2562, Kona,2019,Semi-Auto,5328,Petrol,145,34.0,1.6
2563, I10,2017,Manual,32539,Petrol,20,60.1,1.0
2564, I20,2018,Manual,5000,Petrol,145,46.3,1.2
2567, I800,2018,Automatic,33138,Diesel,150,28.0,2.5
2569, Tucson,2016,Manual,25897,Diesel,30,61.7,1.7
2571, I30,2020,Manual,1045,Petrol,145,34.0,2.0
2572, I10,2017,Manual,27894,Petrol,145,60.1,1.0
2573, I10,2016,Manual,32005,Petrol,30,57.6,1.2
2574, Santa Fe,2016,Semi-Auto,48155,Diesel,235,42.2,2.2
2575, Tucson,2017,Manual,18295,Petrol,145,38.7,1.6
2576, I30,2015,Manual,26247,Diesel,0,78.4,1.6
2577, Tucson,2017,Manual,27191,Diesel,30,61.7,1.7
2579, Tucson,2017,Semi-Auto,23487,Diesel,125,57.6,1.7
2580, Tucson,2017,Manual,14752,Petrol,145,44.8,1.6
2581, Tucson,2019,Semi-Auto,3500,Diesel,145,47.1,1.6
2582, Tucson,2017,Manual,24263,Diesel,30,61.7,1.7
2583, Tucson,2017,Manual,33880,Diesel,150,61.7,1.7
2584, I10,2020,Manual,2000,Petrol,145,60.1,1.0
2585, Tucson,2017,Semi-Auto,38351,Diesel,125,57.6,1.7
2586, Ioniq,2018,Semi-Auto,9192,Hybrid,135,78.5,1.6
2587, Santa Fe,2019,Semi-Auto,6697,Diesel,150,39.2,2.2
2588, Tucson,2019,Manual,18241,Diesel,145,48.7,1.6
2589, I10,2017,Manual,28585,Petrol,145,60.1,1.0
2590, IX20,2016,Manual,38186,Diesel,30,64.2,1.6
2591, Tucson,2016,Manual,48233,Diesel,30,61.7,1.7
2592, I30,2018,Semi-Auto,13209,Diesel,150,68.9,1.6
2594, I20,2016,Manual,19947,Petrol,30,55.4,1.2
2595, Ioniq,2018,Automatic,60438,Hybrid,140,78.5,1.6
2596, Kona,2019,Manual,4346,Petrol,145,44.1,1.0
2598, Tucson,2016,Manual,32000,Petrol,160,44.8,1.6
2600, Tucson,2016,Manual,22665,Petrol,160,44.8,1.6
2601, Tucson,2018,Manual,29000,Petrol,145,44.8,1.6
2602, I10,2017,Manual,31801,Petrol,30,57.7,1.2
2605, I10,2016,Manual,33589,Petrol,20,60.1,1.0
2607, Tucson,2019,Semi-Auto,100,Petrol,145,36.2,1.6
2608, Tucson,2016,Semi-Auto,29143,Diesel,125,57.6,1.7
2609, I20,2014,Manual,46598,Petrol,30,57.6,1.2
2610, Santa Fe,2016,Semi-Auto,34812,Diesel,235,42.2,2.2
2611, I30,2014,Manual,107419,Diesel,0,76.3,1.6
2612, Tucson,2018,Automatic,35226,Diesel,145,47.1,2.0
2613, I10,2017,Manual,10500,Petrol,145,60.1,1.0
2614, IX20,2013,Manual,15566,Petrol,145,45.6,1.4
2615, I40,2017,Manual,39317,Diesel,145,67.3,1.7
2617, Tucson,2018,Manual,8708,Petrol,145,44.8,1.6
2618, Tucson,2018,Manual,15500,Petrol,150,44.8,1.6
2619, Tucson,2017,Manual,36000,Diesel,30,61.4,1.7
2621, I20,2018,Manual,17472,Petrol,145,55.4,1.2
2622, Tucson,2018,Manual,16662,Petrol,145,34.9,1.6
2623, IX20,2017,Manual,6380,Petrol,145,50.4,1.4
2624, Tucson,2017,Manual,15908,Diesel,145,61.7,1.7
2625, Tucson,2017,Manual,25751,Petrol,145,44.8,1.6
2626, I20,2017,Manual,17717,Petrol,145,55.4,1.2
2627, I30,2019,Manual,3000,Diesel,145,60.1,1.6
2630, I20,2017,Manual,21200,Petrol,150,58.9,1.2
2631, I10,2019,Manual,3000,Petrol,145,49.6,1.0
2632, Kona,2018,Manual,28433,Petrol,145,52.3,1.0
2634, Tucson,2017,Semi-Auto,19066,Diesel,150,57.6,1.7
2636, IX35,2015,Manual,47300,Diesel,145,53.3,1.7
2637, Tucson,2016,Manual,35329,Diesel,30,61.7,1.7
2638, I10,2016,Manual,58589,Petrol,30,57.6,1.2
2639, I800,2018,Manual,36815,Diesel,145,28.0,2.5
2640, Tucson,2017,Manual,49174,Petrol,145,44.8,1.6
2641, I10,2017,Semi-Auto,12536,Petrol,145,47.9,1.2
2642, I30,2017,Manual,20629,Diesel,150,74.3,1.6
2643, Ioniq,2018,Automatic,35934,Hybrid,135,78.5,1.6
2644, I10,2018,Manual,16203,Petrol,150,60.1,1.0
2645, Tucson,2017,Semi-Auto,11247,Diesel,125,57.6,1.7
2646, Ioniq,2018,Automatic,13474,Hybrid,135,78.5,1.6
2647, I20,2015,Manual,19935,Petrol,30,55.4,1.2
2649, I30,2018,Manual,16337,Diesel,150,74.3,1.6
2650, I10,2017,Manual,22305,Petrol,150,60.1,1.0
2651, Ioniq,2019,Automatic,8904,Hybrid,135,78.5,1.6
2652, I20,2018,Manual,22964,Petrol,145,46.3,1.2
2653, Tucson,2017,Manual,22371,Petrol,160,44.8,1.6
2654, I30,2019,Manual,3961,Petrol,145,41.5,1.4
2655, Tucson,2017,Manual,41846,Petrol,145,44.8,1.6
2656, Tucson,2015,Manual,20433,Diesel,30,61.7,1.7
2657, I10,2017,Manual,17677,Petrol,150,57.7,1.2
2658, Tucson,2018,Semi-Auto,16096,Petrol,145,36.2,1.6
2659, I40,2016,Manual,38572,Diesel,20,67.3,1.7
2660, Tucson,2017,Manual,7000,Diesel,145,61.4,1.7
2662, I10,2017,Manual,11791,Petrol,145,60.1,1.0
2663, Tucson,2016,Manual,30000,Petrol,160,44.8,1.6
2664, I20,2013,Manual,30252,Petrol,30,57.6,1.2
2665, I30,2008,Manual,138000,Diesel,125,57.6,1.6
2666, I20,2014,Manual,36642,Petrol,30,57.6,1.2
2668, I10,2017,Manual,22000,Petrol,145,60.1,1.0
2669, I30,2016,Semi-Auto,15850,Diesel,20,72.4,1.6
2671, Tucson,2016,Manual,14956,Diesel,145,54.3,2.0
2672, Tucson,2016,Automatic,26600,Diesel,200,47.1,2.0
2673, Tucson,2017,Manual,8256,Diesel,125,58.9,2.0
2674, I10,2016,Manual,15362,Petrol,20,60.1,1.0
2675, IX35,2013,Automatic,49180,Diesel,305,39.2,2.0
2676, I10,2015,Manual,25411,Petrol,30,57.6,1.2
2677, Tucson,2016,Manual,68773,Diesel,145,54.3,2.0
2678, Ioniq,2019,Automatic,2031,Hybrid,135,62.8,1.6
2679, Ioniq,2018,Automatic,16046,Hybrid,135,78.5,1.6
2680, Kona,2018,Manual,18984,Petrol,145,52.3,1.0
2681, I20,2016,Manual,17206,Petrol,30,58.9,1.0
2682, I10,2019,Manual,9586,Petrol,145,60.1,1.0
2683, Santa Fe,2017,Manual,26800,Diesel,145,47.1,2.2
2684, Tucson,2017,Manual,17820,Diesel,145,61.7,1.7
2685, Kona,2018,Manual,19888,Petrol,145,52.3,1.0
2686, Ioniq,2019,Automatic,7346,Hybrid,135,78.5,1.6
2687, I10,2018,Manual,17879,Petrol,145,60.1,1.0
2688, I10,2020,Manual,1000,Petrol,145,51.4,1.2
2690, Kona,2018,Manual,32157,Petrol,145,44.1,1.0
2691, I30,2018,Manual,24070,Petrol,145,57.7,1.0
2692, Kona,2019,Manual,12677,Petrol,145,44.1,1.0
2693, Tucson,2017,Manual,10128,Diesel,30,61.7,1.7
2694, I30,2014,Manual,46845,Diesel,0,74.3,1.6
2695, Kona,2018,Manual,19012,Petrol,145,44.1,1.0
2696, Ioniq,2018,Automatic,31627,Hybrid,135,78.5,1.6
2699, Tucson,2019,Automatic,14690,Diesel,145,47.1,1.6
2701, Tucson,2017,Manual,21025,Diesel,30,61.7,1.7
2702, I40,2019,Manual,20,Diesel,145,52.3,1.6
2704, Tucson,2016,Manual,45910,Diesel,200,47.9,2.0
2705, I800,2018,Automatic,34886,Diesel,145,28.0,2.5
2706, Tucson,2017,Manual,27815,Diesel,30,61.7,1.7
2707, Tucson,2016,Manual,21898,Diesel,30,61.7,1.7
2709, Kona,2017,Manual,15564,Petrol,145,52.3,1.0
2710, I10,2017,Manual,30010,Petrol,145,60.1,1.0
2711, I10,2016,Semi-Auto,20603,Petrol,150,47.9,1.2
2712, Kona,2018,Manual,30,Petrol,145,44.1,1.0
2713, Santa Fe,2017,Manual,30142,Diesel,200,47.1,2.2
2714, IX20,2017,Manual,5003,Petrol,125,50.4,1.4
2715, I30,2016,Manual,20710,Diesel,0,78.4,1.6
2716, I800,2019,Manual,16464,Diesel,150,31.7,2.5
2717, Tucson,2015,Manual,56525,Diesel,30,61.7,1.7
2718, Tucson,2019,Semi-Auto,2951,Hybrid,145,50.4,1.6
2719, I30,2014,Manual,46793,Diesel,0,76.3,1.6
2720, IX20,2014,Manual,37666,Diesel,30,64.2,1.6
2721, Tucson,2019,Manual,11695,Petrol,145,34.9,1.6
2722, I40,2015,Automatic,17200,Diesel,200,47.1,1.7
2726, Santa Fe,2019,Semi-Auto,9445,Diesel,150,39.2,2.2
2727, I20,2018,Manual,13546,Petrol,145,46.3,1.2
2729, Tucson,2018,Manual,9424,Petrol,150,34.9,1.6
2730, I10,2017,Manual,1650,Petrol,150,60.1,1.0
2731, Tucson,2017,Semi-Auto,18062,Diesel,145,57.6,1.7
2733, I10,2014,Manual,13000,Petrol,20,61.4,1.2
2734, IX20,2017,Automatic,22658,Petrol,145,43.5,1.6
2735, I20,2019,Manual,10876,Petrol,150,46.3,1.2
2736, I10,2018,Manual,4245,Petrol,145,60.1,1.0
2738, I10,2010,Manual,41000,Petrol,30,57.6,1.2
2740, Santa Fe,2014,Semi-Auto,46000,Diesel,265,41.5,2.2
2741, I30,2019,Manual,1247,Petrol,145,45.6,1.0
2742, Tucson,2019,Semi-Auto,4500,Petrol,145,36.2,1.6
2743, Tucson,2019,Manual,14461,Petrol,150,34.9,1.6
2744, I20,2017,Manual,24714,Petrol,150,58.9,1.2
2745, Tucson,2019,Manual,6013,Petrol,150,34.9,1.6
2746, I30,2018,Manual,16174,Diesel,145,74.3,1.6
2747, Tucson,2018,Manual,7573,Petrol,145,44.8,1.6
2748, I20,2014,Manual,13000,Petrol,30,57.6,1.2
2749, I20,2015,Manual,27130,Petrol,30,55.4,1.2
2750, Tucson,2018,Manual,18000,Petrol,145,44.8,1.6
2751, I20,2019,Manual,3300,Petrol,145,46.3,1.2
2752, I20,2017,Manual,32562,Petrol,145,55.4,1.2
2753, Tucson,2018,Manual,14160,Petrol,145,44.8,1.6
2755, Kona,2018,Manual,5913,Petrol,145,44.1,1.0
2756, I10,2017,Manual,20391,Petrol,20,60.1,1.0
2757, I10,2018,Manual,22524,Petrol,145,60.1,1.0
2758, Kona,2018,Manual,9133,Petrol,145,52.3,1.0
2759, I20,2020,Manual,1420,Petrol,145,46.3,1.2
2760, I10,2014,Automatic,8646,Petrol,160,45.6,0.0
2761, I30,2019,Manual,2451,Petrol,145,42.2,1.4
2762, I10,2016,Manual,30566,Petrol,20,60.1,1.0
2763, IX20,2017,Automatic,19825,Petrol,160,43.5,1.6
2764, Ioniq,2019,Automatic,3000,Hybrid,135,78.5,1.6
2765, I10,2017,Manual,3000,Petrol,145,60.1,1.0
2766, Getz,2003,Automatic,51000,Petrol,260,37.2,1.6
2767, Santa Fe,2006,Manual,71000,Petrol,555,28.8,2.4
2770, I800,2018,Manual,33173,Diesel,145,37.7,2.5
2771, I10,2017,Manual,10193,Petrol,145,60.1,1.0
2772, Ioniq,2019,Semi-Auto,10391,Hybrid,135,78.5,1.6
2775, Tucson,2017,Manual,22138,Diesel,145,61.7,1.7
2776, I10,2020,Manual,3000,Petrol,150,56.5,1.0
2777, I10,2018,Manual,13954,Petrol,145,60.1,1.0
2778, Tucson,2016,Semi-Auto,3778,Diesel,125,57.6,1.7
2779, I10,2020,Manual,4000,Petrol,145,56.5,1.0
2780, Tucson,2016,Manual,51846,Diesel,30,61.7,1.7
2781, I30,2019,Manual,3750,Petrol,145,42.2,1.4
2782, Tucson,2019,Semi-Auto,10,Petrol,145,36.2,1.6
2783, Kona,2018,Manual,8961,Petrol,145,52.3,1.0
2784, Tucson,2019,Semi-Auto,4011,Diesel,145,47.1,1.6
2785, I10,2017,Manual,10500,Petrol,145,57.7,1.2
2786, Tucson,2019,Manual,100,Petrol,145,35.3,1.6
2787, I10,2013,Manual,45615,Petrol,20,61.4,1.2
2788, Tucson,2017,Manual,41342,Diesel,30,61.7,1.7
2790, I10,2017,Manual,11037,Petrol,145,60.1,1.0
2791, IX35,2015,Manual,29865,Diesel,145,53.3,1.7
2793, Tucson,2015,Manual,26499,Diesel,30,61.7,1.7
2794, I30,2019,Manual,2244,Petrol,145,42.2,1.4
2795, Ioniq,2020,Automatic,4152,Hybrid,135,1.1,1.6
2796, Tucson,2019,Semi-Auto,2400,Petrol,145,36.2,1.6
2798, Ioniq,2019,Semi-Auto,4541,Hybrid,135,78.5,1.6
2799, IX35,2013,Manual,46245,Diesel,145,48.7,1.7
2800, Tucson,2016,Manual,20600,Petrol,260,37.2,1.6
2802, Tucson,2016,Manual,26677,Diesel,30,61.7,1.7
2803, I40,2014,Manual,76531,Diesel,30,55.4,1.7
2804, Ioniq,2017,Automatic,11651,Hybrid,135,78.5,1.6
2805, Santa Fe,2018,Semi-Auto,8400,Diesel,150,39.8,2.2
2807, I800,2019,Automatic,1477,Diesel,145,31.7,2.5
2809, I30,2018,Manual,11748,Petrol,145,52.3,1.4
2810, Tucson,2019,Manual,17016,Petrol,150,34.9,1.6
2811, I30,2009,Manual,105863,Petrol,200,45.6,1.6
2812, Tucson,2016,Manual,53962,Diesel,30,61.7,1.7
2813, Tucson,2017,Manual,23558,Diesel,145,61.7,1.7
2814, I20,2017,Manual,25103,Petrol,145,58.9,1.2
2815, Tucson,2016,Manual,65000,Diesel,145,54.3,2.0
2816, IX35,2014,Manual,53544,Diesel,165,51.4,2.0
2817, Santa Fe,2018,Semi-Auto,21000,Diesel,145,42.8,2.2
2818, Tucson,2017,Manual,29158,Diesel,30,61.7,1.7
2819, I40,2015,Manual,50500,Diesel,20,67.3,1.7
2820, Kona,2019,Automatic,3718,Petrol,145,37.7,1.6
2821, I800,2018,Automatic,33943,Diesel,145,28.0,2.5
2826, Tucson,2017,Manual,25948,Petrol,160,44.8,1.6
2827, Tucson,2018,Manual,8867,Petrol,145,44.8,1.6
2828, Kona,2019,Manual,4180,Petrol,145,44.1,1.0
2829, Tucson,2018,Manual,4203,Petrol,145,38.7,1.6
2830, Tucson,2018,Manual,11374,Petrol,145,44.8,1.6
2831, Ioniq,2018,Automatic,11856,Hybrid,135,78.5,1.6
2832, I10,2017,Manual,24437,Petrol,145,60.1,1.0
2833, I30,2019,Manual,2219,Petrol,145,34.0,2.0
2834, Tucson,2018,Manual,3978,Petrol,145,34.9,1.6
2835, Tucson,2016,Manual,58264,Diesel,30,61.7,1.7
2836, I30,2017,Manual,25344,Diesel,145,74.3,1.6
2837, I20,2014,Manual,22084,Petrol,30,57.6,1.2
2839, I800,2019,Manual,21457,Diesel,145,31.7,2.5
2840, Tucson,2017,Manual,26245,Diesel,150,61.7,1.7
2841, I10,2020,Semi-Auto,516,Petrol,145,49.6,1.2
2842, Santa Fe,2018,Automatic,31123,Diesel,145,42.8,2.2
2843, I30,2016,Manual,24146,Diesel,0,78.4,1.6
2844, I10,2019,Manual,4920,Petrol,145,60.1,1.0
2845, Tucson,2016,Manual,18397,Diesel,30,61.7,1.7
2847, Tucson,2019,Manual,3454,Petrol,145,35.3,1.6
2848, Kona,2017,Manual,20401,Petrol,145,52.3,1.0
2849, Tucson,2016,Manual,22684,Diesel,30,61.7,1.7
2850, IX35,2012,Manual,64992,Petrol,205,41.5,1.6
2852, I10,2016,Manual,15000,Petrol,30,57.6,1.2
2854, I30,2017,Manual,18266,Diesel,145,72.4,1.6
2855, I20,2019,Manual,5000,Petrol,145,46.3,1.2
2856, I10,2018,Manual,8083,Petrol,145,60.1,1.0
2857, Tucson,2019,Semi-Auto,3400,Petrol,145,36.2,1.6
2859, I30,2017,Manual,48499,Diesel,150,74.3,1.6
2860, Kona,2018,Manual,19758,Petrol,145,52.3,1.0
2861, I10,2019,Manual,8607,Petrol,145,60.1,1.0
2862, Santa Fe,2016,Semi-Auto,47077,Diesel,235,42.8,2.2
2863, Tucson,2016,Manual,36512,Diesel,30,61.7,1.7
2864, I30,2013,Manual,67762,Petrol,160,46.3,1.4
2865, I10,2017,Manual,11086,Petrol,30,57.7,1.2
2866, Santa Fe,2020,Semi-Auto,1801,Diesel,145,39.8,2.2
2867, Tucson,2017,Semi-Auto,8526,Diesel,145,57.6,1.7
2868, I10,2016,Manual,7447,Petrol,30,57.6,1.2
2870, I30,2019,Manual,15,Petrol,150,34.0,2.0
2871, Ioniq,2019,Automatic,4271,Hybrid,135,78.5,1.6
2873, I30,2018,Manual,13901,Diesel,145,74.3,1.6
2874, Tucson,2017,Manual,41103,Petrol,160,44.8,1.6
2875, I20,2019,Manual,14925,Petrol,145,46.3,1.2
2876, I10,2014,Manual,38427,Petrol,30,57.6,1.2
2877, Tucson,2017,Manual,28964,Diesel,30,61.7,1.7
2878, I10,2018,Manual,14642,Petrol,145,60.1,1.0
2879, Santa Fe,2017,Automatic,20599,Diesel,150,42.8,2.2
2880, I30,2016,Manual,23261,Diesel,0,78.4,1.6
2881, I10,2019,Manual,100,Petrol,145,60.1,1.0
2882, I20,2016,Manual,22307,Petrol,30,56.5,1.2
2883, I10,2017,Manual,27191,Petrol,20,60.1,1.0
2884, I20,2017,Manual,38498,Petrol,20,62.8,1.0
2885, I20,2016,Manual,34000,Petrol,30,55.4,1.2
2886, Tucson,2018,Manual,3022,Petrol,145,44.8,1.6
2887, Ioniq,2019,Semi-Auto,3103,Hybrid,135,78.5,1.6
2888, I10,2019,Manual,4000,Petrol,145,49.6,1.0
2889, I10,2018,Manual,16380,Petrol,145,60.1,1.0
2890, I30,2016,Automatic,30700,Petrol,205,41.5,1.6
2892, Kona,2018,Manual,23387,Petrol,145,52.3,1.0
2893, I10,2017,Manual,10386,Petrol,20,60.1,1.0
2895, I10,2019,Manual,2198,Petrol,145,60.1,1.0
2896, Tucson,2018,Manual,13668,Diesel,150,48.7,1.6
2897, Tucson,2019,Semi-Auto,80,Petrol,145,36.2,1.6
2898, Ioniq,2019,Automatic,32975,Hybrid,140,78.5,1.6
2899, Tucson,2019,Semi-Auto,15511,Petrol,150,35.8,1.6
2902, Tucson,2016,Manual,12894,Diesel,30,61.7,1.7
2903, I10,2016,Manual,12965,Petrol,20,60.1,1.0
2905, I10,2016,Manual,19390,Petrol,20,60.1,1.0
2908, Tucson,2019,Semi-Auto,2475,Petrol,150,36.2,1.6
2909, I10,2013,Manual,79936,Petrol,20,61.4,1.2
