ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5786,A,Ship,3,3,168,3,medium,M,11,1008
5788,C,Flight,6,3,257,4,low,F,4,1358
5790,D,Flight,4,3,244,4,low,M,10,4118
5791,F,Ship,6,4,192,3,high,F,19,2944
5793,B,Ship,3,4,256,4,low,M,11,3030
5794,D,Ship,4,1,193,4,low,F,4,4796
5795,D,Ship,6,1,264,3,high,F,5,4435
5798,D,Ship,$7,1,276,4,low,F,9,1519
5799,F,Ship,3,3,243,2,low,M,3,4675
5800,C,Ship,3,3,241,2,high,M,2,4836
5801,B,Ship,5,5,236,5,low,F,7,1137
5804,A,Flight,4,5,234,3,low,M,5,5213
5807,F,Flight,3,4,155,3,medium,M,4,1548
5808,A,Ship,4,4,216,6,low,M,10,1255
5810,F,Ship,4,4,229,6,medium,F,8,1175
5811,C,Ship,3,5,194,4,low,M,1,5534
5814,B,Ship,5,5,212,5,low,F,6,4463
5815,A,Ship,6,3,289,4,high,F,5,1708
5816,D,Ship,3,5,209,3,medium,M,8,5591
5817,C,Flight,4,5,217,4,medium,F,3,5966
5819,C,Flight,3,5,208,4,medium,M,12,3181
5820,A,Road,5,3,203,2,medium,M,4,4311
5821,B,Ship,4,3,99,6,medium,M,9,5903
5822,B,Ship,4,1,258,5,low,M,8,1306
5824,F,Ship,3,2,220,3,low,F,7,5503
5827,F,Ship,3,2,169,2,high,M,30,1698
5829,A,Ship,6,2,287,4,low,F,7,1837
5830,D,Road,4,1,190,3,low,F,32,2774
5831,B,Ship,3,4,230,2,medium,F,15,2302
5832,C,Road,5,5,222,3,low,M,10,2280
5833,C,Ship,3,1,150,2,low,F,6,5355
5834,D,Ship,6,1,280,4,medium,M,5,1431
5835,F,Flight,4,5,206,4,medium,F,1,1593
5836,C,Ship,3,1,256,4,medium,F,3,4398
5838,D,Ship,5,3,268,5,medium,M,5,1365
5839,C,Ship,6,1,141,5,low,F,9,5113
5840,D,Ship,3,2,226,3,low,M,11,3708
5841,F,Ship,4,1,152,3,high,M,26,1464
5843,C,Road,6,2,239,4,medium,F,7,4589
5844,F,Ship,3,2,238,2,low,M,19,2196
5845,A,Flight,4,1,250,2,low,M,17,3544
5846,C,Flight,3,2,224,3,medium,M,1,5343
5847,A,Ship,3,1,198,4,medium,F,44,2848
5851,F,Ship,4,2,244,3,high,M,1,5559
5853,D,Ship,4,3,185,10,high,M,1,4973
5854,A,Flight,2,1,155,2,low,M,2,5661
5856,A,Flight,4,5,270,3,medium,M,20,3185
5857,B,Ship,4,5,116,3,medium,M,54,1314
5863,A,Road,4,5,229,5,low,F,3,1954
5864,F,Ship,3,5,251,2,low,M,4,4015
5865,F,Ship,5,5,140,8,medium,M,2,4793
5866,B,Road,3,2,158,3,medium,F,39,1512
5868,F,Ship,3,3,147,8,medium,F,7,5822
5869,F,Ship,2,3,192,2,low,F,31,2621
5870,A,Ship,5,5,198,5,medium,M,36,2803
5871,F,Ship,3,4,185,2,medium,M,8,5449
5873,F,Road,4,5,159,2,low,F,3,5704
5874,D,Ship,3,5,135,2,medium,F,9,5614
5875,D,Flight,6,1,173,3,medium,F,2,4892
5876,C,Road,3,4,232,5,medium,M,7,5653
5877,F,Road,5,1,239,5,low,F,6,1815
5878,D,Ship,4,3,180,2,medium,M,7,5546
5879,C,Road,3,3,155,3,medium,M,5,4957
5881,D,Ship,3,1,180,3,low,M,52,1838
5882,F,Ship,5,3,254,6,low,M,8,1932
5883,F,Ship,3,1,139,2,low,M,47,1241
5886,D,Flight,4,4,156,2,medium,F,7,5938
5887,A,Road,5,3,216,10,medium,M,4,4409
5888,F,Ship,5,3,223,5,medium,M,4,1817
5889,C,Ship,3,3,207,3,low,F,62,3277
5891,F,Ship,5,5,167,8,low,M,44,1547
5892,A,Flight,4,2,243,2,medium,F,6,4573
5894,C,Ship,4,5,205,4,medium,F,5,5264
5895,F,Flight,3,1,135,3,low,M,9,4511
5896,F,Ship,3,1,202,3,low,F,51,3551
5897,C,Ship,4,3,161,7,medium,M,63,1496
5899,B,Flight,5,3,230,5,medium,M,4,1123
5900,F,Road,4,3,268,3,medium,F,23,2996
5901,F,Flight,4,4,282,6,medium,F,52,3009
5904,F,Flight,3,2,209,2,medium,M,6,5095
5905,D,Ship,3,2,205,2,low,M,6,4853
5906,C,Ship,3,3,149,2,medium,M,7,1145
5907,B,Road,5,3,239,5,medium,F,19,2988
5908,F,Ship,5,1,234,5,medium,F,9,1932
5910,F,Road,3,4,179,2,low,M,5,4882
5911,D,Ship,4,5,183,2,medium,F,8,4422
5913,A,Road,3,3,220,3,low,M,7,5323
5914,C,Road,4,4,262,2,medium,M,1,4357
5915,A,Ship,3,2,146,6,medium,F,62,1162
5916,C,Flight,3,3,244,4,medium,M,10,5181
5918,D,Road,4,3,179,3,low,F,3,5495
5920,D,Ship,3,4,227,4,low,F,9,5465
5923,F,Flight,5,4,151,5,low,F,1,4122
5924,B,Flight,3,2,218,3,medium,F,52,2149
5925,F,Ship,4,2,197,2,low,F,1,4977
5926,F,Flight,4,4,146,3,medium,F,6,4672
5928,B,Ship,5,4,228,6,medium,M,5,4974
5931,F,Road,3,2,257,3,medium,M,2,5486
5934,A,Ship,3,4,234,3,medium,F,37,2111
5935,A,Flight,4,3,255,5,low,M,18,3644
5936,D,Ship,4,5,252,3,low,M,16,2332
5937,C,Ship,5,3,135,3,high,M,4,5858
5938,F,Flight,4,4,256,5,low,M,9,1622
5939,A,Ship,4,2,199,3,low,M,7,5342
5940,A,Ship,4,1,199,2,low,F,46,3371
5941,F,Flight,4,3,235,5,low,F,4,1839
5943,D,Ship,3,4,192,2,low,F,56,3765
5945,D,Flight,4,2,219,4,high,F,2,4422
5946,D,Ship,4,5,197,2,medium,F,40,2710
5947,D,Ship,3,4,252,2,low,M,6,4630
5948,C,Ship,4,3,216,4,medium,M,3,4750
5951,F,Ship,3,1,173,2,medium,F,1,5927
5952,A,Flight,$7,1,302,4,low,M,4,1647
5953,C,Ship,3,5,193,3,high,F,10,5991
5955,B,Ship,3,3,149,3,low,F,63,1946
5956,C,Ship,3,1,187,4,medium,M,42,3621
5957,A,Ship,3,2,259,6,medium,M,1,5873
5958,F,Ship,4,5,296,2,medium,M,1,1678
5959,F,Road,3,1,238,3,medium,F,6,5092
5960,C,Flight,4,5,233,6,medium,M,1,5284
5961,B,Flight,3,2,242,5,medium,M,6,4694
5962,A,Ship,3,5,216,4,low,F,3,4934
5963,B,Ship,4,1,202,2,medium,M,10,5428
5964,D,Road,4,3,257,10,medium,F,3,5881
5966,F,Road,4,5,135,2,high,F,22,1195
5967,A,Ship,5,4,235,3,low,M,3,4411
5968,D,Ship,4,3,169,10,medium,F,6,5106
5969,B,Ship,4,3,155,3,low,F,1,4360
5970,F,Flight,2,4,274,10,high,M,3,4167
5971,B,Flight,5,2,244,5,low,M,1,1875
5973,F,Flight,3,4,143,3,low,M,10,5261
5976,D,Ship,3,5,159,3,medium,M,9,4555
5977,A,Flight,5,4,194,5,low,M,8,4038
5978,A,Road,3,1,220,3,low,F,6,5572
5979,C,Ship,6,2,282,4,low,M,1,1857
5980,F,Ship,4,4,104,4,low,M,6,4323
5981,A,Ship,4,5,217,3,medium,M,2,5461
5982,F,Road,4,4,224,2,low,F,3,4817
5984,F,Ship,6,4,272,4,medium,F,10,1171
5985,F,Ship,4,1,258,3,medium,F,4,3686
5987,A,Ship,5,3,170,3,medium,M,10,4198
5988,F,Ship,3,2,184,3,medium,F,8,4994
5989,F,Ship,4,3,216,2,low,M,4,5997
5991,F,Flight,6,4,194,3,low,M,10,2554
5992,F,Ship,2,3,169,3,medium,M,48,1279
5994,D,Ship,3,5,175,3,medium,F,8,5471
5995,B,Road,5,1,168,2,low,F,10,4240
5996,D,Ship,4,2,223,3,low,M,7,4026
5998,F,Ship,3,2,237,3,medium,F,10,5851
5999,D,Ship,4,2,214,3,low,F,18,2574
6003,C,Flight,5,1,264,6,high,F,4,5337
6004,D,Road,4,1,270,3,medium,F,64,2406
6005,F,Ship,4,3,250,3,high,F,4,5272
6006,F,Ship,4,2,184,2,medium,F,10,5959
6007,A,Ship,4,1,214,5,medium,M,51,2669
6008,D,Flight,4,1,258,2,low,F,56,3186
6009,F,Ship,3,1,191,3,low,F,4,3947
6010,D,Ship,3,3,140,2,medium,M,55,1847
6012,F,Ship,6,2,244,4,low,F,4,1245
6013,C,Ship,4,1,238,4,low,F,22,3950
6014,D,Ship,5,3,237,3,high,M,7,4208
6016,C,Ship,3,2,158,2,medium,M,9,4881
6017,D,Ship,3,1,192,3,low,F,4,5179
6020,D,Ship,3,3,167,3,medium,F,24,1111
6021,F,Flight,6,4,224,5,medium,M,10,5602
6023,C,Ship,5,1,241,2,medium,F,3,5391
6024,B,Ship,3,1,180,7,medium,M,10,5536
6026,D,Ship,3,2,145,2,low,F,44,1212
6027,A,Flight,2,5,272,2,low,M,24,3638
6029,B,Ship,5,4,199,4,low,F,7,5740
6031,D,Ship,6,1,245,4,low,F,10,1606
6032,A,Flight,4,5,154,3,medium,F,9,5208
6033,B,Road,5,4,239,5,low,F,10,1042
6036,C,Ship,4,1,141,3,low,F,6,5273
6037,D,Road,2,4,187,3,low,M,50,3878
6039,C,Ship,2,2,112,4,medium,M,56,1138
6040,A,Ship,4,4,173,3,high,F,9,5382
6041,F,Ship,5,5,227,3,medium,M,36,3952
6042,D,Ship,3,2,163,2,low,F,5,5021
6045,D,Ship,2,5,238,2,low,F,6,5325
6046,A,Ship,3,3,269,3,high,F,6,4260
6047,F,Road,4,1,145,2,low,F,2,5209
6049,B,Ship,4,1,191,3,low,M,4,2724
6051,F,Road,5,2,254,5,medium,M,6,1002
6052,B,Ship,3,1,177,3,medium,M,61,1880
6054,B,Ship,4,2,171,3,medium,M,4,5859
6055,F,Road,4,2,158,3,medium,F,9,4078
6056,C,Ship,4,2,191,2,low,M,11,3985
6057,B,Ship,5,1,248,5,medium,F,5,1861
6058,F,Road,4,2,128,5,low,F,28,1247
6059,F,Road,$7,1,276,4,low,F,8,1560
6060,F,Ship,4,2,231,5,medium,M,8,1562
6061,D,Ship,5,2,174,3,medium,F,10,4902
6062,F,Ship,4,1,169,4,low,F,10,4245
6063,A,Ship,5,5,194,3,low,M,47,2256
6065,F,Ship,3,2,234,3,medium,M,39,2099
6066,B,Road,4,3,141,2,low,F,8,4331
6067,C,Ship,4,4,243,3,high,F,4,5082
6070,D,Ship,4,4,135,2,low,F,4,5112
6073,D,Flight,4,5,251,5,high,M,8,4573
6074,F,Flight,4,1,266,3,low,M,10,4382
6075,A,Ship,4,1,202,3,low,M,7,4788
6076,C,Ship,5,5,154,2,medium,M,3,4669
6078,F,Ship,4,3,267,3,low,F,42,2332
6079,B,Ship,2,4,248,3,low,F,7,4142
6080,F,Ship,3,3,168,4,low,F,4,4096
6081,F,Ship,6,4,264,4,low,M,1,1711
6082,F,Flight,5,4,211,3,medium,F,7,4856
6083,F,Ship,2,2,254,2,low,F,8,5827
6084,F,Road,4,1,241,3,low,M,6,5836
6085,C,Ship,4,4,273,5,low,M,10,1316
6086,A,Ship,3,5,172,10,high,F,1,4929
6087,F,Ship,4,5,267,4,low,M,20,3132
6089,B,Ship,3,2,154,3,medium,M,1,5322
6090,B,Ship,3,3,151,6,low,F,6,4279
6091,B,Flight,3,3,176,4,medium,M,10,1177
6092,B,Ship,3,5,241,4,low,F,3,5051
6093,A,Flight,4,1,157,5,low,M,10,4871
6094,A,Road,4,5,204,3,medium,F,4,5476
6095,D,Ship,6,2,271,10,medium,F,2,4145
6096,C,Road,2,4,108,5,high,M,5,4874
6097,A,Ship,4,2,210,3,medium,F,10,5354
6098,F,Ship,4,1,166,5,low,F,9,4472
6099,D,Ship,3,3,169,3,high,M,1,4647
6100,F,Flight,3,5,102,6,medium,M,3,1341
6102,F,Flight,5,2,231,2,medium,F,55,3894
6104,C,Road,5,1,219,6,low,F,2,1650
6105,F,Ship,4,3,232,5,medium,F,8,1265
6107,F,Ship,3,1,180,3,low,F,10,5633
6108,D,Ship,3,5,181,2,medium,M,2,4089
6109,F,Ship,4,2,237,2,low,F,1,5261
6110,A,Ship,3,4,197,6,medium,M,3,4890
6111,F,Ship,4,3,142,3,medium,M,1,4900
6112,F,Flight,3,4,181,3,low,M,10,5276
6113,B,Ship,$7,4,296,4,low,F,8,1717
6114,F,Ship,3,5,187,2,medium,F,50,2598
6115,F,Ship,5,1,258,5,high,F,9,1856
6116,A,Ship,4,5,252,3,medium,F,4,5017
6117,B,Road,4,3,274,3,high,F,7,5517
6119,B,Ship,5,4,245,6,medium,M,9,1660
6120,C,Flight,4,2,237,2,medium,F,6,2965
6121,B,Ship,3,4,247,3,low,M,6,4873
6122,F,Ship,4,5,169,2,low,F,10,4248
6123,A,Road,3,1,219,8,low,F,1,4122
6124,C,Ship,5,5,236,3,medium,F,62,3365
6125,D,Ship,4,4,262,3,medium,M,2,5429
6126,C,Flight,4,5,138,3,low,F,64,1708
6128,D,Road,3,4,194,2,medium,M,7,5553
6129,C,Flight,6,5,219,5,low,F,2,1475
6130,F,Ship,5,3,194,3,low,F,1,4331
6131,A,Ship,6,2,259,4,low,F,10,2000
6132,B,Ship,5,2,173,4,low,M,21,1674
6133,A,Ship,3,4,166,2,low,F,10,5258
6134,A,Ship,5,4,260,5,low,F,2,1178
6137,B,Ship,3,3,272,3,low,M,2,4059
6138,C,Road,2,5,168,3,low,M,37,1717
6139,D,Flight,6,1,290,4,medium,M,6,1505
6140,A,Ship,4,4,129,6,medium,F,7,4873
6141,C,Flight,6,2,271,4,medium,M,3,1636
6142,F,Ship,4,4,224,3,medium,F,1,4231
6144,D,Ship,2,5,155,5,low,F,6,1639
6146,F,Ship,4,4,150,2,medium,M,3,1285
6148,A,Ship,3,4,180,2,medium,F,49,1942
6149,A,Flight,3,1,226,2,medium,F,6,4946
6151,A,Road,2,2,163,3,low,M,5,5887
6152,C,Flight,6,2,308,5,medium,M,4,1303
6153,D,Ship,5,2,266,5,low,F,1,1504
6154,F,Flight,4,2,241,2,low,M,17,3844
6155,D,Flight,4,1,155,3,low,F,5,4283
6156,B,Ship,2,4,134,3,low,F,42,1415
6158,A,Road,3,1,236,3,medium,F,8,5341
6159,F,Ship,4,2,259,2,medium,M,54,2244
6161,C,Ship,4,4,208,2,medium,F,6,4983
6162,B,Road,4,1,137,2,low,M,3,4657
6164,F,Ship,6,2,247,4,low,F,3,1752
6166,A,Ship,2,5,271,3,low,M,9,4185
6167,F,Ship,4,4,212,2,medium,M,5,4774
6168,C,Ship,4,3,209,6,low,F,59,2622
6169,D,Ship,3,3,247,2,medium,M,55,3461
6173,F,Ship,3,5,271,2,medium,M,7,4958
6174,A,Ship,3,5,283,2,low,M,2,4207
6175,A,Ship,4,3,136,3,medium,M,10,4299
6177,D,Ship,2,1,219,4,low,M,7,5573
6179,C,Ship,4,1,111,4,medium,M,10,4711
6180,B,Ship,3,3,239,3,medium,M,7,4942
6181,F,Ship,4,3,212,3,low,F,1,4518
6183,B,Ship,4,3,229,6,medium,M,1,1235
6184,F,Ship,3,5,168,4,medium,M,23,1347
6186,D,Ship,5,4,263,2,high,F,8,4914
6187,A,Road,4,4,206,3,low,M,2,5572
6188,B,Ship,5,5,191,4,medium,F,10,4933
6189,C,Ship,6,5,201,5,medium,M,3,5771
6190,B,Ship,3,1,231,3,medium,M,9,5148
6191,F,Ship,4,3,252,2,low,M,6,5266
6193,F,Ship,3,1,151,3,low,F,7,4072
6195,F,Ship,4,5,185,3,medium,M,17,2824
6198,D,Road,6,4,205,4,low,F,10,1974
6200,B,Ship,5,1,160,4,medium,M,5,5841
6202,B,Ship,5,2,266,7,low,M,40,2304
6205,D,Flight,2,1,177,4,low,F,5,4358
6206,D,Road,5,4,228,5,low,F,9,1549
6208,F,Road,5,4,264,3,high,M,9,5841
6209,F,Ship,4,2,175,3,medium,M,7,4874
6214,F,Ship,4,4,239,3,medium,M,6,5632
6216,B,Ship,2,2,157,3,medium,F,9,4547
6218,A,Ship,6,5,287,5,low,M,2,5611
6219,C,Ship,4,2,258,3,medium,F,9,4977
6220,B,Road,3,4,213,3,low,F,5,4535
6221,D,Ship,5,3,252,5,low,M,2,1312
6223,C,Ship,4,4,202,4,medium,M,4,4053
6224,C,Flight,5,3,234,2,low,F,55,3308
6225,B,Road,4,3,216,3,medium,M,35,2567
6226,C,Ship,4,4,157,2,low,F,2,1087
6227,F,Road,6,2,246,4,medium,F,7,1297
6229,C,Ship,5,4,182,3,medium,F,7,5677
6230,F,Ship,4,3,201,2,low,F,4,4955
6232,D,Ship,4,1,245,3,low,F,5,4523
6233,D,Road,4,4,209,3,medium,F,52,2740
6235,C,Flight,5,5,260,5,low,F,2,1128
6237,F,Ship,4,1,240,4,low,M,10,5965
6239,A,Road,4,3,227,3,medium,M,8,5829
6240,A,Ship,3,4,178,2,low,F,35,1183
6241,F,Flight,3,4,190,10,medium,F,32,2064
6242,F,Flight,6,5,245,4,low,F,8,1403
6246,C,Ship,5,4,179,6,medium,F,8,4615
6250,D,Ship,4,3,186,3,low,F,25,3851
6251,C,Ship,5,5,234,6,low,F,52,2615
6252,D,Road,3,1,224,3,low,F,45,3624
6254,C,Ship,5,1,239,2,low,M,5,5759
6255,D,Ship,6,5,301,4,medium,F,2,1943
6256,C,Ship,$7,3,289,4,low,F,3,1037
6257,B,Ship,4,5,253,3,low,F,58,3096
6258,C,Flight,4,3,142,4,medium,M,12,1396
6259,D,Flight,5,1,196,3,medium,M,24,2957
6260,B,Ship,6,3,270,4,low,F,7,1079
6264,F,Ship,4,3,170,3,low,F,21,1588
6265,A,Ship,4,1,146,8,low,M,7,4576
6266,F,Ship,3,1,196,3,low,F,64,2911
6268,F,Road,3,2,247,2,medium,M,39,3189
6269,F,Flight,4,4,137,3,medium,F,8,4066
6270,A,Ship,4,5,171,4,medium,F,4,4151
6274,A,Flight,4,4,270,3,low,M,12,3279
6277,D,Road,6,4,244,4,medium,M,7,1795
6278,C,Ship,5,2,225,3,medium,M,1,2049
6279,C,Ship,6,3,176,5,low,F,7,1767
6281,C,Ship,3,2,183,4,medium,F,12,2777
6283,D,Ship,3,2,223,3,medium,F,6,2127
6284,B,Ship,4,1,200,2,medium,F,5,5249
6286,C,Road,3,3,169,3,low,F,7,5976
6287,D,Ship,5,2,241,2,medium,F,2,5448
6288,F,Road,4,3,270,5,low,F,3,1786
6289,F,Flight,4,4,275,3,high,M,29,2602
6290,F,Ship,4,3,138,3,medium,M,15,1080
6291,B,Ship,5,2,132,2,medium,M,8,1665
6292,B,Road,5,4,280,4,low,F,19,3298
6293,C,Road,6,2,137,10,low,F,5,4510
6294,A,Road,4,5,198,3,low,M,2,4272
6295,C,Ship,4,3,261,2,high,M,47,2336
6296,D,Ship,2,2,156,3,low,F,5,5628
6298,D,Ship,5,5,275,5,low,M,4,1646
6302,C,Ship,6,2,286,4,low,M,9,1418
6303,F,Ship,3,3,129,3,high,M,7,5197
6305,D,Road,3,4,130,2,medium,F,42,1213
6308,D,Road,5,2,262,6,medium,M,10,3164
6309,C,Ship,4,1,236,3,low,F,8,4114
6310,F,Road,3,2,150,2,low,F,3,4174
6311,A,Ship,4,4,257,10,medium,M,4,4710
6312,F,Ship,3,2,213,2,medium,F,54,2809
6313,F,Ship,5,1,186,4,medium,M,5,5239
6314,F,Ship,5,3,139,2,medium,F,3,5261
6315,B,Flight,2,4,181,4,medium,M,13,2309
6317,C,Flight,3,1,121,5,low,F,60,1577
6318,F,Flight,5,3,165,2,medium,M,51,1429
6319,D,Ship,6,2,306,4,low,F,1,1815
6320,F,Ship,3,2,229,6,medium,F,3,5689
6323,F,Ship,4,4,268,3,low,F,9,4118
6324,B,Flight,4,1,173,5,low,F,5,5049
6328,B,Ship,3,4,267,3,low,F,3,4566
6329,C,Ship,3,4,225,4,low,M,10,4460
6335,C,Ship,$7,3,272,4,medium,M,2,1754
6336,C,Ship,6,2,257,4,medium,M,1,1513
6337,A,Flight,5,4,226,3,low,F,46,3149
6338,D,Ship,4,5,238,10,medium,M,38,3556
6339,A,Ship,5,5,262,6,low,M,10,1816
6340,D,Ship,3,4,257,2,high,M,15,3981
6341,C,Ship,5,1,262,5,medium,F,9,1893
6342,A,Ship,4,2,185,3,medium,M,1,5338
6343,F,Ship,3,4,171,3,low,M,10,4839
6344,B,Ship,$7,5,289,4,low,M,3,1656
6345,B,Ship,4,3,223,4,low,F,25,3148
6347,C,Ship,5,3,262,5,low,F,8,1493
6348,F,Ship,3,1,207,3,medium,F,56,3482
6349,C,Ship,5,1,240,5,low,M,2,1400
6350,B,Flight,4,5,268,3,medium,M,7,3622
6351,F,Ship,4,2,201,2,medium,M,6,5729
6353,F,Ship,3,4,243,2,medium,M,1,5840
6354,F,Ship,4,5,263,2,low,M,62,2267
6355,C,Ship,4,1,162,3,medium,M,6,4343
6357,A,Ship,4,5,181,2,medium,M,59,2239
6358,A,Flight,5,1,182,5,high,F,6,5398
6362,B,Ship,2,1,255,3,low,M,19,1551
6364,F,Ship,5,4,135,2,medium,F,20,1908
6365,D,Flight,5,4,233,4,medium,M,1,4255
6367,D,Road,5,4,200,3,medium,M,3,4225
6368,D,Flight,2,1,112,5,low,F,1,4543
6369,B,Ship,4,5,262,4,low,M,16,2871
6370,C,Ship,5,2,188,3,medium,F,50,3992
6371,C,Road,5,4,265,3,medium,M,10,4565
6372,A,Flight,6,2,293,4,low,F,7,1477
6373,A,Flight,4,1,172,3,medium,M,7,4883
6374,D,Ship,4,2,244,3,high,F,3,4103
6375,B,Ship,5,2,269,5,medium,F,9,1165
6378,A,Ship,4,3,245,5,low,M,7,1182
6379,F,Flight,4,1,273,5,low,F,7,1922
6380,D,Ship,5,2,208,8,medium,M,5,4751
6381,B,Ship,3,3,150,3,low,M,5,5328
6382,A,Ship,6,1,273,4,low,M,3,1361
6383,F,Ship,4,1,182,3,medium,F,49,3198
6384,C,Ship,5,2,203,2,medium,F,2,4712
6385,C,Ship,3,2,248,3,medium,M,8,5171
6386,C,Ship,4,3,197,2,low,M,7,5449
6387,D,Road,6,1,188,5,low,M,4,4887
6389,A,Ship,2,3,140,2,medium,M,20,1832
6390,F,Ship,3,1,268,3,low,M,2,4746
6391,F,Ship,5,2,154,4,low,F,8,4820
6392,F,Ship,5,5,253,2,medium,F,2,4364
6393,A,Ship,4,2,173,2,medium,M,9,4307
6394,B,Ship,3,2,231,3,low,F,5,5046
6395,B,Flight,4,3,153,3,low,M,5,5743
6396,B,Ship,4,2,266,3,medium,M,7,5121
6397,A,Ship,4,2,235,6,low,M,6,1386
6398,D,Road,5,4,254,5,medium,M,7,1545
6399,F,Ship,3,3,275,3,low,F,61,2123
6402,C,Ship,4,5,199,2,medium,M,4,4762
6403,A,Ship,3,4,198,2,medium,M,19,2373
6405,F,Road,3,5,158,3,low,M,10,4861
6406,C,Ship,5,3,243,5,low,F,9,1312
6407,F,Ship,3,4,102,3,medium,M,9,4111
6408,C,Ship,4,2,274,10,medium,F,29,2949
6409,D,Ship,5,3,242,3,low,M,58,3411
6411,C,Ship,3,5,168,3,low,M,8,5877
6412,F,Road,4,5,222,3,medium,F,8,4950
6413,F,Ship,3,2,174,3,low,M,30,1986
6418,A,Ship,4,5,240,3,low,F,9,5794
6419,F,Ship,3,1,270,3,medium,F,61,3582
6420,A,Ship,3,3,213,3,medium,M,7,4133
6423,A,Ship,6,4,271,4,low,F,6,1091
6425,D,Road,4,1,189,2,medium,M,4,4122
6426,F,Flight,4,1,150,6,medium,F,42,1070
6427,A,Ship,4,5,243,4,low,F,1,5328
6428,A,Flight,3,1,142,2,high,M,18,1428
6430,A,Ship,6,1,271,4,low,F,9,1302
6431,D,Ship,3,1,207,4,low,F,9,5889
6432,A,Ship,4,1,185,2,low,M,44,2910
6433,A,Road,6,3,241,6,high,F,8,3878
6434,F,Flight,4,1,271,4,medium,F,2,4133
6435,C,Flight,2,2,264,3,medium,M,1,4518
6436,B,Road,4,3,240,3,medium,M,6,4964
6437,F,Road,3,5,193,3,medium,F,6,5302
6438,D,Ship,3,4,206,3,high,M,5,4022
6439,D,Ship,3,5,160,2,medium,F,41,1495
6443,F,Ship,3,4,176,3,medium,M,4,5623
6445,A,Flight,3,2,278,4,medium,M,9,1631
6446,C,Road,5,4,257,3,medium,F,3,4895
6447,F,Flight,3,5,166,2,low,M,45,1665
6449,D,Ship,3,4,184,3,low,M,10,4776
6450,F,Road,5,1,265,4,low,F,2,5416
6452,C,Flight,4,4,141,3,low,M,7,4683
6453,B,Ship,3,3,250,3,low,M,9,4993
6454,F,Ship,2,2,134,3,low,M,38,1352
6456,A,Ship,4,5,252,2,low,F,9,4157
6457,C,Ship,3,3,132,2,low,F,9,4355
6458,B,Ship,3,1,236,3,medium,M,28,3290
6461,B,Ship,5,3,162,4,medium,M,38,1407
6462,F,Road,3,1,269,2,medium,M,38,2195
6464,C,Ship,3,2,212,3,medium,M,10,4117
6467,A,Flight,3,5,184,3,medium,F,9,4969
6469,C,Ship,5,3,179,3,low,F,3,4131
6470,C,Road,4,4,222,3,medium,M,4,5857
6472,F,Ship,4,5,144,3,low,M,9,1526
6473,F,Flight,5,3,225,5,low,F,6,1082
6474,F,Ship,3,2,247,2,high,M,1,4242
6476,A,Ship,6,5,251,4,medium,F,3,1660
6477,B,Ship,4,2,124,3,high,M,60,1107
6478,D,Ship,2,3,188,2,high,M,25,2033
6479,C,Ship,2,5,255,5,medium,F,53,3775
6480,D,Ship,4,1,249,6,medium,M,7,1415
6482,D,Road,4,1,227,3,low,M,5,3100
6483,F,Ship,3,4,173,2,low,M,5,4402
6484,A,Ship,4,1,183,3,low,M,37,2042
6486,F,Road,3,1,263,3,high,M,10,4911
6487,D,Ship,3,2,145,2,medium,F,29,1690
6489,F,Ship,4,1,273,6,medium,M,1,1826
6490,B,Flight,4,3,225,8,low,M,8,4718
6491,C,Flight,3,2,181,4,low,F,18,3696
6492,D,Ship,4,3,143,2,medium,F,64,1910
6494,F,Ship,5,1,172,2,high,F,7,5165
6495,F,Road,3,5,244,3,low,M,3,4652
6496,F,Road,6,4,272,2,low,M,7,4145
6497,B,Ship,5,4,228,3,medium,M,42,3145
6499,B,Flight,2,5,157,6,high,F,17,1764
6501,D,Ship,3,2,223,2,low,F,10,4604
6502,B,Ship,3,5,208,3,low,F,41,3977
6503,F,Ship,4,4,273,2,low,M,9,5151
6504,B,Ship,5,3,257,5,low,F,8,1409
6505,F,Ship,4,5,135,3,medium,F,6,5266
6508,A,Ship,4,1,140,2,low,M,61,1770
6510,C,Ship,$7,2,281,4,low,F,6,1118
6511,F,Ship,3,4,225,4,medium,F,9,5575
6513,C,Ship,4,4,227,5,low,M,8,1982
6514,F,Road,$7,3,264,4,medium,M,3,1296
6517,A,Ship,2,2,152,4,low,F,48,1212
6518,B,Ship,4,3,202,3,low,F,48,2213
6519,A,Ship,4,2,191,2,high,M,65,3082
6520,C,Ship,2,4,120,2,medium,M,13,1240
6521,F,Ship,3,5,248,2,medium,M,1,4108
6524,C,Road,4,1,226,3,low,F,28,2211
6525,A,Ship,3,2,259,8,high,M,3,4390
6526,B,Ship,4,3,266,3,high,F,2,5298
6528,F,Ship,4,3,140,3,high,F,46,1072
6529,F,Ship,4,1,249,6,medium,M,2,5720
6530,C,Ship,3,2,170,3,low,M,9,4069
6532,B,Ship,3,2,123,4,low,F,10,5891
6533,F,Flight,4,1,140,2,low,F,5,1274
6534,B,Ship,$7,5,273,4,medium,M,9,1329
6535,B,Road,3,1,133,3,low,F,9,5724
6536,D,Ship,2,4,153,2,medium,F,57,1264
6538,F,Ship,5,4,133,2,medium,M,30,1161
6539,B,Ship,4,1,151,2,low,M,42,1367
