ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Reached.on.Time_Y.N
3939,A,Ship,3,5,259,3,low,F,10,0
1723,D,Ship,5,3,186,4,medium,F,11,1
6304,B,Flight,6,5,301,4,low,F,3,0
1867,D,Ship,3,4,257,2,high,M,15,1
404,F,Road,4,2,249,5,medium,M,36,1
3187,D,Ship,3,1,123,5,medium,F,10,0
1776,F,Road,5,5,190,4,medium,M,12,1
3276,F,Road,2,5,241,4,low,F,4,1
1874,F,Ship,3,4,180,3,low,F,52,1
267,A,Road,2,3,264,4,low,F,10,1
8135,C,Ship,4,5,226,2,low,M,1,0
3319,D,Ship,3,2,254,2,low,M,1,0
10007,C,Flight,3,4,216,3,low,F,3,0
4755,A,Ship,5,5,275,4,medium,M,9,1
2560,B,Ship,6,3,221,10,medium,F,13,1
3540,F,Road,3,3,242,3,low,F,8,0
2979,A,Ship,4,5,202,3,low,F,38,1
1163,C,Ship,4,2,187,4,medium,M,37,1
1819,D,Ship,5,2,281,4,high,F,5,1
3812,F,Road,2,5,147,2,medium,F,8,0
7754,F,Ship,6,1,284,4,low,F,7,0
3931,D,Ship,4,5,117,5,medium,F,1,0
9893,C,Ship,4,1,171,2,medium,F,10,0
2615,C,Flight,5,1,253,5,low,M,31,1
8411,C,Ship,3,3,241,2,high,M,2,1
4496,F,Road,5,5,132,3,low,M,5,1
6239,C,Ship,4,4,268,4,low,M,5,0
476,F,Ship,4,5,133,3,low,M,59,1
2496,F,Ship,3,5,229,3,medium,F,12,1
10751,C,Ship,4,5,228,5,medium,F,4,0
261,A,Road,2,5,159,3,low,F,49,1
7796,F,Road,3,1,160,2,low,F,10,1
5305,D,Ship,4,5,183,2,medium,F,8,0
10061,C,Ship,5,1,126,5,medium,F,2,1
5667,A,Ship,5,3,280,4,medium,F,4,0
7143,A,Ship,6,5,139,6,medium,F,10,1
849,A,Ship,3,1,191,3,high,F,60,1
4036,B,Ship,3,3,150,2,medium,M,6,1
3271,D,Road,5,3,141,2,medium,M,4,0
586,B,Ship,3,3,234,3,medium,F,8,1
7795,D,Road,4,2,209,2,medium,M,3,0
8605,D,Road,$7,1,287,4,low,M,1,0
4848,F,Ship,3,3,101,2,medium,M,9,0
4820,F,Ship,6,5,310,4,medium,M,1,1
6540,F,Ship,6,2,300,5,low,M,3,0
9157,D,Road,6,2,257,4,low,F,5,1
2161,D,Ship,3,4,254,2,medium,F,44,1
1394,F,Ship,5,2,239,2,medium,F,59,1
5745,A,Road,4,5,134,3,medium,F,4,0
1968,F,Ship,4,5,263,2,medium,M,13,1
2526,F,Ship,4,5,156,3,low,M,39,1
520,B,Ship,3,1,215,3,medium,F,2,1
7870,B,Ship,4,5,240,2,medium,M,6,1
9703,D,Road,6,3,264,4,medium,F,3,1
1265,C,Ship,4,3,142,2,medium,F,63,1
9330,F,Flight,5,4,235,4,low,M,5,0
6831,A,Road,$7,1,275,4,medium,M,7,0
795,A,Ship,4,5,255,4,low,M,14,1
9983,C,Road,5,3,202,2,low,F,9,1
4563,A,Ship,6,4,272,4,low,F,7,1
7927,D,Road,4,5,239,2,medium,F,1,0
2040,F,Road,5,2,202,3,medium,M,34,1
8911,D,Flight,6,5,299,4,low,M,2,0
704,F,Ship,4,2,259,3,low,F,47,1
82,B,Ship,2,5,132,3,low,M,18,1
9247,D,Ship,4,5,209,3,medium,F,4,0
5907,A,Flight,3,5,254,3,low,M,6,0
8565,A,Ship,3,2,193,2,low,M,3,1
3754,B,Ship,3,4,181,2,medium,F,4,0
5927,C,Ship,6,3,202,3,low,F,5,0
3667,D,Ship,4,4,274,3,high,F,3,1
5729,C,Road,5,5,227,5,medium,F,3,0
1646,F,Flight,4,4,143,8,medium,M,12,1
6852,F,Flight,4,1,173,3,high,M,1,0
198,F,Ship,2,3,136,3,low,F,19,1
7029,A,Ship,3,4,196,4,low,F,4,0
732,F,Ship,6,5,113,3,high,F,35,1
10608,F,Ship,4,3,245,4,medium,F,5,0
6670,B,Ship,3,1,266,5,low,M,1,0
5866,B,Road,4,5,259,3,medium,M,4,1
510,F,Ship,5,2,235,3,low,M,14,1
8928,F,Ship,5,3,163,3,medium,M,1,0
4075,D,Ship,3,3,185,3,medium,M,4,1
2098,B,Ship,5,4,214,3,low,M,52,1
9012,F,Ship,3,5,264,4,medium,F,8,0
2476,B,Flight,5,3,265,3,medium,M,30,1
3787,D,Ship,3,2,144,10,high,F,3,0
10300,B,Ship,6,4,221,5,low,M,9,0
4070,F,Ship,2,1,271,8,medium,F,5,0
695,C,Flight,4,4,214,3,low,M,36,1
1654,B,Flight,5,3,260,2,high,F,63,1
1092,F,Flight,3,5,154,3,medium,M,46,1
1149,A,Ship,3,1,140,2,medium,F,55,1
5030,F,Ship,6,5,294,4,medium,F,2,1
10655,C,Ship,5,1,251,4,low,M,1,1
4800,F,Flight,$7,2,250,5,medium,M,9,0
8477,C,Road,5,1,258,6,low,F,7,0
8820,F,Ship,5,4,242,5,low,M,1,1
1235,C,Flight,2,3,280,4,low,M,17,1
9119,C,Ship,3,3,247,2,high,F,8,1
8187,A,Ship,4,2,156,4,medium,F,2,1
9352,B,Ship,$7,1,267,4,medium,M,9,1
8915,C,Flight,6,3,276,4,low,M,6,1
5229,A,Ship,5,1,233,3,low,M,10,0
145,D,Flight,2,1,158,3,medium,F,51,1
6629,C,Ship,3,4,172,2,low,M,5,0
6674,F,Ship,4,2,232,3,medium,F,7,1
926,F,Ship,5,3,217,3,high,F,61,1
5762,F,Flight,$7,3,244,5,medium,F,10,1
3261,A,Ship,4,5,273,3,low,F,1,1
4501,D,Road,2,5,170,5,low,F,10,1
4511,C,Road,4,2,108,10,medium,M,5,0
8558,F,Ship,4,5,262,6,low,M,10,0
5700,F,Ship,3,1,170,2,low,F,2,1
508,B,Ship,5,3,230,3,medium,F,3,1
9274,B,Ship,3,3,150,3,medium,M,9,0
2200,B,Flight,5,5,216,2,high,M,33,1
6313,D,Flight,6,2,161,4,low,M,10,0
7196,F,Ship,6,1,306,4,medium,M,8,0
1961,C,Ship,3,3,207,3,low,F,62,1
4227,A,Road,4,1,166,2,low,F,6,0
5026,B,Ship,6,5,292,4,low,M,4,1
1010,F,Ship,4,4,142,4,low,F,8,1
167,C,Ship,5,2,141,3,high,F,34,1
2095,D,Ship,3,5,272,10,medium,M,59,1
8468,F,Road,4,4,266,3,low,F,6,1
4270,B,Ship,4,2,249,4,medium,M,4,1
3327,A,Ship,4,2,156,3,low,M,3,0
4334,F,Ship,5,4,255,6,low,M,3,0
2205,A,Flight,4,3,255,5,low,M,18,1
2502,F,Ship,2,1,252,2,low,M,35,1
3089,C,Ship,4,2,218,2,high,M,1,1
8462,F,Ship,3,2,243,4,medium,M,5,1
7701,A,Ship,5,4,199,5,medium,M,6,1
3022,B,Flight,4,1,167,3,low,M,42,1
7981,D,Ship,2,4,165,3,medium,M,7,0
2753,C,Flight,5,4,167,7,medium,F,23,1
9331,D,Flight,3,2,154,3,low,F,8,1
4642,B,Road,3,5,193,3,medium,M,1,1
9745,D,Ship,5,1,238,5,low,F,5,0
4025,C,Ship,4,1,228,2,medium,F,9,0
7777,D,Ship,5,1,249,3,low,F,8,0
4885,D,Ship,3,4,206,3,high,M,5,0
9183,A,Flight,6,3,266,4,medium,F,8,0
3998,F,Ship,3,4,173,2,low,M,5,0
8392,B,Ship,5,2,190,2,low,M,1,0
8884,B,Road,5,3,270,5,medium,M,9,1
7405,D,Flight,4,1,228,5,low,F,6,1
2429,C,Ship,4,5,192,3,medium,F,41,1
6303,A,Flight,$7,2,307,4,medium,M,2,0
9974,F,Ship,3,5,115,2,low,M,10,0
5864,F,Ship,5,3,121,2,medium,F,4,1
5663,C,Ship,4,2,237,3,low,M,2,0
630,F,Ship,4,5,245,2,low,F,19,1
801,A,Road,5,5,170,2,medium,F,36,1
8815,D,Ship,3,2,138,10,low,M,1,1
7632,F,Ship,5,4,225,2,low,M,8,0
9149,C,Ship,5,5,162,4,low,M,8,0
10520,F,Ship,4,3,263,2,low,M,9,0
9282,F,Ship,4,2,239,3,low,F,4,0
7164,F,Ship,4,5,228,5,low,M,9,0
9145,D,Ship,5,3,268,5,medium,M,5,0
9943,D,Ship,4,4,266,6,low,F,2,1
5269,D,Ship,$7,2,296,4,low,F,6,1
2175,A,Road,3,5,166,3,low,F,1,1
6812,F,Ship,4,3,249,6,low,M,2,1
1488,F,Road,6,1,219,6,low,F,10,1
1179,A,Ship,4,3,118,5,low,F,15,1
8029,D,Ship,$7,1,290,4,low,M,4,0
10308,F,Ship,4,2,225,2,medium,F,5,0
5260,B,Ship,$7,5,281,4,low,M,8,1
5242,B,Ship,3,4,247,3,low,M,6,0
2774,F,Ship,5,5,171,3,high,M,14,1
429,A,Ship,2,2,140,3,low,F,19,1
4028,F,Ship,4,5,249,2,medium,F,10,0
10145,C,Flight,5,1,233,5,medium,M,4,0
2875,D,Flight,5,2,193,2,low,F,1,1
9105,A,Ship,6,4,249,4,low,M,10,0
6650,F,Ship,3,3,155,2,medium,F,5,0
4815,A,Ship,$7,3,286,4,low,F,3,0
314,F,Ship,4,3,272,3,medium,M,38,1
4376,F,Road,3,5,195,3,medium,F,10,0
9204,F,Ship,3,4,225,4,medium,F,9,0
6492,F,Ship,6,4,251,4,low,F,10,1
3375,A,Ship,4,1,157,2,medium,M,3,0
6082,B,Ship,4,2,270,2,high,F,9,1
8694,F,Ship,6,2,164,4,low,M,6,0
2463,A,Flight,5,2,224,4,medium,M,43,1
183,A,Ship,3,2,164,10,high,F,28,1
9511,D,Ship,4,1,183,3,low,M,3,1
6210,F,Ship,4,3,273,10,medium,M,6,1
10667,C,Road,4,5,262,6,medium,M,1,0
7470,F,Ship,5,5,271,4,low,M,8,1
9629,C,Ship,6,1,286,4,medium,M,10,1
10701,A,Flight,2,5,277,3,medium,F,6,0
2354,F,Ship,3,2,264,3,medium,F,43,1
5722,B,Ship,6,3,309,4,low,M,5,0
3363,A,Ship,3,2,206,3,high,F,1,1
830,F,Flight,5,4,223,3,low,F,40,1
3958,B,Road,3,3,250,3,low,F,5,0
4370,F,Road,3,5,244,3,low,M,3,1
8399,C,Ship,3,5,246,3,medium,M,1,1
9671,C,Ship,4,2,258,5,medium,M,1,0
10192,B,Ship,$7,3,306,4,low,F,4,0
1905,A,Road,4,5,277,5,medium,F,32,1
4617,A,Ship,4,3,256,3,high,F,1,0
8019,A,Ship,4,1,226,5,medium,M,6,1
530,F,Road,6,1,243,4,high,F,22,1
1716,F,Ship,3,3,275,3,low,F,61,1
1312,B,Ship,3,4,161,3,low,F,25,1
9921,A,Ship,6,4,284,4,low,F,7,1
199,D,Ship,2,3,142,3,medium,F,38,1
9892,B,Ship,4,4,272,2,low,M,1,1
6646,B,Ship,6,2,168,2,low,M,3,0
9512,F,Ship,4,5,171,3,low,F,10,1
2951,C,Ship,6,1,236,4,low,F,10,1
7842,F,Ship,2,2,201,3,high,M,2,1
2300,F,Ship,4,1,229,3,medium,F,20,1
8305,D,Ship,3,2,245,3,medium,F,7,0
4340,F,Ship,3,2,216,3,low,F,10,0
3702,F,Flight,3,1,194,2,low,M,8,1
1307,C,Ship,4,3,252,2,medium,M,1,1
1506,F,Flight,4,2,229,4,low,F,32,1
5539,D,Ship,6,2,257,4,low,F,4,1
1573,D,Ship,2,1,252,3,low,F,12,1
10028,F,Ship,5,5,207,4,low,F,1,0
2894,F,Flight,4,1,226,3,low,M,42,1
4760,F,Ship,6,5,255,4,low,F,9,0
3118,B,Ship,4,3,142,4,low,M,29,1
5797,D,Ship,4,3,207,5,high,F,6,0
8369,C,Flight,4,4,147,3,medium,M,9,1
5535,A,Ship,6,1,271,4,low,F,9,0
990,F,Ship,3,2,182,2,low,F,40,1
2896,B,Ship,3,5,152,2,medium,F,6,1
931,D,Ship,4,3,162,2,low,M,2,1
3972,F,Flight,5,5,262,2,medium,M,8,0
975,A,Flight,5,3,96,4,medium,F,12,1
8229,A,Flight,3,4,186,2,low,F,4,0
2328,F,Flight,4,4,282,6,medium,F,52,1
986,F,Ship,6,1,172,6,high,F,50,1
1160,F,Ship,3,4,266,2,high,F,55,1
1434,F,Ship,3,2,176,3,low,M,51,1
5720,F,Ship,3,1,239,8,high,M,6,1
3535,D,Ship,3,5,181,2,medium,M,2,0
4172,F,Ship,3,2,159,2,medium,F,3,0
6965,C,Road,2,4,108,5,high,M,5,1
8777,C,Flight,3,1,101,3,medium,M,7,1
6006,F,Road,6,4,292,4,low,M,3,1
5684,F,Ship,4,1,183,3,medium,F,4,0
7792,B,Road,4,1,237,3,medium,F,8,1
5913,A,Ship,5,1,193,4,medium,F,10,0
2065,D,Flight,3,4,156,4,medium,F,7,1
9679,D,Ship,6,5,298,4,low,M,3,1
5659,D,Ship,5,1,169,4,medium,M,4,0
7104,F,Road,6,2,139,6,medium,M,8,1
8488,B,Road,3,1,207,3,low,F,5,1
9687,A,Ship,5,5,218,5,medium,F,7,0
1297,D,Ship,3,5,191,3,medium,M,54,1
6625,D,Ship,3,2,263,3,low,F,3,0
8810,F,Ship,3,1,203,10,medium,F,7,1
69,A,Ship,4,2,231,4,medium,F,6,1
9876,F,Flight,5,1,137,5,low,F,8,0
6859,D,Flight,3,1,237,3,medium,F,1,1
7748,F,Ship,5,1,262,5,low,F,5,1
10132,B,Road,5,4,208,8,medium,F,4,1
5405,C,Ship,4,3,190,4,medium,M,4,1
114,F,Road,3,2,263,3,low,M,41,1
4557,A,Ship,6,5,264,4,low,M,6,0
7932,F,Road,4,3,153,7,medium,F,4,1
2290,B,Ship,3,1,238,2,medium,F,50,1
9319,D,Flight,4,2,219,3,low,F,9,0
3115,D,Ship,4,2,217,3,low,M,1,1
3060,F,Ship,5,5,195,2,low,F,6,1
6800,F,Ship,3,4,265,10,low,M,10,0
2276,F,Ship,3,1,155,3,low,M,49,1
7170,F,Ship,6,3,290,4,low,M,5,0
2494,B,Ship,4,5,151,3,high,F,31,1
1888,B,Ship,3,5,203,3,low,F,58,1
2387,C,Ship,5,2,167,3,medium,F,7,1
4694,F,Ship,3,3,249,2,low,F,2,0
1567,D,Ship,5,1,159,4,low,M,38,1
833,C,Flight,2,3,251,3,low,F,2,1
4615,D,Ship,6,4,112,4,medium,F,9,1
9039,A,Flight,4,1,179,2,medium,F,7,0
2153,C,Ship,4,2,191,2,low,M,11,1
6887,C,Ship,6,3,278,4,high,F,3,0
5339,C,Flight,2,5,254,2,low,M,10,1
4576,B,Ship,4,1,166,5,low,F,1,1
2139,A,Ship,2,3,140,2,medium,M,20,1
1485,A,Road,3,1,180,2,low,F,65,1
5669,C,Ship,3,2,225,3,low,M,3,0
8604,F,Ship,6,5,308,4,low,M,4,0
7827,A,Ship,4,2,136,4,medium,M,9,0
3207,A,Ship,2,4,176,2,medium,F,2,0
2366,F,Ship,3,3,178,2,medium,M,4,1
8830,B,Ship,4,4,261,5,medium,F,2,1
10730,F,Ship,5,4,232,5,medium,M,5,0
10227,A,Ship,6,1,265,4,low,F,1,1
8677,D,Ship,3,1,207,4,low,F,9,0
8048,F,Ship,6,5,301,5,low,M,8,0
2347,D,Ship,3,2,273,3,low,F,12,1
2828,F,Ship,6,2,131,5,medium,F,5,1
7264,B,Flight,6,2,169,2,medium,M,9,0
312,F,Ship,3,2,154,3,low,F,56,1
7024,B,Ship,3,3,273,3,medium,F,6,1
6857,C,Flight,3,5,151,6,low,M,8,1
1545,A,Ship,3,5,175,2,low,M,59,1
8916,F,Flight,$7,4,270,4,medium,F,5,0
4221,A,Road,4,5,204,3,medium,F,4,0
10779,A,Ship,4,5,243,5,low,M,7,1
4881,A,Ship,3,3,218,3,low,F,4,1
5171,C,Ship,3,1,244,3,high,M,7,1
10330,B,Ship,4,2,191,2,medium,F,8,1
3216,F,Ship,3,1,196,3,low,M,10,0
10097,C,Ship,5,1,151,3,low,F,9,0
1495,D,Road,3,5,192,2,medium,F,5,1
3057,A,Ship,3,4,176,3,low,F,4,1
6375,A,Ship,4,1,245,3,medium,F,5,0
5326,B,Road,4,2,252,6,medium,M,2,0
4924,B,Road,4,5,203,2,medium,F,8,1
4378,B,Road,2,2,158,3,high,F,1,0
8650,B,Ship,$7,5,273,4,medium,M,9,1
2679,A,Ship,5,3,210,2,low,M,19,1
1446,F,Ship,3,4,254,3,high,M,53,1
5597,C,Road,4,2,168,2,high,F,9,0
10882,B,Ship,3,2,123,4,low,F,10,0
6982,B,Road,5,4,212,2,low,F,9,0
4888,B,Ship,5,2,225,4,low,M,1,1
5602,B,Road,4,3,138,3,high,M,2,0
1242,F,Flight,4,5,227,4,low,F,20,1
5852,F,Ship,4,5,201,2,high,F,2,0
10595,C,Ship,3,2,183,2,medium,F,6,1
605,C,Ship,4,3,187,2,low,F,58,1
10671,A,Road,5,3,254,5,low,M,10,1
49,D,Ship,5,4,190,2,medium,M,9,1
10125,A,Road,6,2,269,6,medium,M,4,0
1746,F,Ship,4,5,147,2,low,M,17,1
9816,F,Ship,4,3,125,3,low,F,10,0
9305,C,Road,3,5,182,3,high,M,5,1
6959,C,Ship,3,4,255,2,low,M,2,0
7648,B,Road,5,3,241,2,medium,M,5,0
3049,D,Ship,4,3,141,4,medium,F,38,1
3569,C,Flight,4,4,271,3,low,M,3,0
1364,F,Road,4,3,237,2,medium,M,22,1
4855,D,Ship,2,5,284,3,medium,M,6,0
10326,F,Ship,3,2,188,5,medium,M,7,0
7639,D,Ship,5,2,123,5,low,F,4,0
7254,F,Road,3,4,168,3,medium,M,5,0
9848,F,Road,5,1,173,4,medium,F,2,0
10715,C,Ship,5,4,254,5,low,M,10,0
4741,D,Ship,3,1,144,3,medium,F,6,0
5452,B,Ship,4,4,259,7,medium,M,7,0
4516,B,Road,2,4,255,7,low,F,9,1
7178,F,Ship,4,1,254,5,low,F,7,0
10652,F,Ship,3,4,222,3,low,M,6,0
4662,F,Flight,3,3,270,3,low,M,7,0
4623,A,Ship,4,1,223,3,low,F,9,0
1203,A,Ship,4,4,237,2,medium,M,21,1
4547,C,Ship,$7,1,291,4,low,F,9,1
7230,F,Ship,3,5,151,2,low,M,3,0
1317,A,Ship,3,2,181,3,low,F,29,1
2519,C,Ship,3,4,175,3,medium,M,4,1
209,C,Ship,2,4,152,3,low,M,55,1
10563,A,Flight,3,5,190,5,high,F,7,0
6793,D,Ship,3,1,207,2,low,M,7,0
4954,B,Ship,3,3,181,3,medium,F,3,1
9197,C,Ship,5,5,262,5,low,M,2,0
4151,C,Ship,4,1,253,2,low,F,9,0
5501,C,Ship,6,4,304,4,low,M,7,1
7406,F,Flight,5,3,225,5,low,F,6,0
7711,D,Ship,5,3,250,4,medium,F,4,1
8566,B,Ship,3,4,165,2,medium,M,1,0
788,F,Ship,5,1,160,3,medium,F,22,1
6007,D,Road,6,3,244,4,low,F,1,1
3504,F,Ship,4,2,209,2,medium,F,1,0
5279,C,Ship,6,4,298,4,medium,M,9,0
1103,C,Flight,4,1,227,3,medium,M,54,1
8723,C,Ship,3,4,177,3,medium,F,1,0
5176,B,Ship,5,3,222,2,low,F,2,1
3610,B,Ship,4,2,195,5,medium,M,9,1
1067,C,Ship,3,4,165,2,low,M,48,1
9256,B,Ship,3,2,272,3,low,M,7,1
5746,B,Road,4,3,189,3,medium,F,4,0
3360,F,Ship,3,5,150,3,medium,F,4,1
1845,A,Ship,3,4,198,2,medium,F,20,1
10075,D,Ship,4,3,136,4,low,M,10,0
7563,A,Ship,4,4,171,2,low,M,7,1
577,D,Ship,4,1,230,3,medium,M,40,1
5742,F,Road,4,2,149,2,medium,M,8,1
10675,D,Road,3,4,208,2,low,F,3,1
4621,D,Ship,3,3,169,3,low,F,9,1
10313,C,Ship,3,5,236,3,medium,F,1,0
9833,C,Ship,6,5,217,4,low,F,2,0
7117,D,Road,4,3,192,4,high,F,1,1
4256,F,Flight,4,3,235,3,medium,F,6,1
8283,A,Ship,3,1,155,3,medium,F,7,0
6429,A,Road,3,5,139,2,low,M,2,0
3273,A,Road,5,4,171,4,low,M,7,1
8625,A,Road,5,3,245,5,low,M,8,0
4900,B,Ship,5,5,166,2,high,F,2,1
10366,B,Ship,3,4,261,4,medium,F,7,0
3011,C,Flight,3,3,214,2,medium,F,4,1
7603,D,Ship,4,3,147,3,medium,M,1,0
10068,F,Ship,4,4,259,2,low,M,6,1
8304,F,Ship,3,1,274,2,high,M,2,0
391,D,Road,4,1,259,3,low,M,20,1
670,B,Road,3,2,189,3,medium,M,38,1
6364,B,Ship,4,2,182,3,medium,M,9,0
4091,C,Road,3,4,188,4,low,M,2,1
3585,A,Ship,5,5,244,2,low,M,10,0
310,B,Ship,5,5,266,3,medium,F,53,1
8956,B,Ship,2,2,247,3,low,F,4,1
10742,F,Ship,5,3,218,5,medium,F,4,0
3053,C,Ship,5,4,168,3,low,M,34,1
10819,D,Flight,4,1,135,4,low,F,5,0
9316,B,Flight,5,4,260,4,low,M,4,1
5436,F,Ship,4,5,266,3,medium,F,4,1
6913,D,Ship,5,1,251,5,low,F,7,1
2637,A,Ship,4,3,154,3,medium,M,10,1
2758,B,Ship,3,1,231,2,low,M,44,1
4611,A,Ship,3,3,152,3,low,M,6,1
6328,B,Ship,5,2,135,3,medium,M,9,0
913,D,Ship,4,4,161,3,low,F,6,1
10656,F,Ship,4,4,255,6,low,M,5,1
8722,B,Ship,4,5,198,2,medium,F,9,0
4731,A,Ship,5,1,269,3,low,F,5,0
7747,D,Ship,4,3,228,5,low,F,9,0
746,F,Ship,$7,5,243,5,medium,M,28,1
606,F,Ship,4,4,166,5,low,F,54,1
10637,C,Ship,5,5,132,3,low,F,2,0
2568,F,Ship,2,4,255,3,low,F,55,1
8275,D,Ship,3,1,138,3,medium,F,2,1
7715,C,Ship,5,2,228,5,low,M,6,1
6686,F,Ship,3,3,243,2,low,M,3,1
2187,A,Road,3,4,202,3,medium,M,28,1
5381,C,Ship,4,5,228,2,low,F,4,1
950,F,Road,4,1,258,3,medium,M,53,1
4842,F,Ship,5,1,156,6,medium,F,4,0
1304,F,Ship,4,3,138,3,medium,M,15,1
6591,A,Flight,5,4,267,5,medium,F,10,1
4903,D,Ship,5,1,255,3,high,M,6,1
87,A,Ship,4,1,185,2,low,M,44,1
2852,F,Road,4,1,207,2,low,M,2,1
6593,C,Flight,$7,4,272,4,low,M,3,0
8440,B,Ship,4,1,284,4,low,F,4,1
3653,C,Ship,5,4,185,3,medium,F,1,0
6653,C,Ship,3,4,235,2,low,F,10,0
910,B,Ship,4,5,186,10,low,F,42,1
5569,D,Ship,4,1,211,3,high,M,5,1
10297,D,Ship,5,3,243,6,medium,F,9,0
2337,A,Flight,2,2,242,6,low,F,63,1
4362,F,Road,5,1,172,5,medium,F,1,0
1099,D,Flight,4,2,181,2,low,F,28,1
4487,C,Ship,3,4,174,3,medium,F,4,0
7324,B,Ship,5,1,151,6,medium,M,2,0
2454,F,Road,4,5,184,3,low,F,64,1
7714,B,Ship,5,2,240,5,medium,M,3,0
7645,D,Ship,3,4,159,2,medium,F,6,1
2395,D,Ship,4,5,227,3,low,M,65,1
4522,B,Flight,3,3,260,4,low,M,8,1
9636,F,Ship,$7,3,256,4,medium,M,4,0
4605,A,Ship,3,1,171,2,medium,F,6,1
5378,F,Ship,5,1,170,4,high,M,6,1
9346,B,Ship,4,1,157,2,medium,F,7,1
2550,F,Ship,3,3,176,2,medium,M,34,1
1919,C,Flight,4,5,207,2,medium,F,49,1
7246,B,Road,3,5,205,4,low,M,2,0
2694,F,Ship,3,1,202,3,low,F,51,1
4294,B,Ship,4,2,258,3,high,M,10,1
5603,C,Road,4,2,233,3,low,F,3,1
792,F,Ship,5,4,133,2,medium,M,30,1
8198,F,Road,4,5,216,3,medium,F,7,0
2211,A,Ship,5,1,137,2,low,M,52,1
7293,A,Ship,3,2,221,2,medium,M,10,1
3165,A,Flight,4,4,225,5,low,M,5,1
8043,A,Ship,3,3,307,5,low,F,3,1
2113,D,Ship,4,2,183,3,low,M,5,1
1120,B,Ship,4,1,172,2,low,M,48,1
10905,A,Ship,4,2,218,2,low,M,4,1
6572,F,Flight,6,4,266,4,low,M,9,1
821,C,Flight,3,1,186,3,medium,F,11,1
4782,F,Road,3,4,233,3,medium,F,10,0
5466,F,Road,6,4,304,4,low,M,6,1
1735,D,Ship,5,4,241,3,medium,M,40,1
4679,C,Ship,5,4,210,3,medium,F,6,0
2621,C,Ship,2,4,120,2,medium,M,13,1
10687,D,Flight,5,4,184,5,low,F,5,0
10772,F,Ship,4,1,250,6,medium,F,7,0
4331,C,Ship,5,2,168,4,low,M,10,1
3095,C,Ship,4,4,243,3,low,F,36,1
9420,F,Ship,$7,3,300,4,medium,F,5,0
3708,F,Flight,5,4,142,2,high,M,7,0
9664,B,Ship,5,2,172,2,low,F,2,0
3684,F,Road,4,1,260,4,low,M,10,1
3790,B,Ship,3,1,154,10,medium,F,3,0
6495,A,Ship,6,1,283,4,low,M,8,0
5044,B,Road,4,2,224,2,low,M,9,1
7880,F,Ship,4,3,196,3,low,M,10,1
9200,F,Ship,4,1,240,4,low,M,10,1
2824,B,Ship,2,4,147,2,medium,F,65,1
6398,F,Ship,4,3,250,3,high,F,4,1
5011,D,Ship,4,3,196,3,low,F,10,1
6558,F,Road,6,2,246,4,medium,F,7,1
7249,D,Road,5,4,173,3,low,M,9,0
8652,F,Ship,6,2,279,4,medium,F,4,0
8481,A,Road,5,5,176,3,medium,F,8,1
10270,B,Road,4,1,194,2,medium,F,3,0
3005,C,Road,4,5,196,2,low,M,51,1
6258,F,Ship,6,2,292,4,low,F,2,0
9257,C,Ship,5,3,273,4,medium,M,1,0
1666,B,Ship,5,2,266,7,low,M,40,1
6237,A,Ship,4,2,210,3,low,F,9,0
7615,D,Ship,5,3,178,4,medium,M,10,1
7910,F,Ship,5,1,181,3,low,F,6,0
7309,D,Ship,4,4,161,2,medium,F,8,1
5446,B,Ship,3,5,252,4,low,F,7,1
9753,A,Ship,2,3,258,2,low,M,4,1
9596,F,Flight,4,5,249,3,low,F,7,0
2155,D,Ship,3,3,211,4,high,F,22,1
728,F,Ship,4,3,179,3,low,M,45,1
4970,F,Ship,4,3,275,3,low,F,3,0
8695,D,Ship,3,5,220,3,low,F,9,1
8251,D,Ship,5,1,184,3,low,F,10,1
6728,F,Flight,2,3,226,2,medium,M,2,0
4953,A,Ship,4,2,242,3,medium,M,10,0
8443,D,Ship,3,5,252,2,high,M,4,1
9707,C,Road,6,3,310,4,low,F,2,0
9385,D,Ship,4,1,184,7,medium,F,6,0
4481,C,Ship,2,1,210,2,medium,F,6,0
7629,A,Ship,4,4,255,3,high,F,3,0
6559,D,Road,5,5,222,5,low,F,4,0
626,F,Ship,3,2,238,3,high,F,54,1
7198,B,Ship,4,3,150,4,low,F,4,0
2386,B,Ship,4,3,135,2,medium,F,53,1
8896,B,Road,6,4,249,4,low,M,2,0
10342,B,Ship,3,5,206,2,low,M,3,1
5002,B,Ship,4,5,194,8,medium,F,9,1
3967,D,Road,4,3,178,2,medium,F,9,1
4939,D,Flight,4,4,185,3,high,F,6,1
9683,C,Ship,6,5,254,4,medium,M,4,1
7145,C,Ship,6,5,278,4,high,F,6,0
3330,F,Ship,4,5,168,2,high,M,2,0
4657,D,Flight,3,1,185,3,medium,M,7,1
302,F,Ship,4,5,202,2,medium,M,35,1
7511,C,Road,$7,1,282,4,low,F,2,0
6786,F,Ship,4,3,189,2,low,F,7,0
8879,C,Road,4,1,271,5,medium,F,3,0
2839,D,Ship,4,5,232,2,low,M,54,1
5534,F,Ship,6,3,269,4,medium,F,6,1
10620,F,Ship,4,1,270,2,low,M,4,0
3614,F,Ship,4,5,274,2,low,F,2,1
5504,F,Ship,6,5,304,4,low,F,6,1
